symbol,status,source,start_date,end_date,rows,error
510300.SH,ok,mootdx,2026-07-07,2026-07-07,240,
159915.SZ,ok,mootdx,2026-07-07,2026-07-07,240,
159949.SZ,ok,mootdx,2026-07-07,2026-07-07,240,
159967.SZ,ok,mootdx,2026-07-07,2026-07-07,240,
159985.SZ,ok,mootdx,2026-07-07,2026-07-07,240,
