date,symbol,name,amount,price
2024-10-23,513970,恒生消费,19760200,0.863
2024-10-24,159928,消费ETF汇添富,20249000,0.827
2024-10-25,159883,医疗器械ETF永赢,32700400,0.519
2024-10-28,588700,科创生物,18980000,0.902
2024-10-29,513180,恒指科技,27696700,0.628
2024-10-30,512170,医疗ETF,49828300,0.341
2024-10-31,562500,机器人,23726300,0.716
2024-11-04,518880,黄金ETF,2776100,6.008
2024-11-05,159502,标普生物科技ETF嘉实,15881800,1.052
2024-11-06,159997,电子ETF天弘,14640000,1.148
2024-11-07,159516,半导体设备ETF国泰,14923100,1.113
2024-11-08,561980,芯片设备,12383300,1.416
2024-11-11,512480,半导体,16492400,1.116
2024-11-12,159998,计算机ETF天弘,18513000,0.992
2024-11-13,516510,云计算,14653800,1.266
2024-11-14,512880,证券ETF,14536000,1.283
2024-11-15,512200,地产ETF,11151900,1.624
2024-11-25,159529,标普消费ETF景顺,14685400,1.305
2024-11-27,513100,纳指ETF,12490700,1.541
2024-12-04,159518,标普油气ETF嘉实,18738400,1.022
2024-12-10,513500,标普500,8640200,2.203
2024-12-17,159529,标普消费ETF景顺,13750400,1.47
2024-12-18,520830,沙特ETF,17531100,1.014
2024-12-19,520830,沙特ETF,1215100,1.001
2024-12-20,501018,南方原油,7603283,1.21
2024-12-23,511880,银华日利,196300,101.579
2024-12-25,513100,纳指ETF,12163900,1.663
2024-12-30,159529,标普消费ETF景顺,12906500,1.609
2024-12-31,159546,集成电路ETF国泰,15564100,1.299
2025-01-02,515050,5GETF,17561800,1.113
2025-01-03,513520,日经ETF,13412700,1.506
2025-01-09,159509,纳指科技ETF景顺,12405100,1.635
2025-01-13,501018,南方原油,15789823,1.343
2025-01-14,159518,标普油气ETF嘉实,19335100,1.14
2025-01-15,518880,黄金ETF,3629400,6.087
2025-01-17,159518,标普油气ETF嘉实,19809600,1.209
2025-01-21,520830,沙特ETF,20004400,1.187
2025-01-24,513030,德国ETF,13932200,1.838
2025-01-27,513080,法国ETF,14247300,1.683
2025-02-07,159985,豆粕ETF华夏,12644100,1.965
2025-02-10,513080,法国ETF,14946300,1.642
2025-02-11,513030,德国ETF,14998100,1.634
2025-02-12,562500,机器人,26925300,0.912
2025-02-13,159998,计算机ETF天弘,24502000,0.99
2025-02-14,159851,金融科技ETF华宝,15496500,1.592
2025-02-17,159735,港股消费ETF银华,31341300,0.796
2025-02-18,510900,恒生中国,23116500,1.111
2025-02-19,513660,恒生通,9047700,2.833
2025-02-20,513060,恒生医疗,58243300,0.446
2025-02-21,159939,信息技术ETF广发,37368800,0.719
2025-02-24,512170,医疗ETF,74206900,0.356
2025-02-25,159939,信息技术ETF广发,36786000,0.725
2025-02-26,512170,医疗ETF,75751500,0.35
2025-02-27,159939,信息技术ETF广发,36765200,0.703
2025-02-28,588220,科创100F,24799100,1.026
2025-03-03,561980,芯片设备,18222600,1.363
2025-03-04,159985,豆粕ETF华夏,12305400,2.021
2025-03-05,511880,银华日利,247900,100.287
2025-03-07,518880,黄金ETF,3805700,6.512
2025-03-10,513060,恒生医疗,53286100,0.448
2025-03-13,520500,恒生新药,20364600,1.166
2025-03-14,560280,工程机械,17379500,1.388
2025-03-17,513030,德国ETF,13916800,1.759
2025-03-21,159323,港股通汽车ETF华夏,18884900,1.269
2025-03-24,517520,黄金股,18573800,1.291
2025-03-25,513030,德国ETF,13201500,1.773
2025-03-26,159980,有色ETF大成,13395200,1.754
2025-03-27,513030,德国ETF,13086700,1.765
2025-03-28,159980,有色ETF大成,13128700,1.741
2025-04-01,511880,银华日利,227600,100.377
2025-04-07,518880,黄金ETF,3225300,6.913
2025-04-10,511880,银华日利,222000,100.407
2025-04-17,518880,黄金ETF,3112800,7.593
2025-04-18,511880,银华日利,235200,100.444
2025-04-22,518880,黄金ETF,3117200,7.993
2025-04-23,511880,银华日利,248000,100.444
2025-04-24,159865,养殖ETF国泰,42425700,0.593
2025-04-28,511880,银华日利,250400,100.451
2025-05-08,518880,黄金ETF,3350100,7.662
2025-05-09,513030,德国ETF,13872100,1.875
2025-05-12,513730,东南亚,21652800,1.211
2025-05-16,513030,德国ETF,13849100,1.864
2025-05-20,513750,港股非银,19807700,1.316
2025-05-22,513730,东南亚,21257600,1.21
2025-05-23,159822,新经济ETF银华,36477300,0.708
2025-05-26,159509,纳指科技ETF景顺,17179500,1.499
2025-05-27,159529,标普消费ETF景顺,16091800,1.59
2025-05-28,513030,德国ETF,13606800,1.89
2025-05-30,159529,标普消费ETF景顺,16049800,1.581
2025-06-05,159509,纳指科技ETF景顺,16473800,1.557
2025-06-09,513120,HK创新药,24261700,1.124
2025-06-10,520500,恒生新药,17624300,1.611
2025-06-16,515120,创新药,46083200,0.607
2025-06-18,161226,国投白银LOF,27391600,1.05
2025-06-19,501018,南方原油,21867300,1.364
2025-06-24,159518,标普油气ETF嘉实,31490200,0.901
2025-06-25,513310,中韩芯片,17307400,1.661
2025-06-27,513120,HK创新药,24671100,1.117
2025-06-30,159851,金融科技ETF华宝,16419500,1.676
2025-07-02,513090,香港证券,14953100,1.828
2025-07-04,516100,科技金融,20735000,1.353
2025-07-08,513090,香港证券,14770300,1.935
2025-07-11,159851,金融科技ETF华宝,16988700,1.758
2025-07-14,515050,5GETF,24698300,1.216
2025-07-15,515880,通信ETF,20247600,1.565
2025-07-17,159851,金融科技ETF华宝,37760800,0.853
2025-07-18,515050,5GETF,24341300,1.329
2025-07-21,159363,创业板人工智能ETF华宝,53995200,0.587
2025-07-22,159583,通信ETF富国,11257000,1.411
2025-07-23,516150,稀土基金,23447300,1.379
2025-07-24,513060,恒生医疗,50042400,0.651
2025-07-25,515790,光伏ETF,43428200,0.745
2025-07-28,560860,工业有色,31374800,1.038
2025-07-30,159745,建材ETF国泰,50638600,0.65
2025-08-01,159859,生物医药ETF天弘,74962500,0.426
2025-08-04,159509,纳指科技ETF景顺,17876500,1.752
2025-08-05,511880,银华日利,310700,100.761
2025-08-07,159509,纳指科技ETF景顺,17407500,1.813
2025-08-11,159583,通信ETF富国,21320000,1.521
2025-08-12,159583,通信ETF富国,10027100,1.538
2025-08-13,520500,恒生新药,16886900,1.991
2025-08-14,588760,AI科创,53957000,0.625
2025-08-18,159583,通信ETF富国,20838300,1.713
2025-08-19,159363,创业板人工智能ETF华宝,49845100,0.734
2025-08-21,588760,AI科创,54759100,0.691
2025-08-22,588200,科创芯片,20263000,2.01
2025-08-26,588220,科创100F,32369500,1.286
2025-08-27,159915,创业板ETF易方达,15239400,2.78
2025-08-28,159667,工业母机ETF国泰,29766200,1.378
2025-08-29,516520,智能驾驶,32495600,1.283
2025-09-01,516520,智能驾驶,2833900,1.274
2025-09-02,513310,中韩芯片,21473200,1.928
2025-09-04,515790,光伏ETF,50416700,0.864
2025-09-05,515030,新汽车,28937900,1.559
2025-09-08,161226,国投白银LOF,40022500,1.119
2025-09-09,516520,智能驾驶,18985700,1.259
2025-09-10,516150,稀土基金,26420100,1.675
2025-09-11,513310,中韩芯片,22654800,2.033
2025-09-12,161226,国投白银LOF,40931700,1.156
2025-09-16,515000,科技ETF,49074400,0.962
2025-09-17,159819,人工智能ETF易方达,32130800,1.468
2025-09-18,159363,创业板人工智能ETF华宝,54581700,0.882
2025-09-19,515790,光伏ETF,52660300,0.897
2025-09-22,515260,电子ETF,59618900,0.685
2025-09-23,515880,通信ETF,17815500,2.651
2025-09-24,517520,黄金股,25210600,1.885
2025-09-25,561100,电子龙头,34404500,1.414
2025-09-29,159732,消费电子ETF华夏,40464500,1.163
2025-09-30,588890,科创芯,16998000,2.888
2025-10-09,588990,科芯片,18451400,2.844
2025-10-10,159949,创业板50ETF华安,33610300,1.484
2025-10-13,513330,恒生互联,82974100,0.574
2025-10-14,161226,国投白银LOF,36019200,1.465
2025-10-15,159509,纳指科技ETF景顺,25561100,2.076
2025-10-17,518880,黄金ETF,5801400,9.576
2025-10-22,159502,标普生物科技ETF嘉实,48851200,1.16
2025-10-23,513310,中韩芯片,23725300,2.369
2025-10-24,159509,纳指科技ETF景顺,25682800,2.237
2025-11-03,159502,标普生物科技ETF嘉实,50564400,1.207
2025-11-05,159509,纳指科技ETF景顺,26680900,2.206
2025-11-06,511880,银华日利,582300,101.046
2025-11-07,159509,纳指科技ETF景顺,25893400,2.24
2025-11-10,513000,225ETF,30649800,1.94
2025-11-12,513310,中韩芯片,22100000,2.689
2025-11-14,513290,纳指生物,40226800,1.475
2025-11-17,516160,新能源,19161000,3.051
2025-11-19,513290,纳指生物,39253600,1.542
2025-11-21,159518,标普油气ETF嘉实,64655100,0.904
2025-11-24,159502,标普生物科技ETF嘉实,48656400,1.235
2025-12-02,513290,纳指生物,39919500,1.562
2025-12-03,161226,国投白银LOF,38340700,1.671
2025-12-11,159502,标普生物科技ETF嘉实,50278400,1.317
2025-12-12,159583,通信ETF富国,52920500,1.235
2025-12-15,159502,标普生物科技ETF嘉实,49316000,1.327
2025-12-16,159206,卫星ETF永赢,47105300,1.362
2025-12-18,518880,黄金ETF,6934500,9.322
2025-12-19,515880,通信ETF,21931000,2.968
2025-12-23,159980,有色ETF大成,34054600,1.936
2025-12-24,515880,通信ETF,21422400,3.099
2025-12-26,159363,创业板人工智能ETF华宝,67522700,0.979
2025-12-30,563320,通用航空,62824600,1.088
2025-12-31,563320,通用航空,195700,1.123
2026-01-05,159227,航空航天ETF华夏,50477500,1.392
2026-01-06,512670,国防ETF,75783000,0.936
2026-01-08,159583,通信ETF富国,53523600,1.35
2026-01-09,561330,矿业ETF,35309100,2.096
2026-01-12,561980,芯片设备,31935000,2.376
2026-01-16,159870,化工ETF鹏华,89460500,0.862
2026-01-19,562500,机器人,69836700,1.118
2026-01-20,159870,化工ETF鹏华,88205500,0.891
2026-01-21,588080,科创板50,51967900,1.563
2026-01-22,501018,南方原油,27841001,1.183
2026-01-23,518880,黄金ETF,7964100,10.607
2026-01-26,159980,有色ETF大成,39422600,2.166
2026-01-27,562500,机器人,77120500,1.092
2026-01-28,159731,石化ETF华夏,82547700,1.067
2026-01-29,516190,文娱ETF,17393800,1.471
2026-01-30,159995,芯片ETF华夏,44163800,2.012
2026-02-02,588760,AI科创,101763800,0.848
2026-02-03,159985,豆粕ETF华夏,43465100,1.978
2026-02-04,520830,沙特ETF,90767400,0.944
2026-02-05,513520,日经ETF,45064300,1.871
2026-02-10,159518,标普油气ETF嘉实,85495300,1.012
2026-02-26,513310,中韩芯片,24765000,4.195
2026-03-04,513350,油气ETF,91114100,1.463
2026-03-06,518880,黄金ETF,12116000,10.904
2026-03-10,511880,银华日利,1317300,100.241
2026-03-12,159985,豆粕ETF华夏,59040000,2.303
2026-03-16,159611,电力ETF广发,114141400,1.153
2026-03-18,515220,煤炭ETF,101370000,1.236
2026-03-19,159985,豆粕ETF华夏,56048200,2.253
2026-03-20,159518,标普油气ETF嘉实,103062400,1.34
2026-03-25,159985,豆粕ETF华夏,61367600,2.203
2026-03-31,511880,银华日利,1347800,100.304
2026-04-01,520830,沙特ETF,77005600,0.938
2026-04-02,511880,银华日利,1357900,100.319
2026-04-03,512800,银行ETF,169388700,0.797
2026-04-08,520830,沙特ETF,36423900,0.929
2026-04-09,159502,标普生物科技ETF嘉实,101127500,1.313
2026-04-15,589720,科创新药,144140800,0.956
2026-04-17,515880,通信ETF,111195800,1.307
2026-04-20,159967,创业板成长ETF华夏,186527100,0.79
2026-04-21,159363,创业板人工智能ETF华宝,113503200,1.266
2026-04-22,520870,巴西ETF,110512200,1.29
2026-04-23,520870,巴西ETF,3923764,1.264
2026-04-24,515000,科技ETF,123852300,1.135
2026-04-27,515000,科技ETF,24686155,1.164
2026-04-29,589800,科创综合,72478749,1.503
2026-04-30,513100,纳指ETF,71725100,1.964
2026-05-06,589800,科创综合,90923100,1.644
2026-05-07,589800,科创综合,11650990,1.64
2026-05-13,159949,创业板50ETF华安,81551300,1.918
2026-05-15,159915,创业板ETF易方达,39125500,3.945
2026-05-19,513100,纳指ETF,73276000,2.044
2026-05-21,511880,银华日利,1490700,100.466
2026-05-26,159509,纳指科技ETF景顺,57542700,2.677
2026-05-28,515070,AI智能,59996700,2.521
2026-05-29,159141,科创创业人工智能ETF永赢,64569506,1.381
2026-06-01,159131,港股通信息技术ETF华宝,137457600,1.101
2026-06-04,513100,纳指ETF,63871000,2.242
2026-06-05,588710,科半导体,55022800,2.55
2026-06-08,515000,科技ETF,99278100,1.338
2026-06-09,511880,银华日利,1321200,100.516
2026-06-10,513520,日经ETF,56618700,2.262
2026-06-15,511880,银华日利,1273800,100.512
2026-06-23,513520,日经ETF,52892900,2.468
2026-06-24,588710,科半导体,39681900,3.478
2026-06-25,515000,科技ETF,87223000,1.657
2026-06-29,588220,科创100F,68908100,2.056
2026-06-30,513310,中韩芯片,22029000,6.84
2026-07-01,513520,日经ETF,59194100,2.504
2026-07-02,159663,机床ETF华夏,38489100,2.684
2026-07-03,159667,工业母机ETF国泰,164378500,0.906
