date,log_date,time,target,target_raw,top10_raw,top1
2021-10-08,2021-10-08,13:10:00,501018,501018.SH,"501018.SH:2.4425,159980.SZ:0.0302",501018
2021-10-11,2021-10-11,13:10:00,501018,501018.SH,"501018.SH:3.1744,159980.SZ:0.0577",501018
2021-10-12,2021-10-12,13:10:00,501018,501018.SH,"501018.SH:3.7179,159980.SZ:0.0589",501018
2021-10-13,2021-10-13,13:10:00,501018,501018.SH,"501018.SH:4.0471,159980.SZ:0.0951",501018
2021-10-14,2021-10-14,13:10:00,501018,501018.SH,501018.SH:4.5311,501018
2021-10-15,2021-10-15,13:10:00,511880,511880.SH,,
2021-10-18,2021-10-18,13:10:00,159865,159865.SZ,159865.SZ:1.3356,159865
2021-10-19,2021-10-19,13:10:00,159865,159865.SZ,"159865.SZ:2.2571,159980.SZ:1.0601",159865
2021-10-20,2021-10-20,13:10:00,159928,159928.SZ,"159928.SZ:2.3271,159865.SZ:2.2322,515170.SH:1.4566,512690.SH:1.0037,159825.SZ:0.3002",159928
2021-10-21,2021-10-21,13:10:00,159928,159928.SZ,"159928.SZ:2.1014,159865.SZ:1.8784,515170.SH:1.3457,512690.SH:0.9270,159825.SZ:0.3048",159928
2021-10-22,2021-10-22,13:10:00,501018,501018.SH,"501018.SH:4.0009,159928.SZ:2.3225,159865.SZ:1.6406,515170.SH:1.5708,512690.SH:1.0066,159980.SZ:0.5689,516520.SH:0.3570,159825.SZ:0.3556,159852.SZ:0.1814,159915.SZ:0.1793",501018
2021-10-25,2021-10-25,13:10:00,501018,501018.SH,"501018.SH:3.9532,159928.SZ:1.9824,159865.SZ:1.4191,515170.SH:1.2247,512690.SH:0.6714,516520.SH:0.6015,159980.SZ:0.4976,159825.SZ:0.4293,159949.SZ:0.3197,159915.SZ:0.3045",501018
2021-10-26,2021-10-26,13:10:00,501018,501018.SH,"501018.SH:3.1899,159928.SZ:1.7372,515170.SH:1.1807,159865.SZ:0.9815,159967.SZ:0.7067,512690.SH:0.6917,513330.SH:0.6599,515790.SH:0.6523,159949.SZ:0.4890,159915.SZ:0.4439",501018
2021-10-27,2021-10-27,13:10:00,501018,501018.SH,"501018.SH:2.5034,516520.SH:1.3540,515790.SH:1.1698,159928.SZ:1.1133,159967.SZ:0.8640,159865.SZ:0.6801,515170.SH:0.6571,513330.SH:0.5390,159949.SZ:0.4607,159915.SZ:0.3850",501018
2021-10-28,2021-10-28,13:10:00,516520,516520.SH,"516520.SH:1.7270,515790.SH:1.5049,515030.SH:1.1306,159967.SZ:1.0467,159928.SZ:0.9302,513330.SH:0.6401,159949.SZ:0.5633,515170.SH:0.5494,159915.SZ:0.4272,159865.SZ:0.3919",516520
2021-10-29,2021-10-29,13:10:00,513500,513500.SH,"513500.SH:0.1549,513100.SH:0.0416,518880.SH:0.0080",513500
2021-11-01,2021-11-01,13:10:00,513500,513500.SH,"513500.SH:0.2805,513100.SH:0.1675",513500
2021-11-02,2021-11-02,13:10:00,501018,501018.SH,"501018.SH:0.6806,513500.SH:0.3818,513100.SH:0.3534,518880.SH:0.0179",501018
2021-11-03,2021-11-03,13:10:00,513100,513100.SH,"513100.SH:0.5208,513500.SH:0.4631,513030.SH:0.0046",513100
2021-11-04,2021-11-04,13:10:00,513100,513100.SH,"513100.SH:0.8313,513500.SH:0.5835,513030.SH:0.0500",513100
2021-11-05,2021-11-05,13:10:00,513100,513100.SH,"513100.SH:1.2398,513500.SH:0.7388,513030.SH:0.1485,518880.SH:0.0224",513100
2021-11-08,2021-11-08,13:10:00,513100,513100.SH,"513100.SH:1.6060,513030.SH:0.2690,518880.SH:0.0700,501018.SH:0.0061",513100
2021-11-09,2021-11-09,13:10:00,513100,513100.SH,"513100.SH:1.8306,513030.SH:0.3875,518880.SH:0.0922,513520.SH:0.0125,161226.SZ:0.0066,501018.SH:0.0002",513100
2021-11-10,2021-11-10,13:10:00,513100,513100.SH,"513100.SH:1.7103,513500.SH:0.9047,513030.SH:0.4420,518880.SH:0.1108",513100
2021-11-11,2021-11-11,13:10:00,518880,518880.SH,"518880.SH:0.1694,161226.SZ:0.0175",518880
2021-11-12,2021-11-12,13:10:00,512660,512660.SH,"512660.SH:4.6960,159869.SZ:4.6570,512710.SH:3.1378,159995.SZ:2.6341,512480.SH:2.0454,159732.SZ:2.0368,515050.SH:1.9573,515880.SH:1.3848,513100.SH:1.3433,515980.SH:1.2342",512660
2021-11-15,2021-11-15,13:10:00,512660,512660.SH,"512660.SH:4.8084,512710.SH:3.1639,516520.SH:2.8328,515050.SH:2.4981,159732.SZ:2.3385,159995.SZ:2.2964,512480.SH:2.0299,515880.SH:1.8836,513100.SH:1.3151,515980.SH:1.2767",512660
2021-11-16,2021-11-16,13:10:00,512980,512980.SH,"512980.SH:2.9902,516520.SH:2.6791,515050.SH:2.5961,515880.SH:2.3772,159732.SZ:2.2875,159995.SZ:1.6721,512480.SH:1.6219,159865.SZ:1.2448,516190.SH:1.2250,515980.SH:1.2064",512980
2021-11-17,2021-11-17,13:10:00,512980,512980.SH,"512980.SH:3.7694,515880.SH:2.9506,515050.SH:2.5320,516520.SH:2.4942,159732.SZ:2.1320,516190.SH:1.7906,512480.SH:1.3098,159995.SZ:1.2153,515980.SH:1.1503,159819.SZ:1.1296",512980
2021-11-18,2021-11-18,13:10:00,512670,512670.SH,"512670.SH:3.9789,512980.SH:3.5870,512660.SH:3.3894,515880.SH:2.9075,516520.SH:2.0937,515050.SH:2.0777,512710.SH:1.9407,159732.SZ:1.6738,159819.SZ:1.0891,512480.SH:0.9834",512670
2021-11-19,2021-11-19,13:10:00,512980,512980.SH,"512980.SH:3.8711,512670.SH:3.8632,512660.SH:3.2608,515880.SH:3.0689,516520.SH:2.2657,515050.SH:2.1515,512710.SH:1.8061,159819.SZ:1.1572,513100.SH:0.9991,515980.SH:0.9347",512980
2021-11-22,2021-11-22,13:10:00,159869,159869.SZ,"159869.SZ:4.9503,512670.SH:4.0991,512980.SH:3.6466,515880.SH:3.5761,512660.SH:3.3979,516520.SH:2.9620,515050.SH:2.5284,516190.SH:1.9567,512710.SH:1.9071,515980.SH:1.1112",159869
2021-11-23,2021-11-23,13:10:00,159869,159869.SZ,"159869.SZ:3.9090,512670.SH:3.8016,515880.SH:3.7927,512980.SH:3.3135,512660.SH:3.1896,516520.SH:3.0823,515050.SH:2.5457,159732.SZ:2.1468,516190.SH:1.7340,512710.SH:1.6336",159869
2021-11-24,2021-11-24,13:10:00,515880,515880.SH,"515880.SH:3.9554,512980.SH:3.4586,159869.SZ:3.3385,516520.SH:2.9419,512670.SH:2.8610,515050.SH:2.5199,512660.SH:2.4646,159732.SZ:2.1427,159819.SZ:1.3813,512480.SH:1.3632",515880
2021-11-25,2021-11-25,13:10:00,515880,515880.SH,"515880.SH:3.3814,516520.SH:2.7062,512980.SH:2.5147,515050.SH:2.1491,512670.SH:2.0856,159869.SZ:1.9962,159732.SZ:1.9651,512660.SH:1.7594,512480.SH:1.3632,159819.SZ:1.2886",515880
2021-11-26,2021-11-26,13:10:00,515880,515880.SH,"515880.SH:2.4721,516520.SH:2.1677,512980.SH:1.6489,512670.SH:1.5244,515050.SH:1.4639,159732.SZ:1.3460,512660.SH:1.3250,512100.SH:1.2452,159869.SZ:1.0022,159819.SZ:0.9371",515880
2021-11-29,2021-11-29,13:10:00,516520,516520.SH,"516520.SH:2.1324,515880.SH:1.8719,512670.SH:1.7439,562800.SH:1.7010,512100.SH:1.5047,159732.SZ:1.1211,515050.SH:1.0549,159851.SZ:0.9636,588080.SH:0.9441,512480.SH:0.8533",516520
2021-11-30,2021-11-30,13:10:00,562800,562800.SH,"562800.SH:2.8750,516520.SH:2.1392,512670.SH:1.9955,515880.SH:1.8042,512660.SH:1.5329,159732.SZ:1.0375,588080.SH:0.9197,512480.SH:0.9079,515050.SH:0.9041,513360.SH:0.8056",562800
2021-12-01,2021-12-01,13:10:00,562800,562800.SH,"562800.SH:3.6959,512100.SH:1.7597,159851.SZ:1.7049,516520.SH:1.6629,515880.SH:1.5963,512670.SH:1.5372,512660.SH:1.1304,512400.SH:0.9526,159732.SZ:0.7837,512480.SH:0.7426",562800
2021-12-02,2021-12-02,13:10:00,562800,562800.SH,"562800.SH:4.1668,159851.SZ:1.5492,516520.SH:1.5341,512100.SH:1.4886,512670.SH:1.1605,515880.SH:1.0627,512400.SH:1.0066,512660.SH:0.8031,512480.SH:0.6851,515210.SH:0.6759",562800
2021-12-03,2021-12-03,13:10:00,159985,159985.SZ,159985.SZ:0.2912,159985
2021-12-06,2021-12-06,13:10:00,159985,159985.SZ,159985.SZ:0.3108,159985
2021-12-07,2021-12-07,13:10:00,159985,159985.SZ,159985.SZ:0.2323,159985
2021-12-08,2021-12-08,13:10:00,159980,159980.SZ,159980.SZ:0.0013,159980
2021-12-09,2021-12-09,13:10:00,159980,159980.SZ,159980.SZ:0.0043,159980
2021-12-10,2021-12-10,13:10:00,512690,512690.SH,"512690.SH:2.6608,515210.SH:1.5308,562800.SH:1.5006,515220.SH:1.3286,515170.SH:1.2283,159851.SZ:1.1626,159732.SZ:0.8660,512400.SH:0.6268,516520.SH:0.5564,510760.SH:0.5257",512690
2021-12-13,2021-12-13,13:10:00,512690,512690.SH,"512690.SH:3.3881,515220.SH:1.7150,515170.SH:1.6846,515210.SH:1.3258,159851.SZ:1.3124,562800.SH:1.3007,159732.SZ:1.0197,512890.SH:0.6323,512880.SH:0.6192,512400.SH:0.6165",512690
2021-12-14,2021-12-14,13:10:00,512690,512690.SH,"512690.SH:3.8888,515170.SH:2.0184,515220.SH:1.4599,159732.SZ:1.0638,515210.SH:0.8358,562800.SH:0.8232,159928.SZ:0.7804,512880.SH:0.6397,510760.SH:0.5518,516520.SH:0.4836",512690
2021-12-15,2021-12-15,13:10:00,512690,512690.SH,"512690.SH:3.4499,515170.SH:1.7870,159851.SZ:1.6320,515220.SH:1.5259,159732.SZ:0.9377,512880.SH:0.7018,515210.SH:0.6593,159928.SZ:0.6383,510760.SH:0.5098,512070.SH:0.4355",512690
2021-12-16,2021-12-16,13:10:00,512690,512690.SH,"512690.SH:2.7475,159851.SZ:1.7104,515170.SH:1.4925,512880.SH:0.9131,159732.SZ:0.9051,515210.SH:0.8234,512070.SH:0.6354,512890.SH:0.5492,513090.SH:0.5395,510760.SH:0.5324",512690
2021-12-17,2021-12-17,13:10:00,515220,515220.SH,"515220.SH:2.5702,512690.SH:1.8359,159851.SZ:1.7006,512880.SH:1.0213,515170.SH:0.9498,515210.SH:0.7941,512070.SH:0.7198,159732.SZ:0.6116,512890.SH:0.5986,513090.SH:0.5687",515220
2021-12-20,2021-12-20,13:10:00,159985,159985.SZ,"159985.SZ:0.3336,159980.SZ:0.0000",159985
2021-12-21,2021-12-21,13:10:00,159985,159985.SZ,"159985.SZ:0.3482,159980.SZ:0.0000",159985
2021-12-22,2021-12-22,13:10:00,511880,511880.SH,,
2021-12-23,2021-12-23,13:10:00,159985,159985.SZ,"159985.SZ:0.5887,159980.SZ:0.0010",159985
2021-12-24,2021-12-24,13:10:00,159985,159985.SZ,"159985.SZ:0.7901,159980.SZ:0.0072,513500.SH:0.0014",159985
2021-12-27,2021-12-27,13:10:00,159985,159985.SZ,"159985.SZ:0.8000,513500.SH:0.0161,159980.SZ:0.0117,518880.SH:0.0051",159985
2021-12-28,2021-12-28,13:10:00,159985,159985.SZ,"159985.SZ:0.9901,513500.SH:0.0693,159980.SZ:0.0351,518880.SH:0.0255,513030.SH:0.0042",159985
2021-12-29,2021-12-29,13:10:00,159985,159985.SZ,"159985.SZ:0.9914,159980.SZ:0.0695,518880.SH:0.0391,501018.SH:0.0143,513100.SH:0.0003,513520.SH:0.0001",159985
2021-12-30,2021-12-30,13:10:00,159985,159985.SZ,"159985.SZ:0.9869,159980.SZ:0.2368,501018.SH:0.2078,513030.SH:0.1362,513100.SH:0.0108,513520.SH:0.0022",159985
2021-12-31,2021-12-31,13:10:00,501018,501018.SH,"501018.SH:0.5237,159980.SZ:0.3260,513500.SH:0.2956,513030.SH:0.1864,518880.SH:0.1001,161226.SZ:0.0523,513100.SH:0.0238",501018
2022-01-04,2022-01-04,13:10:00,159985,159985.SZ,"159985.SZ:0.8632,501018.SH:0.7223,513500.SH:0.4052,159980.SZ:0.3317,513100.SH:0.0735",159985
2022-01-05,2022-01-05,13:10:00,159985,159985.SZ,"159985.SZ:0.9595,501018.SH:0.8886,513500.SH:0.4071,159980.SZ:0.3989,513030.SH:0.3858,518880.SH:0.1407,513520.SH:0.0203",159985
2022-01-06,2022-01-06,13:10:00,501018,501018.SH,"501018.SH:0.9696,159980.SZ:0.3884,513030.SH:0.3635",501018
2022-01-07,2022-01-07,13:10:00,501018,501018.SH,"501018.SH:1.3304,159980.SZ:0.4041,513030.SH:0.3862",501018
2022-01-10,2022-01-10,13:10:00,501018,501018.SH,"501018.SH:1.4030,159985.SZ:0.4922,159980.SZ:0.4117",501018
2022-01-11,2022-01-11,13:10:00,501018,501018.SH,"501018.SH:1.4520,159985.SZ:0.3821,518880.SH:0.0370",501018
2022-01-12,2022-01-12,13:10:00,501018,501018.SH,"501018.SH:1.8611,159980.SZ:0.5839,513030.SH:0.3518,159985.SZ:0.3197,518880.SH:0.0572",501018
2022-01-13,2022-01-13,13:10:00,501018,501018.SH,"501018.SH:2.2064,159980.SZ:0.6831,513030.SH:0.4408,159985.SZ:0.2367,518880.SH:0.0770",501018
2022-01-14,2022-01-14,13:10:00,501018,501018.SH,"501018.SH:2.5487,159980.SZ:0.7466,513030.SH:0.4721,518880.SH:0.0780,161226.SZ:0.0004",501018
2022-01-17,2022-01-17,13:10:00,501018,501018.SH,"501018.SH:3.0937,159980.SZ:0.6920,518880.SH:0.0478",501018
2022-01-18,2022-01-18,13:10:00,501018,501018.SH,"501018.SH:3.7494,159980.SZ:0.8027,518880.SH:0.0350",501018
2022-01-19,2022-01-19,13:10:00,501018,501018.SH,"501018.SH:4.3869,159981.SZ:3.1443,159980.SZ:0.7987,159766.SZ:0.7832,512890.SH:0.6509,512200.SH:0.4942,510880.SH:0.3519,512800.SH:0.2380,511380.SH:0.0658",501018
2022-01-20,2022-01-20,13:10:00,501018,501018.SH,"501018.SH:4.5050,159980.SZ:0.9972,518880.SH:0.0464,161226.SZ:0.0016,159985.SZ:0.0001",501018
2022-01-21,2022-01-21,13:10:00,501018,501018.SH,"501018.SH:3.9343,159980.SZ:1.0039,518880.SH:0.0541,159985.SZ:0.0022",501018
2022-01-24,2022-01-24,13:10:00,501018,501018.SH,"501018.SH:4.2112,159980.SZ:1.0543,518880.SH:0.0641,161226.SZ:0.0500,159985.SZ:0.0029",501018
2022-01-25,2022-01-25,13:10:00,518880,518880.SH,"518880.SH:0.0917,161226.SZ:0.0490,159985.SZ:0.0010",518880
2022-01-26,2022-01-26,13:10:00,501018,501018.SH,"501018.SH:2.8771,518880.SH:0.1029,159985.SZ:0.0001",501018
2022-01-27,2022-01-27,13:10:00,501018,501018.SH,"501018.SH:2.8115,159980.SZ:0.5796",501018
2022-01-28,2022-01-28,13:10:00,501018,501018.SH,501018.SH:2.6914,501018
2022-02-07,2022-02-07,13:10:00,501018,501018.SH,"501018.SH:3.3873,159980.SZ:0.6272,159985.SZ:0.5298",501018
2022-02-08,2022-02-08,13:10:00,501018,501018.SH,"501018.SH:3.3178,159980.SZ:0.6171",501018
2022-02-09,2022-02-09,13:10:00,501018,501018.SH,"501018.SH:2.9983,159985.SZ:2.0677,159980.SZ:0.5861,518880.SH:0.0070",501018
2022-02-10,2022-02-10,13:10:00,159985,159985.SZ,"159985.SZ:3.5718,501018.SH:2.8304,159980.SZ:0.7841,518880.SH:0.0133",159985
2022-02-11,2022-02-11,13:10:00,159985,159985.SZ,"159985.SZ:4.5732,501018.SH:2.6315,159980.SZ:0.7781,518880.SH:0.0053",159985
2022-02-14,2022-02-14,13:10:00,159980,159980.SZ,"159980.SZ:0.7162,518880.SH:0.0433",159980
2022-02-15,2022-02-15,13:10:00,501018,501018.SH,"501018.SH:3.0952,159980.SZ:0.5963,518880.SH:0.0981,161226.SZ:0.0040",501018
2022-02-16,2022-02-16,13:10:00,159980,159980.SZ,"159980.SZ:0.5564,518880.SH:0.0851",159980
2022-02-17,2022-02-17,13:10:00,159980,159980.SZ,"159980.SZ:0.4778,518880.SH:0.1345",159980
2022-02-18,2022-02-18,13:10:00,501018,501018.SH,"501018.SH:1.5309,159766.SZ:0.9087,515220.SH:0.7796,159980.SZ:0.5059,518880.SH:0.1911,512800.SH:0.1756",501018
2022-02-21,2022-02-21,13:10:00,515220,515220.SH,"515220.SH:1.3263,501018.SH:1.2237,159766.SZ:0.8332,159980.SZ:0.4464,518880.SH:0.2214,512800.SH:0.1573",515220
2022-02-22,2022-02-22,13:10:00,515220,515220.SH,"515220.SH:1.6733,501018.SH:1.4479,159980.SZ:0.4450,518880.SH:0.3280",515220
2022-02-23,2022-02-23,13:10:00,562800,562800.SH,"562800.SH:2.3131,515220.SH:1.9709,512400.SH:1.2966,501018.SH:1.2230,159980.SZ:0.4373,518880.SH:0.3666",562800
2022-02-24,2022-02-24,13:10:00,562800,562800.SH,"562800.SH:2.7104,515220.SH:2.0395,512400.SH:1.6089,518880.SH:0.5679",562800
2022-02-25,2022-02-25,13:10:00,501018,501018.SH,"501018.SH:1.7774,518880.SH:0.5939,159980.SZ:0.3814,161226.SZ:0.0029",501018
2022-02-28,2022-02-28,13:10:00,501018,501018.SH,"501018.SH:1.9871,518880.SH:0.5979",501018
2022-03-01,2022-03-01,13:10:00,501018,501018.SH,501018.SH:1.9056,501018
2022-03-02,2022-03-02,13:10:00,159985,159985.SZ,"159985.SZ:4.1777,512400.SH:3.4494,501018.SH:3.3371,515220.SH:2.6306,518880.SH:0.6925,159870.SZ:0.3147,159980.SZ:0.2854,510880.SH:0.2088",159985
2022-03-03,2022-03-03,13:10:00,515220,515220.SH,"515220.SH:3.7938,512400.SH:3.4704,159985.SZ:3.3252,518880.SH:0.7229,159980.SZ:0.4886,510880.SH:0.3661,512100.SH:0.2488,159825.SZ:0.2442,159870.SZ:0.2273,515210.SH:0.2228",515220
2022-03-04,2022-03-04,13:10:00,159985,159985.SZ,"159985.SZ:2.7353,518880.SH:0.8263,159980.SZ:0.6043,161226.SZ:0.2260",159985
2022-03-07,2022-03-07,13:10:00,159985,159985.SZ,"159985.SZ:2.9095,518880.SH:1.0843,159980.SZ:0.9724,161226.SZ:0.5361",159985
2022-03-08,2022-03-08,13:10:00,518880,518880.SH,518880.SH:1.3022,518880
2022-03-09,2022-03-09,13:10:00,159985,159985.SZ,"159985.SZ:3.3425,518880.SH:1.8224,161226.SZ:1.3725",159985
2022-03-10,2022-03-10,13:10:00,159985,159985.SZ,159985.SZ:2.6367,159985
2022-03-11,2022-03-11,13:10:00,159985,159985.SZ,159985.SZ:2.5365,159985
2022-03-14,2022-03-14,13:10:00,159985,159985.SZ,"159985.SZ:2.6741,518880.SH:1.1668",159985
2022-03-15,2022-03-15,13:10:00,159985,159985.SZ,159985.SZ:2.3602,159985
2022-03-16,2022-03-16,13:10:00,159985,159985.SZ,159985.SZ:2.3720,159985
2022-03-17,2022-03-17,13:10:00,159985,159985.SZ,159985.SZ:2.3896,159985
2022-03-18,2022-03-18,13:10:00,159985,159985.SZ,"159985.SZ:2.6123,159980.SZ:0.3914",159985
2022-03-21,2022-03-21,13:10:00,159985,159985.SZ,159985.SZ:2.7046,159985
2022-03-22,2022-03-22,13:10:00,159985,159985.SZ,159985.SZ:3.1772,159985
2022-03-23,2022-03-23,13:10:00,159985,159985.SZ,159985.SZ:3.1264,159985
2022-03-24,2022-03-24,13:10:00,159985,159985.SZ,159985.SZ:3.1429,159985
2022-03-25,2022-03-25,13:10:00,159985,159985.SZ,"159985.SZ:2.6576,513500.SH:0.5551,159980.SZ:0.4794",159985
2022-03-28,2022-03-28,13:10:00,159985,159985.SZ,"159985.SZ:2.1263,513100.SH:0.6333,159980.SZ:0.4059,501018.SH:0.2612,161226.SZ:0.0181,518880.SH:0.0034",159985
2022-03-29,2022-03-29,13:10:00,513500,513500.SH,"513500.SH:1.0740,513100.SH:1.0380,159980.SZ:0.3568,513030.SH:0.0557,513520.SH:0.0128",513500
2022-03-30,2022-03-30,13:10:00,513100,513100.SH,"513100.SH:1.7137,513030.SH:0.3435,159980.SZ:0.3209",513100
2022-03-31,2022-03-31,13:10:00,513100,513100.SH,"513100.SH:1.7952,513030.SH:0.5671",513100
2022-04-01,2022-04-01,13:10:00,511880,511880.SH,,
2022-04-06,2022-04-06,13:10:00,511880,511880.SH,,
2022-04-07,2022-04-07,13:10:00,511880,511880.SH,,
2022-04-08,2022-04-08,13:10:00,511880,511880.SH,,
2022-04-11,2022-04-11,13:10:00,511880,511880.SH,,
2022-04-12,2022-04-12,13:10:00,511880,511880.SH,,
2022-04-13,2022-04-13,13:10:00,159980,159980.SZ,159980.SZ:0.0000,159980
2022-04-14,2022-04-14,13:10:00,511880,511880.SH,,
2022-04-15,2022-04-15,13:10:00,159980,159980.SZ,"159980.SZ:0.0776,518880.SH:0.0298,161226.SZ:0.0054,501018.SH:0.0032",159980
2022-04-18,2022-04-18,13:10:00,159980,159980.SZ,"159980.SZ:0.1060,518880.SH:0.1055,501018.SH:0.0774,161226.SZ:0.0387",159980
2022-04-19,2022-04-19,13:10:00,518880,518880.SH,"518880.SH:0.1775,501018.SH:0.1768,159980.SZ:0.1708,161226.SZ:0.0829",518880
2022-04-20,2022-04-20,13:10:00,159980,159980.SZ,"159980.SZ:0.1300,501018.SH:0.1039,513500.SH:0.0031,513100.SH:0.0031",159980
2022-04-21,2022-04-21,13:10:00,518880,518880.SH,"518880.SH:0.2079,159980.SZ:0.0777,501018.SH:0.0609,513500.SH:0.0029",518880
2022-04-22,2022-04-22,13:10:00,518880,518880.SH,"518880.SH:0.2234,159980.SZ:0.0968,501018.SH:0.0255,513500.SH:0.0001",518880
2022-04-25,2022-04-25,13:10:00,511880,511880.SH,,
2022-04-26,2022-04-26,13:10:00,511880,511880.SH,,
2022-04-27,2022-04-27,13:10:00,511880,511880.SH,,
2022-04-28,2022-04-28,13:10:00,511880,511880.SH,,
2022-04-29,2022-04-29,13:10:00,518880,518880.SH,"518880.SH:0.0889,501018.SH:0.0690",518880
2022-05-05,2022-05-05,13:10:00,512690,512690.SH,512690.SH:0.3624,512690
2022-05-06,2022-05-06,13:10:00,501018,501018.SH,501018.SH:0.8104,501018
2022-05-09,2022-05-09,13:10:00,501018,501018.SH,"501018.SH:1.4260,518880.SH:0.0940",501018
2022-05-10,2022-05-10,13:10:00,511880,511880.SH,,
2022-05-11,2022-05-11,13:10:00,511880,511880.SH,,
2022-05-12,2022-05-12,13:10:00,501018,501018.SH,501018.SH:0.9254,501018
2022-05-13,2022-05-13,13:10:00,501018,501018.SH,501018.SH:1.1819,501018
2022-05-16,2022-05-16,13:10:00,501018,501018.SH,501018.SH:1.3400,501018
2022-05-17,2022-05-17,13:10:00,501018,501018.SH,501018.SH:1.8045,501018
2022-05-18,2022-05-18,13:10:00,501018,501018.SH,501018.SH:1.6722,501018
2022-05-19,2022-05-19,13:10:00,501018,501018.SH,501018.SH:1.3445,501018
2022-05-20,2022-05-20,13:10:00,512670,512670.SH,"512670.SH:1.8178,501018.SH:1.1004",512670
2022-05-23,2022-05-23,13:10:00,515790,515790.SH,"515790.SH:3.2345,515030.SH:2.8619,159755.SZ:2.5226,159840.SZ:2.4031,512670.SH:1.7608,588080.SH:1.1295,501018.SH:1.0960,513330.SH:0.7264,159611.SZ:0.3982",515790
2022-05-24,2022-05-24,13:10:00,512670,512670.SH,"512670.SH:1.5386,516520.SH:1.3445,501018.SH:0.8423,159611.SZ:0.3322,513520.SH:0.1547",512670
2022-05-25,2022-05-25,13:10:00,501018,501018.SH,"501018.SH:0.9474,513520.SH:0.1936,513030.SH:0.0128",501018
2022-05-26,2022-05-26,13:10:00,501018,501018.SH,"501018.SH:1.0544,513520.SH:0.2227,513030.SH:0.0179",501018
2022-05-27,2022-05-27,13:10:00,501018,501018.SH,"501018.SH:1.4491,513520.SH:0.2816,159985.SZ:0.2525,513030.SH:0.0879",501018
2022-05-30,2022-05-30,13:10:00,501018,501018.SH,"501018.SH:1.5536,513520.SH:0.3802,159985.SZ:0.3578,513030.SH:0.2355",501018
2022-05-31,2022-05-31,13:10:00,501018,501018.SH,"501018.SH:1.9107,159985.SZ:0.5636,513030.SH:0.4398,513520.SH:0.4341",501018
2022-06-01,2022-06-01,13:10:00,515220,515220.SH,"515220.SH:4.7596,516520.SH:4.0667,562500.SH:2.8191,512100.SH:2.7085,159870.SZ:2.6503,512400.SH:2.5153,512670.SH:2.0496,512660.SH:1.9255,512480.SH:1.7771,515050.SH:1.7702",515220
2022-06-02,2022-06-02,13:10:00,515220,515220.SH,"515220.SH:4.3496,516520.SH:4.2866,512100.SH:2.5264,512400.SH:2.3588,159732.SZ:2.3342,159870.SZ:2.2628,512480.SH:2.0121,512660.SH:1.8777,512670.SH:1.8124,515880.SH:1.8032",515220
2022-06-06,2022-06-06,13:10:00,515220,515220.SH,"515220.SH:4.4399,562500.SH:3.4562,512400.SH:2.9858,512100.SH:2.7890,159732.SZ:2.7787,159870.SZ:2.6202,512480.SH:2.4853,588080.SH:2.4422,515880.SH:2.1105,515050.SH:2.0828",515220
2022-06-07,2022-06-07,13:10:00,516520,516520.SH,"516520.SH:4.8195,515220.SH:4.7887,562500.SH:3.3937,512400.SH:3.0775,159732.SZ:2.7093,512100.SH:2.6405,159870.SZ:2.5579,588080.SH:2.4786,512480.SH:2.2868,159967.SZ:2.1781",516520
2022-06-08,2022-06-08,13:10:00,516520,516520.SH,"516520.SH:4.4854,159605.SZ:3.6195,512400.SH:3.4163,513330.SH:3.1845,562500.SH:3.0508,159870.SZ:2.4119,512100.SH:2.4003,159732.SZ:2.3987,588080.SH:2.3261,513180.SH:2.2448",516520
2022-06-09,2022-06-09,13:10:00,512400,512400.SH,"512400.SH:3.9526,513180.SH:3.7083,513360.SH:3.1226,159870.SZ:2.5239,501018.SH:2.2046,512100.SH:2.1234,159892.SZ:2.0771,159967.SZ:2.0725,510900.SH:2.0579,588080.SH:2.0421",512400
2022-06-10,2022-06-10,13:10:00,512400,512400.SH,"512400.SH:4.7462,513360.SH:4.3304,510900.SH:2.5372,159892.SZ:2.4830,501018.SH:2.3788,512100.SH:2.2522,159967.SZ:2.2471,515210.SH:2.1302,588080.SH:2.1079,159981.SZ:1.9547",512400
2022-06-13,2022-06-13,13:10:00,516520,516520.SH,"516520.SH:4.1564,159870.SZ:3.2613,501018.SH:2.3619,159852.SZ:2.3321,159967.SZ:2.3180,512100.SH:2.2879,510900.SH:2.0861,515210.SH:1.9039,159981.SZ:1.8640,510500.SH:1.8491",516520
2022-06-14,2022-06-14,13:10:00,159870,159870.SZ,"159870.SZ:3.3706,501018.SH:2.9187,562500.SH:2.8447,512100.SH:1.9346,159967.SZ:1.8532,159852.SZ:1.8164,512690.SH:1.7418,510900.SH:1.7160,510500.SH:1.6653,159981.SZ:1.6105",159870
2022-06-15,2022-06-15,13:10:00,515790,515790.SH,"515790.SH:4.9580,513180.SH:4.4071,516520.SH:4.0436,159870.SZ:3.5872,562500.SH:2.8901,159852.SZ:2.6009,501018.SH:2.5590,159967.SZ:2.2865,512100.SH:2.1949,512690.SH:2.1407",515790
2022-06-16,2022-06-16,13:10:00,516520,516520.SH,"516520.SH:3.7631,513180.SH:3.4069,159870.SZ:3.0945,562500.SH:2.7542,159852.SZ:2.6567,159967.SZ:2.3587,159998.SZ:2.3526,159851.SZ:2.2569,512100.SH:2.1627,512690.SH:2.1354",516520
