date,time,value,weak,pool,target
2020-12-21,15:30:00,1452397.91,True,9,159980
2020-12-22,15:30:00,1416987.29,False,46,512690
2020-12-23,15:30:00,1423682.15,False,47,159967
2020-12-24,15:30:00,1408025.41,False,47,512690
2020-12-25,15:30:00,1428441.79,False,47,515030
2020-12-28,15:30:00,1438380.48,False,47,512690
2020-12-29,15:30:00,1414136.12,False,47,512010
2020-12-30,15:30:00,1426993.01,True,9,161226
2020-12-31,15:30:00,1468822.5,False,47,159967
2021-01-04,15:30:00,1547825.85,False,48,512670
2021-01-05,15:30:00,1531740.61,False,48,512660
2021-01-06,15:30:00,1577823.36,False,48,159949
2021-01-07,15:30:00,1609043.1,False,49,159949
2021-01-08,15:30:00,1601222.22,False,50,512010
2021-01-11,15:30:00,1574079.05,False,50,159928
2021-01-12,15:30:00,1599415.68,False,50,159985
2021-01-13,15:30:00,1655503.96,False,50,159915
2021-01-14,15:30:00,1634755.96,False,49,159915
2021-01-15,15:30:00,1591636.71,True,9,501018
2021-01-18,15:30:00,1576239.11,True,9,501018
2021-01-19,15:30:00,1548418.33,False,51,159949
2021-01-20,15:30:00,1600078.99,True,9,501018
2021-01-21,15:30:00,1585622.28,False,51,159949
2021-01-22,15:30:00,1618846.39,False,51,159915
2021-01-25,15:30:00,1637810.51,False,52,512170
2021-01-26,15:30:00,1587708.3,False,52,159995
2021-01-27,15:30:00,1577209.8,False,51,159995
2021-01-28,15:30:00,1520365.66,False,51,510900
2021-01-29,15:30:00,1509212.35,True,9,511880
2021-02-01,15:30:00,1509346.45,True,9,511880
2021-02-02,15:30:00,1511405.8,True,9,501018
2021-02-03,15:30:00,1528241.5,True,9,501018
2021-02-04,15:30:00,1552292.5,True,9,501018
2021-02-05,15:30:00,1559507.8,True,9,501018
2021-02-08,15:30:00,1578743.6,True,9,501018
2021-02-09,15:30:00,1610008.6,True,9,501018
2021-02-10,15:30:00,1605110.65,False,52,512800
2021-02-18,15:30:00,1636390.65,False,52,512800
2021-02-19,15:30:00,1648636.75,False,54,159825
2021-02-22,15:30:00,1632453.89,False,54,159825
2021-02-23,15:30:00,1594698.69,False,54,159825
2021-02-24,15:30:00,1573982.74,False,54,501018
2021-02-25,15:30:00,1607588.14,True,9,501018
2021-02-26,15:30:00,1587314.01,True,9,159980
2021-03-01,15:30:00,1571681.51,True,9,159980
2021-03-02,15:30:00,1539671.05,True,9,513500
2021-03-03,15:30:00,1539024.75,True,9,513500
2021-03-04,15:30:00,1504657.85,True,9,511880
2021-03-05,15:30:00,1512820.67,True,9,501018
2021-03-08,15:30:00,1576434.06,True,9,511880
2021-03-09,15:30:00,1593523.85,True,9,513030
2021-03-10,15:30:00,1584121.91,True,9,501018
2021-03-11,15:30:00,1623142.6,True,9,501018
2021-03-12,15:30:00,1636168.0,True,9,501018
2021-03-15,15:30:00,1653535.2,True,9,501018
2021-03-16,15:30:00,1627484.4,True,9,501018
2021-03-17,15:30:00,1636168.0,True,9,501018
2021-03-18,15:30:00,1622122.05,True,9,513030
2021-03-19,15:30:00,1610255.83,False,57,515210
2021-03-22,15:30:00,1613150.13,True,9,159980
2021-03-23,15:30:00,1606536.65,False,58,513030
2021-03-24,15:30:00,1597233.99,True,9,511880
2021-03-25,15:30:00,1597265.39,True,9,511880
2021-03-26,15:30:00,1599362.47,True,9,513030
2021-03-29,15:30:00,1606219.38,False,58,513030
2021-03-30,15:30:00,1615686.18,False,58,513030
2021-03-31,15:30:00,1629210.18,False,58,513030
2021-04-01,15:30:00,1637324.58,False,58,513030
2021-04-02,15:30:00,1646791.38,False,58,513030
2021-04-06,15:30:00,1668484.16,False,58,513500
2021-04-07,15:30:00,1665836.86,False,58,513500
2021-04-08,15:30:00,1667978.83,False,58,513090
2021-04-09,15:30:00,1654853.83,False,58,513090
2021-04-12,15:30:00,1648011.46,True,9,513100
2021-04-13,15:30:00,1644464.46,True,9,513100
2021-04-14,15:30:00,1665746.46,True,9,513100
2021-04-15,15:30:00,1649075.56,True,9,513100
2021-04-16,15:30:00,1664327.66,True,9,513100
2021-04-19,15:30:00,1667519.96,True,9,513100
2021-04-20,15:30:00,1635872.08,False,60,512480
2021-04-21,15:30:00,1634757.53,False,60,512690
2021-04-22,15:30:00,1634126.61,False,60,512690
2021-04-23,15:30:00,1651635.01,False,60,512690
2021-04-26,15:30:00,1619119.41,False,60,512690
2021-04-27,15:30:00,1648508.51,False,60,512690
2021-04-28,15:30:00,1677044.92,False,60,159967
2021-04-29,15:30:00,1677044.92,False,60,159967
2021-04-30,15:30:00,1703264.52,False,60,159967
2021-05-06,15:30:00,1650485.79,False,60,159949
2021-05-07,15:30:00,1626599.98,True,9,159980
2021-05-10,15:30:00,1676303.68,True,9,159980
2021-05-11,15:30:00,1637003.08,True,9,159980
2021-05-12,15:30:00,1647406.18,True,9,159980
2021-05-13,15:30:00,1613885.08,True,9,159980
2021-05-14,15:30:00,1599251.75,True,9,518880
2021-05-17,15:30:00,1608040.17,False,61,159992
2021-05-18,15:30:00,1582830.17,False,61,159992
2021-05-19,15:30:00,1575650.41,False,60,515120
2021-05-20,15:30:00,1578367.81,False,60,515120
2021-05-21,15:30:00,1549835.11,False,60,515120
2021-05-24,15:30:00,1536243.6,False,60,515120
2021-05-25,15:30:00,1579954.44,False,60,512010
2021-05-26,15:30:00,1581993.11,False,60,512690
2021-05-27,15:30:00,1592760.11,False,61,512690
2021-05-28,15:30:00,1595990.21,False,62,512690
2021-05-31,15:30:00,1600297.01,False,62,512690
2021-06-01,15:30:00,1603859.25,False,62,515030
2021-06-02,15:30:00,1591915.6,False,62,515030
2021-06-03,15:30:00,1584089.89,False,62,512690
2021-06-04,15:30:00,1620177.49,False,61,512690
2021-06-07,15:30:00,1654142.29,False,61,512690
2021-06-08,15:30:00,1569279.46,False,61,512670
2021-06-09,15:30:00,1590888.32,False,62,512480
2021-06-10,15:30:00,1609036.81,False,62,159995
2021-06-11,15:30:00,1582991.01,False,62,159995
2021-06-15,15:30:00,1605485.11,False,61,159995
2021-06-16,15:30:00,1583262.62,True,9,501018
