date,value,action,line
2021-03-31,1903326.7843400026,close,2021-03-31 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396098 security=513030.XSHG mode=OrderTargetValue: _value=1903326.7843400026 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-03-31 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-01,1911264.2843400026,close,2021-04-01 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396099 security=513030.XSHG mode=OrderTargetValue: _value=1911264.2843400026 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-01 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-02,1928726.7843400028,close,2021-04-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396100 security=513030.XSHG mode=OrderTargetValue: _value=1928726.7843400028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-02 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-07,1948242.3274600029,open,2021-04-07 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396103 security=513500.XSHG mode=OrderTargetValue: _value=1948242.3274600029 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-04-07 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-04-13,1927512.7030500032,close,2021-04-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396109 security=513100.XSHG mode=OrderTargetValue: _value=1927512.7030500032 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-14,1951247.5030500032,close,2021-04-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396110 security=513100.XSHG mode=OrderTargetValue: _value=1951247.5030500032 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-15,1927096.3030500032,close,2021-04-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396111 security=513100.XSHG mode=OrderTargetValue: _value=1927096.3030500032 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-15 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-16,1949998.3030500032,close,2021-04-16 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396112 security=513100.XSHG mode=OrderTargetValue: _value=1949998.3030500032 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-16 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-19,1955827.9030500033,close,2021-04-19 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396113 security=513100.XSHG mode=OrderTargetValue: _value=1955827.9030500033 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-19 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-21,1932679.2700200027,close,2021-04-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396116 security=512690.XSHG mode=OrderTargetValue: _value=1932679.2700200027 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-22,1931938.7700200027,close,2021-04-22 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396117 security=512690.XSHG mode=OrderTargetValue: _value=1931938.7700200027 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-22 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-23,1930457.770020003,close,2021-04-23 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396118 security=512690.XSHG mode=OrderTargetValue: _value=1930457.770020003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-23 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-26,1945267.7700200025,close,2021-04-26 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396119 security=512690.XSHG mode=OrderTargetValue: _value=1945267.7700200025 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-26 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-27,1922312.2700200027,close,2021-04-27 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396120 security=512690.XSHG mode=OrderTargetValue: _value=1922312.2700200027 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-27 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-04-30,2009701.606060003,close,2021-04-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396124 security=159967.XSHE mode=OrderTargetValue: _value=2009701.606060003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-04-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-10,1961652.6883600028,close,2021-05-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396129 security=159980.XSHE mode=OrderTargetValue: _value=1961652.6883600028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-11,1928820.6883600028,close,2021-05-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396130 security=159980.XSHE mode=OrderTargetValue: _value=1928820.6883600028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-12,1939764.6883600028,close,2021-05-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396131 security=159980.XSHE mode=OrderTargetValue: _value=1939764.6883600028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-12 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-13,1908300.6883600028,close,2021-05-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396132 security=159980.XSHE mode=OrderTargetValue: _value=1908300.6883600028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-20,1868417.1425300029,close,2021-05-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396140 security=515120.XSHG mode=OrderTargetValue: _value=1868417.1425300029 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-21,1845905.1425300029,close,2021-05-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396141 security=515120.XSHG mode=OrderTargetValue: _value=1845905.1425300029 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-24,1805705.142530003,close,2021-05-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396142 security=515120.XSHG mode=OrderTargetValue: _value=1805705.142530003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-05-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-05-26,1862259.734180003,open,2021-05-26 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396145 security=512010.XSHG mode=OrderTargetValue: _value=1862259.734180003 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-05-26 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-06-01,1874122.684630003,close,2021-06-01 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396152 security=515030.XSHG mode=OrderTargetValue: _value=1874122.684630003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-01 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-02,1861092.7846300032,close,2021-06-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396153 security=515030.XSHG mode=OrderTargetValue: _value=1861092.7846300032 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-02 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-10,1822688.3957900035,close,2021-06-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396163 security=501018.XSHG mode=OrderTargetValue: _value=1822688.3957900035 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-17,1884017.5421700033,close,2021-06-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396169 security=501018.XSHG mode=OrderTargetValue: _value=1884017.5421700033 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-18,1849342.0421700035,close,2021-06-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396170 security=501018.XSHG mode=OrderTargetValue: _value=1849342.0421700035 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-18 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-21,1884017.5421700033,close,2021-06-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396171 security=501018.XSHG mode=OrderTargetValue: _value=1884017.5421700033 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-22,1909446.2421700035,close,2021-06-22 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396172 security=501018.XSHG mode=OrderTargetValue: _value=1909446.2421700035 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-22 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-06-23,1923316.4421700034,close,2021-06-23 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396173 security=501018.XSHG mode=OrderTargetValue: _value=1923316.4421700034 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-06-23 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-08,1910836.5714100036,open,2021-07-08 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396191 security=513100.XSHG mode=OrderTargetValue: _value=1910836.5714100036 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-07-08 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-07-09,1898002.8714100034,open,2021-07-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396192 security=513100.XSHG mode=OrderTargetValue: _value=1898002.8714100034 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-07-09 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-07-12,1919003.4714100035,open,2021-07-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396193 security=513100.XSHG mode=OrderTargetValue: _value=1919003.4714100035 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-07-12 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-07-15,1934352.8531700035,close,2021-07-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396197 security=159967.XSHE mode=OrderTargetValue: _value=1934352.8531700035 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-15 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-20,1872728.1330000034,close,2021-07-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396202 security=159985.XSHE mode=OrderTargetValue: _value=1872728.1330000034 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-21,1861403.3330000034,close,2021-07-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396203 security=159985.XSHE mode=OrderTargetValue: _value=1861403.3330000034 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-27,1798148.780050003,close,2021-07-27 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396210 security=159980.XSHE mode=OrderTargetValue: _value=1798148.780050003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-27 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-28,1795617.780050003,close,2021-07-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396211 security=159980.XSHE mode=OrderTargetValue: _value=1795617.780050003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-28 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-29,1779166.280050003,close,2021-07-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396212 security=159980.XSHE mode=OrderTargetValue: _value=1779166.280050003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-07-30,1799414.280050003,close,2021-07-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396213 security=159980.XSHE mode=OrderTargetValue: _value=1799414.280050003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-07-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-02,1798148.780050003,close,2021-08-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396214 security=159980.XSHE mode=OrderTargetValue: _value=1798148.780050003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-02 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-04,1798350.1774200029,close,2021-08-04 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396217 security=512670.XSHG mode=OrderTargetValue: _value=1798350.1774200029 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-04 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-11,1973470.4887400027,close,2021-08-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396225 security=159995.XSHE mode=OrderTargetValue: _value=1973470.4887400027 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-13,2008257.142960003,close,2021-08-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396228 security=515220.XSHG mode=OrderTargetValue: _value=2008257.142960003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-17,2023072.650840003,close,2021-08-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396231 security=513500.XSHG mode=OrderTargetValue: _value=2023072.650840003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-18,2013466.950840003,close,2021-08-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396232 security=513500.XSHG mode=OrderTargetValue: _value=2013466.950840003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-18 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-20,1991235.1223700026,open,2021-08-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396235 security=511880.XSHG mode=OrderTargetValue: _value=1991235.1223700026 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-08-20 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-08-24,2005150.3478900027,close,2021-08-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396238 security=513500.XSHG mode=OrderTargetValue: _value=2005150.3478900027 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-26,2135308.5061700023,close,2021-08-26 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396241 security=515220.XSHG mode=OrderTargetValue: _value=2135308.5061700023 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-08-26 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-08-30,2125347.568270002,open,2021-08-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396244 security=513500.XSHG mode=OrderTargetValue: _value=2125347.568270002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-08-30 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-09-02,2139545.5189900016,open,2021-09-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396249 security=513100.XSHG mode=OrderTargetValue: _value=2139545.5189900016 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-09-02 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-09-03,2138720.718990002,open,2021-09-03 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396250 security=513100.XSHG mode=OrderTargetValue: _value=2138720.718990002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-09-03 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-09-06,2142019.918990002,open,2021-09-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396251 security=513100.XSHG mode=OrderTargetValue: _value=2142019.918990002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2021-09-06 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2021-09-08,2170641.3869900014,close,2021-09-08 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396254 security=510880.XSHG mode=OrderTargetValue: _value=2170641.3869900014 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-08 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-14,2258329.8841000022,close,2021-09-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396261 security=512400.XSHG mode=OrderTargetValue: _value=2258329.8841000022 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-24,2229413.436510002,close,2021-09-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396270 security=501018.XSHG mode=OrderTargetValue: _value=2229413.436510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-27,2270795.836510002,close,2021-09-27 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396271 security=501018.XSHG mode=OrderTargetValue: _value=2270795.836510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-27 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-28,2296659.836510002,close,2021-09-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396272 security=501018.XSHG mode=OrderTargetValue: _value=2296659.836510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-28 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-29,2250104.636510002,close,2021-09-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396273 security=501018.XSHG mode=OrderTargetValue: _value=2250104.636510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-09-30,2270795.836510002,close,2021-09-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396274 security=501018.XSHG mode=OrderTargetValue: _value=2270795.836510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-09-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-08,2371665.4365100022,close,2021-10-08 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396275 security=501018.XSHG mode=OrderTargetValue: _value=2371665.4365100022 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-08 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-11,2423393.4365100022,close,2021-10-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396276 security=501018.XSHG mode=OrderTargetValue: _value=2423393.4365100022 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-12,2418220.636510002,close,2021-10-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396277 security=501018.XSHG mode=OrderTargetValue: _value=2418220.636510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-12 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-13,2410461.4365100022,close,2021-10-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396278 security=501018.XSHG mode=OrderTargetValue: _value=2410461.4365100022 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-14,2418220.636510002,close,2021-10-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396279 security=501018.XSHG mode=OrderTargetValue: _value=2418220.636510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-15,2446671.036510002,close,2021-10-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396280 security=501018.XSHG mode=OrderTargetValue: _value=2446671.036510002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-15 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-20,2623174.9455500017,close,2021-10-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396284 security=159865.XSHE mode=OrderTargetValue: _value=2623174.9455500017 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-27,2659943.8280200018,close,2021-10-27 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396291 security=501018.XSHG mode=OrderTargetValue: _value=2659943.8280200018 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-27 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-10-28,2587068.428020002,close,2021-10-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396292 security=501018.XSHG mode=OrderTargetValue: _value=2587068.428020002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-10-28 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-11-05,2611872.8417800004,close,2021-11-05 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396301 security=516520.XSHG mode=OrderTargetValue: _value=2611872.8417800004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-11-05 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-11-08,2582751.541780001,close,2021-11-08 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396302 security=516520.XSHG mode=OrderTargetValue: _value=2582751.541780001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-11-08 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-11-09,2582751.541780001,close,2021-11-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396303 security=516520.XSHG mode=OrderTargetValue: _value=2582751.541780001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-11-09 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-11-12,2658792.695930001,close,2021-11-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396307 security=512670.XSHG mode=OrderTargetValue: _value=2658792.695930001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-11-12 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-11-29,2412684.768820001,close,2021-11-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396325 security=515880.XSHG mode=OrderTargetValue: _value=2412684.768820001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-11-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-01,2409340.5861400007,close,2021-12-01 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396328 security=516150.XSHG mode=OrderTargetValue: _value=2409340.5861400007 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-01 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-14,2325209.959660002,close,2021-12-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396344 security=512690.XSHG mode=OrderTargetValue: _value=2325209.959660002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-15,2271132.8596600015,close,2021-12-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396345 security=512690.XSHG mode=OrderTargetValue: _value=2271132.8596600015 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-15 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-16,2225249.259660002,close,2021-12-16 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396346 security=512690.XSHG mode=OrderTargetValue: _value=2225249.259660002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-16 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-17,2202307.459660002,close,2021-12-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396347 security=512690.XSHG mode=OrderTargetValue: _value=2202307.459660002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-22,2198759.3986300016,close,2021-12-22 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396351 security=159985.XSHE mode=OrderTargetValue: _value=2198759.3986300016 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-22 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2021-12-23,2238638.7986300015,close,2021-12-23 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396352 security=159985.XSHE mode=OrderTargetValue: _value=2238638.7986300015 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2021-12-23 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
