date,value,action,line
2022-09-09,3652028.6924500037,close,2022-09-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396592 security=159985.XSHE mode=OrderTargetValue: _value=3652028.6924500037 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-09 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-09-20,3726316.977340004,close,2022-09-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396601 security=159985.XSHE mode=OrderTargetValue: _value=3726316.977340004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-09-21,3737018.9773400035,close,2022-09-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396602 security=159985.XSHE mode=OrderTargetValue: _value=3737018.9773400035 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-09-22,3807652.177340003,close,2022-09-22 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396603 security=159985.XSHE mode=OrderTargetValue: _value=3807652.177340003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-22 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-09-23,3775546.1773400037,close,2022-09-23 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396604 security=159985.XSHE mode=OrderTargetValue: _value=3775546.1773400037 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-23 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-09-29,3783095.166430004,close,2022-09-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396610 security=159985.XSHE mode=OrderTargetValue: _value=3783095.166430004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-09-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-10-10,3764087.9664300038,close,2022-10-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396612 security=159985.XSHE mode=OrderTargetValue: _value=3764087.9664300038 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-10-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-10-17,3634976.0925900037,close,2022-10-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396619 security=159985.XSHE mode=OrderTargetValue: _value=3634976.0925900037 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-10-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-10-18,3587740.992590004,close,2022-10-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396620 security=159985.XSHE mode=OrderTargetValue: _value=3587740.992590004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-10-18 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-10-20,3552118.508160004,open,2022-10-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396623 security=511880.XSHG mode=OrderTargetValue: _value=3552118.508160004 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2022-10-20 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2022-10-21,3552537.308160004,open,2022-10-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396624 security=511880.XSHG mode=OrderTargetValue: _value=3552537.308160004 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2022-10-21 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2022-10-27,3555277.1623700047,close,2022-10-27 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396630 security=513290.XSHG mode=OrderTargetValue: _value=3555277.1623700047 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-10-27 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-10-28,3497987.1623700047,close,2022-10-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396631 security=513290.XSHG mode=OrderTargetValue: _value=3497987.1623700047 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-10-28 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-02,3690245.231650005,close,2022-11-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396635 security=513030.XSHG mode=OrderTargetValue: _value=3690245.231650005 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-02 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-11,3716078.9781600055,close,2022-11-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396647 security=159892.XSHE mode=OrderTargetValue: _value=3716078.9781600055 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-24,3900633.7341800057,close,2022-11-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396662 security=513030.XSHG mode=OrderTargetValue: _value=3900633.7341800057 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-25,3936885.7341800057,close,2022-11-25 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396663 security=513030.XSHG mode=OrderTargetValue: _value=3936885.7341800057 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-25 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-28,3907884.1341800056,close,2022-11-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396664 security=513030.XSHG mode=OrderTargetValue: _value=3907884.1341800056 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-28 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-11-29,3868006.9341800055,close,2022-11-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396665 security=513030.XSHG mode=OrderTargetValue: _value=3868006.9341800055 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-11-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-12-05,4005062.9592000046,close,2022-12-05 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396671 security=513090.XSHG mode=OrderTargetValue: _value=4005062.9592000046 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-12-05 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-12-06,4030549.959200004,close,2022-12-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396672 security=513090.XSHG mode=OrderTargetValue: _value=4030549.959200004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-12-06 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-12-09,4149763.474320004,close,2022-12-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396676 security=512200.XSHG mode=OrderTargetValue: _value=4149763.474320004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2022-12-09 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2022-12-20,3874325.3493800033,open,2022-12-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396687 security=511880.XSHG mode=OrderTargetValue: _value=3874325.3493800033 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2022-12-20 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-01-03,3950903.136080004,close,2023-01-03 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396702 security=159985.XSHE mode=OrderTargetValue: _value=3950903.136080004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-03 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-06,3916863.567380004,close,2023-01-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396706 security=513360.XSHG mode=OrderTargetValue: _value=3916863.567380004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-06 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-09,4044357.567380003,close,2023-01-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396707 security=513360.XSHG mode=OrderTargetValue: _value=4044357.567380003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-09 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-12,4113990.452580003,close,2023-01-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396711 security=513120.XSHG mode=OrderTargetValue: _value=4113990.452580003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-12 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-13,4222972.052580003,close,2023-01-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396712 security=513120.XSHG mode=OrderTargetValue: _value=4222972.052580003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-18,4323806.250340003,close,2023-01-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396716 security=512010.XSHG mode=OrderTargetValue: _value=4323806.250340003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-18 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-19,4439549.850340002,close,2023-01-19 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396717 security=512010.XSHG mode=OrderTargetValue: _value=4439549.850340002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-19 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-20,4398212.850340002,close,2023-01-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396718 security=512010.XSHG mode=OrderTargetValue: _value=4398212.850340002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-01-30,4389945.450340003,close,2023-01-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396719 security=512010.XSHG mode=OrderTargetValue: _value=4389945.450340003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-01-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-02-06,4494807.943510003,close,2023-02-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396727 security=515400.XSHG mode=OrderTargetValue: _value=4494807.943510003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-02-06 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-02-10,4566303.448020004,close,2023-02-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396733 security=513310.XSHG mode=OrderTargetValue: _value=4566303.448020004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-02-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-02-13,4553488.648020005,close,2023-02-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396734 security=513310.XSHG mode=OrderTargetValue: _value=4553488.648020005 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-02-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-02-21,4571709.616880004,close,2023-02-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396744 security=513030.XSHG mode=OrderTargetValue: _value=4571709.616880004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-02-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-02-28,4390810.613050004,open,2023-02-28 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396752 security=511880.XSHG mode=OrderTargetValue: _value=4390810.613050004 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-02-28 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-03-01,4391291.313050004,open,2023-03-01 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396753 security=511880.XSHG mode=OrderTargetValue: _value=4391291.313050004 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-03-01 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-03-06,4390532.507860004,close,2023-03-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396757 security=515880.XSHG mode=OrderTargetValue: _value=4390532.507860004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-06 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-14,4191236.0695900028,close,2023-03-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396767 security=518880.XSHG mode=OrderTargetValue: _value=4191236.0695900028 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-15,4196306.569590003,close,2023-03-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396768 security=518880.XSHG mode=OrderTargetValue: _value=4196306.569590003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-15 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-16,4227743.669590003,close,2023-03-16 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396769 security=518880.XSHG mode=OrderTargetValue: _value=4227743.669590003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-16 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-17,4249039.769590003,close,2023-03-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396770 security=518880.XSHG mode=OrderTargetValue: _value=4249039.769590003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-20,4361604.869590004,close,2023-03-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396771 security=518880.XSHG mode=OrderTargetValue: _value=4361604.869590004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-21,4370731.769590003,close,2023-03-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396772 security=518880.XSHG mode=OrderTargetValue: _value=4370731.769590003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-03-24,4377145.840190004,close,2023-03-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396776 security=588200.XSHG mode=OrderTargetValue: _value=4377145.840190004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-03-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-04-11,5402605.963600003,close,2023-04-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396795 security=513310.XSHG mode=OrderTargetValue: _value=5402605.963600003 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-04-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-04-26,4924767.794140004,close,2023-04-26 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396814 security=513030.XSHG mode=OrderTargetValue: _value=4924767.794140004 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-04-26 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-08,4887162.884420002,close,2023-05-08 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396822 security=161226.XSHE mode=OrderTargetValue: _value=4887162.884420002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-08 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-09,4868171.084420002,close,2023-05-09 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396823 security=161226.XSHE mode=OrderTargetValue: _value=4868171.084420002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-09 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-10,4855509.884420002,close,2023-05-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396824 security=161226.XSHE mode=OrderTargetValue: _value=4855509.884420002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-15,4952232.866040002,open,2023-05-15 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396828 security=513520.XSHG mode=OrderTargetValue: _value=4952232.866040002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-05-15 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-05-16,4969236.066040002,open,2023-05-16 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396829 security=513520.XSHG mode=OrderTargetValue: _value=4969236.066040002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-05-16 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-05-17,5105261.666040002,open,2023-05-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396830 security=513520.XSHG mode=OrderTargetValue: _value=5105261.666040002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-05-17 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-05-18,5415570.066040002,open,2023-05-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396831 security=513520.XSHG mode=OrderTargetValue: _value=5415570.066040002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-05-18 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-05-19,5844900.866040002,open,2023-05-19 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396832 security=513520.XSHG mode=OrderTargetValue: _value=5844900.866040002 style=MarketOrderStyle: _limit_price=0.0 side=long action=open margin=False entrust_time=2023-05-19 13:11:00 cancel_time=None finish_time=None comment= error=С 100)
2023-05-24,5506758.858480002,close,2023-05-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396836 security=513100.XSHG mode=OrderTargetValue: _value=5506758.858480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-25,5551712.458480001,close,2023-05-25 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396837 security=513100.XSHG mode=OrderTargetValue: _value=5551712.458480001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-25 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-26,5591046.858480002,close,2023-05-26 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396838 security=513100.XSHG mode=OrderTargetValue: _value=5591046.858480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-26 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-29,5787718.858480002,close,2023-05-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396839 security=513100.XSHG mode=OrderTargetValue: _value=5787718.858480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-30,5810195.658480002,close,2023-05-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396840 security=513100.XSHG mode=OrderTargetValue: _value=5810195.658480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-05-31,5798957.258480002,close,2023-05-31 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396841 security=513100.XSHG mode=OrderTargetValue: _value=5798957.258480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-05-31 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-01,5776480.458480002,close,2023-06-01 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396842 security=513100.XSHG mode=OrderTargetValue: _value=5776480.458480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-01 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-02,5855149.258480002,close,2023-06-02 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396843 security=513100.XSHG mode=OrderTargetValue: _value=5855149.258480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-02 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-05,5872006.858480002,close,2023-06-05 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396844 security=513100.XSHG mode=OrderTargetValue: _value=5872006.858480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-05 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-06,5900102.858480002,close,2023-06-06 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396845 security=513100.XSHG mode=OrderTargetValue: _value=5900102.858480002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-06 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-07,5905722.058480001,close,2023-06-07 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396846 security=513100.XSHG mode=OrderTargetValue: _value=5905722.058480001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-07 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-29,6115354.337350002,close,2023-06-29 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396869 security=159985.XSHE mode=OrderTargetValue: _value=6115354.337350002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-29 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-06-30,6164122.337350001,close,2023-06-30 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396870 security=159985.XSHE mode=OrderTargetValue: _value=6164122.337350001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-06-30 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-03,6606285.537350002,close,2023-07-03 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396871 security=159985.XSHE mode=OrderTargetValue: _value=6606285.537350002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-03 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-07,6408124.445450002,close,2023-07-07 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396877 security=159985.XSHE mode=OrderTargetValue: _value=6408124.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-07 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-10,6331684.445450002,close,2023-07-10 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396878 security=159985.XSHE mode=OrderTargetValue: _value=6331684.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-10 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-11,6452714.445450001,close,2023-07-11 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396879 security=159985.XSHE mode=OrderTargetValue: _value=6452714.445450001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-11 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-12,6538709.445450002,close,2023-07-12 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396880 security=159985.XSHE mode=OrderTargetValue: _value=6538709.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-12 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-13,6465454.445450001,close,2023-07-13 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396881 security=159985.XSHE mode=OrderTargetValue: _value=6465454.445450001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-13 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-14,6548264.445450002,close,2023-07-14 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396882 security=159985.XSHE mode=OrderTargetValue: _value=6548264.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-14 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-17,6567374.445450001,close,2023-07-17 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396883 security=159985.XSHE mode=OrderTargetValue: _value=6567374.445450001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-17 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-18,6605594.445450001,close,2023-07-18 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396884 security=159985.XSHE mode=OrderTargetValue: _value=6605594.445450001 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-18 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-19,6675664.445450002,close,2023-07-19 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396885 security=159985.XSHE mode=OrderTargetValue: _value=6675664.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-19 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-20,6726624.445450002,close,2023-07-20 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396886 security=159985.XSHE mode=OrderTargetValue: _value=6726624.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-20 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-21,6713884.445450002,close,2023-07-21 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396887 security=159985.XSHE mode=OrderTargetValue: _value=6713884.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-21 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-24,6780769.445450002,close,2023-07-24 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396888 security=159985.XSHE mode=OrderTargetValue: _value=6780769.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-24 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
2023-07-25,6841284.445450002,close,2023-07-25 13:11:00 - ERROR - ίʧܣStockOrder(entrust_id=1783396889 security=159985.XSHE mode=OrderTargetValue: _value=6841284.445450002 style=MarketOrderStyle: _limit_price=0.0 side=long action=close margin=False entrust_time=2023-07-25 13:11:00 cancel_time=None finish_time=None comment= error=ƽС 100)
