date,ths_code,ths_account_value,ths_buffered_value,ths_price,ths_shares,ths_order_value,jq_code,jq_account_value,jq_buffered_value,jq_price,jq_shares,jq_order_value,code_match,price_diff,shares_diff,order_value_diff,account_value_ratio
2020-01-02,512400,1000000.0,998000.0,0.737,1354100,997971.7,512400,1000000.0,998000.0,0.737,1354100,997971.7,True,0.0,0,0.0,1.0
2020-01-03,512400,1013388.33,1011361.56,0.747,1353800,1011288.6,512400,1013441.2,1011414.32,0.747,1353900,1011363.3,True,0.0,-100,-74.70000000006985,0.9999478312111251
2020-01-06,512880,1045722.97,1043631.52,1.061,983600,1043599.6,512880,1045825.42,1043733.77,1.061,983700,1043705.7,True,0.0,-100,-106.09999999997672,0.9999020390994129
2020-01-07,512980,1025745.2,1023693.71,0.923,1109000,1023607.0,512980,1024961.04,1022911.12,0.923,1108200,1022868.6,True,0.0,800,738.4000000000233,1.000765063226208
2020-01-08,512880,1021003.64,1018961.63,1.03,989200,1018876.0,512880,1021432.2,1019389.34,1.03,989600,1019288.0,True,0.0,-400,-412.0,0.9995804322597233
2020-01-09,512980,1021686.59,1019643.22,0.91,1120400,1019564.0,512980,1023207.34,1021160.93,0.91,1122100,1021111.0,True,0.0,-1700,-1547.0,0.998513742092585
2020-01-10,512100,1023620.84,1021573.6,0.749,1363900,1021561.1,512100,1024125.11,1022076.86,0.749,1364500,1022010.5,True,0.0,-600,-449.4000000000233,0.9995076089873434
2020-01-13,512100,1034376.64,1032307.89,0.756,1365400,1032242.4,512100,1033574.41,1031507.26,0.756,1364400,1031486.4,True,0.0,1000,756.0,1.000776170532318
2020-01-14,512100,1038467.48,1036390.54,0.759,1365400,1036338.6,512100,1037662.61,1035587.28,0.759,1364400,1035579.6,True,0.0,1000,759.0,1.0007756567426092
2020-01-15,512980,1031486.57,1029423.59,0.914,1126200,1029346.8,512980,1030737.73,1028676.26,0.914,1125400,1028615.6,True,0.0,800,731.2000000000698,1.0007265087695973
2020-01-16,512400,1026674.15,1024620.81,0.759,1349900,1024574.1,512400,1027156.15,1025101.84,0.759,1350500,1025029.5,True,0.0,-600,-455.4000000000233,0.9995307432078365
2020-01-17,512400,1014374.3,1012345.55,0.749,1351500,1012273.5,512400,1013548.65,1011521.55,0.749,1350400,1011449.6,True,0.0,1100,823.9000000000233,1.0008146130923268
2020-01-20,512480,1023673.99,1021626.64,1.736,588400,1021462.4,512480,1024244.62,1022196.13,1.736,588800,1022156.8,True,0.0,-400,-694.4000000000233,0.9994428772298555
2020-01-21,159915,1025720.63,1023669.18,1.895,540100,1023489.5,159915,1025806.41,1023754.8,1.895,540200,1023679.0,True,0.0,-100,-189.5,0.9999163779840291
2020-01-22,515050,1029193.07,1027134.68,1.142,899400,1027114.8,515050,1028842.55,1026784.87,1.142,899100,1026772.2,True,0.0,300,342.60000000009313,1.0003406935298311
2020-01-23,159949,1005509.04,1003498.02,0.715,1403400,1003431.0,159949,1006161.95,1004149.62,0.715,1404400,1004146.0,True,0.0,-1000,-715.0,0.9993510885598488
2020-02-03,518880,932257.4,930392.88,3.521,264200,930248.2,518880,934343.88,932475.19,3.521,264800,932360.8,True,0.0,-600,-2112.600000000093,0.9977669035516131
2020-02-04,518880,927892.31,926036.52,3.505,264200,926021.0,518880,930013.84,928153.81,3.505,264800,928124.0,True,0.0,-600,-2103.0,0.9977188188941362
2020-02-05,518880,917856.51,916020.8,3.467,264200,915981.4,518880,919951.44,918111.54,3.467,264800,918061.6,True,0.0,-600,-2080.1999999999534,0.9977227819764053
2020-02-06,513100,910853.6,909031.89,3.682,246800,908717.6,513100,912975.52,911149.57,3.682,247400,910926.8,True,0.0,-600,-2209.20000000007,0.9976758193910829
2020-02-07,513100,930946.7,929084.81,3.765,246700,928825.5,513100,933410.37,931543.55,3.765,247400,931461.0,True,0.0,-700,-2635.5,0.9973605714279775
2020-02-10,513100,920832.0,918990.34,3.724,246700,918710.8,513100,923261.97,921415.45,3.724,247400,921317.6,True,0.0,-700,-2606.79999999993,0.9973680601184083
2020-02-11,513100,946735.5,944842.03,3.829,246700,944614.3,513100,949238.97,947340.49,3.829,247400,947294.6,True,0.0,-700,-2680.29999999993,0.9973626556861651
2020-02-12,513100,975106.0,973155.79,3.944,246700,972984.8,513100,977689.97,975734.59,3.944,247300,975351.2,True,0.0,-600,-2366.399999999907,0.9973570660646135
2020-02-13,512170,1010232.87,1008212.4,1.444,698200,1008200.8,512170,1012700.52,1010675.12,1.444,699900,1010655.6,True,0.0,-1700,-2454.79999999993,0.9975632973902294
2020-02-14,512170,1019155.57,1017117.26,1.458,697600,1017100.8,512170,1022398.06,1020353.26,1.458,699800,1020308.4,True,0.0,-2200,-3207.5999999999767,0.9968285444516589
2020-02-17,512170,1043570.05,1041482.91,1.493,697500,1041367.5,512170,1046886.06,1044792.28,1.493,699700,1044652.1,True,0.0,-2200,-3284.5999999999767,0.9968325015236137
2020-02-18,512170,1047750.64,1045655.14,1.499,697500,1045552.5,512170,1051079.26,1048977.1,1.499,699700,1048850.3,True,0.0,-2200,-3297.8000000000466,0.9968331408232715
2020-02-19,512170,1038681.84,1036604.48,1.486,697500,1036485.0,512170,1041983.16,1039899.19,1.486,699700,1039754.2,True,0.0,-2200,-3269.1999999999534,0.9968316954373811
2020-02-20,159949,1041316.34,1039233.7,0.808,1286100,1039168.8,159949,1044677.7,1042588.35,0.808,1290300,1042562.4,True,0.0,-4200,-3393.5999999999767,0.9967823951827439
2020-02-21,159949,1075879.78,1073728.02,0.835,1285900,1073726.5,159949,1079411.55,1077252.72,0.835,1290100,1077233.5,True,0.0,-4200,-3507.0,0.9967280598396413
2020-02-24,159915,1080861.55,1078699.83,2.167,497700,1078515.9,159915,1084458.71,1082289.79,2.167,499400,1082199.8,True,0.0,-1700,-3683.9000000001397,0.9966829903556218
2020-02-25,159915,1077714.2,1075558.78,2.161,497700,1075529.7,159915,1081354.71,1079192.0,2.161,499300,1078987.3,True,0.0,-1600,-3457.600000000093,0.9966333803641545
2020-02-26,159967,1069094.98,1066956.79,1.494,714100,1066865.4,159967,1072759.56,1070614.04,1.494,716600,1070600.4,True,0.0,-2500,-3735.0,0.9965839689184405
2020-02-27,512670,1073057.98,1070911.87,1.269,843900,1070909.1,512670,1076127.61,1073975.35,1.269,846300,1073954.7,True,0.0,-2400,-3045.5999999998603,0.9971475223091804
2020-02-28,518880,999345.64,997346.95,3.65,273200,997180.0,518880,1002292.08,1000287.5,3.65,274000,1000100.0,True,0.0,-800,-2920.0,0.9970602980320866
2020-03-02,511880,968191.01,966254.63,100.55,9600,965280.0,511880,970859.18,968917.47,100.55,9600,965280.0,True,0.0,0,0.0,0.997251743553581
2020-03-03,159985,967989.93,966053.95,0.968,997900,965967.2,159985,970666.12,968724.79,0.968,1000700,968677.6,True,0.0,-2800,-2710.4000000000233,0.9972429345736308
2020-03-04,159985,970838.01,968896.33,0.972,996800,968889.6,159985,974572.05,972622.91,0.972,1000600,972583.2,True,0.0,-3800,-3693.5999999999767,0.9961685336656227
2020-03-05,159985,964851.57,962921.86,0.966,996800,962908.8,159985,968563.45,966626.32,0.966,1000600,966579.6,True,0.0,-3800,-3670.79999999993,0.9961676439473325
2020-03-06,515050,961716.87,959793.44,1.235,777100,959718.5,515050,965465.29,963534.36,1.235,780100,963423.5,True,0.0,-3000,-3705.0,0.9961174989522409
2020-03-09,512170,928804.12,926946.51,1.592,582200,926862.4,512170,932511.69,930646.66,1.592,584500,930524.0,True,0.0,-2300,-3661.5999999999767,0.9960241034619095
2020-03-10,511880,913393.26,911566.47,100.585,9000,905265.0,511880,919467.87,917628.93,100.585,9100,915323.5,True,0.0,-100,-10058.5,0.9933933417379772
2020-03-11,518880,913320.47,911493.82,3.64,250400,911456.0,518880,919393.98,917555.19,3.64,252000,917280.0,True,0.0,-1600,-5824.0,0.9933940072133167
2020-03-12,511880,904037.69,902229.61,100.627,8900,895580.3,511880,910139.43,908319.15,100.627,9000,905643.0,True,0.0,-100,-10062.699999999953,0.993295818422019
2020-03-13,511880,903781.66,901974.09,100.613,8900,895455.7,511880,909877.86,908058.11,100.613,9000,905517.0,True,0.0,-100,-10061.300000000047,0.9932999798456466
2020-03-16,159985,903860.02,902052.3,0.97,929900,902003.0,159985,909958.3,908138.38,0.97,936200,908114.0,True,0.0,-6300,-6111.0,0.9932982863060867
2020-03-17,159985,894427.61,892638.75,0.961,928800,892576.8,159985,901441.68,899638.8,0.961,936100,899592.1,True,0.0,-7300,-7015.29999999993,0.9922190529286375
2020-03-18,159985,900924.87,899123.02,0.968,928800,899078.4,159985,907989.38,906173.4,0.968,936100,906144.8,True,0.0,-7300,-7066.400000000023,0.9922196116434754
2020-03-19,511880,883143.54,881377.26,100.655,8700,875698.5,511880,890114.65,888334.42,100.655,8800,885764.0,True,0.0,-100,-10065.5,0.9921683010160545
2020-03-20,159985,883055.83,881289.72,0.976,902900,881230.4,159985,890025.48,888245.43,0.976,910000,888160.0,True,0.0,-7100,-6929.599999999977,0.992169156775152
2020-03-23,159985,918128.97,916292.71,1.015,902700,916240.5,159985,925426.66,923575.81,1.015,909900,923548.5,True,0.0,-7200,-7308.0,0.9921142427429095
2020-03-24,159985,919934.37,918094.5,1.017,902700,918045.9,159985,927241.46,925386.98,1.017,909900,925368.3,True,0.0,-7200,-7322.400000000023,0.9921195391759122
2020-03-25,159985,937085.67,935211.5,1.036,902700,935197.2,159985,944529.56,942640.5,1.036,909800,942552.8,True,0.0,-7100,-7355.600000000093,0.9921189443769235
2020-03-26,159985,919031.67,917193.6,1.016,902700,917143.2,159985,926328.56,924475.9,1.016,909900,924458.4,True,0.0,-7200,-7315.20000000007,0.9921227841663437
2020-03-27,159985,917226.27,915391.82,1.014,902700,915337.8,159985,924503.76,922654.75,1.014,909900,922638.6,True,0.0,-7200,-7300.79999999993,0.9921282202248696
2020-03-30,159985,937988.37,936112.39,1.037,902700,936099.9,159985,945431.46,943540.6,1.037,909800,943462.6,True,0.0,-7100,-7362.699999999953,0.9921273087316135
2020-03-31,159985,928961.37,927103.44,1.027,902700,927072.9,159985,936328.46,934455.8,1.027,909800,934364.6,True,0.0,-7100,-7291.699999999953,0.9921319384011889
2020-04-01,511880,907160.76,905346.44,100.717,8900,896381.3,511880,914402.01,912573.2,100.717,9000,906453.0,True,0.0,-100,-10071.699999999953,0.9920808901109043
2020-04-02,511880,907080.61,905266.45,100.724,8900,896443.6,511880,914329.36,912500.7,100.724,9000,906516.0,True,0.0,-100,-10072.400000000023,0.9920720581476242
2020-04-03,159985,907079.64,905265.48,0.98,923700,905226.0,159985,914328.7,912500.04,0.98,931100,912478.0,True,0.0,-7400,-7252.0,0.9920717133783508
2020-04-07,511880,904961.41,903151.48,100.743,8900,896612.7,511880,912284.19,910459.62,100.743,9000,906687.0,True,0.0,-100,-10074.300000000047,0.9919731372304064
2020-04-08,511880,904916.42,903106.59,100.752,8900,896692.8,511880,912229.52,910405.06,100.752,9000,906768.0,True,0.0,-100,-10075.199999999953,0.9919832675443347
2020-04-09,511880,904951.62,903141.72,100.756,8900,896728.4,511880,912265.52,910440.98,100.756,9000,906804.0,True,0.0,-100,-10075.599999999977,0.991982706964525
2020-04-10,511880,905127.62,903317.37,100.776,8900,896906.4,511880,912445.52,910620.62,100.776,9000,906984.0,True,0.0,-100,-10077.599999999977,0.9919799047289969
2020-04-13,511880,905206.82,903396.41,100.785,8900,896986.5,511880,912526.52,910701.46,100.785,9000,907065.0,True,0.0,-100,-10078.5,0.9919786440836809
2020-04-14,512010,905126.58,903316.33,2.078,434700,903306.6,512010,912444.81,910619.92,2.078,438200,910579.6,True,0.0,-3500,-7273.0,0.9919795368226161
2020-04-15,512010,905860.25,904048.53,2.081,434400,903986.4,512010,913668.35,911841.01,2.081,438100,911686.1,True,0.0,-3700,-7699.699999999953,0.991454120086353
2020-04-16,512010,908028.04,906211.98,2.086,434400,906158.4,512010,915853.85,914022.14,2.086,438100,913876.6,True,0.0,-3700,-7718.199999999953,0.991455175954111
2020-04-17,512010,908897.04,907079.24,2.088,434400,907027.2,512010,916730.05,914896.59,2.088,438100,914752.8,True,0.0,-3700,-7725.600000000093,0.9914554889959154
2020-04-20,512010,910635.04,908813.77,2.092,434400,908764.8,512010,918482.45,916645.49,2.092,438100,916505.2,True,0.0,-3700,-7740.399999999907,0.991456113287739
2020-04-21,512170,894424.61,892635.76,1.587,562400,892528.8,512170,901744.66,899941.18,1.587,567000,899829.0,True,0.0,-4600,-7300.199999999953,0.9918823472711221
2020-04-22,512170,901600.65,899797.45,1.6,562300,899680.0,512170,909025.68,907207.63,1.6,567000,907200.0,True,0.0,-4700,-7520.0,0.9918318809211198
2020-04-23,512170,917345.05,915510.36,1.628,562300,915424.4,512170,924901.68,923051.88,1.628,566900,922913.2,True,0.0,-4600,-7488.79999999993,0.9918298018444511
2020-04-24,512170,895977.65,894185.69,1.59,562300,894057.0,512170,903354.48,901547.77,1.59,567000,901530.0,True,0.0,-4700,-7473.0,0.9918339586913877
2020-04-27,513100,905963.42,904151.5,3.551,254600,904084.6,513100,914031.25,912203.19,3.551,256800,911896.8,True,0.0,-2200,-7812.20000000007,0.9911733543027113
2020-04-28,513100,927969.25,926113.31,3.641,254300,925906.3,513100,937052.06,935177.96,3.641,256800,935008.8,True,0.0,-2500,-9102.5,0.9903070380102467
2020-04-29,513100,953913.03,952005.2,3.743,254300,951844.9,513100,963245.66,961319.17,3.743,256800,961202.4,True,0.0,-2500,-9357.5,0.9903112670136505
2020-04-30,512690,975899.68,973947.88,1.174,829500,973833.0,512690,985745.68,983774.19,1.174,837900,983694.6,True,0.0,-8400,-9861.599999999977,0.9900116224704124
2020-05-06,512690,988193.14,986216.75,1.189,829400,986156.6,512690,998215.81,996219.38,1.189,837800,996144.2,True,0.0,-8400,-9987.599999999977,0.9899594156898797
2020-05-07,512690,1002291.24,1000286.65,1.206,829400,1000256.4,512690,1012453.41,1010428.51,1.206,837800,1010386.8,True,0.0,-8400,-10130.400000000023,0.9899628270302334
2020-05-08,512690,1018877.24,1016839.48,1.226,829300,1016721.8,512690,1029209.41,1027150.99,1.226,837800,1027142.8,True,0.0,-8500,-10421.0,0.9899610614714454
2020-05-11,512690,1019706.54,1017667.12,1.227,829300,1017551.1,512690,1030047.21,1027987.12,1.227,837800,1027980.6,True,0.0,-8500,-10429.5,0.9899609747013441
2020-05-12,512690,1013901.44,1011873.63,1.22,829400,1011868.0,512690,1024182.61,1022134.25,1.22,837800,1022116.0,True,0.0,-8400,-10248.0,0.9899615850731931
2020-05-13,512690,1052878.54,1050772.78,1.267,829300,1050723.1,512690,1063559.21,1061432.09,1.267,837700,1061365.9,True,0.0,-8400,-10642.799999999814,0.9899576159939417
