date,ths_time,ths_target,ths_top10,jq_time,jq_target,jq_top10,target_match,top10_overlap,top1_match
2021-04-02,13:10:00,513030,"['513030', '513500', '510880']",13:10:00,513030,"['513030', '513500', '510880']",True,3,True
2021-04-06,13:10:00,513500,"['513500', '513030']",13:10:00,513500,"['513500', '513030']",True,2,True
2021-04-07,13:10:00,513500,"['513500', '513090', '513030', '513100']",13:10:00,513500,"['513500', '513090', '513030', '513100']",True,4,True
2021-04-08,13:10:00,513090,"['513090', '513500', '513030', '513100']",13:10:00,513090,"['513090', '513500', '513030', '513100']",True,4,True
2021-04-09,13:10:00,513090,"['513090', '513500', '513100', '515120', '159992', '513030', '510880', '518880']",13:10:00,513090,"['513090', '513500', '513100', '515120', '159992', '513030', '510880', '518880']",True,8,True
2021-04-12,13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '513520']",13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '513520']",True,6,True
2021-04-13,13:10:00,513100,"['513100', '513500', '513030', '518880', '513520']",13:10:00,513100,"['513100', '513500', '513030', '518880', '513520']",True,5,True
2021-04-14,13:10:00,513100,"['513100', '513500', '518880', '513520']",13:10:00,513100,"['513100', '513500', '513030', '518880', '513520']",True,4,True
2021-04-15,13:10:00,513100,"['513100', '513500', '513030', '518880', '513520', '159980']",13:10:00,513100,"['513100', '513500', '513030', '518880', '513520', '159980']",True,6,True
2021-04-16,13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '513520', '159980']",13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '513520', '159980']",True,7,True
2021-04-19,13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '159980', '513520']",13:10:00,513100,"['513100', '513500', '513030', '159985', '518880', '159980', '513520']",True,7,True
2021-04-20,13:10:00,512480,"['512480', '512690', '513100', '513500', '513030', '159995', '515210', '159967', '515170', '159981']",13:10:00,512690,"['512690', '513100', '512480', '513500', '513030', '159995', '515210', '159967', '515170', '159981']",False,10,False
2021-04-21,13:10:00,512690,"['512690', '512480', '513100', '515210', '513500', '513030', '159967', '159981', '159995', '515170']",13:10:00,512690,"['512690', '513100', '515210', '513500', '512480', '513030', '159967', '159981', '159995', '515170']",True,10,True
2021-04-22,13:10:00,512690,"['512690', '515210', '512480', '513100', '159967', '513500', '515220', '159981', '159949', '515980']",13:10:00,512690,"['512690', '515210', '513100', '159967', '513500', '515220', '512480', '159981', '159949', '515980']",True,10,True
2021-04-23,13:10:00,512690,"['512690', '515210', '159967', '512480', '159949', '515220', '513100', '512170', '159915', '159981']",13:10:00,512690,"['512690', '515210', '159967', '159949', '515220', '513100', '512170', '159915', '159981', '512480']",True,10,True
2021-04-26,13:10:00,512690,"['512690', '515210', '159967', '159949', '515220', '515030', '512170', '512480', '159915', '159981']",13:10:00,512690,"['512690', '515210', '159967', '159949', '515220', '515030', '512170', '159915', '159981', '512480']",True,10,True
2021-04-27,13:10:00,512690,"['512690', '159967', '159949', '515210', '512170', '159915', '515030', '159981', '512480', '159985']",13:10:00,512690,"['512690', '159967', '159949', '515210', '512170', '159915', '515030', '159981', '159985', '512480']",True,10,True
2021-04-28,13:10:00,159967,"['159967', '512690', '159949', '515220', '512170', '515210', '515030', '159915', '515120', '159981']",13:10:00,159967,"['159967', '512690', '159949', '515220', '512170', '515210', '515030', '159915', '515120', '159981']",True,10,True
2021-04-29,13:10:00,159967,"['159967', '159949', '512690', '515220', '512170', '159915', '515030', '515210', '515120', '159981']",13:10:00,159967,"['159967', '159949', '512690', '515220', '512170', '159915', '515030', '515210', '515120', '159981']",True,10,True
2021-04-30,13:10:00,159967,"['159967', '159949', '512690', '512170', '159915', '515030', '515120', '159992', '159981', '512480']",13:10:00,159967,"['159967', '159949', '512690', '512170', '159915', '515030', '515120', '159992', '159981', '512400']",True,9,True
2021-05-06,13:10:00,159949,"['159949', '512170', '515030', '159981', '159915', '512400', '159980', '515210', '512480', '515170']",13:10:00,159949,"['159949', '512170', '515030', '159981', '159915', '512400', '159980', '515210', '516160', '512480']",True,9,True
2021-05-07,13:10:00,159949,"['159949', '159981', '515030', '512170', '159915', '512400', '159980', '515210', '159985', '161226']",13:10:00,159980,"['159980', '159985', '161226', '501018', '513500', '518880']",False,3,False
2021-05-10,13:10:00,159980,"['159980', '161226', '159985', '501018', '518880', '513500', '513030']",13:10:00,159980,"['159980', '161226', '159985', '501018', '518880', '513500', '513030']",True,7,True
2021-05-11,13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",True,5,True
2021-05-12,13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",True,5,True
2021-05-13,13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",13:10:00,159980,"['159980', '161226', '159985', '501018', '518880']",True,5,True
2021-05-14,13:10:00,518880,['518880'],13:10:00,518880,['518880'],True,1,True
2021-05-17,13:10:00,159992,"['159992', '515120', '512010', '512170', '159980', '159967', '159949', '161226', '159915', '501018']",13:10:00,159992,"['159992', '515120', '512010', '512170', '159980', '159967', '159949', '161226', '159915', '516160']",True,9,True
2021-05-18,13:10:00,159992,"['159992', '515120', '515220', '512010', '512400', '512170', '159980', '159967', '159949', '161226']",13:10:00,159992,"['159992', '515120', '515220', '512010', '512400', '512170', '159980', '159967', '159949', '161226']",True,10,True
2021-05-19,13:10:00,515120,"['515120', '159992', '512010', '515220', '512400', '512170', '159967', '159980', '159949', '161226']",13:10:00,515120,"['515120', '159992', '512010', '515220', '512400', '512170', '159967', '159980', '159949', '161226']",True,10,True
2021-05-20,13:10:00,515120,"['515120', '159992', '512010', '512170', '159967', '512400', '159949', '159980', '161226', '159915']",13:10:00,515120,"['515120', '159992', '512010', '512170', '159967', '512400', '159949', '159980', '161226', '159915']",True,10,True
2021-05-21,13:10:00,515120,"['515120', '159992', '512010', '512170', '159967', '159949', '159915', '515030', '161226', '159980']",13:10:00,515120,"['515120', '159992', '512010', '512170', '159967', '159949', '159915', '515030', '516160', '161226']",True,9,True
2021-05-24,13:10:00,515120,"['515120', '512010', '159992', '512170', '159967', '159949', '512690', '515030', '159915', '515170']",13:10:00,515120,"['515120', '512010', '159992', '512170', '159967', '159949', '515030', '159915', '516160', '512690']",True,9,True
2021-05-25,13:10:00,512010,"['512010', '515120', '512690', '512170', '159992', '159967', '159949', '515030', '159915', '515170']",13:10:00,512010,"['512010', '515120', '512170', '159992', '159967', '159949', '515030', '512690', '159915', '515170']",True,10,True
2021-05-26,13:10:00,512690,"['512690', '512010', '512170', '159967', '159949', '515120', '159992', '515170', '515030', '159915']",13:10:00,512010,"['512010', '512170', '159967', '159949', '515120', '159992', '512690', '515170', '515030', '159915']",False,10,False
2021-05-27,13:10:00,512690,"['512690', '512170', '159967', '159949', '512010', '515170', '515120', '159915', '515030', '159992']",13:10:00,512170,"['512170', '159967', '159949', '512010', '515170', '512690', '515120', '159915', '515030', '159992']",False,10,False
2021-05-28,13:10:00,512690,"['512690', '159949', '515030', '515170', '159967', '512170', '512880', '159915', '512010', '512670']",13:10:00,159949,"['159949', '515030', '515170', '159967', '512690', '512170', '512880', '159915', '512010', '516160']",False,9,False
2021-05-31,13:10:00,512690,"['512690', '515030', '159949', '515170', '512880', '159967', '512670', '159915', '512170', '512710']",13:10:00,515030,"['515030', '159949', '515170', '512690', '512880', '159967', '512670', '159915', '512170', '516160']",False,9,False
2021-06-01,13:10:00,515030,"['515030', '512690', '512670', '515170', '159949', '512880', '159967', '512710', '512660', '159915']",13:10:00,515030,"['515030', '512670', '512690', '515170', '159949', '512880', '159967', '512710', '516160', '512660']",True,9,True
2021-06-02,13:10:00,515030,"['515030', '512690', '512670', '515170', '512880', '159949', '512710', '512660', '159967', '159915']",13:10:00,515030,"['515030', '512670', '512690', '515170', '512880', '159949', '512710', '512660', '516160', '159967']",True,9,True
2021-06-03,13:10:00,512690,"['512690', '512670', '515170', '512710', '512660', '512880', '159949', '588080', '159915', '159967']",13:10:00,512670,"['512670', '512690', '515170', '516160', '512710', '512660', '512880', '159949', '588080', '159915']",False,9,False
2021-06-04,13:10:00,512690,"['512690', '512670', '515170', '512660', '512710', '512880', '588080', '159949', '512480', '159915']",13:10:00,501018,"['501018', '513030']",False,0,False
2021-06-07,13:10:00,512690,"['512690', '512670', '515170', '512480', '512660', '588080', '512710', '159995', '512880', '159949']",13:10:00,512690,"['512690', '512670', '515170', '512480', '512660', '588080', '516160', '512710', '159995', '512880']",True,9,True
2021-06-08,13:10:00,512670,"['512670', '512480', '588080', '512660', '159995', '512710', '516520', '515050', '512880', '159949']",13:10:00,501018,"['501018', '513030']",False,0,False
2021-06-09,13:10:00,512480,"['512480', '512670', '159995', '512660', '588080', '512710', '515050', '516520', '515880', '159869']",13:10:00,501018,"['501018', '513030', '513100']",False,0,False
2021-06-10,13:10:00,159995,"['159995', '512670', '588080', '512660', '516520', '515050', '512710', '515880', '516510', '159869']",13:10:00,501018,"['501018', '513030', '513100', '513500']",False,0,False
2021-06-11,13:10:00,159995,"['159995', '516520', '588080', '515050', '515880', '159870', '159869', '159819', '512690', '515400']",13:10:00,159995,"['159995', '516520', '588080', '516160', '515050', '515880', '516510', '159870', '159869', '159819']",True,8,True
2021-06-15,13:10:00,159995,"['159995', '588080', '516520', '515050', '515880', '516510', '159870', '159819', '159869', '515980']",13:10:00,501018,"['501018', '513100', '513500', '513520']",False,0,False
2021-06-16,13:10:00,159995,"['159995', '516520', '588080', '515880', '515050', '516510', '159819', '159870', '159851', '515980']",13:10:00,501018,"['501018', '513100', '513030', '513520', '513500']",False,0,False
2021-06-17,13:10:00,501018,"['501018', '513100']",13:10:00,501018,"['501018', '513100']",True,2,True
2021-06-18,13:10:00,501018,"['501018', '513100', '513520', '513500']",13:10:00,501018,"['501018', '513100', '513520', '513500']",True,4,True
2021-06-21,13:10:00,501018,"['501018', '513100']",13:10:00,501018,"['501018', '513100']",True,2,True
2021-06-22,13:10:00,501018,"['501018', '513100', '513500', '513520']",13:10:00,501018,"['501018', '513100', '513500', '513520']",True,4,True
2021-06-23,13:10:00,501018,"['501018', '513100', '513500']",13:10:00,501018,"['501018', '513100', '513500']",True,3,True
2021-06-24,13:10:00,501018,"['501018', '513100', '513500']",13:10:00,159851,"['159851', '588080', '501018', '515880', '515030', '516160', '515050', '515220', '516520', '515790']",False,1,False
2021-06-25,13:10:00,501018,"['501018', '159851', '588080', '515030', '515050', '515790', '515220', '515880', '516520', '159819']",13:10:00,501018,"['501018', '159851', '588080', '516160', '515030', '515050', '515790', '515220', '515880', '516520']",True,9,True
2021-06-28,13:10:00,588080,"['588080', '515790', '501018', '515030', '515050', '159851', '516520', '515880', '159819', '513100']",13:10:00,588080,"['588080', '516160', '515790', '501018', '515030', '515050', '159851', '516520', '515880', '159819']",True,9,True
2021-06-29,13:10:00,515790,"['515790', '588080', '515030', '515050', '501018', '516520', '159851', '515880', '513100', '159967']",13:10:00,515790,"['515790', '516160', '588080', '515030', '515050', '501018', '516520', '159851', '515880', '513100']",True,9,True
2021-06-30,13:10:00,515790,"['515790', '515030', '588080', '515050', '516520', '501018', '515880', '513100', '159967', '159819']",13:10:00,515790,"['515790', '516160', '515030', '588080', '515050', '516520', '501018', '159851', '515880', '513100']",True,8,True
2021-07-01,13:10:00,515030,"['515030', '588080', '515050', '516520', '501018', '159967', '513100', '159851', '515880', '515980']",13:10:00,516160,"['516160', '515030', '588080', '515050', '516520', '501018', '159967', '513100', '159851', '515880']",False,9,False
2021-07-02,13:10:00,515030,"['515030', '588080', '516520', '501018', '515050', '159967', '513100', '159949', '515980', '159819']",13:10:00,516160,"['516160', '515030', '588080', '516520', '501018', '515050', '159967', '513100', '159949', '515980']",False,9,False
2021-07-05,13:10:00,501018,"['501018', '513100', '513500']",13:10:00,501018,"['501018', '513100', '513500']",True,3,True
2021-07-06,13:10:00,501018,"['501018', '513100', '513500']",13:10:00,501018,"['501018', '513100', '513500']",True,3,True
2021-07-07,13:10:00,513100,"['513100', '513500']",13:10:00,513100,"['513100', '513500']",True,2,True
2021-07-08,13:10:00,513100,"['513100', '513500']",13:10:00,513100,"['513100', '513500']",True,2,True
2021-07-09,13:10:00,513100,"['513100', '513500', '159985', '159980']",13:10:00,513100,"['513100', '513500', '159985', '159980']",True,4,True
2021-07-12,13:10:00,513100,"['513100', '513500', '159985', '159980']",13:10:00,513100,"['513100', '513500', '159985', '159980']",True,4,True
2021-07-13,13:10:00,159967,"['159967', '512400', '516520', '588080', '159949', '513100', '159870', '159915', '515050', '513500']",13:10:00,159967,"['159967', '512400', '516520', '588080', '159949', '513100', '159870', '159915', '515050', '513500']",True,10,True
2021-07-14,13:10:00,159967,"['159967', '516520', '159870', '159949', '588080', '513100', '159915', '512100', '515050', '513500']",13:10:00,159967,"['159967', '516520', '159870', '159949', '588080', '513100', '159915', '512100', '515050', '513500']",True,10,True
2021-07-15,13:10:00,159967,"['159967', '159870', '159949', '513100', '516520', '159915', '588080', '512100', '513500', '159981']",13:10:00,159967,"['159967', '159870', '159949', '513100', '516520', '159915', '588080', '512100', '513500', '159981']",True,10,True
2021-07-16,13:10:00,159870,"['159870', '512480', '159995', '159967', '159949', '513100', '159915', '516520', '515210', '512100']",13:10:00,159870,"['159870', '512480', '159995', '159967', '159949', '513100', '159915', '516520', '515210', '512100']",True,10,True
2021-07-19,13:10:00,159870,"['159870', '159995', '512480', '515210', '159915', '159981', '513100', '512100', '516520', '159985']",13:10:00,159985,"['159985', '159980', '518880']",False,1,False
2021-07-20,13:10:00,159870,"['159870', '515210', '159995', '159981', '159985', '512480', '159915', '512100', '513100', '515980']",13:10:00,159985,"['159985', '518880']",False,1,False
2021-07-21,13:10:00,511880,[],13:10:00,159985,['159985'],False,0,False
2021-07-22,13:10:00,159870,"['159870', '515210', '159967', '159981', '159949', '159995', '159985', '512100', '512480', '159915']",13:10:00,159870,"['159870', '515210', '159967', '159981', '159949', '159995', '159985', '512100', '512480', '159915']",True,10,True
2021-07-23,13:10:00,515210,"['515210', '159870', '159981', '159995', '159967', '512480', '159949', '512100', '516510', '159915']",13:10:00,515210,"['515210', '159870', '159981', '159995', '159967', '512480', '159949', '512100', '516510', '159915']",True,10,True
2021-07-26,13:10:00,515210,"['515210', '159870', '159981', '159995', '512670', '512480', '512710', '512100', '159819', '159980']",13:10:00,159980,"['159980', '513100', '513500']",False,1,False
2021-07-27,13:10:00,159980,"['159980', '513100', '513500']",13:10:00,159980,"['159980', '513100', '513500']",True,3,True
2021-07-28,13:10:00,159980,"['159980', '513100', '513500', '518880']",13:10:00,159980,"['159980', '513100', '513500', '518880']",True,4,True
2021-07-29,13:10:00,159980,"['159980', '513100', '513500', '518880']",13:10:00,159980,"['159980', '513100', '513500', '518880']",True,4,True
2021-07-30,13:10:00,159980,"['159980', '513500', '518880', '159985']",13:10:00,159980,"['159980', '513500', '518880', '159985']",True,4,True
2021-08-02,13:10:00,159980,"['159980', '513100', '513500', '159985']",13:10:00,159980,"['159980', '513100', '513500', '159985']",True,4,True
2021-08-03,13:10:00,159980,"['159980', '513500', '159985']",13:10:00,512670,"['512670', '512710', '512660', '159981', '159980', '159870', '511380', '513500', '513100']",False,2,False
2021-08-04,13:10:00,513100,"['513100', '513500', '518880']",13:10:00,512670,"['512670', '512710', '512660', '159981', '159980', '159870', '511380', '513100', '513500']",False,2,False
2021-08-05,13:10:00,512710,"['512710', '512660', '159870', '515050', '159981', '159980', '512100', '511380', '513100', '513500']",13:10:00,512710,"['512710', '512660', '159870', '515050', '159981', '159980', '512100', '511380', '513100', '513500']",True,10,True
2021-08-06,13:10:00,512710,"['512710', '512660', '159995', '512400', '512480', '159755', '515030', '515210', '515050', '515220']",13:10:00,512710,"['512710', '512660', '159995', '512400', '516160', '512480', '159755', '515030', '515210', '515050']",True,9,True
2021-08-09,13:10:00,512660,"['512660', '512710', '512400', '515210', '515050', '515220', '159870', '512100', '159980', '511380']",13:10:00,512660,"['512660', '512710', '512400', '515210', '515050', '515220', '159870', '512100', '159980', '511380']",True,10,True
2021-08-10,13:10:00,159995,"['159995', '512400', '515220', '515210', '515050', '515880', '512100', '511380', '159980', '513500']",13:10:00,159995,"['159995', '512400', '515220', '515210', '515050', '515880', '512100', '511380', '159980', '513500']",True,10,True
2021-08-11,13:10:00,159995,"['159995', '515220', '512400', '515050', '515210', '515880', '512100', '513500', '511380', '159980']",13:10:00,159995,"['159995', '515220', '512400', '515050', '515210', '515880', '512100', '513500', '511380', '159980']",True,10,True
2021-08-12,13:10:00,515220,"['515220', '159995', '512400', '515210', '515050', '515880', '512100', '513500', '511380', '159980']",13:10:00,515220,"['515220', '159995', '516160', '512400', '515210', '515050', '515880', '512100', '513500', '511380']",True,9,True
2021-08-13,13:10:00,515220,"['515220', '512400', '515210', '512100', '515880', '515050', '513500', '511380', '159980', '513100']",13:10:00,515220,"['515220', '516160', '512400', '515210', '512100', '515880', '515050', '513500', '511380', '159980']",True,9,True
2021-08-16,13:10:00,512660,"['512660', '515790', '515220', '515210', '512100', '515880', '513500', '511380', '513100']",13:10:00,513500,"['513500', '513100', '159980', '513030']",False,2,False
2021-08-17,13:10:00,513500,"['513500', '513100', '159980', '513030']",13:10:00,513500,"['513500', '513100', '159980', '513030']",True,4,True
2021-08-18,13:10:00,513500,"['513500', '513030', '159980', '159985']",13:10:00,513500,"['513500', '159980', '159985']",True,3,True
2021-08-19,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2021-08-20,13:10:00,511880,[],13:10:00,511880,[],True,0,True
2021-08-23,13:10:00,513500,"['513500', '513030', '513100']",13:10:00,513500,"['513500', '513030', '513100']",True,3,True
2021-08-24,13:10:00,513500,"['513500', '513030', '513100']",13:10:00,513500,"['513500', '513030', '513100']",True,3,True
2021-08-25,13:10:00,513500,"['513500', '513100']",13:10:00,515220,"['515220', '512660', '512710', '515210', '512880', '516150', '512100', '511380', '513500', '513030']",False,1,False
2021-08-26,13:10:00,515220,"['515220', '512660', '515210', '512710', '512880', '515790', '512100', '510880', '512200', '512890']",13:10:00,515220,"['515220', '512660', '515210', '512710', '512880', '516150', '515790', '512100', '510880', '512200']",True,9,True
2021-08-27,13:10:00,515210,"['515210', '512660', '512880', '512710', '515790', '510880', '512890', '512400', '512200', '512100']",13:10:00,513500,"['513500', '513100']",False,0,False
2021-08-30,13:10:00,515210,"['515210', '512670', '515790', '512660', '512400', '510880', '512890', '512880', '512710', '512100']",13:10:00,513500,"['513500', '513100']",False,0,False
2021-08-31,13:10:00,512400,"['512400', '515790', '510880', '512670', '512660', '512890', '159766', '512880', '512710', '512100']",13:10:00,516150,"['516150', '512400', '515790', '510880', '512670', '512660', '512890', '159766', '512880', '512710']",False,9,False
2021-09-01,13:10:00,510880,"['510880', '512890', '159766', '512880', '512200', '510500', '513090', '512100', '512070', '513100']",13:10:00,513100,"['513100', '513500', '513520']",False,1,False
2021-09-02,13:10:00,510880,"['510880', '512890', '159766', '512880', '512200', '510500', '513090', '513100', '512100', '511380']",13:10:00,513100,"['513100', '513500', '513520', '518880', '159980']",False,1,False
2021-09-03,13:10:00,510880,"['510880', '159766', '512890', '512880', '512200', '513090', '510500', '513100', '512070', '511380']",13:10:00,513100,"['513100', '513500', '513520', '518880', '159980']",False,1,False
2021-09-06,13:10:00,513100,"['513100', '513500', '513520', '518880', '159980']",13:10:00,513100,"['513100', '513500', '513520', '518880', '159980']",True,5,True
2021-09-07,13:10:00,513100,"['513100', '513520', '513500', '518880', '513030', '159980', '501018']",13:10:00,510880,"['510880', '159766', '512890', '512880', '513090', '510500', '512200', '159981', '512070', '511380']",False,0,False
2021-09-08,13:10:00,510880,"['510880', '512890', '159766', '512880', '512400', '513090', '510500', '512070', '512200', '511380']",13:10:00,510880,"['510880', '516150', '512890', '159766', '512880', '512400', '513090', '510500', '512070', '512200']",True,9,True
2021-09-09,13:10:00,512890,"['512890', '159766', '512880', '512400', '513090', '159981', '510500', '512070', '513520', '511380']",13:10:00,512890,"['512890', '516150', '159766', '512880', '512400', '513090', '159981', '510500', '512070', '513520']",True,9,True
2021-09-10,13:10:00,512890,"['512890', '159766', '512880', '512400', '513090', '510500', '159981', '513520', '512070', '512980']",13:10:00,516150,"['516150', '512890', '159766', '512880', '512400', '513090', '510500', '159981', '513520', '512980']",False,9,False
2021-09-13,13:10:00,512400,"['512400', '512880', '513090', '510500', '513520', '159981', '512980', '511380', '159870', '510760']",13:10:00,512400,"['512400', '512880', '513090', '510500', '513520', '159981', '512980', '511380', '159870', '510760']",True,10,True
2021-09-14,13:10:00,512400,"['512400', '512880', '159869', '513090', '513520', '510500', '159981', '159870', '512980', '511380']",13:10:00,512400,"['512400', '512880', '159869', '513090', '513520', '510500', '159981', '159870', '512980', '511380']",True,10,True
2021-09-15,13:10:00,159869,"['159869', '513090', '159870', '510500', '159981', '512980', '510760', '511380', '512200', '512100']",13:10:00,159869,"['159869', '513520', '513090', '159870', '510500', '159981', '512980', '510760', '511380', '512200']",True,9,True
2021-09-16,13:10:00,159869,"['159869', '513520', '159981', '159870', '510500', '512980', '513090', '510760', '159766', '511380']",13:10:00,513520,"['513520', '501018', '159980']",False,1,False
2021-09-17,13:10:00,513520,"['513520', '501018', '159980']",13:10:00,513520,"['513520', '501018', '159980']",True,3,True
2021-09-22,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-09-23,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-09-24,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-09-27,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-09-28,13:10:00,501018,['501018'],13:10:00,501018,['501018'],True,1,True
2021-09-29,13:10:00,501018,['501018'],13:10:00,501018,['501018'],True,1,True
2021-09-30,13:10:00,501018,['501018'],13:10:00,501018,['501018'],True,1,True
2021-10-08,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-10-11,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159865', '159928', '512170', '515170', '512690', '512010', '159825', '159992', '515120']",True,1,True
2021-10-12,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159865', '159928', '515170', '512690', '512170', '512010', '159825', '159883']",True,1,True
2021-10-13,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159980']",True,2,True
2021-10-14,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159928', '515170', '512690', '159865', '512170', '159883', '512010', '159825']",True,1,True
2021-10-15,13:10:00,501018,"['501018', '159980']",13:10:00,501018,"['501018', '159928', '515170', '512690', '159865', '512170', '159883', '159980', '159825']",True,2,True
2021-10-18,13:10:00,159865,"['159865', '159980']",13:10:00,159865,"['159865', '159980']",True,2,True
2021-10-19,13:10:00,159865,"['159865', '159825']",13:10:00,159865,"['159865', '159980', '159825']",True,2,True
2021-10-20,13:10:00,159865,"['159865', '159825']",13:10:00,159865,"['159865', '159825']",True,2,True
2021-10-21,13:10:00,159928,"['159928', '159865', '515170', '512690', '159825']",13:10:00,159928,"['159928', '159865', '515170', '512690', '159825']",True,5,True
2021-10-22,13:10:00,501018,"['501018', '159928', '159865', '515170', '512690', '159825', '159852']",13:10:00,501018,"['501018', '159928', '159865', '515170', '512690', '159825', '159852']",True,7,True
2021-10-25,13:10:00,501018,"['501018', '159928', '159865', '515170', '512690', '159980', '159825', '516520', '159915']",13:10:00,501018,"['501018', '159928', '159865', '515170', '512690', '159980', '159825', '516520', '159915']",True,9,True
2021-10-26,13:10:00,501018,"['501018', '159928', '515170', '159865', '512690', '516520', '159980', '159825', '159949', '159915']",13:10:00,501018,"['501018', '159928', '515170', '159865', '512690', '516520', '159980', '159825', '159949', '159915']",True,10,True
2021-10-27,13:10:00,501018,"['501018', '159928', '516520', '515170', '159865', '515790', '159967', '512690', '513330', '159949']",13:10:00,501018,"['501018', '159928', '516520', '515170', '159865', '515790', '159967', '512690', '513330', '159949']",True,10,True
2021-10-28,13:10:00,501018,"['501018', '516520', '159928', '515790', '159967', '515170', '159865', '513330', '159949', '159915']",13:10:00,501018,"['501018', '516520', '159928', '515790', '159967', '516160', '515170', '159865', '513330', '159949']",True,9,True
2021-10-29,13:10:00,513500,"['513500', '513100', '518880']",13:10:00,513500,"['513500', '513100', '518880']",True,3,True
2021-11-01,13:10:00,513500,"['513500', '513100']",13:10:00,515790,"['515790', '516520', '516160', '515030', '159755', '159840', '159967', '501018', '159949', '159928']",False,0,False
2021-11-02,13:10:00,501018,"['501018', '513500', '513100', '518880']",13:10:00,515790,"['515790', '516520', '516160', '515030', '159755', '159840', '159967', '501018', '159949', '159825']",False,1,False
2021-11-03,13:10:00,513500,"['513500', '513100']",13:10:00,516520,"['516520', '515030', '516160', '515790', '159840', '159755', '159967', '159949', '159825', '501018']",False,0,False
2021-11-04,13:10:00,513100,"['513100', '513500', '513030']",13:10:00,516520,"['516520', '515030', '159755', '159840', '516160', '515790', '159967', '512670', '159825', '159949']",False,0,False
2021-11-05,13:10:00,513100,"['513100', '513500', '513030', '518880']",13:10:00,516520,"['516520', '159755', '159840', '515030', '516160', '512670', '515790', '512660', '159732', '159995']",False,0,False
2021-11-08,13:10:00,513100,"['513100', '513500', '513030', '518880', '501018', '161226', '513520']",13:10:00,516520,"['516520', '159840', '159755', '515030', '512670', '516160', '512660', '159869', '159732', '513100']",False,1,False
2021-11-09,13:10:00,513100,"['513100', '513500', '513030', '518880']",13:10:00,516520,"['516520', '512670', '159840', '159755', '512660', '515030', '516160', '159869', '512710', '513100']",False,1,False
2021-11-10,13:10:00,513100,"['513100', '513500', '513030', '518880', '161226', '501018']",13:10:00,512670,"['512670', '512660', '516520', '159869', '512710', '159995', '513100', '159732', '515050', '159967']",False,1,False
2021-11-11,13:10:00,513500,"['513500', '518880', '161226']",13:10:00,512670,"['512670', '512660', '159869', '516520', '512710', '159995', '159732', '159840', '513100', '159755']",False,0,False
2021-11-12,13:10:00,512670,"['512670', '512660', '159869', '512710', '516520', '159995', '159732', '512480', '515050', '513100']",13:10:00,512670,"['512670', '512660', '159869', '512710', '516520', '159995', '159732', '512480', '515050', '513100']",True,10,True
2021-11-15,13:10:00,512660,"['512660', '512710', '159995', '159732', '515050', '512480', '513100', '515880', '512980', '515980']",13:10:00,512660,"['512660', '512710', '516520', '159995', '159732', '515050', '512480', '513100', '515880', '512980']",True,9,True
2021-11-16,13:10:00,512660,"['512660', '512710', '516520', '515050', '159732', '512980', '159995', '515880', '512480', '515980']",13:10:00,512660,"['512660', '512710', '516520', '515050', '159732', '512980', '159995', '515880', '512480', '515980']",True,10,True
2021-11-17,13:10:00,512980,"['512980', '516520', '515050', '515880', '159732', '159995', '512480', '516190', '515980', '513100']",13:10:00,512980,"['512980', '516520', '515050', '515880', '159732', '159995', '512480', '516190', '515980', '513100']",True,10,True
2021-11-18,13:10:00,515880,"['515880', '516520', '515050', '159732', '512480', '159995', '159865', '159819', '515980', '513100']",13:10:00,515880,"['515880', '516520', '515050', '159732', '512480', '159995', '159865', '159819', '515980', '513100']",True,10,True
2021-11-19,13:10:00,512670,"['512670', '512980', '512660', '515880', '516520', '515050', '512710', '159732', '159819', '513100']",13:10:00,513100,"['513100', '513500', '518880', '513520', '161226', '513030']",False,1,False
2021-11-22,13:10:00,512670,"['512670', '512980', '512660', '515880', '516520', '515050', '159732', '512710', '159819', '512480']",13:10:00,512670,"['512670', '512980', '512660', '515880', '516520', '515050', '159732', '512710', '159819', '512480']",True,10,True
