date,time,value,weak,pool,target,target_raw,top10_raw
2021-06-03,15:30:00,1398445.8,False,62,512690,512690.SH,"512690.SH:4.2254,512670.SH:3.1405,515170.SH:2.5496,512660.SH:2.2381,512710.SH:2.1741,588080.SH:2.0355,512880.SH:1.9988,159949.SZ:1.9293,512480.SH:1.6032,159915.SZ:1.5767"
2021-06-04,15:30:00,1430375.2,False,61,512690,512690.SH,"512690.SH:4.5375,512670.SH:2.9486,515170.SH:2.5610,588080.SH:2.3246,512660.SH:2.1422,512480.SH:2.0825,512710.SH:2.0084,159949.SZ:1.9067,512880.SH:1.7942,159995.SZ:1.6263"
2021-06-07,15:30:00,1442599.72,False,61,512480,512480.SH,"512480.SH:3.3286,512670.SH:3.3010,588080.SH:2.6179,515170.SH:2.5495,159995.SZ:2.4744,512660.SH:2.4326,512710.SH:2.1567,515050.SH:1.8720,516520.SH:1.8142,512880.SH:1.5857"
2021-06-08,15:30:00,1432305.76,False,61,512480,512480.SH,"512480.SH:4.1799,512670.SH:3.5497,159995.SZ:3.0924,512660.SH:2.7000,588080.SH:2.6356,515050.SH:2.3362,512710.SH:2.2993,516520.SH:2.2618,515880.SH:1.7528,512880.SH:1.5864"
2021-06-09,15:30:00,1447366.45,False,62,159995,159995.SZ,"159995.SZ:4.0737,512670.SH:3.7760,512660.SH:2.8881,588080.SH:2.8379,515050.SH:2.5953,516520.SH:2.5090,512710.SH:2.3314,515880.SH:1.9789,159869.SZ:1.8725,159870.SZ:1.7528"
2021-06-10,15:30:00,1462297.72,False,62,512670,512670.SH,"512670.SH:3.5327,588080.SH:3.0886,515050.SH:2.8588,512660.SH:2.7907,515880.SH:2.3905,512710.SH:2.2689,512690.SH:2.0905,159870.SZ:2.0485,159869.SZ:2.0231,512100.SH:1.6559"
2021-06-11,15:30:00,1408338.61,False,62,159995,159995.SZ,"159995.SZ:4.6734,516520.SH:3.0240,588080.SH:2.7669,515050.SH:2.4036,516510.SH:2.3119,515880.SH:2.2893,159870.SZ:2.1426,159819.SZ:1.8751,159869.SZ:1.8561,515980.SH:1.6925"
2021-06-15,15:30:00,1428396.91,False,61,159995,159995.SZ,"159995.SZ:4.6892,588080.SH:2.5809,516520.SH:2.5709,515880.SH:2.1928,515050.SH:2.1080,516510.SH:2.0398,159819.SZ:1.6600,159851.SZ:1.5289,159869.SZ:1.5048,515980.SH:1.4732"
2021-06-16,15:30:00,1392707.8,False,61,515880,515880.SH,"515880.SH:1.8438,516520.SH:1.5425,588080.SH:1.5343,516510.SH:1.4573,159851.SZ:1.3156,515050.SH:1.3076,159819.SZ:1.2434,515220.SH:1.1265,515980.SH:0.9637,159869.SZ:0.9376"
2021-06-17,15:30:00,1411308.5,True,9,501018,501018.SH,"501018.SH:1.4516,513100.SH:0.4212"
2021-06-18,15:30:00,1380422.08,True,9,513520,513520.SH,513520.SH:0.1676
2021-06-21,15:30:00,1340200.36,True,9,501018,501018.SH,501018.SH:1.5691
2021-06-22,15:30:00,1359933.16,True,9,501018,501018.SH,"501018.SH:1.8923,513100.SH:0.6501,513500.SH:0.1010,513520.SH:0.0203"
2021-06-23,15:30:00,1368155.16,True,9,501018,501018.SH,"501018.SH:2.2426,513100.SH:0.8383,513500.SH:0.1762"
2021-06-24,15:30:00,1369799.56,True,9,501018,501018.SH,"501018.SH:2.3434,513100.SH:0.8939,513500.SH:0.1919"
2021-06-25,15:30:00,1371681.53,False,63,515790,515790.SH,"515790.SH:2.4172,501018.SH:2.3718,588080.SH:2.2331,159851.SZ:2.1827,515030.SH:1.9747,515050.SH:1.9548,515220.SH:1.9262,516520.SH:1.7210,515880.SH:1.6211,159981.SZ:1.0721"
2021-06-28,15:30:00,1390954.13,False,63,515790,515790.SH,"515790.SH:3.1136,588080.SH:2.5715,515030.SH:2.5644,501018.SH:2.2929,515050.SH:2.2119,516520.SH:2.0572,159851.SZ:1.7793,515880.SH:1.6074,513100.SH:1.0550,159819.SZ:0.8526"
2021-06-29,15:30:00,1429499.33,False,64,515790,515790.SH,"515790.SH:4.3260,515030.SH:2.5413,588080.SH:2.4595,515050.SH:2.0660,516520.SH:1.8909,501018.SH:1.7827,513100.SH:1.2022,515880.SH:1.1670,159967.SZ:0.9701,512100.SH:0.6758"
2021-06-30,15:30:00,1443374.49,False,64,515030,515030.SH,"515030.SH:3.1957,588080.SH:2.8908,515050.SH:2.3215,516520.SH:2.3034,501018.SH:1.8066,159967.SZ:1.5898,159851.SZ:1.4275,513100.SH:1.4128,515880.SH:1.1371,515980.SH:0.9277"
2021-07-01,15:30:00,1424976.69,False,64,515030,515030.SH,"515030.SH:3.0433,588080.SH:2.7528,516520.SH:2.3742,515050.SH:2.2530,159967.SZ:1.9448,501018.SH:1.6973,513100.SH:1.5271,159949.SZ:1.0418,515980.SH:0.9521,159819.SZ:0.7457"
2021-07-02,15:30:00,1420206.89,False,64,515030,515030.SH,"515030.SH:2.8955,588080.SH:2.1030,516520.SH:1.8689,501018.SH:1.8108,515050.SH:1.5604,513100.SH:1.5537,515980.SH:0.6458,513500.SH:0.4752,159819.SZ:0.4155,512100.SH:0.3713"
2021-07-05,15:30:00,1434379.76,True,9,513100,513100.SH,"513100.SH:1.7392,501018.SH:1.6907"
2021-07-06,15:30:00,1433655.94,True,9,501018,501018.SH,"501018.SH:1.8838,513100.SH:1.7546"
2021-07-07,15:30:00,1393981.32,True,9,513100,513100.SH,"513100.SH:1.8536,513500.SH:0.6548"
2021-07-08,15:30:00,1391431.62,True,9,513100,513100.SH,"513100.SH:1.7821,513500.SH:0.6477"
2021-07-09,15:30:00,1386937.19,True,9,513500,513500.SH,"513500.SH:0.6062,159980.SZ:0.0127"
2021-07-12,15:30:00,1395161.44,True,9,513100,513100.SH,"513100.SH:1.5908,513500.SH:0.6741,159980.SZ:0.0316"
2021-07-13,15:30:00,1419987.89,False,64,512400,512400.SH,"512400.SH:4.3693,159967.SZ:2.7543,516520.SH:2.2469,159870.SZ:1.8251,159949.SZ:1.7105,588080.SH:1.6699,513100.SH:1.5124,159915.SZ:1.0561,512100.SH:0.8357,515050.SH:0.7664"
2021-07-14,15:30:00,1363251.2,False,64,159967,159967.SZ,"159967.SZ:2.6199,159870.SZ:2.2529,159949.SZ:1.6984,516520.SH:1.5956,513100.SH:1.3691,588080.SH:1.2138,159915.SZ:1.1051,512100.SH:0.8736,159981.SZ:0.7470,513500.SH:0.6844"
2021-07-15,15:30:00,1374784.87,False,64,159870,159870.SZ,"159870.SZ:3.0229,159995.SZ:2.7922,512480.SH:2.7586,159967.SZ:2.5180,159949.SZ:1.6956,513100.SH:1.2609,159915.SZ:1.1263,516520.SH:0.9846,515210.SH:0.8848,512100.SH:0.7557"
2021-07-16,15:30:00,1359538.87,False,64,159870,159870.SZ,"159870.SZ:3.7175,159995.SZ:1.9815,512480.SH:1.9162,515210.SH:1.7057,513100.SH:0.9950,159915.SZ:0.9716,512100.SH:0.8881,159981.SZ:0.8281,516520.SH:0.7152,513500.SH:0.5939"
2021-07-19,15:30:00,1340481.37,False,64,159870,159870.SZ,"159870.SZ:3.3738,515210.SH:2.1717,159995.SZ:1.0423,159981.SZ:1.0386,159985.SZ:1.0140,512480.SH:0.9474,159915.SZ:0.8450,512100.SH:0.7784,513100.SH:0.6717,516510.SH:0.5313"
2021-07-20,15:30:00,1330317.37,False,64,159870,159870.SZ,"159870.SZ:2.8277,515210.SH:1.9918,159967.SZ:1.1766,159981.SZ:1.1453,159949.SZ:1.0041,512100.SH:0.7434,159995.SZ:0.7283,159915.SZ:0.7233,512480.SH:0.6220,516510.SH:0.5750"
2021-07-21,15:30:00,1357139.59,True,9,159985,159985.SZ,159985.SZ:1.0214
2021-07-22,15:30:00,1341470.35,False,64,515210,515210.SH,"515210.SH:3.6844,159870.SZ:3.2397,159981.SZ:1.5687,159967.SZ:1.2254,159995.SZ:1.1455,159949.SZ:1.0247,512480.SH:0.9468,516510.SH:0.9322,512100.SH:0.9206,159915.SZ:0.7490"
2021-07-23,15:30:00,1363826.35,False,64,515210,515210.SH,"515210.SH:4.6212,159870.SZ:2.8661,159981.SZ:1.5576,159995.SZ:1.2393,512480.SH:1.0417,512100.SH:0.8760,159967.SZ:0.8285,512710.SH:0.7350,159949.SZ:0.6845,159819.SZ:0.6169"
2021-07-26,15:30:00,1334018.35,False,64,515210,515210.SH,"515210.SH:4.7611,515030.SH:4.3133,159870.SZ:2.1789,159981.SZ:1.3522,159995.SZ:1.2796,512480.SH:1.1009,512100.SH:0.7019,159980.SZ:0.5035,516510.SH:0.4434,511380.SH:0.4226"
2021-07-27,15:30:00,1316670.86,True,9,159980,159980.SZ,"159980.SZ:0.5594,513100.SH:0.4767,513500.SH:0.2680"
2021-07-28,15:30:00,1313877.56,True,9,159980,159980.SZ,"159980.SZ:0.6062,513100.SH:0.3720,513500.SH:0.2655,518880.SH:0.1135"
2021-07-29,15:30:00,1319464.16,True,9,159980,159980.SZ,"159980.SZ:0.6082,513100.SH:0.3496,513500.SH:0.2322,518880.SH:0.1144,159985.SZ:0.0050"
2021-07-30,15:30:00,1325050.76,True,9,159980,159980.SZ,"159980.SZ:0.7398,513500.SH:0.1699,518880.SH:0.1269,159985.SZ:0.0028"
2021-08-02,15:30:00,1323188.56,True,9,159980,159980.SZ,"159980.SZ:0.7708,513500.SH:0.2021,513100.SH:0.1859,159985.SZ:0.0006"
2021-08-03,15:30:00,1306036.92,True,9,513500,513500.SH,513500.SH:0.1540
2021-08-04,15:30:00,1311244.05,True,9,513100,513100.SH,"513100.SH:0.1623,513500.SH:0.1519,518880.SH:0.0168"
2021-08-05,15:30:00,1297206.41,False,65,512660,512660.SH,"512660.SH:4.5981,159995.SZ:3.3804,512400.SH:2.2966,512480.SH:1.7236,159755.SZ:0.9699,515030.SH:0.8237,515210.SH:0.7502,515050.SH:0.6010,159870.SZ:0.3997,512100.SH:0.2876"
2021-08-06,15:30:00,1304048.15,False,65,512710,512710.SH,"512710.SH:4.7211,512660.SH:4.6977,159995.SZ:2.7897,512400.SH:2.1274,512480.SH:1.1329,159755.SZ:1.0997,515030.SH:0.9619,515210.SH:0.7275,515050.SH:0.5920,515220.SH:0.4887"
2021-08-09,15:30:00,1290818.12,False,65,512660,512660.SH,"512660.SH:4.8902,512710.SH:4.6793,159995.SZ:1.8230,512400.SH:1.2750,515220.SH:0.6925,515050.SH:0.6628,515210.SH:0.6246,515880.SH:0.3964,512100.SH:0.2868,513500.SH:0.1681"
2021-08-10,15:30:00,1363829.67,False,65,159995,159995.SZ,"159995.SZ:1.2827,515220.SH:0.8891,512400.SH:0.8507,515050.SH:0.6630,515210.SH:0.5392,515880.SH:0.5182,512100.SH:0.3470,513500.SH:0.1724,513100.SH:0.1632,511380.SH:0.1542"
2021-08-11,15:30:00,1387793.24,False,65,515220,515220.SH,"515220.SH:1.4554,159995.SZ:1.0514,512400.SH:0.8057,515210.SH:0.5889,515050.SH:0.5633,515880.SH:0.4865,512100.SH:0.4300,513500.SH:0.1957,511380.SH:0.1846,513100.SH:0.1476"
2021-08-12,15:30:00,1404592.44,False,65,515220,515220.SH,"515220.SH:1.8920,159995.SZ:0.9671,515210.SH:0.8149,512400.SH:0.7773,515050.SH:0.6373,515880.SH:0.5749,512100.SH:0.5333,513500.SH:0.2058,511380.SH:0.1939,513100.SH:0.1117"
2021-08-13,15:30:00,1404319.78,False,65,515790,515790.SH,"515790.SH:4.6250,515220.SH:2.3681,515210.SH:0.9287,512400.SH:0.9170,512100.SH:0.6172,515880.SH:0.4668,515050.SH:0.2933,511380.SH:0.2134,513100.SH:0.1140"
2021-08-16,15:30:00,1374853.9,False,65,512670,512670.SH,"512670.SH:4.7021,512660.SH:4.0310,515790.SH:2.9627,515220.SH:2.7502,512710.SH:2.6045,515210.SH:0.9626,512100.SH:0.6193,515880.SH:0.6051,513500.SH:0.2510,511380.SH:0.2283"
2021-08-17,15:30:00,1367744.4,True,9,513500,513500.SH,"513500.SH:0.2833,513030.SH:0.1616,513100.SH:0.1420,159980.SZ:0.0915,159985.SZ:0.0028"
2021-08-18,15:30:00,1366742.8,True,9,513500,513500.SH,"513500.SH:0.2640,513030.SH:0.2188,159985.SZ:0.0025"
2021-08-19,15:30:00,1349285.84,True,9,511880,511880.SH,
2021-08-20,15:30:00,1349549.84,True,9,511880,511880.SH,
2021-08-23,15:30:00,1351548.54,True,9,513500,513500.SH,"513500.SH:0.1267,513030.SH:0.1263,513100.SH:0.0270"
2021-08-24,15:30:00,1358952.54,True,9,513500,513500.SH,"513500.SH:0.1529,513030.SH:0.1216,513100.SH:0.0636"
2021-08-25,15:30:00,1354510.14,True,9,513500,513500.SH,"513500.SH:0.1403,513100.SH:0.0775"
2021-08-26,15:30:00,1344378.77,False,67,515210,515210.SH,"515210.SH:2.4805,512660.SH:1.8928,512710.SH:1.2504,512880.SH:1.1965,515790.SH:0.9302,510880.SH:0.8513,512200.SH:0.6899,512400.SH:0.6518,512100.SH:0.6424,513090.SH:0.4122"
2021-08-27,15:30:00,1358438.27,False,67,515210,515210.SH,"515210.SH:3.5236,512660.SH:1.2935,510880.SH:1.2687,512880.SH:1.2487,515790.SH:1.2354,512400.SH:1.1371,512890.SH:1.1334,512710.SH:0.7901,512200.SH:0.7166,159766.SZ:0.6396"
2021-08-30,15:30:00,1371761.67,False,67,515790,515790.SH,"515790.SH:2.5759,512400.SH:2.3348,512670.SH:1.7165,510880.SH:1.6917,512660.SH:1.5859,512890.SH:1.3785,159766.SZ:1.0296,512710.SH:0.9114,512880.SH:0.8922,512100.SH:0.7039"
2021-08-31,15:30:00,1372994.29,False,67,512400,512400.SH,"512400.SH:3.0848,515790.SH:2.4331,510880.SH:2.1265,512890.SH:1.7168,159766.SZ:1.4374,512670.SH:1.3723,512660.SH:1.3099,512880.SH:0.7748,512710.SH:0.7127,510500.SH:0.5948"
2021-09-01,15:30:00,1296143.4,False,67,510880,510880.SH,"510880.SH:2.5180,159766.SZ:2.1598,512890.SH:2.0830,510500.SH:0.5655,513100.SH:0.4382,512070.SH:0.3920,511380.SH:0.3361,512100.SH:0.3253,513500.SH:0.2759,510760.SH:0.2552"
2021-09-02,15:30:00,1329007.4,False,67,510880,510880.SH,"510880.SH:3.1445,512890.SH:2.4413,159766.SZ:2.2466,512880.SH:1.5361,512200.SH:0.7765,510500.SH:0.6544,513090.SH:0.6237,513100.SH:0.5025,511380.SH:0.4068,512070.SH:0.3978"
2021-09-03,15:30:00,1319439.4,False,67,510880,510880.SH,"510880.SH:3.5677,512890.SH:2.5947,512880.SH:1.5914,512200.SH:0.8665,513090.SH:0.7229,510500.SH:0.6478,513100.SH:0.4918,511380.SH:0.4513,512070.SH:0.4345,159981.SZ:0.3155"
2021-09-06,15:30:00,1328704.38,True,9,513100,513100.SH,"513100.SH:0.5228,513520.SH:0.3400,513500.SH:0.2697,518880.SH:0.1245,159980.SZ:0.0681,501018.SH:0.0108"
2021-09-07,15:30:00,1326283.52,True,9,513520,513520.SH,"513520.SH:0.5714,513100.SH:0.5311,513500.SH:0.2642,518880.SH:0.1658,159980.SZ:0.0715,513030.SH:0.0689,501018.SH:0.0544"
2021-09-08,15:30:00,1334636.43,False,67,512890,512890.SH,"512890.SH:3.8113,159766.SZ:3.4864,512880.SH:3.0494,512400.SH:2.1420,513090.SH:1.5568,510500.SH:1.0844,159981.SZ:1.0498,512070.SH:1.0372,513520.SH:0.8241,511380.SH:0.7825"
2021-09-09,15:30:00,1366385.74,False,67,512890,512890.SH,"512890.SH:4.7974,159766.SZ:3.5179,512880.SH:2.8245,512400.SH:2.2791,513090.SH:1.4371,159981.SZ:1.3195,510500.SH:1.2995,513520.SH:1.0256,512980.SH:0.9874,512070.SH:0.9682"
2021-09-10,15:30:00,1351975.0,False,67,512880,512880.SH,"512880.SH:3.3517,512400.SH:3.2557,513090.SH:1.9304,510500.SH:1.4991,513520.SH:1.4206,512980.SH:1.0680,512070.SH:1.0620,515790.SH:1.0161,511380.SH:0.9569,510760.SH:0.8549"
2021-09-13,15:30:00,1366659.81,False,67,512400,512400.SH,"512400.SH:4.1022,159869.SZ:3.5962,512880.SH:3.4723,513090.SH:2.1402,513520.SH:1.7134,510500.SH:1.6419,159981.SZ:1.4255,512980.SH:1.3671,159870.SZ:1.3084,511380.SH:0.9955"
2021-09-14,15:30:00,1331781.56,False,67,159869,159869.SZ,"159869.SZ:3.9514,513090.SH:2.0256,159870.SZ:1.8084,510500.SH:1.7711,159981.SZ:1.5462,512980.SH:1.3851,510760.SH:1.0316,511380.SH:0.9609,512200.SH:0.7706,512100.SH:0.6477"
2021-09-15,15:30:00,1338903.06,False,67,159869,159869.SZ,"159869.SZ:4.5732,513520.SH:2.3736,159870.SZ:2.1480,159981.SZ:1.9878,510500.SH:1.7864,513090.SH:1.5970,512980.SH:1.4725,510760.SH:0.9859,511380.SH:0.8419,159766.SZ:0.7666"
2021-09-16,15:30:00,1331781.56,False,67,159869,159869.SZ,"159869.SZ:4.6892,513520.SH:2.4417,159981.SZ:2.3992,159870.SZ:2.3261,510500.SH:1.5066,512880.SH:1.4323,512980.SH:1.3036,501018.SH:0.9351,513090.SH:0.8885,510760.SH:0.7977"
2021-09-17,15:30:00,1293646.58,True,9,513520,513520.SH,"513520.SH:2.5339,501018.SH:1.1343,159980.SZ:0.4385"
2021-09-22,15:30:00,1282984.79,True,9,501018,501018.SH,"501018.SH:1.1916,159980.SZ:0.4745"
2021-09-23,15:30:00,1294415.72,True,9,501018,501018.SH,"501018.SH:1.3805,159985.SZ:0.0022"
2021-09-24,15:30:00,1311140.61,True,9,501018,501018.SH,"501018.SH:1.6317,159980.SZ:0.5549"
2021-09-27,15:30:00,1332434.61,True,9,501018,501018.SH,"501018.SH:1.8629,159980.SZ:0.4088"
2021-09-28,15:30:00,1350493.88,True,9,511880,511880.SH,
2021-09-29,15:30:00,1348445.92,True,9,501018,501018.SH,501018.SH:1.7572
2021-09-30,15:30:00,1349997.62,True,9,501018,501018.SH,501018.SH:1.7515
2021-10-08,15:30:00,1424479.22,True,9,501018,501018.SH,"501018.SH:2.4425,159980.SZ:0.0302"
2021-10-11,15:30:00,1452409.82,True,9,501018,501018.SH,"501018.SH:3.1744,159980.SZ:0.0577"
2021-10-12,15:30:00,1447754.72,True,9,501018,501018.SH,"501018.SH:3.7179,159980.SZ:0.0589"
2021-10-13,15:30:00,1446203.02,True,9,501018,501018.SH,"501018.SH:4.0471,159980.SZ:0.0951"
2021-10-14,15:30:00,1453961.52,True,9,501018,501018.SH,501018.SH:4.5311
2021-10-15,15:30:00,1467949.75,True,9,511880,511880.SH,
2021-10-18,15:30:00,1484176.15,False,69,159865,159865.SZ,159865.SZ:1.3356
2021-10-19,15:30:00,1558292.15,False,69,159865,159865.SZ,"159865.SZ:2.2571,159980.SZ:1.0601"
2021-10-20,15:30:00,1536114.47,False,68,159928,159928.SZ,"159928.SZ:2.3271,159865.SZ:2.2322,515170.SH:1.4566,512690.SH:1.0037,159825.SZ:0.3002"
2021-10-21,15:30:00,1536114.47,False,69,159928,159928.SZ,"159928.SZ:2.1014,159865.SZ:1.8784,515170.SH:1.3457,512690.SH:0.9270,159825.SZ:0.3048"
2021-10-22,15:30:00,1561015.72,False,70,501018,501018.SH,"501018.SH:4.0009,159928.SZ:2.3225,159865.SZ:1.6406,515170.SH:1.5708,512690.SH:1.0066,159980.SZ:0.5689,516520.SH:0.3570,159825.SZ:0.3556,159852.SZ:0.1814,159915.SZ:0.1793"
2021-10-25,15:30:00,1594297.72,False,70,501018,501018.SH,"501018.SH:3.9532,159928.SZ:1.9824,159865.SZ:1.4191,515170.SH:1.2247,512690.SH:0.6714,516520.SH:0.6015,159980.SZ:0.4976,159825.SZ:0.4293,159949.SZ:0.3197,159915.SZ:0.3045"
2021-10-26,15:30:00,1577656.72,False,70,501018,501018.SH,"501018.SH:3.1899,159928.SZ:1.7372,515170.SH:1.1807,159865.SZ:0.9815,159967.SZ:0.7067,512690.SH:0.6917,513330.SH:0.6599,515790.SH:0.6523,159949.SZ:0.4890,159915.SZ:0.4439"
2021-10-27,15:30:00,1571000.32,False,70,501018,501018.SH,"501018.SH:2.5034,516520.SH:1.3540,515790.SH:1.1698,159928.SZ:1.1133,159967.SZ:0.8640,159865.SZ:0.6801,515170.SH:0.6571,513330.SH:0.5390,159949.SZ:0.4607,159915.SZ:0.3850"
2021-10-28,15:30:00,1528916.9,False,69,516520,516520.SH,"516520.SH:1.7270,515790.SH:1.5049,515030.SH:1.1306,159967.SZ:1.0467,159928.SZ:0.9302,513330.SH:0.6401,159949.SZ:0.5633,515170.SH:0.5494,159915.SZ:0.4272,159865.SZ:0.3919"
2021-10-29,15:30:00,1537581.01,True,9,513500,513500.SH,"513500.SH:0.1549,513100.SH:0.0416,518880.SH:0.0080"
2021-11-01,15:30:00,1556520.18,True,9,513500,513500.SH,"513500.SH:0.2805,513100.SH:0.1675"
2021-11-02,15:30:00,1553209.88,True,9,501018,501018.SH,"501018.SH:0.6806,513500.SH:0.3818,513100.SH:0.3534,518880.SH:0.0179"
2021-11-03,15:30:00,1545153.61,True,9,513100,513100.SH,"513100.SH:0.5208,513500.SH:0.4631,513030.SH:0.0046"
2021-11-04,15:30:00,1556451.95,True,9,513100,513100.SH,"513100.SH:0.8313,513500.SH:0.5835,513030.SH:0.0500"
2021-11-05,15:30:00,1575483.95,True,9,513100,513100.SH,"513100.SH:1.2398,513500.SH:0.7388,513030.SH:0.1485,518880.SH:0.0224"
2021-11-08,15:30:00,1570213.55,True,9,513100,513100.SH,"513100.SH:1.6060,513030.SH:0.2690,518880.SH:0.0700,501018.SH:0.0061"
2021-11-09,15:30:00,1571970.35,True,9,513100,513100.SH,"513100.SH:1.8306,513030.SH:0.3875,518880.SH:0.0922,513520.SH:0.0125,161226.SZ:0.0066,501018.SH:0.0002"
2021-11-10,15:30:00,1556744.75,True,9,513100,513100.SH,"513100.SH:1.7103,513500.SH:0.9047,513030.SH:0.4420,518880.SH:0.1108"
2021-11-11,15:30:00,1539644.02,True,9,518880,518880.SH,"518880.SH:0.1694,161226.SZ:0.0175"
2021-11-12,15:30:00,1545323.38,False,70,512660,512660.SH,"512660.SH:4.6960,159869.SZ:4.6570,512710.SH:3.1378,159995.SZ:2.6341,512480.SH:2.0454,159732.SZ:2.0368,515050.SH:1.9573,515880.SH:1.3848,513100.SH:1.3433,515980.SH:1.2342"
2021-11-15,15:30:00,1519816.18,False,70,512660,512660.SH,"512660.SH:4.8084,512710.SH:3.1639,516520.SH:2.8328,515050.SH:2.4981,159732.SZ:2.3385,159995.SZ:2.2964,512480.SH:2.0299,515880.SH:1.8836,513100.SH:1.3151,515980.SH:1.2767"
2021-11-16,15:30:00,1471275.8,False,70,512980,512980.SH,"512980.SH:2.9902,516520.SH:2.6791,515050.SH:2.5961,515880.SH:2.3772,159732.SZ:2.2875,159995.SZ:1.6721,512480.SH:1.6219,159865.SZ:1.2448,516190.SH:1.2250,515980.SH:1.2064"
2021-11-17,15:30:00,1476855.8,False,70,512980,512980.SH,"512980.SH:3.7694,515880.SH:2.9506,515050.SH:2.5320,516520.SH:2.4942,159732.SZ:2.1320,516190.SH:1.7906,512480.SH:1.3098,159995.SZ:1.2153,515980.SH:1.1503,159819.SZ:1.1296"
2021-11-18,15:30:00,1444663.46,False,69,512670,512670.SH,"512670.SH:3.9789,512980.SH:3.5870,512660.SH:3.3894,515880.SH:2.9075,516520.SH:2.0937,515050.SH:2.0777,512710.SH:1.9407,159732.SZ:1.6738,159819.SZ:1.0891,512480.SH:0.9834"
2021-11-19,15:30:00,1431972.72,False,69,512980,512980.SH,"512980.SH:3.8711,512670.SH:3.8632,512660.SH:3.2608,515880.SH:3.0689,516520.SH:2.2657,515050.SH:2.1515,512710.SH:1.8061,159819.SZ:1.1572,513100.SH:0.9991,515980.SH:0.9347"
2021-11-22,15:30:00,1434724.71,False,70,159869,159869.SZ,"159869.SZ:4.9503,512670.SH:4.0991,512980.SH:3.6466,515880.SH:3.5761,512660.SH:3.3979,516520.SH:2.9620,515050.SH:2.5284,516190.SH:1.9567,512710.SH:1.9071,515980.SH:1.1112"
2021-11-23,15:30:00,1425105.31,False,69,159869,159869.SZ,"159869.SZ:3.9090,512670.SH:3.8016,515880.SH:3.7927,512980.SH:3.3135,512660.SH:3.1896,516520.SH:3.0823,515050.SH:2.5457,159732.SZ:2.1468,516190.SH:1.7340,512710.SH:1.6336"
2021-11-24,15:30:00,1428904.0,False,67,515880,515880.SH,"515880.SH:3.9554,512980.SH:3.4586,159869.SZ:3.3385,516520.SH:2.9419,512670.SH:2.8610,515050.SH:2.5199,512660.SH:2.4646,159732.SZ:2.1427,159819.SZ:1.3813,512480.SH:1.3632"
2021-11-25,15:30:00,1407331.0,False,69,515880,515880.SH,"515880.SH:3.3814,516520.SH:2.7062,512980.SH:2.5147,515050.SH:2.1491,512670.SH:2.0856,159869.SZ:1.9962,159732.SZ:1.9651,512660.SH:1.7594,512480.SH:1.3632,159819.SZ:1.2886"
2021-11-26,15:30:00,1389565.0,False,70,515880,515880.SH,"515880.SH:2.4721,516520.SH:2.1677,512980.SH:1.6489,512670.SH:1.5244,515050.SH:1.4639,159732.SZ:1.3460,512660.SH:1.3250,512100.SH:1.2452,159869.SZ:1.0022,159819.SZ:0.9371"
2021-11-29,15:30:00,1391552.88,False,70,516520,516520.SH,"516520.SH:2.1324,515880.SH:1.8719,512670.SH:1.7439,562800.SH:1.7010,512100.SH:1.5047,159732.SZ:1.1211,515050.SH:1.0549,159851.SZ:0.9636,588080.SH:0.9441,512480.SH:0.8533"
2021-11-30,15:30:00,1382056.99,False,70,562800,562800.SH,"562800.SH:2.8750,516520.SH:2.1392,512670.SH:1.9955,515880.SH:1.8042,512660.SH:1.5329,159732.SZ:1.0375,588080.SH:0.9197,512480.SH:0.9079,515050.SH:0.9041,513360.SH:0.8056"
2021-12-01,15:30:00,1375130.72,False,70,562800,562800.SH,"562800.SH:3.6959,512100.SH:1.7597,159851.SZ:1.7049,516520.SH:1.6629,515880.SH:1.5963,512670.SH:1.5372,512660.SH:1.1304,512400.SH:0.9526,159732.SZ:0.7837,512480.SH:0.7426"
2021-12-02,15:30:00,1386220.32,False,70,562800,562800.SH,"562800.SH:4.1668,159851.SZ:1.5492,516520.SH:1.5341,512100.SH:1.4886,512670.SH:1.1605,515880.SH:1.0627,512400.SH:1.0066,512660.SH:0.8031,512480.SH:0.6851,515210.SH:0.6759"
2021-12-03,15:30:00,1384924.37,True,9,159985,159985.SZ,159985.SZ:0.2912
2021-12-06,15:30:00,1376755.41,True,9,159985,159985.SZ,159985.SZ:0.3108
2021-12-07,15:30:00,1362755.01,True,9,159985,159985.SZ,159985.SZ:0.2323
2021-12-08,15:30:00,1357451.91,True,9,159980,159980.SZ,159980.SZ:0.0013
2021-12-09,15:30:00,1357451.91,True,9,159980,159980.SZ,159980.SZ:0.0043
2021-12-10,15:30:00,1358019.02,False,70,512690,512690.SH,"512690.SH:2.6608,515210.SH:1.5308,562800.SH:1.5006,515220.SH:1.3286,515170.SH:1.2283,159851.SZ:1.1626,159732.SZ:0.8660,512400.SH:0.6268,516520.SH:0.5564,510760.SH:0.5257"
2021-12-13,15:30:00,1366773.17,False,70,512690,512690.SH,"512690.SH:3.3881,515220.SH:1.7150,515170.SH:1.6846,515210.SH:1.3258,159851.SZ:1.3124,562800.SH:1.3007,159732.SZ:1.0197,512890.SH:0.6323,512880.SH:0.6192,512400.SH:0.6165"
2021-12-14,15:30:00,1376521.17,False,70,512690,512690.SH,"512690.SH:3.8888,515170.SH:2.0184,515220.SH:1.4599,159732.SZ:1.0638,515210.SH:0.8358,562800.SH:0.8232,159928.SZ:0.7804,512880.SH:0.6397,510760.SH:0.5518,516520.SH:0.4836"
