date,time,value,weak,pool,target
2020-01-02,15:30:00,998496.53,False,34,512400
2020-01-03,15:30:00,1014742.13,False,34,512400
2020-01-06,15:30:00,1030815.6,False,34,512880
2020-01-07,15:30:00,1036679.68,False,34,512980
2020-01-08,15:30:00,1010960.68,False,34,512880
2020-01-09,15:30:00,1032735.68,False,34,512980
2020-01-10,15:30:00,1026195.04,False,34,512100
2020-01-13,15:30:00,1039832.78,False,34,512100
2020-01-14,15:30:00,1037102.18,False,34,512100
2020-01-15,15:30:00,1039214.02,False,34,512980
2020-01-16,15:30:00,1022471.9,False,34,512400
2020-01-17,15:30:00,1019773.03,False,34,512400
2020-01-20,15:30:00,1033521.98,False,34,512480
2020-01-21,15:30:00,1023947.13,False,34,159915
2020-01-22,15:30:00,1047022.9,False,35,515050
2020-01-23,15:30:00,998342.84,False,35,159949
2020-02-03,15:30:00,931853.81,True,9,518880
2020-02-04,15:30:00,924459.01,True,9,518880
2020-02-05,15:30:00,918384.71,True,9,518880
2020-02-06,15:30:00,910470.6,True,9,513100
2020-02-07,15:30:00,917131.5,True,9,513100
2020-02-10,15:30:00,922805.6,True,9,513100
2020-02-11,15:30:00,957096.9,False,34,513100
2020-02-12,15:30:00,981766.9,False,35,513100
2020-02-13,15:30:00,1016363.57,False,37,512170
2020-02-14,15:30:00,1012173.55,False,37,512170
2020-02-17,15:30:00,1045657.84,False,37,512170
2020-02-18,15:30:00,1050541.04,False,36,512170
2020-02-19,15:30:00,1027520.24,False,36,512170
2020-02-20,15:30:00,1047589.98,False,36,159949
2020-02-21,15:30:00,1066878.48,False,36,159949
2020-02-24,15:30:00,1086173.4,False,36,159915
2020-02-25,15:30:00,1094632.6,False,36,159915
2020-02-26,15:30:00,1046804.2,False,36,159967
2020-02-27,15:30:00,1052648.45,False,36,512670
2020-02-28,15:30:00,992095.56,False,36,518880
2020-03-02,15:30:00,968180.72,True,8,511880
2020-03-03,15:30:00,966847.21,True,8,159985
2020-03-04,15:30:00,966845.37,True,8,159985
2020-03-05,15:30:00,967842.27,True,8,159985
2020-03-06,15:30:00,960019.14,False,39,515050
2020-03-09,15:30:00,915276.55,False,40,512170
2020-03-10,15:30:00,913267.87,True,9,511880
2020-03-11,15:30:00,915186.2,True,9,518880
2020-03-12,15:30:00,903852.06,True,9,511880
2020-03-13,15:30:00,903887.26,True,9,511880
2020-03-16,15:30:00,892568.21,True,9,159985
2020-03-17,15:30:00,893493.67,True,9,159985
2020-03-18,15:30:00,891635.87,True,9,159985
2020-03-19,15:30:00,883056.69,True,9,511880
2020-03-20,15:30:00,883826.37,True,9,159985
2020-03-23,15:30:00,930766.77,True,9,159985
2020-03-24,15:30:00,918128.97,True,9,159985
2020-03-25,15:30:00,933474.87,True,9,159985
2020-03-26,15:30:00,909101.97,False,40,159985
2020-03-27,15:30:00,919934.37,False,40,159985
2020-03-30,15:30:00,928058.67,False,40,159985
2020-03-31,15:30:00,925350.57,True,9,159985
2020-04-01,15:30:00,907027.81,True,9,511880
2020-04-02,15:30:00,907036.61,True,9,511880
2020-04-03,15:30:00,903249.88,False,41,159985
2020-04-07,15:30:00,904863.62,False,41,511880
2020-04-08,15:30:00,904934.02,False,41,511880
2020-04-09,15:30:00,904995.62,False,41,511880
2020-04-10,15:30:00,905171.62,False,42,511880
2020-04-13,15:30:00,905215.62,False,42,511880
2020-04-14,15:30:00,910640.85,False,42,512010
