trade_date,target_symbol,held_symbol,shares,cash,position_value,equity
2026-05-12,159363,159363,1234000,3234.099549585022,1688112.0000000002,1691346.0995495853
2026-05-13,159949,159949,903500,3482.9629744852427,1756404.0,1759886.9629744852
2026-05-14,159915,159915,431800,3619.420998217305,1710359.8,1713979.2209982174
2026-05-15,159949,159949,905800,3314.8255401372444,1713773.5999999999,1717088.425540137
2026-05-18,513100,513100,829000,3441.4522424375173,1712713.9999999998,1716155.4522424373
2026-05-19,513100,513100,829000,3441.4522424375173,1696963.0000000002,1700404.4522424378
2026-05-20,511880,511880,16700,8551.554247461492,1677932.5,1686484.0542474615
2026-05-21,511880,511880,16700,8551.554247461492,1678032.7,1686584.2542474614
2026-05-22,159509,159509,641300,3430.4118348632473,1691108.1,1694538.5118348633
2026-05-25,159509,159509,641300,3430.4118348632473,1733433.9,1736864.3118348632
2026-05-26,159509,159509,641300,3430.4118348632473,1706499.3,1709929.7118348633
2026-05-27,515980,515980,1515600,3373.417986999266,1738393.2,1741766.6179869992
2026-05-28,159819,159819,874500,3533.7553422993515,1783980.0,1787513.7553422994
2026-05-29,515980,515980,1551900,3453.0613683210686,1755198.9,1758651.961368321
2026-06-01,513100,513100,731400,3485.390454009408,1729761.0000000002,1733246.3904540096
2026-06-02,513100,513100,731400,3485.390454009408,1713670.2,1717155.5904540094
2026-06-03,513100,513100,729100,3242.5575467464514,1676200.9,1679443.4575467464
2026-06-04,513100,513100,729100,3242.5575467464514,1633184.0000000002,1636426.5575467467
2026-06-05,515050,515050,1322700,3159.8723530536518,1630889.1,1634048.9723530537
2026-06-08,513520,513520,717500,3213.9748752035666,1601460.0000000002,1604673.9748752038
2026-06-09,511880,511880,16800,12789.147582835518,1688635.2,1701424.3475828355
2026-06-10,511880,511880,16800,12789.147582835518,1688685.5999999999,1701474.7475828354
2026-06-11,511880,511880,16800,12789.147582835518,1688786.4,1701575.5475828354
2026-06-12,511880,511880,16800,12789.147582835518,1688685.5999999999,1701474.7475828354
2026-06-15,511880,511880,16800,12789.147582835518,1688719.2000000002,1701508.3475828357
2026-06-16,513520,513520,689100,3424.890447769314,1692429.5999999999,1695854.4904477692
2026-06-17,513520,513520,689100,3424.890447769314,1694496.9000000001,1697921.7904477695
2026-06-18,513520,513520,689100,3424.890447769314,1742044.8,1745469.6904477694
2026-06-22,513520,513520,689100,3424.890447769314,1795794.5999999999,1799219.4904477692
2026-06-23,515880,515880,937300,3316.751957509201,806148.0452184929,809464.7971760021
2026-06-24,159516,159516,1015900,3377.5565302653704,1679282.7,1682660.2565302653
2026-06-25,588220,588220,810400,3353.984011385357,1709944.0,1713297.9840113854
2026-06-26,588220,588220,810400,3353.984011385357,1678338.4000000001,1681692.3840113855
2026-06-29,513520,513520,676000,3319.5397933055647,1681212.0,1684531.5397933056
2026-06-30,513310,513310,256700,3854.251686309697,1716552.9000000001,1720407.1516863098
2026-07-01,159502,159502,1057900,3308.0051842457615,1701103.2000000002,1704411.205184246
2026-07-02,159967,159967,1767800,3284.2099164179526,1702391.4,1705675.6099164179
2026-07-03,513290,513290,988900,3450.892704468919,1775075.5,1778526.392704469
2026-07-06,513400,513400,1268600,3266.9127344174776,1722758.8,1726025.7127344175
