trade_date,action,symbol,price,shares,notional,cost
2023-04-14,buy,161226,0.770077,2326800,1791815.1636,358.36303272000004
2023-04-18,sell,161226,0.75,2326800,1745100.0,349.02000000000004
2023-04-18,buy,513310,1.1651165,1497300,1744528.9354500002,348.90578709000005
2023-04-19,sell,513310,1.166,1497300,1745851.7999999998,349.17035999999996
2023-04-19,buy,516510,1.2171217,1433800,1745109.0934600001,349.02181869200007
2023-04-20,sell,516510,1.268,1433800,1818058.4,363.61168
2023-04-20,buy,159995,1.2651264999999998,1436400,1817227.7045999998,363.44554092
2023-04-21,sell,159995,1.196,1436400,1717934.4,343.58688
2023-04-21,buy,161226,0.7510751,2286600,1717408.32366,343.481664732
2023-04-24,sell,161226,0.746,2286600,1705803.6,341.16072
2023-04-24,buy,513030,1.1931193,1429100,1705086.7916299999,341.01735832599996
2023-05-05,sell,513030,1.193,1429100,1704916.3,340.98326000000003
2023-05-05,buy,161226,0.780078,2184800,1704314.4144000001,340.86288288000003
2023-05-08,sell,161226,0.771,2184800,1684480.8,336.89616
2023-05-08,buy,513520,1.1341134,1484700,1683818.16498,336.763632996
2023-05-09,sell,513520,1.14,1484700,1692557.9999999998,338.5116
2023-05-09,buy,161226,0.7660766,2208500,1691880.1711,338.37603422
2023-05-12,sell,161226,0.724,2208500,1598954.0,319.7908
2023-05-12,buy,513520,1.1691169000000001,1367300,1598533.5373700003,319.70670747400004
2023-05-15,sell,513520,1.168,1367300,1597006.4,319.40128
2023-05-15,buy,513290,1.0641064,1500200,1596372.4212800001,319.27448425600005
2023-05-16,sell,513290,1.081,1500200,1621716.2,324.34324
2023-05-16,buy,513520,1.1701169999999999,1385300,1620963.0801,324.19261602
2023-05-18,sell,513520,1.29,1385300,1787037.0,357.4074
2023-05-18,buy,511880,100.7850775,17700,1783895.87175,356.77917435
2023-05-23,sell,511880,100.79,17700,1783983.0,356.7966
2023-05-23,buy,513030,1.2231223,1459700,1785391.62131,357.078324262
2023-05-25,sell,513030,1.196,1459700,1745801.2,349.16024
2023-05-25,buy,511880,100.8080798,17300,1743979.78054,348.795956108
2023-05-26,sell,511880,100.815,17300,1744099.5,348.8199
2023-05-26,buy,513290,1.0591058999999998,1647200,1744559.2384799996,348.91184769599994
2023-05-29,sell,513290,1.063,1647200,1750973.5999999999,350.19471999999996
2023-05-29,buy,513310,1.160116,1508700,1750267.0092,350.05340184
2023-05-30,sell,513310,1.167,1508700,1760652.9000000001,352.13058000000007
2023-05-30,buy,513030,1.2011201,1465300,1760001.28253,352.000256506
2023-05-31,sell,513030,1.183,1465300,1733449.9000000001,346.68998000000005
2023-05-31,buy,513310,1.1621161999999998,1491100,1732831.4658199998,346.566293164
2023-06-06,sell,513310,1.156,1491100,1723711.5999999999,344.74232
2023-06-06,buy,515880,0.18503415399708198,9312000,1723038.0420208273,344.6076084041655
2023-06-07,sell,515880,0.18567348586270754,9312000,1728991.5003535326,345.79830007070655
2023-06-07,buy,513310,1.1531153,1498800,1728289.21164,345.657842328
2023-06-08,sell,513310,1.145,1498800,1716126.0,343.22520000000003
2023-06-08,buy,513520,1.2241224,1401300,1715362.71912,343.07254382400004
2023-06-12,sell,513520,1.269,1401300,1778249.7,355.64994
2023-06-12,buy,513310,1.1721172,1516500,1777515.7338,355.50314676000005
2023-06-13,sell,513310,1.219,1516500,1848613.5000000002,369.7227000000001
2023-06-13,buy,515880,0.19638291544223632,9408900,1847747.2131044574,369.5494426208915
2023-06-15,sell,515880,0.20195486327670936,9408900,1900173.1130842308,380.0346226168462
2023-06-15,buy,516510,1.2451245000000002,1525400,1899312.9123000002,379.86258246000006
2023-06-20,sell,516510,1.39,1525400,2120306.0,424.06120000000004
2023-06-20,buy,515400,1.1511151,1840800,2118972.67608,423.79453521600004
2023-06-21,sell,515400,1.097,1840800,2019357.5999999999,403.87152
2023-06-21,buy,516190,1.2181218,1657300,2018793.25914,403.75865182800004
2023-06-26,sell,516190,1.155,1657300,1914181.5,382.8363
2023-06-26,buy,516520,0.9540953999999999,2005700,1913629.1437799998,382.725828756
2023-06-27,sell,516520,0.957,2005700,1919454.9,383.89098
2023-06-27,buy,159985,1.9001899999999998,1009700,1918621.8429999999,383.7243686
2023-07-04,sell,159985,2.014,1009700,2033535.7999999998,406.70716
2023-07-04,buy,515050,0.3780810475675675,5376000,2032563.711723243,406.5127423446486
2023-07-05,sell,515050,0.37005885885885886,5376000,1989436.4252252253,397.8872850450451
2023-07-05,buy,515880,0.20937642492292027,9498300,1988720.0968453737,397.74401936907475
2023-07-06,sell,515880,0.21017778116256886,9498300,1996331.6188164277,399.2663237632855
2023-07-06,buy,159985,2.0172016999999998,989200,1995415.9216399998,399.08318432799996
2023-08-02,sell,159985,2.178,989200,2154477.6,430.89552000000003
2023-08-02,buy,501018,1.2581258,1711600,2153408.1192799998,430.681623856
2023-08-03,sell,501018,1.223,1711600,2093286.8,418.65736000000004
2023-08-03,buy,512880,1.0541054,1985100,2092504.62954,418.50092590800006
2023-08-04,sell,512880,1.063,1985100,2110161.3,422.03226
2023-08-04,buy,512200,1.9203756918367347,1098400,2109340.6599134696,421.8681319826939
2023-08-07,sell,512200,1.860768707482993,1098400,2043868.3482993196,408.77366965986397
2023-08-07,buy,513090,1.2231223,1670400,2043103.48992,408.62069798400006
2023-08-10,sell,513090,1.232,1670400,2057932.8,411.58656
2023-08-10,buy,501018,1.2841284,1602000,2057173.6967999998,411.43473936
2023-08-17,sell,501018,1.239,1602000,1984878.0000000002,396.97560000000004
2023-08-17,buy,159985,2.2702269999999998,874000,1984178.3979999998,396.8356796
2023-08-18,sell,159985,2.296,874000,2006703.9999999998,401.34079999999994
2023-08-18,buy,511880,101.23112210000001,19800,2004376.2175800002,400.87524351600007
2023-08-22,sell,511880,101.224,19800,2004235.2000000002,400.84704000000005
2023-08-22,buy,159985,2.2722271999999997,882300,2004786.0585599998,400.957211712
2023-08-23,sell,159985,2.27,882300,2002821.0,400.5642
2023-08-23,buy,511880,101.2411231,19700,1994450.1250699998,398.890025014
2023-08-24,sell,511880,101.237,19700,1994368.9,398.87378
2023-08-24,buy,518880,4.4644464,448200,2000964.8764799999,400.192975296
2023-08-25,sell,518880,4.448,448200,1993593.6,398.71872
2023-08-25,buy,511880,101.2521242,19600,1984541.63432,396.908326864
2023-08-28,sell,511880,101.244,19600,1984382.4,396.87648
2023-08-28,buy,159985,2.3572357000000004,845100,1992099.8900700004,398.4199780140001
2023-09-11,sell,159985,2.347,845100,1983449.7,396.68994000000004
2023-09-11,buy,501018,1.3421342,1477300,1982734.85366,396.54697073200003
2023-09-21,sell,501018,1.349,1477300,1992877.7,398.57554
2023-09-21,buy,518880,4.580458,434900,1992041.1842,398.40823684000003
2023-09-28,sell,518880,4.436,434900,1929216.4,385.84328
2023-09-28,buy,511880,101.4561446,19000,1927666.7474,385.53334948
2023-10-09,sell,511880,101.467,19000,1927873.0,385.57460000000003
2023-10-09,buy,501018,1.3531353,1424900,1928082.4889699998,385.616497794
2023-10-10,sell,501018,1.328,1424900,1892267.2000000002,378.45344000000006
2023-10-10,buy,511880,101.4961486,18600,1887828.36396,377.56567279200004
2023-10-13,sell,511880,101.491,18600,1887732.6,377.54652000000004
2023-10-13,buy,515120,0.6540654,2890700,1890706.8517800001,378.14137035600004
2023-10-16,sell,515120,0.644,2890700,1861610.8,372.32216000000005
2023-10-16,buy,511880,101.50114909999999,18300,1857471.0285299998,371.49420570599995
2023-11-01,sell,511880,101.572,18300,1858767.6,371.75352000000004
2023-11-01,buy,561980,0.21402381162285988,8697700,1861514.9063521484,372.3029812704297
2023-11-03,sell,561980,0.21522064142753797,8697700,1871924.572944297,374.38491458885943
2023-11-03,buy,513120,0.8930893,2095100,1871111.39243,374.222278486
2023-11-15,sell,513120,0.906,2095100,1898160.6,379.63212000000004
2023-11-15,buy,159892,0.6250625,3035500,1897377.21875,379.47544375
2023-11-17,sell,159892,0.614,3035500,1863797.0,372.7594
2023-11-17,buy,513310,1.2411241000000002,1501100,1863051.3865100003,372.6102773020001
2023-11-21,sell,513310,1.228,1501100,1843350.8,368.67016
2023-11-21,buy,513030,1.2181218,1512700,1842652.8468600002,368.53056937200006
2023-11-22,sell,513030,1.212,1512700,1833392.4,366.67848
2023-11-22,buy,159509,1.0341034,1772300,1832741.45582,366.54829116400003
2023-11-28,sell,159509,1.029,1772300,1823696.7,364.73934
2023-11-28,buy,513030,1.2191219,1495300,1822952.97707,364.590595414
2023-12-01,sell,513030,1.24,1495300,1854172.0,370.8344
2023-12-01,buy,513520,1.240124,1494500,1853365.318,370.67306360000003
2023-12-04,sell,513520,1.247,1494500,1863641.5000000002,372.72830000000005
2023-12-04,buy,513030,1.2461246,1494900,1862831.6645399998,372.566332908
2023-12-07,sell,513030,1.252,1494900,1871614.8,374.32296
2023-12-07,buy,513520,1.2411241000000002,1507400,1870870.4683400004,374.17409366800007
2023-12-08,sell,513520,1.23,1507400,1854102.0,370.8204
2023-12-08,buy,513030,1.2591259,1472000,1853433.3247999998,370.68666496
2023-12-18,sell,513030,1.274,1472000,1875328.0,375.0656
2023-12-18,buy,513290,1.110111,1688600,1874533.4346,374.90668692
2023-12-22,sell,513290,1.086,1688600,1833819.6,366.76392000000004
2023-12-22,buy,513520,1.3051305,1404600,1833186.3003,366.63726006
2023-12-25,sell,513520,1.326,1404600,1862499.6,372.49992000000003
2023-12-25,buy,513290,1.1231123,1657600,1861670.94848,372.334189696
2024-01-10,sell,513290,1.182,1657600,1959283.2,391.85664
2024-01-10,buy,159509,1.0871087,1801400,1958317.61218,391.663522436
2024-01-11,sell,159509,1.103,1801400,1986944.2,397.38884
2024-01-11,buy,513290,1.1821182,1680100,1986076.7878199997,397.215357564
2024-01-17,sell,513290,1.153,1680100,1937155.3,387.43106
2024-01-17,buy,518880,4.6314631,418100,1936414.7221100002,387.28294442200007
2024-01-18,sell,518880,4.616,418100,1929949.5999999999,385.98992
2024-01-18,buy,159509,1.1151115,1730100,1929254.4061500002,385.85088123
2024-01-22,sell,159509,1.185,1730100,2050168.5,410.0337
2024-01-22,buy,513520,1.5521552,1320200,2049155.29504,409.831059008
2024-01-24,sell,513520,1.526,1320200,2014625.2,402.92504
2024-01-24,buy,159509,1.1811181,1705100,2013924.4723099999,402.784894462
2024-02-02,sell,159509,1.19,1705100,2029069.0,405.8138
2024-02-02,buy,501018,1.1951195000000001,1697000,2028117.7915000003,405.62355830000007
2024-02-05,sell,501018,1.168,1697000,1982095.9999999998,396.4192
2024-02-05,buy,159509,1.2121212,1634700,1981454.52564,396.290905128
2024-03-05,sell,159509,1.366,1634700,2233000.2,446.60004000000004
2024-03-05,buy,159998,0.7920792,2817500,2231683.146,446.33662920000006
2024-03-06,sell,159998,0.784,2817500,2208920.0,441.78400000000005
2024-03-06,buy,159967,0.4210421,5244300,2208071.0850299997,441.614217006
2024-03-07,sell,159967,0.414,5244300,2171140.1999999997,434.22803999999996
2024-03-07,buy,159852,0.6710671,3234100,2170298.10811,434.059621622
2024-03-08,sell,159852,0.678,3234100,2192719.8000000003,438.5439600000001
2024-03-08,buy,159995,0.8890889,2465200,2191781.95628,438.35639125600005
2024-03-11,sell,159995,0.899,2465200,2216214.8000000003,443.2429600000001
2024-03-11,buy,159516,0.4429816431325301,5001000,2215351.1973057827,443.0702394611566
2024-03-12,sell,159516,0.4465301204819277,5001000,2233097.13253012,446.61942650602407
2024-03-12,buy,588200,1.0151014999999999,2198900,2232106.68835,446.42133767
2024-03-13,sell,588200,1.013,2198900,2227485.6999999997,445.49713999999994
2024-03-13,buy,159949,0.8050805000000001,2765700,2226611.13885,445.32222777000004
2024-03-14,sell,159949,0.802,2765700,2218091.4,443.61828
2024-03-14,buy,159851,0.47103559798734895,4707200,2217258.766846049,443.4517533692098
2024-03-18,sell,159851,0.48511328349626215,4707200,2283525.2480736054,456.7050496147211
2024-03-18,buy,515790,0.9000900000000001,2535800,2282448.222,456.48964440000003
2024-03-19,sell,515790,0.886,2535800,2246718.8,449.34376
2024-03-19,buy,159509,1.3961396,1608600,2245830.1605599998,449.166032112
2024-03-20,sell,159509,1.397,1608600,2247214.2,449.44284000000005
2024-03-20,buy,159998,0.7980798,2814800,2246435.02104,449.28700420800004
2024-03-21,sell,159998,0.798,2814800,2246210.4,449.24208
2024-03-21,buy,515980,0.4298770542035398,5223100,2245290.8418105086,449.05816836210175
2024-03-22,sell,515980,0.42631084070796454,5223100,2226664.1521017696,445.33283042035396
2024-03-22,buy,159667,0.3009017032403609,7397200,2225830.079209598,445.1660158419196
2024-03-25,sell,159667,0.2937157506152584,7397200,2172674.1504511894,434.5348300902379
2024-03-25,buy,159985,2.1342133999999997,1017600,2171775.5558399996,434.35511116799995
2024-03-26,sell,159985,2.139,1017600,2176646.4,435.32928
2024-03-26,buy,513310,1.2751275,1706400,2175877.566,435.17551320000007
2024-03-27,sell,513310,1.258,1706400,2146651.2,429.33024000000006
2024-03-27,buy,161226,0.80008,2682000,2145814.56,429.162912
2024-03-28,sell,161226,0.806,2682000,2161692.0,432.33840000000004
2024-03-28,buy,159518,1.0691069,2021100,2160771.95559,432.154391118
2024-04-02,sell,159518,1.115,2021100,2253526.5,450.7053
2024-04-02,buy,513350,1.1521152,1955100,2252500.42752,450.500085504
2024-04-03,sell,513350,1.157,1955100,2262050.7,452.41014000000007
2024-04-03,buy,517520,1.2651264999999998,1787300,2261160.5934499996,452.23211868999994
2024-04-08,sell,517520,1.296,1787300,2316340.8000000003,463.2681600000001
2024-04-08,buy,561330,0.5142707767741935,4502100,2315298.4641150967,463.05969282301936
2024-04-09,sell,561330,0.5166610421836229,4502100,2326059.6780148884,465.2119356029777
2024-04-09,buy,159518,1.110111,2094500,2325127.4895,465.02549790000006
2024-04-12,sell,159518,1.107,2094500,2318611.5,463.7223
2024-04-12,buy,161226,0.9240924,2508100,2317716.14844,463.54322968800005
2024-04-17,sell,161226,0.914,2508100,2292403.4,458.48068
2024-04-17,buy,518880,5.4615461000000005,419500,2291118.5889500002,458.2237177900001
2024-04-23,sell,518880,5.232,419500,2194824.0,438.9648
2024-04-23,buy,159980,1.6891689,1299100,2194399.31799,438.879863598
2024-04-24,sell,159980,1.717,1299100,2230554.7,446.1109400000001
2024-04-24,buy,511880,100.6640654,22100,2224675.84534,444.935169068
2024-04-25,sell,511880,100.662,22100,2224630.2,444.92604000000006
2024-04-25,buy,159980,1.7331733,1285900,2228687.54647,445.737509294
2024-05-09,sell,159980,1.74,1285900,2237466.0,447.4932
2024-05-09,buy,159605,0.8380837999999999,2668800,2236678.04544,447.335609088
2024-05-10,sell,159605,0.843,2668800,2249798.4,449.95968
2024-05-10,buy,513330,0.39203920000000003,5736300,2248854.46296,449.77089259200005
2024-05-15,sell,513330,0.404,5736300,2317465.2,463.49304000000006
2024-05-15,buy,513180,0.5470547,4234300,2316393.71621,463.2787432420001
2024-05-16,sell,513180,0.55,4234300,2328865.0,465.773
2024-05-16,buy,159985,2.2982298,1012900,2327876.96442,465.57539288400005
2024-05-20,sell,159985,2.317,1012900,2346889.3000000003,469.37786000000006
2024-05-20,buy,513920,1.230123,1907100,2345967.5733000003,469.19351466000006
2024-05-22,sell,513920,1.217,1907100,2320940.7,464.18814000000003
2024-05-22,buy,513630,1.1951195000000001,1941300,2320085.48535,464.0170970700001
2024-05-24,sell,513630,1.167,1941300,2265497.1,453.09942000000007
2024-05-24,buy,159502,0.970097,2334500,2264691.4465,452.93828930000006
2024-05-27,sell,159502,0.971,2334500,2266799.5,453.35990000000004
2024-05-27,buy,159985,2.320232,976500,2265706.548,453.1413096
2024-05-29,sell,159985,2.265,976500,2211772.5,442.35450000000003
2024-05-29,buy,161226,1.0391039,2127900,2211109.1888099997,442.22183776199995
2024-05-30,sell,161226,1.004,2127900,2136411.6,427.28232
2024-05-30,buy,159509,1.4531453,1469700,2135687.64741,427.13752948200005
2024-06-03,sell,159509,1.474,1469700,2166337.8,433.26756
2024-06-03,buy,511880,100.8410831,21400,2157999.17834,431.599835668
2024-06-04,sell,511880,100.83,21400,2157762.0,431.55240000000003
2024-06-04,buy,159509,1.4641464,1478200,2164301.20848,432.860241696
2024-06-14,sell,159509,1.657,1478200,2449377.4,489.87548
2024-06-14,buy,513310,1.3531353,1809100,2447957.07123,489.591414246
2024-06-25,sell,513310,1.32,1809100,2388012.0,477.60240000000005
2024-06-25,buy,159502,1.0181018,2344700,2387143.29046,477.428658092
2024-06-26,sell,159502,1.013,2344700,2375181.0999999996,475.03621999999996
2024-06-26,buy,159529,1.0871087,2184000,2374245.4008,474.84908016
2024-06-28,sell,159529,1.103,2184000,2408952.0,481.79040000000003
2024-06-28,buy,513290,1.2181218,1976700,2407861.36206,481.5722724120001
2024-07-01,sell,513290,1.208,1976700,2387853.6,477.57072000000005
2024-07-01,buy,159509,1.7171717,1390100,2387040.38017,477.408076034
2024-07-04,sell,159509,1.66,1390100,2307566.0,461.51320000000004
2024-07-04,buy,501018,1.3411340999999999,1720000,2306750.652,461.35013039999995
2024-07-10,sell,501018,1.312,1720000,2256640.0,451.32800000000003
2024-07-10,buy,513520,1.5851585,1423100,2255839.06135,451.16781227
2024-07-15,sell,513520,1.522,1423100,2165958.2,433.19164000000006
2024-07-15,buy,159529,1.1371137,1904200,2165291.90754,433.058381508
2024-07-16,sell,159529,1.126,1904200,2144129.1999999997,428.82583999999997
2024-07-16,buy,512800,0.6535858922903769,3279300,2143304.216587833,428.6608433175667
2024-07-17,sell,512800,0.6590545863815419,3279300,2161237.7051209905,432.24754102419814
2024-07-17,buy,513400,1.1411141,1893200,2160357.21412,432.07144282400003
2024-07-18,sell,513400,1.135,1893200,2148782.0,429.75640000000004
2024-07-18,buy,513520,1.4951495000000001,1436600,2147931.7717000004,429.58635434000007
2024-07-23,sell,513520,1.467,1436600,2107492.2,421.4984400000001
2024-07-23,buy,513290,1.3181318,1598200,2106638.24276,421.32764855199997
2024-07-25,sell,513290,1.283,1598200,2050490.5999999999,410.09812
2024-07-25,buy,511880,101.0341024,20200,2040888.86848,408.17777369600003
2024-07-29,sell,511880,101.04,20200,2041008.0000000002,408.20160000000004
2024-07-29,buy,159502,1.1171117,1834300,2049117.99131,409.823598262
2024-07-31,sell,159502,1.089,1834300,1997552.7,399.51054
2024-07-31,buy,513400,1.090109,1831800,1996861.6662,399.37233324000005
2024-08-01,sell,513400,1.095,1831800,2005821.0,401.1642
2024-08-01,buy,159502,1.0941094,1832600,2005064.88644,401.012977288
2024-08-05,sell,159502,1.001,1832600,1834432.5999999999,366.88651999999996
2024-08-05,buy,518880,5.3665366,341700,1833745.55622,366.749111244
2024-08-06,sell,518880,5.327,341700,1820235.9,364.04718
2024-08-06,buy,511880,101.08910789999999,18000,1819603.9421999997,363.92078843999997
2024-08-22,sell,511880,101.14,18000,1820520.0,364.10400000000004
2024-08-22,buy,518880,5.5235522999999995,329500,1820010.4828499998,364.00209657
2024-08-29,sell,518880,5.535,329500,1823782.5,364.7565
2024-08-29,buy,513520,1.4791479,1232400,1822901.8719600001,364.58037439200007
2024-08-30,sell,513520,1.487,1232400,1832578.8,366.51576
2024-08-30,buy,513030,1.4131413,1296300,1831855.0671899999,366.371013438
2024-09-02,sell,513030,1.417,1296300,1836857.1,367.37142000000006
2024-09-02,buy,513190,1.0791079,1701600,1836210.0026399998,367.242000528
2024-09-03,sell,513190,1.065,1701600,1812204.0,362.4408
2024-09-03,buy,513030,1.4231423,1272900,1811517.83367,362.303566734
2024-09-05,sell,513030,1.39,1272900,1769330.9999999998,353.8662
2024-09-05,buy,511880,101.2041194,17400,1760951.67756,352.190335512
2024-09-09,sell,511880,101.199,17400,1760862.5999999999,352.17251999999996
2024-09-09,buy,159529,1.1061106,1598300,1767896.57198,353.57931439600003
2024-09-10,sell,159529,1.12,1598300,1790096.0000000002,358.01920000000007
2024-09-10,buy,159985,1.9281928,928000,1789362.9183999998,357.87258368
2024-09-11,sell,159985,1.942,928000,1802176.0,360.4352
2024-09-11,buy,159529,1.1251125,1601100,1801417.62375,360.28352475
2024-09-13,sell,159529,1.138,1601100,1822051.7999999998,364.41035999999997
2024-09-13,buy,518880,5.611561099999999,324500,1820951.57695,364.19031539
2024-09-18,sell,518880,5.609,324500,1820120.5,364.02410000000003
2024-09-18,buy,159985,1.9911991,913900,1819756.85749,363.951371498
2024-09-20,sell,159985,1.947,913900,1779363.3,355.87266000000005
2024-09-20,buy,518880,5.6635663,314000,1778359.8182,355.67196364000006
2024-09-23,sell,518880,5.711,314000,1793254.0,358.6508
2024-09-23,buy,159529,1.1461146,1564300,1792867.06878,358.57341375600004
2024-09-24,sell,159529,1.151,1564300,1800509.3,360.10186000000004
2024-09-24,buy,159985,1.9671967000000001,914900,1799788.26083,359.957652166
2024-09-26,sell,159985,1.971,914900,1803267.9000000001,360.65358000000003
2024-09-26,buy,513120,0.7060706,2552900,1802527.63474,360.505526948
2024-09-27,sell,513120,0.757,2552900,1932545.3,386.50906000000003
2024-09-27,buy,159851,0.48711023576768253,3965300,1931538.2178895916,386.3076435779183
2024-09-30,sell,159851,0.5357676825761932,3965300,2124479.591719379,424.89591834387585
2024-09-30,buy,512200,1.6871687,1258400,2123133.09208,424.626618416
2024-10-08,sell,512200,1.651,1258400,2077618.4000000001,415.52368000000007
2024-10-08,buy,515400,0.790079,2628800,2076959.6752,415.39193504
2024-10-09,sell,515400,0.767,2628800,2016289.6,403.25792
2024-10-09,buy,516190,0.9020902000000001,2234400,2015630.3428800001,403.126068576
2024-10-10,sell,516190,0.893,2234400,1995319.2,399.06384
2024-10-10,buy,518880,5.6765676,351300,1994178.19788,398.83563957600006
2024-10-11,sell,518880,5.739,351300,2016110.7,403.22214
2024-10-11,buy,159980,1.7081708,1180000,2015641.544,403.1283088
2024-10-15,sell,159980,1.696,1180000,2001280.0,400.25600000000003
2024-10-15,buy,512800,0.7104413240292627,2815900,2000531.724334001,400.1063448668002
2024-10-16,sell,512800,0.7304940911648846,2815900,2056998.3113111986,411.39966226223976
2024-10-16,buy,159766,0.6570657,3129100,2056024.2818699998,411.204856374
2024-10-17,sell,159766,0.65,3129100,2033915.0,406.783
2024-10-17,buy,161226,0.9360936000000001,2172000,2033195.2992000002,406.6390598400001
2024-10-21,sell,161226,0.992,2172000,2154624.0,430.9248
2024-10-21,buy,518880,6.020601999999999,357600,2152967.2751999996,430.5934550399999
2024-10-22,sell,518880,6.018,357600,2152036.8,430.40736
2024-10-22,buy,159870,0.5860586,3671500,2151714.1499,430.34282998000003
2024-10-23,sell,159870,0.595,3671500,2184542.5,436.9085
2024-10-23,buy,513970,0.8560856,2550700,2183617.53992,436.723507984
2024-10-24,sell,513970,0.847,2550700,2160442.9,432.08858
2024-10-24,buy,510760,1.0741074000000002,2010600,2159600.3384400005,431.92006768800013
2024-10-25,sell,510760,1.08,2010600,2171448.0,434.2896
2024-10-25,buy,512400,1.0591058999999998,2049400,2170531.63146,434.106326292
2024-10-28,sell,512400,1.069,2049400,2190808.6,438.16172000000006
2024-10-28,buy,510300,4.0464046,541200,2189914.16952,437.982833904
2024-10-29,sell,510300,4.013,541200,2171835.6,434.36712000000006
2024-10-29,buy,560860,0.8380837999999999,2590500,2171056.0839,434.21121678000003
2024-10-30,sell,560860,0.832,2590500,2155296.0,431.05920000000003
2024-10-30,buy,562800,0.4980498,4325800,2154463.82484,430.892764968
2024-10-31,sell,562800,0.509,4325800,2201832.2,440.36644000000007
2024-10-31,buy,161226,0.9680968,2273400,2200871.26512,440.17425302400005
2024-11-01,sell,161226,0.946,2273400,2150636.4,430.12728
2024-11-01,buy,518880,6.0516051,355200,2149530.13152,429.90602630399997
2024-11-05,sell,518880,6.006,355200,2133331.2,426.6662400000001
2024-11-05,buy,588080,1.0191019,2092800,2132776.45632,426.555291264
2024-11-06,sell,588080,1.02,2092800,2134656.0,426.93120000000005
2024-11-06,buy,516160,2.2162216000000003,962800,2133778.1564800004,426.7556312960001
2024-11-07,sell,516160,2.232,962800,2148969.6,429.79392
2024-11-07,buy,515400,0.8810881,2438100,2148180.89661,429.63617932200003
2024-11-11,sell,515400,0.97,2438100,2364957.0,472.9914
2024-11-11,buy,562590,0.44417022603036876,5321400,2363607.440798004,472.7214881596009
2024-11-12,sell,562590,0.4308286334056399,5321400,2292611.489804772,458.52229796095446
2024-11-12,buy,159998,0.9840983999999999,2328800,2291768.3539199997,458.353670784
2024-11-13,sell,159998,0.995,2328800,2317156.0,463.43120000000005
2024-11-13,buy,562800,0.5850584999999999,3959000,2316246.6015,463.2493203
2024-11-14,sell,562800,0.557,3959000,2205163.0,441.0326
2024-11-14,buy,512880,1.2651264999999998,1742500,2204482.9262499996,440.89658524999993
2024-11-15,sell,512880,1.215,1742500,2117137.5,423.4275
2024-11-15,buy,159529,1.230123,1720500,2116426.6215000004,423.28532430000007
2024-11-26,sell,159529,1.363,1720500,2345041.5,469.0083
2024-11-26,buy,511880,101.4951485,23000,2334388.4155,466.87768310000007
2024-11-27,sell,511880,101.482,23000,2334086.0,466.8172
2024-11-27,buy,159518,1.0261026,2282800,2342387.01528,468.477403056
2024-12-05,sell,159518,0.992,2282800,2264537.6,452.90752000000003
2024-12-05,buy,513400,1.2191219,1856900,2263787.45611,452.75749122200006
2024-12-11,sell,513400,1.192,1856900,2213424.8,442.68496
2024-12-11,buy,159529,1.3911391,1590500,2212606.73855,442.52134771
2024-12-18,sell,159529,1.552,1590500,2468456.0,493.69120000000004
2024-12-18,buy,520830,1.0141014,2432700,2467004.47578,493.40089515600005
2024-12-19,sell,520830,1.001,2432700,2435132.6999999997,487.02653999999995
2024-12-19,buy,513400,1.1841184,2055800,2434310.60672,486.86212134400006
2024-12-20,sell,513400,1.165,2055800,2395007.0,479.00140000000005
2024-12-20,buy,501018,1.2121212,1975100,2394060.58212,478.812116424
2024-12-23,sell,501018,1.224,1975100,2417522.4,483.50448
2024-12-23,buy,511880,101.5881578,23700,2407639.33986,481.5278679720001
2024-12-24,sell,511880,101.578,23700,2407398.6,481.47972000000004
2024-12-24,buy,513520,1.4331433,1685300,2415276.40349,483.055280698
2024-12-25,sell,513520,1.438,1685300,2423461.4,484.69228
2024-12-25,buy,159529,1.6291629,1487000,2422565.2323000003,484.51304646000006
2024-12-27,sell,159529,1.586,1487000,2358382.0,471.6764
2024-12-27,buy,515050,0.41314641561561555,5706400,2357578.7060689484,471.5157412137897
2025-01-02,sell,515050,0.38220900900900895,5706400,2181037.4890090087,436.20749780180176
2025-01-02,buy,513520,1.4831483,1470100,2180376.31583,436.07526316600007
2025-01-03,sell,513520,1.479,1470100,2174277.9,434.85558
2025-01-03,buy,159529,1.4701469999999999,1478400,2173465.3247999996,434.69306495999996
2025-01-06,sell,159529,1.617,1478400,2390572.8,478.11456
2025-01-06,buy,501018,1.2731272999999999,1876700,2389278.0039099995,477.8556007819999
2025-01-07,sell,501018,1.27,1876700,2383409.0,476.6818
2025-01-07,buy,159509,1.6611661,1434200,2382444.42062,476.48888412400004
2025-01-08,sell,159509,1.649,1434200,2364995.8,472.99915999999996
2025-01-08,buy,501018,1.2911290999999998,1831000,2364057.3820999996,472.81147641999996
2025-01-09,sell,501018,1.274,1831000,2332694.0,466.53880000000004
2025-01-09,buy,159509,1.6361636,1425200,2331860.36272,466.37207254400005
2025-01-10,sell,159509,1.626,1425200,2317375.1999999997,463.47504
2025-01-10,buy,501018,1.2911290999999998,1794100,2316414.7183099994,463.2829436619999
2025-01-14,sell,501018,1.334,1794100,2393329.4,478.66588
2025-01-14,buy,513310,1.4951495000000001,1600000,2392239.2,478.44784000000004
2025-01-15,sell,513310,1.5,1600000,2400000.0,480.0
2025-01-15,buy,159518,1.1661165999999998,2057300,2399051.68118,479.810336236
2025-01-20,sell,159518,1.181,2057300,2429671.3000000003,485.93426000000005
