date,time,weak,threshold,pool
2021-11-17,09:40:00,False,864290.0,70
2021-11-18,09:40:00,False,844776.0,69
2021-11-19,09:40:00,False,838237.0,69
2021-11-22,09:40:00,False,807502.0,70
2021-11-23,09:40:00,False,919655.0,69
2021-11-24,09:40:00,False,945329.0,67
2021-11-25,09:40:00,False,926893.0,69
2021-11-26,09:40:00,False,807663.0,70
2021-11-29,09:40:00,False,778691.0,70
2021-11-30,09:40:00,False,809197.0,70
2021-12-01,09:40:00,False,864737.0,70
2021-12-02,09:40:00,False,850691.0,70
2021-12-03,09:40:00,True,791564.0,9
2021-12-06,09:40:00,False,795937.0,69
2021-12-07,09:40:00,True,925579.0,9
2021-12-08,09:40:00,True,1004976.0,9
2021-12-09,09:40:00,True,1022844.0,9
2021-12-10,09:40:00,False,1023755.0,70
2021-12-13,09:40:00,False,974654.0,70
2021-12-14,09:40:00,False,996937.0,70
2021-12-15,09:40:00,False,899046.0,71
2021-12-16,09:40:00,False,888780.0,71
2021-12-17,09:40:00,False,839596.0,71
2021-12-20,09:40:00,True,918085.0,9
2021-12-21,09:40:00,True,1074564.0,9
2021-12-22,09:40:00,True,1087185.0,9
2021-12-23,09:40:00,True,1007978.0,9
2021-12-24,09:40:00,True,812130.0,9
2021-12-27,09:40:00,True,778411.0,9
2021-12-28,09:40:00,True,749210.0,9
2021-12-29,09:40:00,True,796937.0,9
2021-12-30,09:40:00,True,808008.0,9
2021-12-31,09:40:00,False,880886.0,71
2022-01-04,09:40:00,False,894970.0,72
2022-01-05,09:40:00,False,937404.0,72
2022-01-06,09:40:00,True,995920.0,9
2022-01-07,09:40:00,True,1061688.0,9
2022-01-10,09:40:00,True,1057449.0,9
2022-01-11,09:40:00,True,977646.0,9
2022-01-12,09:40:00,True,918046.0,9
2022-01-13,09:40:00,True,947744.0,9
2022-01-14,09:40:00,True,958218.0,9
2022-01-17,09:40:00,True,968617.0,9
2022-01-18,09:40:00,False,898894.0,72
2022-01-19,09:40:00,False,882501.0,73
2022-01-20,09:40:00,True,913794.0,9
2022-01-21,09:40:00,True,998474.0,9
2022-01-24,09:40:00,True,1104182.0,9
