trade_date,target_symbol,held_symbol,shares,cash,position_value,equity,value_before_rebalance
2022-05-09,501018,501018,1068000,2749.824316726299,1422576.0,1425325.8243167263,1426036.8843882466
2022-05-10,501018,501018,1068000,2749.824316726299,1356360.0,1359109.8243167263,1359109.8243167263
2022-05-11,511880,511880,13400,5497.3123807183,1350800.4,1356297.7123807182,1356973.8243167263
2022-05-12,511880,511880,13400,5497.3123807183,1350894.2,1356391.5123807183,1356391.5123807183
2022-05-13,511880,511880,13400,5497.3123807183,1351202.4,1356699.7123807182,1356699.7123807182
2022-05-16,501018,501018,1018400,2650.192671646597,1353453.5999999999,1356103.7926716465,1356780.1123807183
2022-05-17,501018,501018,1018400,2650.192671646597,1390116.0,1392766.1926716466,1392766.1926716466
2022-05-18,501018,501018,1018400,2650.192671646597,1367711.2,1370361.3926716466,1370361.3926716466
2022-05-19,501018,501018,1018400,2650.192671646597,1351416.8,1354066.9926716466,1354066.9926716466
2022-05-20,501018,501018,1018400,2650.192671646597,1344288.0,1346938.1926716466,1346938.1926716466
2022-05-23,501018,501018,1018400,2650.192671646597,1354472.0,1357122.1926716466,1357122.1926716466
2022-05-24,501018,501018,1018400,2650.192671646597,1338177.6,1340827.7926716467,1340827.7926716467
2022-05-25,159985,159985,835900,2651.114855050808,1355829.8,1358480.9148550509,1359158.9926716466
2022-05-26,501018,501018,1009300,2627.297664694721,1358517.8,1361145.0976646948,1361824.5148550507
2022-05-27,501018,501018,1009300,2627.297664694721,1388796.7999999998,1391424.0976646945,1391424.0976646945
2022-05-30,501018,501018,1009300,2627.297664694721,1396871.2,1399498.4976646947,1399498.4976646947
2022-05-31,516160,516160,408200,2986.0992781675886,1427086.9118712274,1430073.011149395,1430786.7976646947
2022-06-01,159840,159840,1761200,2748.002179647563,1431855.5999999999,1434603.6021796474,1435319.654207745
2022-06-02,515220,515220,1233000,2904.7523144856095,1462668.908499234,1465573.6608137195,1466305.2021796475
2022-06-06,515220,515220,1233000,2904.7523144856095,1512261.2825421132,1515166.0348565988,1515166.0348565988
2022-06-07,515220,515220,1233000,2904.7523144856095,1513485.7856049002,1516390.5379193858,1516390.5379193858
2022-06-08,516520,516520,1680200,3124.9527977658436,1594509.7999999998,1597634.7527977657,1598432.2431261241
2022-06-09,516520,516520,1680200,3124.9527977658436,1544103.8,1547228.752797766,1547228.752797766
2022-06-10,159605,159605,1828700,3107.339144681813,1583654.2,1586761.5391446818,1587553.5527977657
2022-06-13,512400,512400,1138700,2883.5563707416877,1491697.0,1494580.5563707417,1495326.5391446818
2022-06-14,562500,562500,1928000,2887.725816661725,1480704.0,1483591.7258166617,1484332.2563707416
2022-06-15,516520,516520,1524000,2783.099877781933,1456944.0,1459727.099877782,1460455.7258166617
2022-06-16,516520,516520,1524000,2783.099877781933,1466088.0,1468871.099877782,1468871.099877782
2022-06-17,516520,516520,1524000,2783.099877781933,1476756.0,1479539.099877782,1479539.099877782
2022-06-20,516520,516520,1524000,2783.099877781933,1491996.0,1494779.099877782,1494779.099877782
2022-06-21,516520,516520,1524000,2783.099877781933,1481328.0,1484111.099877782,1484111.099877782
2022-06-22,516520,516520,1524000,2783.099877781933,1461516.0,1464299.099877782,1464299.099877782
2022-06-23,515790,515790,947300,3005.331994207576,1533678.7,1536684.0319942075,1537451.0998777817
2022-06-24,515790,515790,947300,3005.331994207576,1581043.7,1584049.0319942075,1584049.0319942075
2022-06-27,159915,159915,575800,3097.290268851444,1578267.8,1581365.0902688515,1582154.4319942077
2022-06-28,159605,159605,1765000,3087.8169294514228,1584970.0,1588057.8169294514,1588850.4902688514
2022-06-29,516520,516520,1495600,3000.591239035595,1522520.8,1525521.3912390356,1526282.8169294514
2022-06-30,515170,515170,1823100,3017.4196857213974,1544165.7,1547183.1196857214,1547955.3912390354
2022-07-01,515170,515170,1823100,3017.4196857213974,1535050.2,1538067.6196857214,1538067.6196857214
2022-07-04,515170,515170,1823100,3017.4196857213974,1527757.8,1530775.2196857214,1530775.2196857214
2022-07-05,159967,159967,2153600,2943.985203033546,1516134.4,1519078.3852030335,1519836.6196857214
2022-07-06,159992,159992,1343400,2949.899430873571,1504608.0000000002,1507557.8994308738,1508310.3852030335
2022-07-07,511880,511880,14500,12748.431893613422,1465863.0,1478611.4318936134,1479346.4994308734
2022-07-08,511880,511880,14500,12748.431893613422,1465979.0,1478727.4318936134,1478727.4318936134
2022-07-11,511880,511880,14500,12748.431893613422,1466080.5,1478828.9318936134,1478828.9318936134
2022-07-12,511880,511880,14500,12748.431893613422,1466153.0,1478901.4318936134,1478901.4318936134
2022-07-13,511880,511880,14500,12748.431893613422,1466124.0,1478872.4318936134,1478872.4318936134
2022-07-14,511880,511880,14500,12748.431893613422,1466109.5,1478857.9318936134,1478857.9318936134
2022-07-15,511880,511880,14500,12748.431893613422,1466385.0,1479133.4318936134,1479133.4318936134
2022-07-18,511880,511880,14500,12748.431893613422,1466457.5,1479205.9318936134,1479205.9318936134
2022-07-19,511880,511880,14500,12748.431893613422,1466530.0,1479278.4318936134,1479278.4318936134
2022-07-20,511880,511880,14500,12748.431893613422,1466515.5,1479263.9318936134,1479263.9318936134
2022-07-21,511880,511880,14500,12748.431893613422,1466617.0,1479365.4318936134,1479365.4318936134
2022-07-22,511880,511880,14500,12748.431893613422,1466849.0,1479597.4318936134,1479597.4318936134
2022-07-25,513520,513520,1448600,2911.760751145426,1476123.4,1479035.1607511453,1479771.4318936134
2022-07-26,513520,513520,1448600,2911.760751145426,1468880.4,1471792.1607511453,1471792.1607511453
2022-07-27,513520,513520,1448600,2911.760751145426,1473226.2,1476137.9607511454,1476137.9607511454
2022-07-28,513520,513520,1448600,2911.760751145426,1486263.6,1489175.3607511455,1489175.3607511455
2022-07-29,513520,513520,1448600,2911.760751145426,1519581.4,1522493.1607511453,1522493.1607511453
2022-08-01,513520,513520,1448600,2911.760751145426,1545656.2,1548567.9607511454,1548567.9607511454
2022-08-02,513520,513520,1448600,2911.760751145426,1547104.8,1550016.5607511455,1550016.5607511455
2022-08-03,513030,513030,1620300,2926.716708753025,1510119.6,1513046.3167087531,1513801.5607511452
2022-08-04,513520,513520,1460000,2945.8495855529327,1527160.0,1530105.849585553,1530869.616708753
2022-08-05,513520,513520,1460000,2945.8495855529327,1556360.0,1559305.849585553,1559305.849585553
2022-08-08,513520,513520,1460000,2945.8495855529327,1537380.0,1540325.849585553,1540325.849585553
2022-08-09,513520,513520,1460000,2945.8495855529327,1518400.0,1521345.849585553,1521345.849585553
2022-08-10,513520,513520,1460000,2945.8495855529327,1508179.9999999998,1511125.8495855527,1511125.8495855527
2022-08-11,159980,159980,1091300,3044.820792632876,1549646.0,1552690.8207926329,1553465.849585553
2022-08-12,513030,513030,1636700,3047.5084016630426,1563048.5,1566096.008401663,1566877.720792633
2022-08-15,159980,159980,1126800,3135.3685563351028,1575266.4,1578401.768556335,1579189.608401663
2022-08-16,588080,588080,1350000,3074.215725334827,1583550.0,1586624.2157253348,1587416.168556335
2022-08-17,513520,513520,1440500,3087.8499283851124,1577347.5,1580435.349928385,1581224.2157253348
2022-08-18,513520,513520,1440500,3087.8499283851124,1555740.0,1558827.849928385,1558827.849928385
2022-08-19,513520,513520,1440500,3087.8499283851124,1547097.0,1550184.849928385,1550184.849928385
2022-08-22,513520,513520,1440500,3087.8499283851124,1532692.0,1535779.849928385,1535779.849928385
2022-08-23,159732,159732,1965700,2957.484410035191,1523417.5,1526374.9844100352,1527136.849928385
2022-08-24,515220,515220,1098100,2830.5324869349133,1442229.489471669,1445060.021958604,1445781.2844100352
2022-08-25,159985,159985,918800,2920.4080605055206,1521532.7999999998,1524453.2080605053,1525214.175059676
2022-08-26,159985,159985,918800,2920.4080605055206,1498562.8,1501483.2080605056,1501483.2080605056
2022-08-29,159985,159985,918800,2920.4080605055206,1505913.2,1508833.6080605055,1508833.6080605055
2022-08-30,159985,159985,918800,2920.4080605055206,1495806.4,1498726.8080605054,1498726.8080605054
2022-08-31,159985,159985,918800,2920.4080605055206,1505913.2,1508833.6080605055,1508833.6080605055
2022-09-01,159985,159985,918800,2920.4080605055206,1498562.8,1501483.2080605056,1501483.2080605056
2022-09-02,511880,511880,15000,4676.5068418057635,1519935.0,1524611.5068418058,1525372.0080605056
2022-09-05,159985,159985,908000,3041.2014238061383,1520900.0,1523941.2014238061,1524701.5068418058
2022-09-06,159985,159985,908000,3041.2014238061383,1497292.0,1500333.2014238061,1500333.2014238061
2022-09-07,511880,511880,14800,10675.19310775795,1499802.4,1510477.5931077579,1511229.2014238061
2022-09-08,159985,159985,907200,2940.3299305741675,1506859.2,1509799.5299305741,1510551.593107758
2022-09-09,159985,159985,907200,2940.3299305741675,1511395.2,1514335.5299305741,1514335.5299305741
2022-09-13,515220,515220,1179200,3169.3173716787715,1593831.459724349,1597000.7770960277,1597797.9299305743
2022-09-14,515220,515220,1179200,3169.3173716787715,1571581.0572741195,1574750.3746457982,1574750.3746457982
2022-09-15,515220,515220,1179200,3169.3173716787715,1578021.9632465541,1581191.280618233,1581191.280618233
2022-09-16,159985,159985,867500,2960.4200144021306,1500775.0,1503735.4200144021,1504485.945855599
2022-09-19,159985,159985,867500,2960.4200144021306,1505112.5,1508072.9200144021,1508072.9200144021
2022-09-20,159985,159985,867500,2960.4200144021306,1512052.5,1515012.9200144021,1515012.9200144021
2022-09-21,159985,159985,867500,2960.4200144021306,1529402.5,1532362.9200144021,1532362.9200144021
2022-09-22,159985,159985,867500,2960.4200144021306,1534607.5,1537567.9200144021,1537567.9200144021
2022-09-23,159985,159985,867500,2960.4200144021306,1520727.5,1523687.9200144021,1523687.9200144021
2022-09-26,159985,159985,867500,2960.4200144021306,1510317.5,1513277.9200144021,1513277.9200144021
2022-09-27,511880,511880,14900,5072.256416010205,1510919.5999999999,1515991.85641601,1516747.9200144021
2022-09-28,511880,511880,14900,5072.256416010205,1511128.2000000002,1516200.4564160104,1516200.4564160104
2022-09-29,159985,159985,840200,2890.8312688099686,1512360.0,1515250.83126881,1516006.7564160102
2022-09-30,159985,159985,840200,2890.8312688099686,1490514.8,1493405.63126881,1493405.63126881
2022-10-10,161226,161226,2345300,2903.371399687603,1493956.1,1496859.4713996877,1497606.6312688098
2022-10-11,161226,161226,2345300,2903.371399687603,1484574.9,1487478.2713996875,1487478.2713996875
2022-10-12,161226,161226,2345300,2903.371399687603,1472848.4,1475751.7713996875,1475751.7713996875
2022-10-13,159985,159985,819700,2934.426703125704,1453328.0999999999,1456262.5267031256,1456989.3713996876
2022-10-14,159985,159985,819700,2934.426703125704,1479558.5,1482492.9267031257,1482492.9267031257
2022-10-17,159985,159985,819700,2934.426703125704,1442672.0,1445606.4267031257,1445606.4267031257
2022-10-18,159985,159985,819700,2934.426703125704,1423818.9000000001,1426753.3267031258,1426753.3267031258
2022-10-19,159985,159985,819700,2934.426703125704,1422179.5,1425113.9267031257,1425113.9267031257
2022-10-20,511880,511880,14000,9693.371057805838,1421266.0,1430959.3710578058,1431671.5267031258
2022-10-21,511880,511880,14000,9693.371057805838,1421392.0,1431085.3710578058,1431085.3710578058
2022-10-24,511880,511880,14000,9693.371057805838,1421476.0,1431169.3710578058,1431169.3710578058
2022-10-25,518880,518880,373000,2859.83120838576,1427471.0,1430330.8312083858,1431043.3710578058
2022-10-26,501018,501018,1139700,2734.102883091895,1425764.7,1428498.8028830918,1429211.8312083858
2022-10-27,513290,513290,1388400,2893.7141478518024,1464762.0,1467655.7141478518,1468388.3028830918
2022-10-28,513290,513290,1388400,2893.7141478518024,1441159.2,1444052.9141478518,1444052.9141478518
2022-10-31,513290,513290,1388400,2893.7141478518024,1517521.2,1520414.9141478518,1520414.9141478518
2022-11-01,513030,513030,1564900,2913.8687874937896,1519517.9,1522431.7687874937,1523191.7141478518
2022-11-02,513030,513030,1564900,2913.8687874937896,1508563.5999999999,1511477.4687874936,1511477.4687874936
2022-11-03,516510,516510,1866000,2831.2387127336115,1479738.0,1482569.2387127336,1483309.2687874937
2022-11-04,515400,515400,2017300,2882.4860442716163,1506923.1,1509805.5860442717,1510559.2387127336
2022-11-07,159998,159998,1840800,2926.9504624158144,1502092.7999999998,1505019.7504624156,1505770.9860442716
2022-11-08,513360,513360,3245500,2905.1717943553813,1512403.0,1515308.1717943554,1516064.5504624157
2022-11-09,159998,159998,1797800,2836.503518083133,1459813.6,1462650.1035180832,1463380.1717943554
2022-11-10,159892,159892,2395900,2817.375379775418,1451915.4,1454732.7753797753,1455458.9035180833
2022-11-11,159892,159892,2395900,2817.375379775418,1511812.9,1514630.2753797753,1514630.2753797753
2022-11-14,159892,159892,2395900,2817.375379775418,1590877.6,1593694.9753797755,1593694.9753797755
2022-11-15,516510,516510,1964400,3157.78559073573,1630452.0,1633609.7855907357,1634425.2753797756
2022-11-16,515400,515400,2108200,3156.171017963672,1629638.6,1632794.7710179638,1633609.7855907357
2022-11-17,515400,515400,2108200,3156.171017963672,1671802.6,1674958.7710179638,1674958.7710179638
2022-11-18,515400,515400,2108200,3156.171017963672,1640179.6,1643335.7710179638,1643335.7710179638
2022-11-21,515400,515400,2108200,3156.171017963672,1629638.6,1632794.7710179638,1632794.7710179638
2022-11-22,513030,513030,1526900,3082.9798314499203,1607825.7,1610908.6798314499,1611712.7710179638
2022-11-23,513030,513030,1526900,3082.9798314499203,1630729.2000000002,1633812.17983145,1633812.17983145
2022-11-24,513030,513030,1526900,3082.9798314499203,1644471.3,1647554.27983145,1647554.27983145
2022-11-25,513030,513030,1526900,3082.9798314499203,1658213.4000000001,1661296.37983145,1661296.37983145
2022-11-28,513030,513030,1526900,3082.9798314499203,1647525.0999999999,1650608.0798314498,1650608.0798314498
2022-11-29,513030,513030,1526900,3082.9798314499203,1632256.0999999999,1635339.0798314498,1635339.0798314498
2022-11-30,513520,513520,1492400,3127.5568066739943,1622238.8,1625366.356806674,1626177.6798314499
2022-12-01,513090,513090,1509500,3209.7048410938587,1633279.0,1636488.7048410939,1637305.556806674
2022-12-02,513090,513090,1509500,3209.7048410938587,1607617.5,1610827.2048410939,1610827.2048410939
2022-12-05,513090,513090,1509500,3209.7048410938587,1677054.5,1680264.2048410939,1680264.2048410939
2022-12-06,513090,513090,1509500,3209.7048410938587,1671016.5,1674226.2048410939,1674226.2048410939
2022-12-07,513090,513090,1509500,3209.7048410938587,1648374.0000000002,1651583.704841094,1651583.704841094
2022-12-08,512200,512200,784400,3243.6253809460904,1646007.3714285716,1649250.9968095177,1650074.2048410939
2022-12-09,512200,512200,784400,3243.6253809460904,1684138.8163265309,1687382.441707477,1687382.441707477
2022-12-12,512200,512200,784400,3243.6253809460904,1624823.2353741496,1628066.8607550957,1628066.8607550957
2022-12-13,513330,513330,3517000,3154.116188628366,1638922.0,1642076.1161886284,1642895.755993191
2022-12-14,161226,161226,2224900,3151.693345610518,1648650.9,1651802.5933456104,1652627.1161886284
2022-12-15,161226,161226,2224900,3151.693345610518,1615277.4,1618429.0933456104,1618429.0933456104
2022-12-16,161226,161226,2224900,3151.693345610518,1590803.5,1593955.1933456105,1593955.1933456105
2022-12-19,159985,159985,835400,3135.0541674906854,1578906.0,1582041.0541674907,1582830.6933456105
2022-12-20,511880,511880,15600,3152.218021802604,1587284.4,1590436.6180218025,1591230.4541674906
2022-12-21,511880,511880,15600,3152.218021802604,1587190.7999999998,1590343.0180218024,1590343.0180218024
2022-12-22,161226,161226,2188300,3047.6897614526097,1586517.5,1589565.1897614526,1590358.6180218025
2022-12-23,161226,161226,2188300,3047.6897614526097,1579952.5999999999,1583000.2897614525,1583000.2897614525
2022-12-26,159985,159985,803200,3032.938922924688,1587926.4000000001,1590959.3389229248,1591753.4897614527
2022-12-27,161226,161226,2171000,3073.9824526447337,1593514.0,1596587.9824526447,1597384.9389229247
2022-12-28,159766,159766,1399900,3054.8529149049427,1581886.9999999998,1584941.8529149047,1585732.9824526447
2022-12-29,159985,159985,786200,3169.146047041053,1561393.2,1564562.346047041,1565343.252914905
2022-12-30,159985,159985,786200,3169.146047041053,1580261.9999999998,1583431.1460470408,1583431.1460470408
2023-01-03,159766,159766,1434300,3103.03561769682,1583467.2000000002,1586570.235617697,1587362.146047041
2023-01-04,159981,159981,1064700,3064.5266366968863,1597050.0,1600114.526636697,1600913.235617697
2023-01-05,513360,513360,2890500,3012.3411524367984,1578213.0000000002,1581225.341152437,1582014.626636697
2023-01-06,513120,513120,1543700,3128.7054295954295,1594642.0999999999,1597770.8054295953,1598568.341152437
2023-01-09,513360,513360,2851200,3117.568711867556,1630886.4,1634003.9687118675,1634819.6054295953
2023-01-10,513360,513360,2851200,3117.568711867556,1647993.5999999999,1651111.1687118674,1651111.1687118674
2023-01-11,513120,513120,1541000,3190.633246927522,1644247.0,1647437.6332469275,1648259.9687118675
2023-01-12,513120,513120,1541000,3190.633246927522,1624214.0,1627404.6332469275,1627404.6332469275
2023-01-13,513120,513120,1541000,3190.633246927522,1695100.0000000002,1698290.6332469278,1698290.6332469278
2023-01-16,513120,513120,1541000,3190.633246927522,1713592.0000000002,1716782.6332469278,1716782.6332469278
2023-01-17,513120,513120,1541000,3190.633246927522,1668903.0,1672093.6332469275,1672093.6332469275
2023-01-18,159992,159992,1621200,3206.5440274795983,1664972.4,1668178.9440274795,1669011.6332469275
2023-01-19,515120,515120,2188800,3264.8007984235883,1709452.8,1712717.6007984236,1713572.5440274796
2023-01-20,515120,515120,2188800,3264.8007984235883,1702886.4000000001,1706151.2007984237,1706151.2007984237
2023-01-30,515120,515120,2188800,3264.8007984235883,1678809.6,1682074.4007984237,1682074.4007984237
2023-01-31,515120,515120,2188800,3264.8007984235883,1637222.4,1640487.2007984235,1640487.2007984235
2023-02-01,159851,159851,2985400,3155.225494916085,1651827.4852213913,1654982.7107163074,1655808.8007984236
2023-02-02,515400,515400,1906800,3135.6860181160737,1637941.2,1641076.886018116,1641896.0493017014
2023-02-03,515400,515400,1906800,3135.6860181160737,1664636.4,1667772.086018116,1667772.086018116
2023-02-06,515400,515400,1906800,3135.6860181160737,1681797.6,1684933.2860181162,1684933.2860181162
2023-02-07,513310,513310,1584200,3232.400571496226,1671331.0,1674563.4005714962,1675399.2860181162
2023-02-08,513030,513030,1502700,3209.794151124079,1680018.6,1683228.3941511242,1684068.6005714962
2023-02-09,513310,513310,1565900,3296.1710290024057,1689606.0999999999,1692902.2710290023,1693747.294151124
2023-02-10,513310,513310,1565900,3296.1710290024057,1677078.9,1680375.0710290023,1680375.0710290023
2023-02-13,513310,513310,1565900,3296.1710290024057,1667683.5,1670979.6710290024,1670979.6710290024
2023-02-14,515980,515980,3714400,3223.3029040736146,1682573.8938053097,1685797.1967093833,1686638.6710290024
2023-02-15,515980,515980,3714400,3223.3029040736146,1725573.0044247787,1728796.3073288524,1728796.3073288524
2023-02-16,159869,159869,1799000,3308.7062336194795,1692859.0,1696167.7062336195,1697014.3560014188
2023-02-17,513310,513310,1578600,3230.6527987394948,1641744.0,1644974.6527987395,1645795.7062336195
2023-02-20,513030,513030,1453300,3170.0850634996314,1656761.9999999998,1659932.0850634994,1660760.6527987395
2023-02-21,513030,513030,1453300,3170.0850634996314,1645135.5999999999,1648305.6850634995,1648305.6850634995
2023-02-22,512980,512980,2369500,3122.8609139595646,1625477.0000000002,1628599.8609139598,1629412.7850634996
2023-02-23,511880,511880,15900,6299.015165203717,1595437.8,1601736.8151652038,1602535.3609139596
2023-02-24,513030,513030,1408000,3096.7239436041564,1598080.0,1601176.7239436042,1601975.3151652038
2023-02-27,513030,513030,1408000,3096.7239436041564,1567104.0,1570200.7239436042,1570200.7239436042
2023-02-28,511880,511880,15700,10733.720382133964,1575573.5,1586307.220382134,1587096.7239436042
2023-03-01,511880,511880,15700,10733.720382133964,1575761.9000000001,1586495.620382134,1586495.620382134
2023-03-02,515880,515880,9983900,3020.751354344422,1582826.108898598,1585846.8602529424,1586636.9203821342
2023-03-03,159869,159869,1660100,3018.322105154395,1578755.0999999999,1581773.4221051543,1582562.9886577171
2023-03-06,515880,515880,9798000,2980.8005793385673,1561410.736256724,1564391.5368360626,1565172.4221051543
2023-03-07,515880,515880,9798000,2980.8005793385673,1508235.7576225942,1511216.5582019328,1511216.5582019328
2023-03-08,513030,513030,1351100,2992.5176507756114,1534849.5999999999,1537842.1176507755,1538609.7290134542
2023-03-09,501018,501018,1346900,2983.9867828895804,1544894.3,1547878.2867828896,1548650.9176507755
2023-03-10,513030,513030,1347400,3005.592578597367,1521214.6,1524220.1925785975,1524980.9867828893
2023-03-13,518880,518880,375800,2974.291305673076,1536646.2000000002,1539620.4913056733,1540388.9925785973
2023-03-14,518880,518880,375800,2974.291305673076,1556563.6,1559537.8913056732,1559537.8913056732
2023-03-15,518880,518880,375800,2974.291305673076,1555436.2000000002,1558410.4913056733,1558410.4913056733
2023-03-16,518880,518880,375800,2974.291305673076,1568589.2000000002,1571563.4913056733,1571563.4913056733
2023-03-17,518880,518880,375800,2974.291305673076,1577608.4000000001,1580582.6913056732,1580582.6913056732
2023-03-20,518880,518880,375800,2974.291305673076,1626086.6,1629060.8913056732,1629060.8913056732
2023-03-21,518880,518880,375800,2974.291305673076,1610678.7999999998,1613653.091305673,1613653.091305673
2023-03-22,588200,588200,1249900,3061.321973211132,1586123.0999999999,1589184.421973211,1589977.691305673
2023-03-23,588200,588200,1249900,3061.321973211132,1652367.8,1655429.1219732112,1655429.1219732112
2023-03-24,588200,588200,1249900,3061.321973211132,1624870.0,1627931.3219732111,1627931.3219732111
2023-03-27,588200,588200,1249900,3061.321973211132,1596122.2999999998,1599183.621973211,1599183.621973211
2023-03-28,588200,588200,1249900,3061.321973211132,1553625.7000000002,1556687.0219732113,1556687.0219732113
2023-03-29,588200,588200,1249900,3061.321973211132,1619870.4000000001,1622931.7219732113,1622931.7219732113
2023-03-30,588200,588200,1249900,3061.321973211132,1627369.8,1630431.1219732112,1630431.1219732112
2023-03-31,516510,516510,1394100,3264.689891513204,1657584.9000000001,1660849.5898915133,1661678.6219732112
2023-04-03,159819,159819,1814500,3458.240213603014,1776395.5,1779853.740213603,1780742.189891513
2023-04-04,515980,515980,3257900,3474.884799266234,1813576.3462389382,1817051.2310382044,1817958.240213603
2023-04-06,515400,515400,1649300,3564.0053073426243,1812580.7,1816144.7053073426,1817051.2310382044
2023-04-07,515880,515880,9543400,3502.285632738378,1833166.5287326542,1836668.8143653926,1837585.6053073427
2023-04-10,513310,513310,1500700,3474.8451188011095,1764823.2,1768298.045118801,1769180.6630507486
2023-04-11,513310,513310,1500700,3474.8451188011095,1766323.9000000001,1769798.7451188012,1769798.7451188012
2023-04-12,513310,513310,1500700,3474.8451188011095,1772326.7000000002,1775801.5451188013,1775801.5451188013
2023-04-13,588080,588080,1545400,3341.6755873011425,1738575.0,1741916.6755873011,1742786.1451188012
2023-04-14,161226,161226,2326800,3473.6161545808427,1791636.0,1795109.6161545808,1796005.675587301
2023-04-17,161226,161226,2326800,3473.6161545808427,1763714.4,1767188.0161545807,1767188.0161545807
2023-04-18,513310,513310,1497300,3346.754917490529,1744354.5,1747701.2549174905,1748573.6161545808
2023-04-19,516510,516510,1433800,3391.2692787980195,1744934.6,1748325.869278798,1749198.5549174903
2023-04-20,159995,159995,1436400,3494.9074578781147,1817045.9999999998,1820540.9074578779,1821449.669278798
2023-04-21,161226,161226,2286600,3333.915253145853,1717236.6,1720570.515253146,1721429.307457878
2023-04-24,513030,513030,1429100,3368.545544820139,1704916.3,1708284.8455448202,1709137.515253146
2023-04-25,513030,513030,1429100,3368.545544820139,1723494.5999999999,1726863.14554482,1726863.14554482
2023-04-26,513030,513030,1429100,3368.545544820139,1714920.0,1718288.5455448201,1718288.5455448201
2023-04-27,513030,513030,1429100,3368.545544820139,1712061.8,1715430.3455448202,1715430.3455448202
2023-04-28,513030,513030,1429100,3368.545544820139,1726352.8,1729721.3455448202,1729721.3455448202
2023-05-04,513030,513030,1429100,3368.545544820139,1709203.5999999999,1712572.14554482,1712572.14554482
2023-05-05,161226,161226,2184800,3288.5850019401405,1704144.0,1707432.5850019401,1708284.8455448202
2023-05-08,513520,513520,1484700,3277.5602289442904,1683649.7999999998,1686927.360228944,1687769.3850019402
2023-05-09,161226,161226,2208500,3278.5014947240707,1691711.0,1694989.501494724,1695835.560228944
2023-05-10,161226,161226,2208500,3278.5014947240707,1700545.0,1703823.501494724,1703823.501494724
2023-05-11,161226,161226,2208500,3278.5014947240707,1676251.5,1679530.001494724,1679530.001494724
2023-05-12,513520,513520,1367300,3059.466617249651,1598373.7,1601433.1666172496,1602232.501494724
2023-05-15,513290,513290,1500200,3054.769572993275,1596212.8,1599267.5695729933,1600065.8666172496
2023-05-16,513520,513520,1385300,3159.3536169731524,1620801.0,1623960.3536169732,1624770.9695729932
2023-05-17,513520,513520,1385300,3159.3536169731524,1680368.9000000001,1683528.2536169733,1683528.2536169733
2023-05-18,511880,511880,17700,5586.295292623341,1783717.5,1789303.7952926233,1790196.3536169732
2023-05-19,511880,511880,17700,5586.295292623341,1783876.8,1789463.0952926234,1789463.0952926234
2023-05-22,511880,511880,17700,5586.295292623341,1783965.3,1789551.5952926234,1789551.5952926234
2023-05-23,513030,513030,1459700,3463.799058361212,1785213.1,1788676.8990583613,1789569.2952926233
2023-05-24,513030,513030,1459700,3463.799058361212,1758938.5,1762402.2990583612,1762402.2990583612
2023-05-25,511880,511880,17300,4587.262322253082,1743805.4000000001,1748392.6623222532,1749264.9990583612
2023-05-26,513290,513290,1647200,3429.792094557546,1744384.7999999998,1747814.5920945574,1748686.762322253
2023-05-29,513310,513310,1508700,3436.134772717487,1750091.9999999998,1753528.1347727173,1754403.3920945574
2023-05-30,513030,513030,1465300,3383.6214062115178,1759825.3,1763208.9214062116,1764089.0347727176
2023-05-31,513310,513310,1491100,3308.799313047901,1732658.2,1735966.9993130479,1736833.5214062117
2023-06-01,513310,513310,1491100,3308.799313047901,1737131.5,1740440.299313048,1740440.299313048
2023-06-02,513310,513310,1491100,3308.799313047901,1747569.2,1750877.9993130479,1750877.9993130479
2023-06-05,513310,513310,1491100,3308.799313047901,1743095.9000000001,1746404.699313048,1746404.699313048
2023-06-06,515880,515880,9312000,3293.0073638162576,1722865.755445283,1726158.7628090992,1727020.3993130478
2023-06-07,513310,513310,1498800,3303.839934949996,1728116.4000000001,1731420.2399349501,1732284.5077173489
2023-06-08,513520,513520,1401300,3380.823071125895,1715191.2,1718572.0230711258,1719429.83993495
2023-06-09,513520,513520,1401300,3380.823071125895,1753026.2999999998,1756407.1230711257,1756407.1230711257
2023-06-12,513310,513310,1516500,3403.6361843659543,1777338.0,1780741.636184366,1781630.5230711258
2023-06-13,515880,515880,9408900,3530.6509372878354,1847562.4568587714,1851093.1077960592,1852017.1361843662
2023-06-14,515880,515880,9408900,3530.6509372878354,1886246.7629069034,1889777.4138441912,1889777.4138441912
2023-06-15,516510,516510,1525400,3630.9545164415613,1899123.0000000002,1902753.9545164418,1903703.7640215186
2023-06-16,516510,516510,1525400,3630.9545164415613,1984545.4,1988176.3545164415,1988176.3545164415
2023-06-19,516510,516510,1525400,3630.9545164415613,2048612.2,2052243.1545164415,2052243.1545164415
2023-06-20,515400,515400,1840800,4116.422701225616,2118760.8,2122877.2227012254,2123936.9545164416
2023-06-21,516190,516190,1657300,3873.1333893975243,2018591.4,2022464.5333893974,2023474.0227012255
2023-06-26,516520,516520,2005700,3659.9274806415197,1913437.7999999998,1917097.7274806413,1918054.6333893975
2023-06-27,159985,159985,1009700,3725.3691320416983,1918430.0,1922155.3691320417,1923114.8274806414
2023-06-28,159985,159985,1009700,3725.3691320416983,1911362.1,1915087.4691320418,1915087.4691320418
2023-06-29,159985,159985,1009700,3725.3691320416983,1906313.5999999999,1910038.9691320416,1910038.9691320416
