date,weak,pool,passed,target,target_raw,top10_raw,top10
2021-02-18,False,54,5,512800,512800.XSHG,512800.XSHG:1.6361:1.9963:0.8195:1.3000:0|501018.XSHG:1.3242:2.0717:0.6392:0.6920:0|159825.XSHE:0.7646:1.7514:0.4366:1.1750:0|159949.XSHE:0.6531:1.2949:0.5044:1.4360:0|513100.XSHG:0.6189:0.9222:0.6711:4.5250:0,"['512800', '501018', '159825', '159949', '513100']"
2021-02-19,False,54,5,159825,159825.XSHE,159825.XSHE:1.6726:2.6289:0.6362:1.2000:0|512800.XSHG:1.6712:2.0320:0.8224:1.2990:0|501018.XSHG:1.6491:2.4350:0.6773:0.6780:0|159928.XSHE:0.7624:1.8800:0.4056:5.8880:0|513100.XSHG:0.5845:0.8828:0.6621:4.5140:0,"['159825', '512800', '501018', '159928', '513100']"
2021-02-22,False,55,5,159825,159825.XSHE,159825.XSHE:2.8900:3.8764:0.7455:1.2220:0|501018.XSHG:2.0274:2.8742:0.7054:0.6840:0|512800.XSHG:1.4560:1.8109:0.8040:1.2790:0|513100.XSHG:0.5576:0.8462:0.6589:4.4920:0|513500.XSHG:0.1999:0.4619:0.4328:2.3730:0,"['159825', '501018', '512800', '513100', '513500']"
2021-02-23,False,55,6,159825,159825.XSHE,159825.XSHE:3.1841:3.9953:0.7970:1.1850:0|501018.XSHG:2.6924:3.7111:0.7255:0.7100:0|512800.XSHG:1.4111:1.7648:0.7996:1.3020:0|159980.XSHE:0.9145:2.2357:0.4090:1.3350:0|513100.XSHG:0.4088:0.7068:0.5784:4.4290:0|513500.XSHG:0.2133:0.4668:0.4569:2.3710:0,"['159825', '501018', '512800', '159980', '513100', '513500']"
2021-02-24,True,9,4,501018,501018.XSHG,501018.XSHG:3.2238:4.1999:0.7676:0.6980:0|159980.XSHE:1.3491:2.7780:0.4856:1.3140:0|161226.XSHE:0.3984:0.9991:0.3988:0.9470:0|513520.XSHG:0.1243:0.5577:0.2229:1.3410:0,"['501018', '159980', '161226', '513520']"
2021-02-25,True,9,5,501018,501018.XSHG,501018.XSHG:4.2838:5.1774:0.8274:0.7130:0|159980.XSHE:2.1027:3.7743:0.5571:1.3580:0|161226.XSHE:0.5066:1.1177:0.4533:0.9570:0|513500.XSHG:0.2323:0.4776:0.4864:2.3960:0|513520.XSHG:0.1455:0.5775:0.2519:1.3450:0,"['501018', '159980', '161226', '513500', '513520']"
2021-02-26,True,9,1,159980,159980.XSHE,159980.XSHE:2.6427:4.2968:0.6150:1.3260:0,['159980']
2021-03-01,True,9,1,159980,159980.XSHE,159980.XSHE:2.8073:4.3360:0.6474:1.3030:0,['159980']
2021-03-02,True,9,1,513500,513500.XSHG,513500.XSHG:0.0882:0.2931:0.3008:2.3680:0,['513500']
2021-03-03,True,9,2,513500,513500.XSHG,513500.XSHG:0.0978:0.3057:0.3200:2.3750:0|513030.XSHG:0.0038:0.0860:0.0446:1.1420:0,"['513500', '513030']"
2021-03-04,True,9,0,511880,511880.XSHG,,[]
2021-03-05,True,9,1,501018,501018.XSHG,501018.XSHG:4.3897:4.9887:0.8799:0.7260:0,['501018']
2021-03-08,True,9,0,511880,511880.XSHG,,[]
2021-03-09,True,9,2,513030,513030.XSHG,513030.XSHG:0.0457:0.1849:0.2474:1.1630:0|513500.XSHG:0.0190:0.1443:0.1315:2.3780:0,"['513030', '513500']"
2021-03-10,True,9,3,501018,501018.XSHG,501018.XSHG:4.7688:5.4330:0.8778:0.7290:0|513030.XSHG:0.1028:0.3159:0.3254:1.1710:0|513500.XSHG:0.0227:0.1556:0.1456:2.3780:0,"['501018', '513030', '513500']"
2021-03-11,True,9,3,501018,501018.XSHG,501018.XSHG:4.6065:5.2566:0.8763:0.7450:0|513030.XSHG:0.2439:0.5579:0.4372:1.1990:0|513500.XSHG:0.0403:0.2041:0.1975:2.4020:0,"['501018', '513030', '513500']"
2021-03-12,True,9,4,501018,501018.XSHG,501018.XSHG:4.5150:5.1448:0.8776:0.7540:0|159980.XSHE:0.3476:1.0647:0.3264:1.2750:0|513030.XSHG:0.2913:0.6454:0.4513:1.1770:0|513500.XSHG:0.0585:0.2577:0.2270:2.4230:0,"['501018', '159980', '513030', '513500']"
2021-03-15,True,9,4,501018,501018.XSHG,501018.XSHG:4.2745:4.8640:0.8788:0.7590:0|513030.XSHG:0.2977:0.6532:0.4558:1.1720:0|159980.XSHE:0.2357:0.8540:0.2760:1.2820:0|513500.XSHG:0.0641:0.2769:0.2316:2.4260:0,"['501018', '513030', '159980', '513500']"
2021-03-16,True,9,4,501018,501018.XSHG,501018.XSHG:3.7476:4.2947:0.8726:0.7490:0|513030.XSHG:0.2759:0.6221:0.4435:1.1670:0|159980.XSHE:0.1373:0.6392:0.2148:1.2760:0|513500.XSHG:0.0742:0.3110:0.2385:2.4370:0,"['501018', '513030', '159980', '513500']"
2021-03-17,True,9,3,501018,501018.XSHG,501018.XSHG:3.1768:3.7130:0.8556:0.7460:0|513030.XSHG:0.2753:0.6144:0.4481:1.1690:0|513500.XSHG:0.0887:0.3498:0.2536:2.4290:0,"['501018', '513030', '513500']"
2021-03-18,True,9,3,513030,513030.XSHG,513030.XSHG:0.3482:0.6932:0.5024:1.1860:0|513500.XSHG:0.1158:0.4006:0.2890:2.4340:0|159980.XSHE:0.0101:0.1778:0.0567:1.2710:0,"['513030', '513500', '159980']"
2021-03-19,False,59,4,515210,515210.XSHG,515210.XSHG:3.7604:4.8752:0.7713:1.4920:0|515220.XSHG:0.9237:1.6702:0.5531:1.3660:0|510880.XSHG:0.6216:0.9187:0.6766:2.7290:0|513030.XSHG:0.4167:0.7667:0.5435:1.1860:0,"['515210', '515220', '510880', '513030']"
2021-03-22,True,9,1,159980,159980.XSHE,159980.XSHE:0.0005:-0.1144:-0.0045:1.2750:0,['159980']
2021-03-23,True,9,0,511880,511880.XSHG,,[]
2021-03-24,True,9,0,511880,511880.XSHG,,[]
2021-03-25,True,9,0,511880,511880.XSHG,,[]
2021-03-26,True,9,2,513030,513030.XSHG,513030.XSHG:0.3657:0.6385:0.5727:1.1780:0|513500.XSHG:0.1658:0.3893:0.4260:2.4190:0,"['513030', '513500']"
2021-03-29,False,59,2,513030,513030.XSHG,513030.XSHG:0.3331:0.5990:0.5561:1.1790:0|513500.XSHG:0.2217:0.4420:0.5016:2.4370:0,"['513030', '513500']"
2021-03-30,False,59,2,513030,513030.XSHG,513030.XSHG:0.3728:0.6367:0.5856:1.1950:0|513500.XSHG:0.2986:0.5214:0.5727:2.4600:0,"['513030', '513500']"
2021-03-31,False,60,2,513030,513030.XSHG,513030.XSHG:0.3921:0.6501:0.6032:1.1980:0|513500.XSHG:0.3388:0.5506:0.6153:2.4490:0,"['513030', '513500']"
2021-04-01,False,60,2,513030,513030.XSHG,513030.XSHG:0.4233:0.6830:0.6198:1.2040:0|513500.XSHG:0.3779:0.5883:0.6424:2.4680:0,"['513030', '513500']"
2021-04-02,False,60,3,513030,513030.XSHG,513030.XSHG:0.5244:0.7833:0.6694:1.2150:0|513500.XSHG:0.5098:0.7081:0.7200:2.4930:0|510880.XSHG:0.1181:0.2946:0.4011:2.7410:0,"['513030', '513500', '510880']"
2021-04-06,False,60,2,513500,513500.XSHG,513500.XSHG:0.5898:0.8138:0.7247:2.5230:0|513030.XSHG:0.5766:0.8484:0.6797:1.2280:0,"['513500', '513030']"
2021-04-07,False,60,4,513500,513500.XSHG,513500.XSHG:0.6705:0.9088:0.7378:2.5210:0|513090.XSHG:0.6555:1.4251:0.4600:1.2650:0|513030.XSHG:0.6201:0.8977:0.6908:1.2250:0|513100.XSHG:0.3130:0.7220:0.4335:4.5340:0,"['513500', '513090', '513030', '513100']"
2021-04-08,False,61,4,513090,513090.XSHG,513090.XSHG:0.8598:1.5727:0.5467:1.2710:0|513500.XSHG:0.8091:1.0438:0.7752:2.5360:0|513030.XSHG:0.6793:0.9645:0.7044:1.2320:0|513100.XSHG:0.5800:0.9986:0.5808:4.5850:0,"['513090', '513500', '513030', '513100']"
2021-04-09,False,61,8,513090,513090.XSHG,513090.XSHG:1.1018:1.6701:0.6597:1.2620:0|513500.XSHG:0.9338:1.1566:0.8073:2.5440:0|513100.XSHG:0.9059:1.3025:0.6956:4.6210:0|515120.XSHG:0.8560:1.4923:0.5736:1.0140:0|159992.XSHE:0.8442:1.4677:0.5752:1.3700:0|513030.XSHG:0.7467:1.0350:0.7215:1.2350:0|510880.XSHG:0.1292:0.2978:0.4341:2.7710:0|518880.XSHG:0.1059:0.2555:0.4144:3.6360:0,"['513090', '513500', '513100', '515120', '159992', '513030', '510880', '518880']"
2021-04-12,True,9,6,513100,513100.XSHG,513100.XSHG:1.0614:1.4574:0.7283:4.6270:0|513500.XSHG:0.9698:1.1930:0.8130:2.5520:0|513030.XSHG:0.8036:1.1008:0.7300:1.2470:0|159985.XSHE:0.4273:0.9001:0.4748:1.2460:0|518880.XSHG:0.0958:0.2402:0.3988:3.6040:0|513520.XSHG:0.0388:0.2270:0.1707:1.3070:0,"['513100', '513500', '513030', '159985', '518880', '513520']"
2021-04-13,True,9,5,513100,513100.XSHG,513100.XSHG:1.1631:1.5680:0.7418:4.6290:0|513500.XSHG:0.9841:1.2014:0.8192:2.5570:0|513030.XSHG:0.8062:1.1186:0.7207:1.2360:0|518880.XSHG:0.0710:0.2059:0.3448:3.5910:0|513520.XSHG:0.0399:0.2335:0.1710:1.3130:0,"['513100', '513500', '513030', '518880', '513520']"
2021-04-14,True,9,5,513100,513100.XSHG,513100.XSHG:1.2938:1.7154:0.7542:4.6850:0|513500.XSHG:1.0254:1.2416:0.8259:2.5660:0|513030.XSHG:0.7735:1.0715:0.7219:1.2410:0|518880.XSHG:0.0533:0.1819:0.2931:3.6080:0|513520.XSHG:0.0377:0.2325:0.1622:1.3130:0,"['513100', '513500', '513030', '518880', '513520']"
2021-04-15,True,9,6,513100,513100.XSHG,513100.XSHG:1.2605:1.6724:0.7537:4.6270:0|513500.XSHG:1.0507:1.2597:0.8341:2.5590:0|513030.XSHG:0.7949:1.0726:0.7410:1.2350:0|518880.XSHG:0.0443:0.1679:0.2639:3.6040:0|513520.XSHG:0.0346:0.2262:0.1528:1.3100:0|159980.XSHE:0.0100:0.1129:0.0881:1.2860:0,"['513100', '513500', '513030', '518880', '513520', '159980']"
2021-04-16,True,9,7,513100,513100.XSHG,513100.XSHG:1.3916:1.7930:0.7761:4.6820:0|513500.XSHG:1.1236:1.3305:0.8445:2.5880:0|513030.XSHG:0.8527:1.1061:0.7709:1.2420:0|159985.XSHE:0.6438:0.8985:0.7165:1.2620:0|518880.XSHG:0.0685:0.2123:0.3227:3.6480:0|513520.XSHG:0.0368:0.2327:0.1583:1.3120:0|159980.XSHE:0.0281:0.1954:0.1440:1.3050:0,"['513100', '513500', '513030', '159985', '518880', '513520', '159980']"
2021-04-19,True,9,7,513100,513100.XSHG,513100.XSHG:1.5217:1.8987:0.8015:4.6980:0|513500.XSHG:1.1988:1.3826:0.8670:2.5880:0|513030.XSHG:1.0809:1.2455:0.8678:1.2560:0|159985.XSHE:0.6182:0.8686:0.7118:1.2630:0|518880.XSHG:0.1134:0.2777:0.4081:3.6740:0|159980.XSHE:0.0878:0.2915:0.3013:1.3060:0|513520.XSHG:0.0421:0.2445:0.1723:1.3140:0,"['513100', '513500', '513030', '159985', '518880', '159980', '513520']"
2021-04-20,False,62,31,512690,512690.XSHG,512690.XSHG:1.7775:2.4134:0.7365:2.6040:0|513100.XSHG:1.4911:1.8392:0.8108:4.6370:0|512480.XSHG:1.2130:1.8824:0.6444:0.9580:0|513500.XSHG:1.1555:1.3270:0.8708:2.5650:0|513030.XSHG:1.0913:1.2382:0.8814:1.2490:0|159995.XSHE:1.0393:1.6752:0.6204:1.1860:0|515210.XSHG:0.9658:2.1159:0.4565:1.5820:0|159967.XSHE:0.8639:1.3883:0.6223:0.6490:0|515170.XSHG:0.8636:1.3145:0.6570:0.9040:0|159981.XSHE:0.7817:1.1434:0.6836:1.1520:0,"['512690', '513100', '512480', '513500', '513030', '159995', '515210', '159967', '515170', '159981']"
2021-04-21,False,62,32,512690,512690.XSHG,512690.XSHG:1.7072:2.3009:0.7420:2.6060:0|513100.XSHG:1.2099:1.5867:0.7626:4.5650:0|515210.XSHG:1.1341:2.1569:0.5258:1.5420:0|513500.XSHG:0.9975:1.1898:0.8384:2.5340:0|512480.XSHG:0.9550:1.6037:0.5955:0.9510:0|513030.XSHG:0.8825:1.0686:0.8258:1.2290:0|159967.XSHE:0.8747:1.3890:0.6297:0.6450:0|159981.XSHE:0.8221:1.1757:0.6993:1.1420:0|159995.XSHE:0.7852:1.3961:0.5624:1.1770:0|515170.XSHG:0.7837:1.2052:0.6503:0.9010:0,"['512690', '513100', '515210', '513500', '512480', '513030', '159967', '159981', '159995', '515170']"
2021-04-22,False,62,33,512690,512690.XSHG,512690.XSHG:1.8429:2.4594:0.7493:2.6090:0|515210.XSHG:1.4273:2.3614:0.6044:1.5840:0|513100.XSHG:1.2181:1.5565:0.7826:4.6210:0|159967.XSHE:1.0210:1.5616:0.6538:0.6530:0|513500.XSHG:0.9904:1.1620:0.8523:2.5570:0|515220.XSHG:0.9592:1.5578:0.6157:1.4640:0|512480.XSHG:0.9215:1.5496:0.5947:0.9690:0|159981.XSHE:0.8940:1.2507:0.7148:1.1570:0|159949.XSHE:0.8399:1.3701:0.6130:1.2500:0|515980.XSHG:0.8390:1.1954:0.7019:1.0890:0,"['512690', '515210', '513100', '159967', '513500', '515220', '512480', '159981', '159949', '515980']"
2021-04-23,False,62,33,512690,512690.XSHG,512690.XSHG:1.9431:2.5639:0.7578:2.6090:0|515210.XSHG:1.5730:2.4241:0.6489:1.5870:0|159967.XSHE:1.2752:1.8812:0.6778:0.6710:0|159949.XSHE:1.1144:1.6951:0.6574:1.2700:0|515220.XSHG:1.1105:1.5887:0.6990:1.4260:0|513100.XSHG:1.0573:1.4015:0.7544:4.5790:0|512170.XSHG:1.0035:1.5753:0.6370:0.8210:0|159915.XSHE:0.9857:1.4553:0.6773:2.8710:0|159981.XSHE:0.9815:1.2978:0.7563:1.1500:0|512480.XSHG:0.9058:1.5095:0.6001:0.9700:0,"['512690', '515210', '159967', '159949', '515220', '513100', '512170', '159915', '159981', '512480']"
2021-04-26,False,62,37,512690,512690.XSHG,512690.XSHG:2.2719:2.9011:0.7831:2.6260:0|515210.XSHG:1.9693:2.7234:0.7231:1.6010:0|159967.XSHE:1.8268:2.5202:0.7249:0.6840:0|159949.XSHE:1.6509:2.2924:0.7202:1.2910:0|515220.XSHG:1.5243:1.9176:0.7949:1.4680:0|515030.XSHG:1.4078:2.2732:0.6193:1.6080:0|512170.XSHG:1.3851:2.1017:0.6590:0.8380:0|159915.XSHE:1.3719:1.8794:0.7300:2.9120:0|159981.XSHE:1.1643:1.4659:0.7943:1.1690:0|512480.XSHG:1.0706:1.6853:0.6353:0.9980:0,"['512690', '515210', '159967', '159949', '515220', '515030', '512170', '159915', '159981', '512480']"
2021-04-27,False,62,35,512690,512690.XSHG,512690.XSHG:2.0054:2.6034:0.7703:2.5970:0|159967.XSHE:1.8793:2.5306:0.7426:0.6750:0|159949.XSHE:1.6300:2.1995:0.7411:1.2610:0|515210.XSHG:1.6085:2.3190:0.6936:1.5480:0|512170.XSHG:1.4663:2.1726:0.6749:0.8330:0|159915.XSHE:1.3025:1.7568:0.7414:2.8490:0|515030.XSHG:1.2743:2.0478:0.6223:1.5480:0|159981.XSHE:1.1038:1.3945:0.7915:1.1680:0|159985.XSHE:1.0640:1.3917:0.7645:1.3250:0|512480.XSHG:0.8673:1.4416:0.6016:0.9710:0,"['512690', '159967', '159949', '515210', '512170', '159915', '515030', '159981', '159985', '512480']"
2021-04-28,False,62,38,159967,159967.XSHE,159967.XSHE:2.4793:3.2949:0.7525:0.6990:0|512690.XSHG:2.2691:2.8872:0.7859:2.6660:0|159949.XSHE:2.1623:2.8112:0.7692:1.3080:0|515220.XSHG:1.8465:2.1084:0.8758:1.4740:0|512170.XSHG:1.8201:2.6703:0.6816:0.8480:0|515210.XSHG:1.8063:2.4112:0.7491:1.5770:0|515030.XSHG:1.6993:2.4125:0.7044:1.5960:0|159915.XSHE:1.6676:2.1652:0.7702:2.9390:0|515120.XSHG:1.1940:1.9261:0.6199:1.1200:0|159981.XSHE:1.1845:1.4796:0.8005:1.1750:0,"['159967', '512690', '159949', '515220', '512170', '515210', '515030', '159915', '515120', '159981']"
2021-04-29,False,62,38,159967,159967.XSHE,159967.XSHE:2.8074:3.6871:0.7614:0.6950:0|159949.XSHE:2.4563:3.1399:0.7823:1.3060:0|512690.XSHG:2.4076:3.0478:0.7900:2.6640:0|515220.XSHG:2.0960:2.3737:0.8830:1.5010:0|512170.XSHG:2.0144:2.9233:0.6891:0.8450:0|159915.XSHE:1.8461:2.3630:0.7813:2.9350:0|515030.XSHG:1.8358:2.5368:0.7237:1.5980:0|515210.XSHG:1.5145:2.1196:0.7145:1.5680:0|515120.XSHG:1.4524:2.2745:0.6386:1.1110:0|159981.XSHE:1.3983:1.7359:0.8055:1.1990:0,"['159967', '159949', '512690', '515220', '512170', '159915', '515030', '515210', '515120', '159981']"
2021-04-30,False,62,32,159967,159967.XSHE,159967.XSHE:3.3041:4.3233:0.7642:0.7120:0|159949.XSHE:2.8551:3.6335:0.7858:1.3350:0|512690.XSHG:2.4904:3.1330:0.7949:2.6750:0|512170.XSHG:2.2638:3.2427:0.6981:0.8550:0|159915.XSHE:2.0625:2.6258:0.7855:2.9850:0|515030.XSHG:1.9751:2.6871:0.7350:1.6380:0|515120.XSHG:1.8773:2.9025:0.6468:1.1460:0|159992.XSHE:1.8183:2.8751:0.6324:1.5490:0|159981.XSHE:1.5990:1.9821:0.8067:1.2090:0|512400.XSHG:1.0543:1.3945:0.7560:1.0950:0,"['159967', '159949', '512690', '512170', '159915', '515030', '515120', '159992', '159981', '512400']"
2021-05-06,False,63,25,159949,159949.XSHE,159949.XSHE:2.7455:3.5040:0.7835:1.2980:0|512170.XSHG:2.0686:3.0096:0.6873:0.8300:0|515030.XSHG:1.9425:2.6379:0.7364:1.6260:0|159981.XSHE:1.9284:2.4936:0.7733:1.2600:0|159915.XSHE:1.9122:2.4658:0.7755:2.9050:0|512400.XSHG:1.1619:1.5280:0.7604:1.1220:0|159980.XSHE:1.0028:1.2721:0.7883:1.3710:0|515210.XSHG:0.9705:1.5066:0.6441:1.6320:0|516160.XSHG:0.9322:1.5970:0.5837:0.9030:0|512480.XSHG:0.9060:1.4369:0.6306:1.0000:0,"['159949', '512170', '515030', '159981', '159915', '512400', '159980', '515210', '516160', '512480']"
2021-05-07,True,9,6,159980,159980.XSHE,159980.XSHE:1.2696:1.6012:0.7929:1.4000:0|159985.XSHE:0.8308:1.1979:0.6936:1.3430:0|161226.XSHE:0.7767:1.0300:0.7541:0.9220:0|501018.XSHG:0.5531:0.9072:0.6096:0.7550:0|513500.XSHG:0.2508:0.4124:0.6082:2.5730:0|518880.XSHG:0.2336:0.3736:0.6254:3.7190:0,"['159980', '159985', '161226', '501018', '513500', '518880']"
2021-05-10,True,9,7,159980,159980.XSHE,159980.XSHE:1.6802:2.1250:0.7907:1.4340:0|161226.XSHE:0.9524:1.2047:0.7906:0.9240:0|159985.XSHE:0.7601:1.1002:0.6908:1.3160:0|501018.XSHG:0.5710:0.9225:0.6190:0.7560:0|518880.XSHG:0.2836:0.4285:0.6619:3.7300:0|513500.XSHG:0.2274:0.3748:0.6065:2.5880:0|513030.XSHG:0.0368:0.1544:0.2382:1.2440:0,"['159980', '161226', '159985', '501018', '518880', '513500', '513030']"
2021-05-11,True,9,5,159980,159980.XSHE,159980.XSHE:1.9900:2.4676:0.8065:1.4100:0|161226.XSHE:1.0041:1.2685:0.7915:0.9120:0|159985.XSHE:0.7118:1.0467:0.6801:1.3120:0|501018.XSHG:0.6183:0.9448:0.6543:0.7490:0|518880.XSHG:0.3013:0.4487:0.6715:3.7290:0,"['159980', '161226', '159985', '501018', '518880']"
2021-05-12,True,9,5,159980,159980.XSHE,159980.XSHE:2.2145:2.6887:0.8236:1.4190:0|161226.XSHE:0.9824:1.2379:0.7936:0.9140:0|159985.XSHE:0.7887:1.1384:0.6928:1.3500:0|501018.XSHG:0.7079:1.0144:0.6978:0.7590:0|518880.XSHG:0.2945:0.4263:0.6907:3.7260:0,"['159980', '161226', '159985', '501018', '518880']"
2021-05-13,True,9,5,159980,159980.XSHE,159980.XSHE:2.1531:2.6146:0.8235:1.3950:0|161226.XSHE:0.8740:1.1343:0.7705:0.9030:0|159985.XSHE:0.7850:1.1192:0.7015:1.3140:0|501018.XSHG:0.7573:1.0579:0.7159:0.7620:0|518880.XSHG:0.2905:0.4224:0.6878:3.7120:0,"['159980', '161226', '159985', '501018', '518880']"
2021-05-14,True,9,1,518880,518880.XSHG,518880.XSHG:0.3142:0.4388:0.7160:3.7180:0,['518880']
2021-05-17,False,62,19,159992,159992.XSHE,159992.XSHE:3.2190:4.0483:0.7951:1.6010:0|515120.XSHG:3.2171:4.0261:0.7991:1.1870:0|512010.XSHG:2.2676:3.0550:0.7423:3.3300:0|512170.XSHG:1.8794:2.6446:0.7107:0.8770:0|159980.XSHE:1.8377:2.2685:0.8101:1.3890:0|159967.XSHE:1.4481:2.3220:0.6236:0.7160:0|159949.XSHE:1.4284:2.1474:0.6652:1.3520:0|161226.XSHE:0.8930:1.1443:0.7804:0.9240:0|159915.XSHE:0.8806:1.4567:0.6045:3.0190:0|516160.XSHG:0.6972:1.1851:0.5883:0.9020:0,"['159992', '515120', '512010', '512170', '159980', '159967', '159949', '161226', '159915', '516160']"
2021-05-18,False,62,23,159992,159992.XSHE,159992.XSHE:3.3638:4.1146:0.8175:1.5620:0|515120.XSHG:3.3383:4.0637:0.8215:1.1560:0|515220.XSHG:3.1212:4.4002:0.7093:1.5610:0|512010.XSHG:2.5356:3.2586:0.7781:3.2670:0|512400.XSHG:1.9386:2.6787:0.7237:1.1630:0|512170.XSHG:1.9277:2.6654:0.7232:0.8650:0|159980.XSHE:1.8618:2.2654:0.8218:1.4110:0|159967.XSHE:1.5174:2.3676:0.6409:0.7060:0|159949.XSHE:1.5003:2.2008:0.6817:1.3350:0|161226.XSHE:1.1041:1.4194:0.7778:0.9530:0,"['159992', '515120', '515220', '512010', '512400', '512170', '159980', '159967', '159949', '161226']"
2021-05-19,False,62,24,515120,515120.XSHG,515120.XSHG:3.5966:4.2379:0.8487:1.1560:0|159992.XSHE:3.5926:4.2559:0.8442:1.5590:0|512010.XSHG:2.9505:3.5747:0.8254:3.2630:0|515220.XSHG:2.2172:3.4677:0.6394:1.5290:0|512400.XSHG:2.0370:2.7186:0.7493:1.1630:0|512170.XSHG:1.9643:2.6662:0.7368:0.8570:0|159967.XSHE:1.7331:2.5767:0.6726:0.7130:0|159980.XSHE:1.7267:2.1260:0.8122:1.3940:0|159949.XSHE:1.6644:2.3629:0.7044:1.3480:0|161226.XSHE:1.1627:1.4563:0.7984:0.9310:0,"['515120', '159992', '512010', '515220', '512400', '512170', '159967', '159980', '159949', '161226']"
2021-05-20,False,62,21,515120,515120.XSHG,515120.XSHG:3.5922:4.1993:0.8554:1.1620:0|159992.XSHE:3.5603:4.1912:0.8495:1.5680:0|512010.XSHG:3.1074:3.6791:0.8446:3.2710:0|512170.XSHG:2.0334:2.7102:0.7503:0.8690:0|159967.XSHE:1.8450:2.6843:0.6873:0.7190:0|512400.XSHG:1.8289:2.4906:0.7343:1.1390:0|159949.XSHE:1.7407:2.4403:0.7133:1.3570:0|159980.XSHE:1.2235:1.6934:0.7225:1.3650:0|161226.XSHE:1.1585:1.4457:0.8014:0.9230:0|159915.XSHE:1.1371:1.7098:0.6651:3.0300:0,"['515120', '159992', '512010', '512170', '159967', '512400', '159949', '159980', '161226', '159915']"
2021-05-21,False,62,18,515120,515120.XSHG,515120.XSHG:3.0341:3.6527:0.8307:1.1470:0|159992.XSHE:2.9229:3.5671:0.8194:1.5450:0|512010.XSHG:2.6998:3.2748:0.8244:3.2360:0|512170.XSHG:1.9619:2.6124:0.7510:0.8780:0|159967.XSHE:1.7976:2.6133:0.6879:0.7210:0|159949.XSHE:1.6512:2.3163:0.7129:1.3550:0|159915.XSHE:1.1184:1.6770:0.6669:3.0300:0|515030.XSHG:1.0645:1.9150:0.5559:1.7190:0|516160.XSHG:1.0162:1.4876:0.6831:0.9260:0|161226.XSHE:0.9430:1.2513:0.7536:0.9160:0,"['515120', '159992', '512010', '512170', '159967', '159949', '159915', '515030', '516160', '161226']"
2021-05-24,False,62,18,515120,515120.XSHG,515120.XSHG:2.1222:2.8088:0.7556:1.1230:0|512010.XSHG:2.0606:2.6778:0.7695:3.1880:0|159992.XSHE:2.0378:2.7393:0.7439:1.5190:0|512170.XSHG:1.7063:2.3278:0.7330:0.8700:0|159967.XSHE:1.5876:2.3541:0.6744:0.7190:0|159949.XSHE:1.4779:2.1009:0.7035:1.3560:0|515030.XSHG:1.0295:1.8477:0.5572:1.7120:0|159915.XSHE:1.0128:1.5416:0.6570:3.0290:0|516160.XSHG:0.9236:1.3514:0.6834:0.9200:0|512690.XSHG:0.8769:1.4452:0.6068:1.4270:0,"['515120', '512010', '159992', '512170', '159967', '159949', '515030', '159915', '516160', '512690']"
2021-05-25,False,62,21,512010,512010.XSHG,512010.XSHG:1.8970:2.4911:0.7615:3.2660:0|515120.XSHG:1.8451:2.4972:0.7389:1.1510:0|512170.XSHG:1.7593:2.3699:0.7424:0.8910:0|159992.XSHE:1.7082:2.3826:0.7169:1.5520:0|159967.XSHE:1.6547:2.4267:0.6819:0.7340:0|159949.XSHE:1.6058:2.2485:0.7142:1.3880:0|515030.XSHG:1.1318:1.9835:0.5706:1.7230:0|512690.XSHG:1.1232:1.8271:0.6147:1.4670:0|159915.XSHE:1.1202:1.6716:0.6701:3.0930:0|515170.XSHG:1.0292:1.7120:0.6012:0.9950:0,"['512010', '515120', '512170', '159992', '159967', '159949', '515030', '512690', '159915', '515170']"
2021-05-26,False,63,22,512010,512010.XSHG,512010.XSHG:1.7689:2.3320:0.7585:3.2860:0|512170.XSHG:1.7209:2.3105:0.7448:0.8910:0|159967.XSHE:1.6939:2.4718:0.6853:0.7330:0|159949.XSHE:1.6612:2.3130:0.7182:1.3850:0|515120.XSHG:1.5569:2.1720:0.7168:1.1520:0|159992.XSHE:1.4438:2.0788:0.6945:1.5530:0|512690.XSHG:1.2869:2.0805:0.6186:1.4600:0|515170.XSHG:1.2482:2.0377:0.6126:0.9920:0|515030.XSHG:1.1926:2.0665:0.5771:1.7190:0|159915.XSHE:1.1902:1.7622:0.6754:3.0900:0,"['512010', '512170', '159967', '159949', '515120', '159992', '512690', '515170', '515030', '159915']"
2021-05-27,False,63,23,512170,512170.XSHG,512170.XSHG:1.6789:2.2321:0.7522:0.8990:0|159967.XSHE:1.6527:2.3901:0.6915:0.7390:0|159949.XSHE:1.6205:2.2404:0.7233:1.3910:0|512010.XSHG:1.5317:2.0405:0.7507:3.2890:0|515170.XSHG:1.5287:2.3915:0.6392:0.9980:0|512690.XSHG:1.5062:2.3652:0.6368:1.4690:0|515120.XSHG:1.2212:1.7790:0.6865:1.1490:0|159915.XSHE:1.2065:1.7714:0.6811:3.1080:0|515030.XSHG:1.1875:2.0560:0.5776:1.7220:0|159992.XSHE:1.1397:1.7108:0.6662:1.5500:0,"['512170', '159967', '159949', '512010', '515170', '512690', '515120', '159915', '515030', '159992']"
