trade_date,ths_top10_raw,is_weak,candidates_json,local_target,ths_target,target_match,local_top1
2020-07-14,"510880.SH:3.4875,515210.SH:3.3050,512800.SH:2.5436,511380.SH:1.6286,159980.SZ:1.6122,510900.SH:0.9539,161226.SZ:0.6637,518880.SH:0.3430,159985.SZ:0.2709,159981.SZ:0.2089",False,"[{""symbol"": ""510880"", ""rank"": 1, ""momentum_score"": 3.169514380169046, ""annualized_return"": 4.382482376850956, ""r_squared"": 0.7232235312367664, ""close"": 2.75}]",510880,510880,True,510880
2020-07-15,"510880.SH:3.2311,512800.SH:1.9339,159980.SZ:1.7203,511380.SH:1.5061,161226.SZ:0.8596,510900.SH:0.8237,159981.SZ:0.3439,518880.SH:0.3194,513100.SH:0.2384,159985.SZ:0.2299",False,"[{""symbol"": ""515150"", ""rank"": 1, ""momentum_score"": 4.748298915576739, ""annualized_return"": 6.146422461144456, ""r_squared"": 0.7725305160186812, ""close"": 1.028}]",515150,510880,False,515150
2020-07-16,"510880.SH:2.6986,512800.SH:1.6826,159980.SZ:1.3395,511380.SH:1.2391,161226.SZ:1.0049,510900.SH:0.5853,159981.SZ:0.3967,518880.SH:0.2633,159985.SZ:0.2485,513030.SH:0.2433",False,"[{""symbol"": ""510880"", ""rank"": 1, ""momentum_score"": 2.7829886210684065, ""annualized_return"": 3.839970201231079, ""r_squared"": 0.7247422441393403, ""close"": 2.638}]",510880,510880,True,510880
2020-07-17,"513030.SH:0.5277,159985.SZ:0.2799,513500.SH:0.1243,513520.SH:0.0000",True,"[{""symbol"": ""161226"", ""rank"": 1, ""momentum_score"": 0.9053724743598995, ""annualized_return"": 1.1560221637694563, ""r_squared"": 0.7831791662261387, ""close"": 0.866}]",161226,513030,False,161226
2020-07-20,"161226.SZ:1.1845,513030.SH:0.6813,159985.SZ:0.3129,513500.SH:0.1785",True,"[{""symbol"": ""161226"", ""rank"": 1, ""momentum_score"": 1.0561359453565113, ""annualized_return"": 1.2566278461462734, ""r_squared"": 0.8404524446878885, ""close"": 0.876}]",161226,161226,True,161226
2020-07-21,"159980.SZ:1.1311,513030.SH:0.8902,159985.SZ:0.3946,513100.SH:0.3489,513500.SH:0.2728,518880.SH:0.1565,513520.SH:0.0003",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 1.2064016990892064, ""annualized_return"": 1.410779850093085, ""r_squared"": 0.8551310815855546, ""close"": 1.026}]",159980,159980,True,159980
2020-07-22,"161226.SZ:3.2047,159980.SZ:1.1849,513030.SH:0.9236,159985.SZ:0.3785,513100.SH:0.3204,518880.SH:0.2638,513500.SH:0.2504",True,"[{""symbol"": ""161226"", ""rank"": 1, ""momentum_score"": 2.1601326625443464, ""annualized_return"": 3.2643765712770856, ""r_squared"": 0.6617290056395858, ""close"": 1.011}]",161226,161226,True,161226
2020-07-23,"161226.SZ:4.2570,159980.SZ:0.9912,159985.SZ:0.4568,513100.SH:0.4050,513500.SH:0.3723,518880.SH:0.3297",False,"[{""symbol"": ""513090"", ""rank"": 1, ""momentum_score"": 4.664704383726923, ""annualized_return"": 8.38605684556116, ""r_squared"": 0.5562452615851282, ""close"": 1.335}, {""symbol"": ""159995"", ""rank"": 2, ""momentum_score"": 4.482518654211249, ""annualized_return"": 8.303681997629296, ""r_squared"": 0.539823015319109, ""close"": 1.335}, {""symbol"": ""159929"", ""rank"": 3, ""momentum_score"": 4.255612191899583, ""annualized_return"": 5.069433442962108, ""r_squared"": 0.8394650486648852, ""close"": 2.448}]",513090,161226,False,513090
2020-07-24,"515220.SH:1.3530,513030.SH:1.1709,159980.SZ:0.8716,510880.SH:0.6415,159985.SZ:0.5892,518880.SH:0.4296,513500.SH:0.3496,511380.SH:0.2831,159981.SZ:0.0990",False,"[{""symbol"": ""161226"", ""rank"": 1, ""momentum_score"": 4.2138161915325485, ""annualized_return"": 5.967444203980182, ""r_squared"": 0.7061341585266949, ""close"": 0.987}]",161226,515220,False,161226
2020-07-27,"513030.SH:1.1871,159980.SZ:0.8590,159985.SZ:0.7144,518880.SH:0.6301,513520.SH:0.0176",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 1.1421222064665197, ""annualized_return"": 1.4517027079966165, ""r_squared"": 0.7867466253077912, ""close"": 1.1}]",513030,513030,True,513030
2020-07-28,"513030.SH:1.3005,159980.SZ:0.7982,518880.SH:0.7655,159985.SZ:0.5095,513500.SH:0.4224,513520.SH:0.0558",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 1.2403423066762755, ""annualized_return"": 1.5139331812605183, ""r_squared"": 0.8192847095428295, ""close"": 1.107}]",513030,513030,True,513030
2020-07-29,"518880.SH:0.9496,159980.SZ:0.8120,513520.SH:0.0617",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 1.2925175294414741, ""annualized_return"": 1.5338106681329067, ""r_squared"": 0.8426838828907375, ""close"": 1.106}]",513030,518880,False,513030
2020-07-30,"512010.SH:3.8853,159967.SZ:2.6341,159928.SZ:1.7333,512400.SH:1.5701,159949.SZ:1.3764,512170.SH:1.2008,513030.SH:1.1936,518880.SH:1.0736,159980.SZ:0.8352,513500.SH:0.4369",False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.8174482283798423, ""annualized_return"": 4.119908939448928, ""r_squared"": 0.6838617721382695, ""close"": 0.5509322274881517}]",159967,512010,False,159967
2020-07-31,"512010.SH:3.8034,159967.SZ:2.5419,159928.SZ:1.4379,159949.SZ:1.3513,518880.SH:1.2046,512400.SH:1.1433,512170.SH:1.0316,513030.SH:0.9007,159980.SZ:0.7508,159985.SZ:0.2778",False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.7944389872319575, ""annualized_return"": 4.071797857614953, ""r_squared"": 0.686291187566171, ""close"": 0.5622582938388626}]",159967,512010,False,159967
2020-08-03,"512010.SH:4.5139,159967.SZ:2.7626,159949.SZ:1.4874,518880.SH:1.3576,159928.SZ:1.3089,512170.SH:1.2362,512400.SH:0.9566,513030.SH:0.6454,159980.SZ:0.6297,512100.SH:0.6058",False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.880526982432913, ""annualized_return"": 4.158547426697743, ""r_squared"": 0.6926762368850288, ""close"": 0.5733146919431279}]",159967,512010,False,159967
2020-08-04,"512010.SH:4.5157,159967.SZ:2.3995,518880.SH:1.4442,512170.SH:1.2351,159949.SZ:1.2177,159928.SZ:1.0805,512400.SH:0.7372,513030.SH:0.6402,159980.SZ:0.6299,513500.SH:0.4660",False,"[{""symbol"": ""159967"", ""rank"": 1, ""momentum_score"": 2.6260520419520743, ""annualized_return"": 3.842064244560749, ""r_squared"": 0.6835002943195976, ""close"": 0.564685308056872}, {""symbol"": ""159929"", ""rank"": 2, ""momentum_score"": 2.475936205693753, ""annualized_return"": 3.3580279408909366, ""r_squared"": 0.7373185242278981, ""close"": 2.524}]",159967,512010,False,159967
2020-08-05,"512010.SH:4.6803,159967.SZ:2.2982,518880.SH:1.8716,512170.SH:1.2127,159949.SZ:1.1757,159928.SZ:1.0349,512400.SH:0.7332,159980.SZ:0.6137,513500.SH:0.4866,513030.SH:0.4754",False,"[{""symbol"": ""159929"", ""rank"": 1, ""momentum_score"": 2.7060954899482006, ""annualized_return"": 3.600034014292941, ""r_squared"": 0.7516860894103766, ""close"": 2.556}, {""symbol"": ""159967"", ""rank"": 2, ""momentum_score"": 2.5493520612466636, ""annualized_return"": 3.732337475393164, ""r_squared"": 0.6830443597488769, ""close"": 0.5708876777251185}]",159929,512010,False,159929
2020-08-06,"512010.SH:3.5852,518880.SH:2.2092,512400.SH:0.9444,159949.SZ:0.7156,159928.SZ:0.7061,513500.SH:0.5494,513030.SH:0.3573,513100.SH:0.1664",False,"[{""symbol"": ""159929"", ""rank"": 1, ""momentum_score"": 2.4830928265125563, ""annualized_return"": 3.344623596719778, ""r_squared"": 0.7424132356621046, ""close"": 2.507}]",159929,512010,False,159929
2020-08-07,"159992.SZ:3.4552,518880.SH:2.5680,512010.SH:2.1665,512400.SH:0.8258,513500.SH:0.6743,159967.SZ:0.6158,513030.SH:0.2509,513100.SH:0.2242",False,"[{""symbol"": ""159992"", ""rank"": 1, ""momentum_score"": 4.890152944866953, ""annualized_return"": 5.952336708183414, ""r_squared"": 0.8215518013528795, ""close"": 1.538}]",159992,159992,True,159992
2020-08-10,"159992.SZ:2.6464,518880.SH:2.4989,512010.SH:1.5877,513500.SH:0.8331,512400.SH:0.6355,513030.SH:0.2682,513100.SH:0.2538",False,"[{""symbol"": ""159992"", ""rank"": 1, ""momentum_score"": 3.6713196156737467, ""annualized_return"": 4.700781985243785, ""r_squared"": 0.7810018901532507, ""close"": 1.531}]",159992,159992,True,159992
2020-08-11,"518880.SH:2.1510,159992.SZ:1.8286,512010.SH:1.1413,513500.SH:0.8836,159980.SZ:0.3081,513100.SH:0.2645,513030.SH:0.2164,159981.SZ:0.1431",False,"[{""symbol"": ""512290"", ""rank"": 1, ""momentum_score"": 4.023333108443315, ""annualized_return"": 5.420410928811743, ""r_squared"": 0.7422561059084327, ""close"": 2.313}]",512290,518880,False,512290
2020-08-12,"513030.SH:0.1953,513520.SH:0.0000",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.25363569905113015, ""annualized_return"": 0.4996598366298044, ""r_squared"": 0.5076167433466293, ""close"": 1.112}]",513030,513030,True,513030
2020-08-13,513100.SH:0.3741,True,[],511880,513100,False,511880
2020-08-14,"513500.SH:0.8246,513100.SH:0.4302,513030.SH:0.1925,513520.SH:0.0152",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.22907113960142267, ""annualized_return"": 0.46193904881019066, ""r_squared"": 0.49589039980802163, ""close"": 1.119}]",513030,513500,False,513030
2020-08-17,"513500.SH:0.8209,513100.SH:0.5407,513030.SH:0.1465,513520.SH:0.0216",True,"[{""symbol"": ""513030"", ""rank"": 1, ""momentum_score"": 0.17614972198742496, ""annualized_return"": 0.3751968444047986, ""r_squared"": 0.46948615004175676, ""close"": 1.113}]",513030,513500,False,513030
2020-08-18,"513500.SH:0.7781,513100.SH:0.6188,159980.SZ:0.2115,513030.SH:0.1172,518880.SH:0.1137,513520.SH:0.0331",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 1.8883706158174258, ""annualized_return"": 2.3923540178968006, ""r_squared"": 0.7893357762650681, ""close"": 1.271}]",159996,513500,False,159996
2020-08-19,"513500.SH:0.8020,513100.SH:0.7133,159980.SZ:0.3327,513030.SH:0.0907,513520.SH:0.0766,518880.SH:0.0608",False,"[{""symbol"": ""512660"", ""rank"": 1, ""momentum_score"": 4.83698785552904, ""annualized_return"": 6.115536168939046, ""r_squared"": 0.7909343877477524, ""close"": 1.207}]",512660,513500,False,512660
2020-08-20,"513100.SH:0.7376,159980.SZ:0.3556",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.3326923405271248, ""annualized_return"": 0.5085350883951516, ""r_squared"": 0.654217079842109, ""close"": 1.073}]",159980,513100,False,159980
2020-08-21,"513100.SH:0.9843,159980.SZ:0.3579,513520.SH:0.0695",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.33927888527278005, ""annualized_return"": 0.5136668910293161, ""r_squared"": 0.6605037061916001, ""close"": 1.072}]",159980,513100,False,159980
2020-08-24,"513500.SH:0.5997,159980.SZ:0.2864",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.3193114020054101, ""annualized_return"": 0.4901875617948448, ""r_squared"": 0.6514065775888649, ""close"": 1.066}]",159980,513500,False,159980
2020-08-25,"512890.SH:0.8846,513500.SH:0.8287,510880.SH:0.7590,159928.SZ:0.5607,515210.SH:0.4776,512200.SH:0.3131,512800.SH:0.2825,159980.SZ:0.2641,513520.SH:0.1384",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 0.9283851288045581, ""annualized_return"": 1.3696813966584216, ""r_squared"": 0.6778110085086333, ""close"": 1.258}]",159996,512890,False,159996
2020-08-26,"512690.SH:0.8941,513500.SH:0.8537,512890.SH:0.6507,159928.SZ:0.6319,510880.SH:0.5427,515210.SH:0.3208,159980.SZ:0.2885,512200.SH:0.2509,512800.SH:0.2449,513030.SH:0.1508",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 0.6354574437835908, ""annualized_return"": 1.0884572018090455, ""r_squared"": 0.5838148185591894, ""close"": 1.225}, {""symbol"": ""510880"", ""rank"": 2, ""momentum_score"": 0.6160095992091418, ""annualized_return"": 0.8785756415731774, ""r_squared"": 0.7011457751163179, ""close"": 2.765}]",159996,512690,False,159996
2020-08-27,"513500.SH:1.0426,159980.SZ:0.3045,513030.SH:0.2789,513520.SH:0.1449",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.3054112966787074, ""annualized_return"": 0.464318187849899, ""r_squared"": 0.6577629407389018, ""close"": 1.072}]",159980,513500,False,159980
2020-08-28,"513500.SH:1.1679,159980.SZ:0.3296,513030.SH:0.2979",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.33363558821317535, ""annualized_return"": 0.4963423267130884, ""r_squared"": 0.6721884680329389, ""close"": 1.081}]",159980,513500,False,159980
2020-08-31,"512690.SH:3.4634,159928.SZ:1.4278,513500.SH:1.2662,159980.SZ:0.3664,513030.SH:0.3076,512890.SH:0.3066,510880.SH:0.2860,515210.SH:0.2672,512800.SH:0.2096,159981.SZ:0.1041",False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 1.2044390296016787, ""annualized_return"": 1.8673836891032884, ""r_squared"": 0.6449874423932911, ""close"": 1.2454289473684208}, {""symbol"": ""513050"", ""rank"": 2, ""momentum_score"": 1.1117236528790304, ""annualized_return"": 2.1304188283175884, ""r_squared"": 0.5218333775978543, ""close"": 2.13}]",159928,512690,False,159928
2020-09-01,"512690.SH:3.6167,159928.SZ:1.5325,513500.SH:1.2200,159980.SZ:0.4575,513030.SH:0.2545,515210.SH:0.2157,510880.SH:0.1496,159981.SZ:0.1363",False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 1.3613032439968837, ""annualized_return"": 2.074993560688904, ""r_squared"": 0.656051792057093, ""close"": 1.2431315789473683}]",159928,512690,False,159928
2020-09-02,"512690.SH:4.2089,159928.SZ:1.9465,513500.SH:1.2385,159980.SZ:0.4890,512980.SH:0.4600,513030.SH:0.2315,515210.SH:0.1923,159981.SZ:0.1879",False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 1.6580297464614475, ""annualized_return"": 2.394829125682745, ""r_squared"": 0.6923373900376952, ""close"": 1.2495131578947365}]",159928,512690,False,159928
2020-09-03,"159928.SZ:2.1907,159980.SZ:0.5085,159981.SZ:0.1774,515210.SH:0.1770,515220.SH:0.1742,513520.SH:0.1207",False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 1.8894118383173415, ""annualized_return"": 2.5913720118152326, ""r_squared"": 0.7291164023160942, ""close"": 1.240578947368421}]",159928,159928,True,159928
2020-09-04,"512690.SH:4.3338,159928.SZ:1.6206,512980.SH:0.4692,159980.SZ:0.3863,159985.SZ:0.1996,513030.SH:0.1662",False,"[{""symbol"": ""159928"", ""rank"": 1, ""momentum_score"": 1.8144284965451198, ""annualized_return"": 2.468434201702561, ""r_squared"": 0.7350524049997558, ""close"": 1.212244736842105}]",159928,512690,False,159928
2020-09-07,"512690.SH:4.0770,512980.SH:0.5058,159980.SZ:0.4307,159981.SZ:0.1089",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.4323881293424154, ""annualized_return"": 0.5977230210200095, ""r_squared"": 0.723392130027966, ""close"": 1.083}]",159980,512690,False,159980
2020-09-08,"159985.SZ:0.5135,159980.SZ:0.4093",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.42064530265405226, ""annualized_return"": 0.5822062414317772, ""r_squared"": 0.722502221239659, ""close"": 1.086}]",159980,159985,False,159980
2020-09-09,159985.SZ:0.5231,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.48863962646743186, ""annualized_return"": 0.6095415886725166, ""r_squared"": 0.801651003882459, ""close"": 1.04}]",159985,159985,True,159985
2020-09-10,"159985.SZ:0.5915,513030.SH:0.0119",True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.5543207063495597, ""annualized_return"": 0.6547776090705051, ""r_squared"": 0.8465785919840022, ""close"": 1.047}]",159985,159985,True,159985
2020-09-11,"159985.SZ:0.7332,513030.SH:0.0039",True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.6613483775155627, ""annualized_return"": 0.7863708512116889, ""r_squared"": 0.8410133418558384, ""close"": 1.069}]",159985,159985,True,159985
2020-09-14,"159985.SZ:0.9640,513030.SH:0.0086",True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.8067882731783161, ""annualized_return"": 0.9946508319018179, ""r_squared"": 0.811127128537861, ""close"": 1.087}]",159985,159985,True,159985
2020-09-15,"513100.SH:1.2405,159985.SZ:1.0772,513030.SH:0.0039",True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.9608771834580343, ""annualized_return"": 1.185194029715559, ""r_squared"": 0.8107340733809133, ""close"": 1.09}]",159985,513100,False,159985
2020-09-16,"513100.SH:1.1516,159985.SZ:0.9347,513030.SH:0.0009",True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.9809537562402032, ""annualized_return"": 1.1965982998026141, ""r_squared"": 0.8197853501897983, ""close"": 1.07}]",159985,513100,False,159985
2020-09-17,159985.SZ:0.9732,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.9766064394910993, ""annualized_return"": 1.1868253257487278, ""r_squared"": 0.8228729353032566, ""close"": 1.072}]",159985,159985,True,159985
2020-09-18,159985.SZ:1.3234,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.1535973502240158, ""annualized_return"": 1.3936898397536788, ""r_squared"": 0.827728894420227, ""close"": 1.104}]",159985,159985,True,159985
2020-09-21,159985.SZ:1.3713,False,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.2759762078422239, ""annualized_return"": 1.4989702404687097, ""r_squared"": 0.8512351835905972, ""close"": 1.094}]",159985,159985,True,159985
2020-09-22,159985.SZ:1.2745,False,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.2684990698533423, ""annualized_return"": 1.4742161475009672, ""r_squared"": 0.8604566379249418, ""close"": 1.081}]",159985,159985,True,159985
2020-09-23,159985.SZ:1.1575,True,[],511880,159985,False,511880
2020-09-24,159985.SZ:0.9242,False,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.0816166199697674, ""annualized_return"": 1.2930432096239897, ""r_squared"": 0.8364891535869834, ""close"": 1.077}]",159985,159985,True,159985
2020-09-25,,True,[],511880,511880,True,511880
2020-09-28,513520.SH:0.0000,True,[],511880,513520,False,511880
2020-09-29,513520.SH:0.0214,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 0.0016412315843218781, ""annualized_return"": 0.06960366644613059, ""r_squared"": 0.023579671418489156, ""close"": 1.115}]",513520,513520,True,513520
2020-09-30,513520.SH:0.0216,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 0.007780958030152832, ""annualized_return"": 0.08973604203594432, ""r_squared"": 0.0867093962873482, ""close"": 1.103}]",513520,513520,True,513520
2020-10-09,513520.SH:0.0326,True,"[{""symbol"": ""513520"", ""rank"": 1, ""momentum_score"": 0.019120966457049755, ""annualized_return"": 0.11384597150252174, ""r_squared"": 0.1679547041032209, ""close"": 1.107}]",513520,513520,True,513520
2020-10-12,159985.SZ:0.9962,False,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.8410462739187405, ""annualized_return"": 1.2588965768392524, ""r_squared"": 0.6680821041156371, ""close"": 1.149}]",159985,159985,True,159985
2020-10-13,,False,"[{""symbol"": ""511880"", ""rank"": 1, ""momentum_score"": 0.023914129285541423, ""annualized_return"": 0.025256417400591147, ""r_squared"": 0.9468535820516528, ""close"": 101.615}]",511880,511880,True,511880
2020-10-14,"515030.SH:1.7385,159985.SZ:0.9847,513520.SH:0.0761",False,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 1.0001264514270467, ""annualized_return"": 1.4124497701426773, ""r_squared"": 0.7080793048846048, ""close"": 1.127}]",159985,515030,False,159985
2020-10-15,"515030.SH:2.8043,159985.SZ:0.9821,512070.SH:0.3191",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 1.7667985489192133, ""annualized_return"": 3.4717995679307405, ""r_squared"": 0.5088999276453794, ""close"": 1.212}]",515030,515030,True,515030
2020-10-16,"515030.SH:2.8633,159967.SZ:1.3968,512170.SH:1.2056,159985.SZ:1.0405,159949.SZ:0.9843,512070.SH:0.4463,512880.SH:0.2621",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 2.432352929930729, ""annualized_return"": 4.000793939708417, ""r_squared"": 0.607967560085837, ""close"": 1.182}]",515030,515030,True,515030
2020-10-19,"515030.SH:3.0901,159967.SZ:2.0123,512170.SH:1.5807,159949.SZ:1.3657,159985.SZ:1.0462,159915.SZ:0.6679,512670.SH:0.6390,512710.SH:0.5246,512070.SH:0.5221,512660.SH:0.4669",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 2.7969769678977996, ""annualized_return"": 4.1847539466884385, ""r_squared"": 0.6683730999551738, ""close"": 1.171}]",515030,515030,True,515030
2020-10-20,"515030.SH:3.5447,159967.SZ:2.4518,512170.SH:1.8331,159949.SZ:1.7159,159985.SZ:1.1312,159915.SZ:0.8832,512670.SH:0.6564,512710.SH:0.5835,512010.SH:0.5830,512660.SH:0.4861",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 3.536596652812349, ""annualized_return"": 4.813477276510332, ""r_squared"": 0.7347280250123682, ""close"": 1.213}]",515030,515030,True,515030
2020-10-21,"515030.SH:3.2310,159967.SZ:2.6085,512170.SH:2.1381,159949.SZ:1.8927,159915.SZ:1.0113,512010.SH:0.8609,159992.SZ:0.8015,512070.SH:0.4714,512670.SH:0.4526,512710.SH:0.4106",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 3.513715338386169, ""annualized_return"": 4.692257012161612, ""r_squared"": 0.7488326682189737, ""close"": 1.186}]",515030,515030,True,515030
2020-10-22,"515030.SH:2.8660,159967.SZ:1.9746,512170.SH:1.7690,159949.SZ:1.4691,159985.SZ:1.0830,159915.SZ:0.7308,512690.SH:0.5841,512010.SH:0.5827,159992.SZ:0.5166,512070.SH:0.4228",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 3.4709214568866984, ""annualized_return"": 4.580956256020405, ""r_squared"": 0.7576849161842854, ""close"": 1.198}]",515030,515030,True,515030
2020-10-23,"159985.SZ:0.8111,159980.SZ:0.0076,513520.SH:0.0013",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.003793914796267438, ""annualized_return"": 0.10926025895378855, ""r_squared"": 0.03472364821935914, ""close"": 1.069}]",159980,159985,False,159980
2020-10-26,159985.SZ:0.7610,True,"[{""symbol"": ""159985"", ""rank"": 1, ""momentum_score"": 0.8045740542643389, ""annualized_return"": 1.179606913106673, ""r_squared"": 0.6820696329638927, ""close"": 1.139}]",159985,159985,True,159985
2020-10-27,513520.SH:0.0010,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.003692330025888341, ""annualized_return"": 0.10860458727027589, ""r_squared"": 0.03399791959707488, ""close"": 1.066}]",159980,513520,False,159980
2020-10-28,"159980.SZ:0.0362,513520.SH:0.0025",True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.018335698937042733, ""annualized_return"": 0.1629201399755391, ""r_squared"": 0.112544090250571, ""close"": 1.076}]",159980,159980,True,159980
2020-10-29,,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.0362294680131137, ""annualized_return"": 0.18775282003871707, ""r_squared"": 0.19296364233380203, ""close"": 1.068}]",159980,511880,False,159980
2020-10-30,"515030.SH:2.8578,512690.SH:2.1657,512170.SH:1.1218,159967.SZ:0.5487",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 2.4469218500430316, ""annualized_return"": 3.370782497559796, ""r_squared"": 0.7259210144274888, ""close"": 1.243}]",515030,515030,True,515030
2020-11-02,,True,[],511880,511880,True,511880
2020-11-03,159980.SZ:0.1032,True,"[{""symbol"": ""159980"", ""rank"": 1, ""momentum_score"": 0.0639938011741464, ""annualized_return"": 0.1947598437257263, ""r_squared"": 0.32857800637931656, ""close"": 1.073}]",159980,159980,True,159980
2020-11-04,"515030.SH:4.0064,512690.SH:2.5512,159967.SZ:0.6715,512170.SH:0.6387,512400.SH:0.2733,512800.SH:0.2400,159980.SZ:0.1133",False,"[{""symbol"": ""515030"", ""rank"": 1, ""momentum_score"": 3.9992186437237605, ""annualized_return"": 4.894063039124614, ""r_squared"": 0.8171571579182373, ""close"": 1.314}]",515030,515030,True,515030
2020-11-05,"512690.SH:3.2249,512400.SH:0.5325,512170.SH:0.5013,159949.SZ:0.4991,510900.SH:0.4259,512800.SH:0.2204,515210.SH:0.1761,159980.SZ:0.1223",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 2.203403556738885, ""annualized_return"": 2.8923881260549544, ""r_squared"": 0.7617938743733527, ""close"": 1.4}]",159996,512690,False,159996
2020-11-06,"512690.SH:2.6508,512400.SH:0.7640,159967.SZ:0.6046,510900.SH:0.4676,515210.SH:0.2483,159980.SZ:0.0900",False,"[{""symbol"": ""513050"", ""rank"": 1, ""momentum_score"": 1.6926094099594315, ""annualized_return"": 2.174633127615711, ""r_squared"": 0.7783425114171902, ""close"": 2.201}]",513050,512690,False,513050
2020-11-09,"512690.SH:2.8589,512400.SH:1.1884,159967.SZ:0.9182,159949.SZ:0.5832,510900.SH:0.5824,515210.SH:0.4374,159980.SZ:0.1193",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 3.617909509653566, ""annualized_return"": 4.4056332099695545, ""r_squared"": 0.8212007984383629, ""close"": 1.421}]",159996,512690,False,159996
2020-11-10,"512690.SH:3.4122,512400.SH:1.3076,159967.SZ:0.7635,510900.SH:0.6162,515210.SH:0.5427,159949.SZ:0.4732,510300.SH:0.2710,159980.SZ:0.1035",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 3.792937107897355, ""annualized_return"": 4.558996302484666, ""r_squared"": 0.8319675771244195, ""close"": 1.4}]",159996,512690,False,159996
2020-11-11,"512690.SH:3.5681,512400.SH:1.3672,515210.SH:0.7385,510900.SH:0.5765,513520.SH:0.3917,510300.SH:0.2382,159980.SZ:0.1158",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 3.5813352883890075, ""annualized_return"": 4.3257837722860515, ""r_squared"": 0.8279043699163853, ""close"": 1.388}]",159996,512690,False,159996
2020-11-12,"512690.SH:3.7962,512400.SH:1.3159,515210.SH:0.8187,510900.SH:0.5997,513520.SH:0.5798,510880.SH:0.4074,159980.SZ:0.1127",False,"[{""symbol"": ""159996"", ""rank"": 1, ""momentum_score"": 3.609060567605561, ""annualized_return"": 4.333528964980142, ""r_squared"": 0.8328225325758494, ""close"": 1.41}]",159996,512690,False,159996
