trade_date,jq_weak,local_weak,below_count,above_count,weak_days_count,match,000300_close,000300_ma10,000300_relation,399101_close,399101_ma10,399101_relation,399006_close,399006_ma10,399006_relation,000510_close,000510_ma10,000510_relation
2023-09-04,False,False,0,4,0,True,3848.952,3762.4388999999996,above,11398.909,11126.4802,above,2118.034,2084.7119,above,4545.56,4435.5221,above
2023-09-05,False,False,0,4,0,True,3820.317,3768.6479,above,11329.544,11142.057499999999,above,2111.327,2087.1504999999997,above,4513.358,4443.3229,above
2023-09-06,False,False,0,4,0,True,3812.028,3780.1873,above,11329.791,11180.6938,above,2101.398,2093.3927,above,4505.963,4458.277800000001,above
2023-09-07,False,True,4,0,0,False,3758.475,3783.6919000000003,below,11124.694,11192.5018,below,2056.98,2092.6333999999997,below,4436.193,4463.1974,below
2023-09-08,True,True,4,0,0,True,3739.993,3786.7760000000003,below,11106.976,11219.526399999999,below,2049.765,2093.5699999999997,below,4416.735,4469.3356,below
2023-09-11,True,True,4,0,0,True,3767.537,3788.2678,below,11221.918,11246.4891,below,2063.189,2093.8844999999997,below,4452.487,4474.094,below
2023-09-12,True,True,4,0,0,True,3760.605,3785.3176,below,11239.01,11247.928499999998,below,2051.039,2087.169,below,4445.427,4471.781700000001,below
2023-09-13,True,True,4,0,0,True,3736.651,3780.1317000000004,below,11092.892,11229.7397,below,2027.729,2078.2293999999997,below,4411.325,4465.3434,below
2023-09-14,True,True,4,0,0,True,3733.508,3776.9557,below,11013.172,11209.692500000001,below,2011.883,2069.1602,below,4403.422,4460.6118,below
2023-09-15,True,True,4,0,0,True,3708.777,3768.6843,below,10988.12,11184.5026,below,2002.728,2059.4072000000006,below,4377.129,4450.7599,below
2023-09-18,True,True,4,0,0,True,3727.711,3756.5602,below,11055.519,11150.1636,below,2020.467,2049.6505,below,4398.782,4436.0821000000005,below
2023-09-19,True,True,4,0,0,True,3720.502,3746.5787000000005,below,10959.447,11113.153900000001,below,2002.665,2038.7843,below,4383.56,4423.1023,below
2023-09-20,True,True,4,0,0,True,3705.69,3735.9449,below,10893.478,11069.5226,below,1987.296,2027.3740999999998,below,4362.471,4408.7531,below
2023-09-21,True,True,4,0,0,True,3672.445,3727.3419000000004,below,10804.585,11037.5117,below,1967.607,2018.4368,below,4325.589,4397.6927,below
2023-09-22,True,True,2,2,2,True,3738.933,3727.2358999999997,above,10999.746,11026.788700000001,below,2013.344,2014.7947000000004,below,4406.912,4396.710400000001,above
2023-09-25,True,True,4,0,0,True,3714.604,3721.9426,below,10950.498,10999.646700000001,below,2005.255,2009.0013000000004,below,4378.568,4389.318499999999,below
2023-09-26,True,True,4,0,0,True,3692.893,3715.1713999999993,below,10896.977,10965.4434,below,1989.828,2002.8802000000003,below,4353.025,4380.0783,below
2023-09-27,True,True,3,1,0,True,3700.495,3711.5557999999996,below,10947.523,10950.906500000001,below,2006.224,2000.7296999999999,above,4367.346,4375.6804,below
2023-09-28,True,True,2,2,2,True,3689.517,3707.1567000000005,below,10994.752,10949.064499999999,above,2003.908,1999.9322,above,4362.855,4371.623699999999,below
2023-10-09,True,True,3,1,0,True,3684.727,3704.7517,below,10993.596,10949.6121,above,1998.607,1999.5201000000002,below,4355.796,4369.4904,below
2023-10-10,True,True,3,1,0,True,3657.126,3697.6932,below,10955.887,10939.6489,above,1987.938,1996.2671999999998,below,4327.524,4362.3646,below
2023-10-11,True,True,2,2,2,True,3667.548,3692.3978,below,10976.057,10941.3099,above,2003.902,1996.3908999999999,above,4340.317,4358.0403,below
2023-10-12,True,False,0,4,0,False,3702.382,3692.067,above,11065.049,10958.467,above,2019.102,1999.5714999999996,above,4378.92,4359.685200000001,above
2023-10-13,False,True,3,1,0,False,3663.41,3691.1634999999997,below,10983.559,10976.364399999999,above,1996.601,2002.4708999999998,below,4335.207,4360.646999999999,below
2023-10-16,True,True,4,0,0,True,3626.597,3679.9299,below,10872.288,10963.6186,below,1956.723,1996.8087999999996,below,4289.102,4348.866,below
2023-10-17,True,True,4,0,0,True,3639.402,3672.4097,below,10869.256,10955.4944,below,1961.886,1992.4718999999998,below,4299.814,4340.990599999999,below
