trade_date,held_symbol,strategy_return,trade_cost,equity
2020-01-02,,0.0,0.0,100000.0
2020-01-03,512400,0.016304347826086918,20.0,101610.43478260869
2020-01-06,512400,0.03609625668449201,0.0,105278.19111834456
2020-01-07,512980,0.030939226519337115,42.11127644733783,108493.30564445375
2020-01-08,512980,-0.02893890675241162,0.0,105353.62798914801
2020-01-09,512980,0.015452538631346657,0.0,106981.60899560284
2020-01-10,510410,-0.0091324200913242,42.79264359824114,105961.81535661097
2020-01-13,510410,0.003072196620583778,0.0,106287.35088766048
2020-01-14,512580,0.007100591715976323,42.51494035506419,106999.5390305314
2020-01-15,510410,-0.015197568389057725,42.79981561221256,105330.60640290503
2020-01-16,512980,-0.010845986984815648,42.132242561162016,104146.05977419522
2020-01-17,512400,-0.0026490066225165476,41.65842390967809,103828.51774823469
2020-01-20,512400,0.005312084993359889,0.0,104380.06365924788
2020-01-21,512480,0.0005707762557076723,41.752025463699155,104397.88929569013
2020-01-22,515000,0.028954802259887114,41.759155718276055,107378.95038087814
2020-01-23,515000,-0.032258064516129115,0.0,103915.11327181755
2020-02-03,512930,-0.09947643979057585,41.56604530872702,93536.44171779399
2020-02-04,518880,-0.007954545454545436,37.414576687117595,92754.98726380624
2020-02-05,518880,-0.00658648339060719,0.0,92144.0580807972
2020-02-06,518880,-0.004900547708273195,0.0,91692.50172813836
2020-02-07,513100,0.007332971211298167,36.677000691255344,92328.20320291145
2020-02-10,513100,0.00620113238069564,0.0,92900.74261344447
2020-02-11,513100,0.03724544480171477,0.0,96360.87209449183
2020-02-12,513100,0.025833118057349447,0.0,98850.17387941798
2020-02-13,513100,0.056912616469403154,0.0,104475.99591335111
2020-02-14,512170,-0.004126547455295726,41.79039836534045,104003.08035991005
2020-02-17,512170,0.03314917127071837,0.0,107450.69628344299
2020-02-18,512170,0.004679144385026701,0.0,107953.47360562487
2020-02-19,512170,-0.02195608782435121,0.0,105583.23765819598
2020-02-20,512170,0.014285714285714457,0.0,107091.56962474166
2020-02-21,512930,0.0418300653594772,42.836627849896665,111528.3803537437
2020-02-24,159949,0.01690821256038655,44.611352141497484,113369.51456313895
2020-02-25,159966,0.009038089089735246,45.347805825255584,114348.81052999537
2020-02-26,159915,-0.04236902050113889,45.73952421199815,109458.22390815716
2020-02-27,512670,-0.0008019246190859031,43.78328956326287,109326.66337408053
2020-02-28,512670,-0.06099518459069031,0.0,102658.26336089423
2020-03-02,518880,-0.022357162572453904,41.063305344357694,100322.05257218456
2020-03-03,511880,3.9775269726094464e-05,40.12882102887383,100285.91408785622
2020-03-04,159985,0.0,40.11436563514249,100245.79972222107
2020-03-05,159985,0.0010330578512396382,0.0,100349.3594326779
2020-03-06,159985,-0.00515995872033026,0.0,99831.56088039369
2020-03-09,515050,-0.04785077047850783,39.932624352157475,95014.61114984263
2020-03-10,512170,-0.001908396946564972,38.00584445993705,94795.27971158527
2020-03-11,159985,-0.007314524555903867,37.91811188463411,94063.97919846648
2020-03-12,518880,-0.010964912280701733,37.625591679386595,92994.95032610215
2020-03-13,511880,3.9753133043829436e-05,37.19798013044086,92961.44918660443
2020-03-16,511880,0.0001788819875776504,0.0,92978.07831540302
2020-03-17,511880,7.948888645992191e-05,0.0,92985.4690393135
2020-03-18,159985,-0.002083333333333326,37.1941876157254,92754.55512453253
2020-03-19,159985,-0.009394572025052228,0.0,91883.16577576344
2020-03-20,511880,0.00018875422213393556,36.75326631030538,91863.75584493634
2020-03-23,159985,0.05322415557830085,36.745502337974536,96716.38117569631
2020-03-24,511880,-0.00010924403130330163,38.68655247027853,96667.12893585334
2020-03-25,511880,9.932360624187453e-06,0.0,96668.08906863844
2020-03-26,159985,-0.026162790697674576,38.667235627455376,94100.31485156404
2020-03-27,159985,0.011940298507462588,0.0,95223.90070053792
2020-03-30,159985,0.008849557522123908,0.0,96066.59008726836
2020-03-31,159985,-0.0029239766081872176,0.0,95785.69362502487
2020-04-01,159985,-0.029325513196480912,0.0,92976.72900259013
2020-04-02,511880,9.928711848905536e-06,37.19069160103606,92940.46145014002
2020-04-03,511880,0.00025814394503531624,0.0,92964.45346751217
2020-04-07,159985,0.0030737704918033515,37.185781387004866,93213.01907998024
2020-04-08,511880,7.94076191612536e-05,37.285207631992094,93183.13569626822
2020-04-09,511880,6.947614983010553e-05,0.0,93189.6097017655
2020-04-10,511880,0.00019848949494361,0.0,93208.1068603292
2020-04-13,511880,4.961252617063927e-05,0.0,93212.73114997012
2020-04-14,511880,1.9844025956006206e-05,0.0,93214.58086582649
2020-04-15,512290,0.006052454606590318,37.285832346330594,93741.47205284292
2020-04-16,512290,0.03208556149732633,0.0,96749.2198192443
2020-04-17,512290,-0.020077720207253957,0.0,94806.71605344341
2020-04-20,512290,0.026437541308658385,0.0,97313.17252544456
2020-04-21,512010,-0.00720115218434958,38.92526901017783,96573.4802915368
2020-04-22,512170,0.007467330429371533,38.629392116614724,97255.99698747149
2020-04-23,512170,0.0018529956763435607,0.0,97436.21192938776
2020-04-24,512170,-0.02281134401972884,0.0,95213.56097908728
2020-04-27,512170,0.010725552050473208,0.0,96234.7789832794
2020-04-28,513100,0.024950939164564145,38.49391159331176,98597.43318761316
2020-04-29,513100,0.018052516411378505,0.0,100377.36496835234
2020-04-30,512290,-0.009900990099009799,40.15094598734094,99343.37872564865
2020-05-06,513100,0.002943537597003054,39.737351490259464,99596.06234445066
2020-05-07,512690,0.010008340283569561,39.83842493778027,100553.01520235975
2020-05-08,512690,0.009909165978530199,0.0,101549.4117196416
2020-05-11,512690,0.002452984464431651,0.0,101798.51084896206
2020-05-12,512690,0.007340946166394913,0.0,102545.80823692346
2020-05-13,512690,0.03076923076923066,0.0,105701.06387498263
2020-05-14,512690,-0.0015710919088767206,0.0,105534.99778876899
2020-05-15,512690,-0.007081038552320895,0.0,104787.70040080762
2020-05-18,159995,-0.04533565823888408,41.91508016032305,99995.16594763771
2020-05-19,512690,0.005409582689335224,39.99806637905509,100496.09999998621
2020-05-20,513100,-0.007203842049092857,40.198439999994484,99731.94352903648
2020-05-21,512690,0.009309542280837801,39.892777411614595,100620.50949665856
2020-05-22,513100,-0.033333333333333326,40.248203798663425,97226.24430963794
2020-05-25,161226,0.008760951188986343,38.89049772385518,98039.14819259928
2020-05-26,161226,0.024813895781637507,0.0,100471.88139837096
2020-05-27,161226,-0.009685230024213065,0.0,99498.78811606228
2020-05-28,161226,0.014669926650366705,0.0,100958.42803952529
2020-05-29,161226,0.002409638554216942,0.0,101201.70136010247
2020-06-01,161226,0.044471153846153966,0.0,105702.25779078012
2020-06-02,513520,0.013071895424836555,42.28090311631205,107041.705747674
2020-06-03,512690,0.0007462686567163423,42.816682299069605,107078.77093533587
2020-06-04,513030,0.02350636630754166,42.83150837413435,109552.97224032908
2020-06-05,161226,0.004830917874396157,43.82118889613163,110038.39246322197
2020-06-08,161226,-0.0024038461538461453,0.0,109773.87709672384
2020-06-09,513520,0.012773722627737127,43.90955083868954,111132.18860369
2020-06-10,513520,0.008108108108108025,0.0,112033.26040317936
2020-06-11,513520,-0.02859696157283287,0.0,108829.44956055046
2020-06-12,513520,-0.013799448022078997,0.0,107327.66322806818
2020-06-15,513520,-0.028917910447761375,0.0,104223.97147427141
2020-06-16,512690,0.019103600293901568,41.68958858970857,106173.33497776918
2020-06-17,513030,0.007766990291262044,42.469333991107675,106955.51290574131
2020-06-18,513030,-0.0009633911368016612,0.0,106852.47291257585
2020-06-19,513030,0.0009643201542912649,0.0,106955.5129057413
2020-06-22,512290,0.014610389610389518,42.78220516229652,108475.39241511092
2020-06-23,512290,0.01760000000000006,0.0,110384.55932161688
2020-06-24,159949,-0.0010845986984815426,44.153823728646756,110220.68254851556
2020-06-29,512170,0.019487179487179596,44.08827301940622,112324.48449951851
2020-06-30,513050,0.007646095030038325,44.929793799807406,113138.39838840209
2020-07-01,159967,-0.018675721561969394,45.25535935536084,110980.20180277777
2020-07-02,515000,0.004822182037371725,44.39208072111111,111470.9764576939
2020-07-03,159915,0.012765957446808418,44.58839058307756,112849.42180912393
2020-07-06,515050,0.0539707016191211,45.139768723649574,118894.84451275085
2020-07-07,159967,0.047700170357751315,47.55793780510034,124518.59091286232
2020-07-08,159967,0.003252032520325132,0.0,124923.529419896
2020-07-09,515030,0.01969561324977631,49.969411767958405,127334.00552937937
2020-07-10,159804,-0.002332814930015692,50.93360221175175,126986.02525796999
2020-07-13,515880,0.02874432677760974,50.794410103188,130585.3586540717
2020-07-14,512890,-0.005307050796057533,52.23414346162868,129840.10137901152
2020-07-15,510880,-0.014545454545454528,51.93604055160461,127899.5820456743
2020-07-16,515150,-0.035019455252918275,51.15983281826972,123369.44852254058
2020-07-17,510880,0.0007581501137225999,49.34777940901623,123413.63330455883
2020-07-20,161226,0.011547344110854452,49.36545332182353,124789.36754297555
2020-07-21,161226,0.051369863013698724,0.0,131199.7802592243
2020-07-22,159980,0.008771929824561209,52.47991210368972,132298.17561255238
2020-07-23,161226,-0.016815034619188873,52.919270245020954,130020.65793932676
2020-07-24,513090,-0.053932584269662964,52.008263175730704,122956.29958504127
2020-07-27,161226,0.055724417426545214,49.18251983401651,129758.78522850743
2020-07-28,513030,0.006363636363636349,51.903514091402975,130532.61943859744
2020-07-29,513030,-0.0009033423667569318,0.0,130414.7037932148
2020-07-30,513030,-0.000904159132007365,0.0,130296.78814783212
2020-07-31,512010,0.013486176668914274,52.11871525913285,132001.87493692676
2020-08-03,512010,0.02528276779773786,0.0,135339.24768982313
2020-08-04,512010,-0.00940947436729389,0.0,134065.7765077969
2020-08-05,512010,0.015722240419259847,0.0,136173.59087804722
2020-08-06,512010,-0.024508223153821396,0.0,132836.21812515086
2020-08-07,512010,-0.019504132231404903,0.0,130245.36296171817
2020-08-10,159992,-0.004551365409622976,52.09814518468727,129600.47057678572
2020-08-11,159992,-0.014369693011103912,0.0,127738.15160050271
2020-08-12,512290,-0.042369217466493914,51.09526064020108,122274.89081593284
2020-08-13,513100,0.02110022607385087,48.90995632637314,124806.00869897808
2020-08-14,513100,-0.0017220172201722894,0.0,124591.09060281746
2020-08-17,513500,0.0,49.83643624112699,124541.25416657634
2020-08-18,513500,-0.0013562386980109364,0.0,124372.34649817682
2020-08-19,159996,-0.012588512981903999,49.74893859927073,122756.9346610954
2020-08-20,512660,-0.03728251864125942,49.10277386443816,118131.1441823848
2020-08-21,513100,0.025328787140769693,47.25245767295392,121076.01033040305
2020-08-24,513100,0.04299287410926378,0.0,126281.41600018999
2020-08-25,513500,0.025594970812752527,50.512566400076,129463.07259050783
2020-08-26,159996,-0.026232114467408474,51.785229036203134,126015.197221975
2020-08-27,513500,0.013280212483399945,50.406078888790006,127638.2997383316
2020-08-28,513100,0.021290185224611458,51.055319895332644,130304.68746161982
2020-08-31,513500,0.008673026886383273,52.12187498464793,131382.70164441157
2020-09-01,512690,-0.020864381520119157,52.55308065776463,128588.92975150082
2020-09-02,512690,-0.008625063419584023,0.0,127479.84207733769
2020-09-03,512690,0.016376663254861867,0.0,129567.53652282122
2020-09-04,512690,-0.026686807653575007,0.0,126109.79259748914
2020-09-07,512690,-0.02069322296947751,0.0,123500.17454063473
2020-09-08,159980,0.0027700831024932704,49.4000698162539,123792.88021746845
2020-09-09,159980,-0.019337016574585753,0.0,121399.09524088756
2020-09-10,159985,0.006730769230769207,48.55963809635502,122167.64489768179
2020-09-11,159985,0.021012416427889313,0.0,124734.68232628639
2020-09-14,159985,0.016838166510757757,0.0,126834.98567696287
2020-09-15,159985,0.002759889604415866,0.0,127185.03623540896
2020-09-16,513100,-0.001870712949490816,50.87401449416359,126896.23552664775
2020-09-17,513100,-0.041232819658475584,0.0,121663.94593183804
2020-09-18,159985,0.029850746268656803,48.66557837273522,125247.03993352018
2020-09-21,159985,-0.009057971014492794,0.0,124112.55587615134
2020-09-22,159985,-0.01188299817184657,0.0,122637.72660157182
2020-09-23,159985,-0.0046253469010174575,0.0,122070.4845728874
2020-09-24,511880,-3.9399550845198306e-05,48.82819382915496,122016.84685679461
2020-09-25,159985,-0.004642525533890329,48.80673874271785,121401.57379095444
2020-09-28,511880,8.864025843569046e-05,48.56062951638178,121363.77422831338
2020-09-29,511880,0.00015756871473149303,0.0,121382.8973622335
2020-09-30,513520,-0.010762331838565009,48.553158944893404,120027.98118234977
2020-10-09,513520,0.0036264732547597323,0.0,120463.25944593037
2020-10-12,513520,0.0,0.0,120463.25944593037
2020-10-13,159985,-0.0174064403829417,48.18530377837215,118318.23759827156
2020-10-14,511880,0.00019682133543286184,47.32729503930862,118294.1978567624
2020-10-15,159985,0.0,47.31767914270496,118246.88017761969
2020-10-16,515030,-0.024752475247524774,47.29875207104788,115272.67845085509
2020-10-19,515030,-0.009306260575296044,0.0,114199.92086797912
2020-10-20,515030,0.03586678052946213,0.0,118295.90436623286
2020-10-21,515030,-0.022258862324814666,0.0,115662.77211735545
2020-10-22,515030,0.010118043844856706,0.0,116833.05311685652
2020-10-23,515030,-0.015859766277128484,0.0,114980.10820097984
2020-10-26,159980,-0.005612722170252549,45.99204328039194,114288.76475526177
2020-10-27,159985,-0.0035118525021948788,45.71550590210471,113841.68396488114
2020-10-28,159980,0.009380863039399667,45.53667358595246,114864.08053674435
2020-10-29,159980,-0.0074349442379182396,0.0,114010.07250301391
2020-10-30,159980,-0.010299625468164875,0.0,112835.81145663455
2020-11-02,515030,0.03781174577634738,45.13432458265382,117057.19614931801
2020-11-03,511880,-0.00010809429753455557,46.82287845972721,116997.72005546915
2020-11-04,159980,-0.0037278657968312645,46.79908802218766,116514.76916854494
2020-11-05,515030,0.060121765601217625,46.60590766741798,123473.23690190876
2020-11-06,512690,-0.012711864406779738,49.389294760763505,121854.27256178475
2020-11-09,512690,0.01859799713876975,0.0,124120.51797423568
2020-11-10,159996,-0.014778325123152802,49.648207189694276,122236.5763979686
2020-11-11,159996,-0.008571428571428563,0.0,121188.83431455745
2020-11-12,159996,0.015850144092218965,0.0,123109.69480081124
2020-11-13,512690,-0.046964997784670004,49.2438779203245,117278.60437929942
2020-11-16,159996,-0.0014265335235378318,46.91144175171977,117064.39107680689
2020-11-17,513520,-0.0016652789342215257,46.825756430722755,116822.62045596848
2020-11-18,513520,-0.012510425354462118,0.0,115361.11978304143
2020-11-19,513520,0.0016891891891892552,0.0,115555.98653943172
2020-11-20,513520,-0.002529510961214121,0.0,115263.68640484632
2020-11-23,513520,0.01183431952662728,0.0,116627.75369957823
2020-11-24,510410,0.006720430107526987,46.6511014798313,117364.89126543429
2020-11-25,510410,-0.01735647530040052,0.0,115327.85042905158
2020-11-26,510410,-0.0040760869565217295,0.0,114857.76408219404
2020-11-27,513520,0.004874086108854536,45.94310563287762,115371.64760896828
2020-11-30,513520,0.0,0.0,115371.64760896828
2020-12-01,513520,0.01212611156022625,0.0,116770.65707876174
2020-12-02,513520,-0.00559105431309892,0.0,116117.78599285813
2020-12-03,510410,-0.028112449799196804,46.44711439714325,112806.98344894289
2020-12-04,510410,0.012396694214876103,0.0,114205.41712806202
2020-12-07,510410,-0.01224489795918371,0.0,112806.98344894289
2020-12-08,510410,-0.0027548209366391463,0.0,112496.22040913864
2020-12-09,159981,0.013402061855670055,44.99848816365546,113958.90322542736
2020-12-10,512670,0.002308136180034559,45.58356129017095,114176.35233170885
2020-12-11,159980,0.008620689655172376,45.670540932683544,115114.96069018745
2020-12-14,501018,0.0053475935828875,46.04598427607498,115684.50273099256
2020-12-15,159980,-0.0008517887563883608,46.27380109239703,115539.69017118553
2020-12-16,159980,0.004262574595055302,0.0,116032.1867192298
2020-12-17,159980,0.011035653650254718,0.0,117312.6777441449
2020-12-18,159980,0.011754827875734675,0.0,118691.66807866885
2020-12-21,159981,0.0029041626331076653,47.476667231467545,118988.89131873267
2020-12-22,159981,-0.025096525096525157,0.0,116002.68362154439
2020-12-23,512690,-0.006982156710628296,46.40107344861776,115146.3336321967
2020-12-24,512690,-0.02734374999999989,0.0,111997.80107194134
2020-12-25,512690,-0.00040160642570297167,0.0,111952.82203536625
2020-12-28,512690,0.04781036560867835,0.0,117305.32738780041
2020-12-29,512010,-0.016177957532861442,46.92213095512017,115360.64465198705
2020-12-30,512010,0.018499486125385323,0.0,117494.75729714199
2020-12-31,159967,0.03622047244094495,46.997902918856795,121703.47501285978
2021-01-04,159967,0.03039513677811545,0.0,125402.66878224761
2021-01-05,159967,0.004424778761061843,0.0,125957.54784765578
2021-01-06,512770,0.00842945874001777,50.38301913906231,126968.91878109235
2021-01-07,159949,0.01984732824427482,50.787567512436944,129438.12502144891
2021-01-08,512400,-0.0026385224274407815,51.77525000857957,129044.82437560536
2021-01-11,159928,-0.03081282096688509,51.61792975024215,125016.97137566646
2021-01-12,159985,0.00302571860816947,50.006788550266585,125345.23076374453
2021-01-13,159915,-0.016579973992197683,50.138092305497814,123216.87200533014
2021-01-14,159915,-0.01256198347107429,0.0,121669.02369584171
2021-01-15,159915,0.001004352192835567,0.0,121791.22224659078
2021-01-18,512400,0.016901408450704203,48.716488898636314,123800.94895059228
2021-01-19,501018,0.0,49.52037958023691,123751.42857101205
2021-01-20,513090,-0.003479471120389821,49.50057142840482,123271.33847776383
2021-01-21,501018,-0.006430868167202619,49.308535391105536,122429.28821582762
2021-01-22,501018,-0.01132686084142398,0.0,121042.54870529236
2021-01-25,159814,0.0029090909090909722,48.41701948211694,121346.255463862
2021-01-26,159822,-0.018837018837018937,48.53850218554481,119011.91526170197
2021-01-27,512770,0.009216589861751112,47.60476610468079,120061.19450722588
2021-01-28,512770,-0.03860523038605235,0.0,115426.20443284979
2021-01-29,510900,-0.010560519902518384,46.17048177313992,114161.07322189139
2021-02-01,511880,8.972633467907443e-05,45.66442928875656,114125.65204726587
2021-02-02,511880,0.0001295930777358567,0.0,114140.44194176329
2021-02-03,513100,0.011709074532763042,45.656176776705315,115431.2647068852
2021-02-04,501018,0.015772870662460692,46.17250588275408,117205.7746096284
2021-02-05,513100,0.013261407057765906,46.88230984385136,118713.2057864036
2021-02-08,501018,0.012364760432766575,47.485282314561445,120133.58085384364
2021-02-09,501018,0.01984732824427482,0.0,122517.91146621
2021-02-10,512800,-0.010054137664346263,49.007164586484,121237.09235339407
2021-02-18,159822,0.00797448165869219,48.494836941357626,122155.40048577802
2021-02-19,159822,-0.011867088607594889,0.0,120705.77152431705
2021-02-22,159822,-0.016813450760608584,0.0,118676.29097827167
2021-02-23,159825,-0.023178807947019875,47.47051639130867,115878.04550543036
2021-02-24,159825,-0.01610169491525415,0.0,114012.21256932599
2021-02-25,501018,0.021428571428571352,45.6048850277304,116409.72652506952
2021-02-26,501018,-0.006993006993006978,0.0,115595.67249342568
2021-03-01,159980,-0.00987091875474555,46.23826899737028,114408.39873284553
2021-03-02,159980,-0.014570552147239346,0.0,112741.40519302645
2021-03-03,513500,-0.00042069835927638355,45.096562077210585,112648.87850676203
2021-03-04,513500,-0.020622895622895543,0.0,110325.73244328084
2021-03-05,511880,0.00022880791078483398,44.13029297731234,110306.84555064968
2021-03-08,511880,5.9675366008926645e-05,0.0,110313.4281520312
2021-03-09,513500,0.009349766255843495,44.125371260812486,111300.70754887267
2021-03-10,511880,9.945201937333614e-05,44.52028301954907,111267.25634597654
2021-03-11,501018,0.024725274725274637,44.50690253839062,113973.86292451998
2021-03-12,501018,0.008042895442359255,0.0,114890.54278718369
2021-03-15,501018,0.010638297872340496,0.0,116112.78260406863
2021-03-16,501018,-0.015789473684210575,0.0,114279.42287874123
2021-03-17,501018,0.005347593582887722,0.0,114890.5427871837
2021-03-18,501018,-0.0066489361702127825,0.0,114126.64290163062
2021-03-19,501018,-0.06559571619812588,0.0,106640.4240232104
2021-03-22,515210,0.00671591672263272,42.65616960928416,107313.95606060725
2021-03-23,159980,0.003142183817753441,42.925582424242904,107608.23065433576
2021-03-24,511880,5.9621404083998186e-05,43.0432922617343,107571.60311587663
2021-03-25,511880,1.9872616527916165e-05,0.0,107573.74084509464
2021-03-26,511880,7.948888645992191e-05,0.0,107582.29176196674
2021-03-29,513030,0.004237288135593209,43.0329167047867,107995.11601374486
2021-03-30,513030,0.005907172995780474,0.0,108633.06184673743
2021-03-31,513030,0.008389261744966348,0.0,109544.41303672682
2021-04-01,513030,0.004991680532445919,0.0,110091.22375072047
2021-04-02,513030,0.005794701986755024,0.0,110729.16958371307
2021-04-06,513030,0.012345679012345512,0.0,112096.19636869716
2021-04-07,513030,-0.001626016260162566,0.0,111913.92613069928
2021-04-08,513500,0.003958828186856778,44.76557045227972,112312.20856551503
2021-04-09,513090,-0.007886435331230346,44.924883426206016,111381.54071232922
2021-04-12,513090,-0.013513513513513487,0.0,109876.38475675721
2021-04-13,513100,-0.0021574973031283085,43.950553902702886,109595.37619906431
2021-04-14,513100,0.01297297297297284,0.0,111017.15405245757
2021-04-15,513100,-0.010032017075773725,0.0,109903.42806729951
2021-04-16,513100,0.009271237602414883,0.0,110922.36886223135
2021-04-19,513100,0.0019226660969879905,0.0,111135.63554024036
2021-04-20,513100,-0.014925373134328401,0.0,109476.89471128154
2021-04-21,512690,0.024351924587588503,43.790757884512615,112099.07703748951
2021-04-22,512690,-0.0003834355828220559,0.0,112056.09426255182
2021-04-23,512690,0.01074031453778268,0.0,113259.61196080706
2021-04-26,512690,-0.01973434535104346,0.0,111024.50766404731
2021-04-27,512690,0.018195896244676657,0.0,113044.69808611863
2021-04-28,512690,0.025095057034220547,0.0,115881.56123200602
2021-04-29,159967,0.0,46.352624492802406,115835.20860751321
2021-04-30,159967,0.015669515669515688,0.0,117650.29022387025
2021-05-06,159967,-0.030855539971949564,0.0,114020.12699115615
2021-05-07,159949,-0.036209553158705776,45.608050796462464,109845.90109091104
2021-05-10,159980,0.030626780626780814,43.93836043636442,113166.18904593706
2021-05-11,159980,-0.02349689011748446,0.0,110507.13553691021
2021-05-12,161226,0.005476451259583737,44.20285421476409,111068.11962429955
2021-05-13,159980,-0.020393811533051975,44.42724784971982,108758.5900775014
2021-05-14,159980,-0.012921751615218913,0.0,107353.23859049851
2021-05-17,161226,0.022050716648291058,42.941295436199404,109677.51314049777
2021-05-18,159992,-0.01571338780641096,43.87100525619911,107910.2368376222
2021-05-19,159837,-0.0019286403085824189,43.164094735048884,107658.95271041343
2021-05-20,159837,0.0019323671497584183,0.0,107866.98933400842
2021-05-21,515120,-0.018119068162208873,43.14679573360337,105869.39320607967
2021-05-24,515120,-0.008787346221441172,0.0,104939.08219372395
2021-05-25,515120,0.025709219858156107,0.0,107636.98412955552
2021-05-26,512010,-0.001214697843911372,43.05479365182221,107463.1829233564
2021-05-27,512010,0.007601094557616372,0.0,108280.02073821926
2021-05-28,512170,-0.02197802197802201,43.312008295287704,105856.92805435872
2021-05-31,515170,0.0010050251256281673,42.34277122174349,105920.97415555343
2021-06-01,515030,-0.008985200845665897,42.368389662221375,104926.88453933496
2021-06-02,515030,-0.0074666666666666215,0.0,104143.43046810794
2021-06-03,515030,-0.004298764105319708,0.0,103695.74242740677
2021-06-04,512670,0.012082853855005737,41.47829697096271,104907.20463157249
2021-06-07,501018,-0.0025510204081632404,41.962881852628996,104597.62132974136
2021-06-08,512670,0.011173184357541999,41.839048531896545,105724.47078768704
2021-06-09,501018,0.023076923076922995,42.289788315074816,108121.97647908781
2021-06-10,501018,-0.00877192982456143,0.0,107173.53808892037
2021-06-11,501018,0.005056890012642201,0.0,107715.50288330176
2021-06-15,159995,0.014242878560719596,43.08620115332071,109206.59550882215
2021-06-16,501018,0.018656716417910335,43.68263820352886,111200.34935399215
2021-06-17,513100,-0.0032587442971974134,44.48013974159686,110793.49570994686
2021-06-18,501018,-0.01835985312117494,44.31739828397875,108715.02600364672
2021-06-21,513520,-0.0248397435897435,43.48601040145869,105971.0866229624
2021-06-22,501018,0.014723926380368013,42.38843464918496,107489.0086661973
2021-06-23,501018,0.006045949214026569,0.0,108138.8817536592
2021-06-24,501018,0.0012019230769231282,0.0,108268.85637115157
2021-06-25,516110,-0.003314001657000798,43.30754254846063,107866.74565918754
2021-06-28,516110,0.013300083125519446,0.0,109301.382342934
2021-06-29,516110,-0.01968826907301069,0.0,107149.42731731429
2021-06-30,516110,0.0008368200836819106,0.0,107239.09211004843
2021-07-01,515790,-0.03325942350332589,42.89563684401937,103629.48609260414
2021-07-02,159885,-0.01720269259536278,41.45179443704166,101805.3281051006
2021-07-05,159885,0.011415525114155223,0.0,102967.4893848392
2021-07-06,501018,0.016470588235294237,41.18699575393568,104622.23750836498
2021-07-07,501018,-0.01851851851851849,0.0,102684.78866561748
2021-07-08,513100,-0.0018296401707662557,41.073915466246994,102455.83853588198
2021-07-09,513100,-0.0014256619144603633,0.0,102309.77114896727
2021-07-12,513500,0.008666164280331623,40.92390845958691,103155.48052476776
2021-07-13,513100,0.001216051884880498,41.262192209907106,103239.66074908574
2021-07-14,516960,-0.019071310116086204,41.295864299634296,101229.44929836076
2021-07-15,516960,0.030431107354184306,0.0,104309.97353736413
2021-07-16,516960,-0.033634126333059955,0.0,100801.59870961029
2021-07-19,159870,-0.014018691588785215,40.32063948384412,99348.17154615992
2021-07-20,159985,-0.003007518796992459,39.739268618463974,99009.64078416956
2021-07-21,518880,-0.003774602318684317,39.603856313667826,98596.31490817986
2021-07-22,159985,-0.014426727410781992,39.43852596327195,97134.45422332866
2021-07-23,159885,0.0,38.85378168933147,97095.60044163933
2021-07-26,516070,-0.013437057991513401,38.83824017665573,95752.08298760754
2021-07-27,159980,0.0042613636363635354,38.30083319504302,96121.81659896196
2021-07-28,159980,-0.0021216407355020284,0.0,95917.88063729515
2021-07-29,159980,0.00425230333097093,0.0,96325.7525606288
2021-07-30,159980,0.004234297812279575,0.0,96733.62448396246
2021-08-02,159980,-0.0014054813773717312,0.0,96597.66717618458
2021-08-03,159980,-0.018296973961998586,0.0,94830.22217507212
2021-08-04,512670,0.028059990324141193,37.93208887002885,97453.22520287077
2021-08-05,512670,0.04188235294117648,0.0,101534.79557607336
