date,time,value,positions,symbol
2020-01-02,15:10:00,998546.1,512400.XSHG:1354100:996617.60,512400
2020-01-03,15:10:00,1014790.1,512400.XSHG:1353900:1012717.20,512400
2020-01-06,15:10:00,1029981.85,512880.XSHG:983700:1027966.50,512880
2020-01-07,15:10:00,1035940.75,512980.XSHG:1108200:1033950.60,512980
2020-01-08,15:10:00,1012423.87,512880.XSHG:989600:1010381.60,512880
2020-01-09,15:10:00,1034326.23,512980.XSHG:1122100:1032332.00,512980
2020-01-10,15:10:00,1025387.41,512100.XSHG:1364500:1023375.00,512100
2020-01-13,15:10:00,1039027.01,512100.XSHG:1364400:1036944.00,512100
2020-01-14,15:10:00,1036298.21,512100.XSHG:1364400:1034215.20,512100
2020-01-15,15:10:00,1039638.07,512980.XSHG:1125400:1037618.80,512980
2020-01-16,15:10:00,1021651.65,512400.XSHG:1350500:1019627.50,512400
2020-01-17,15:10:00,1018945.25,512400.XSHG:1350400:1016851.20,512400
2020-01-20,15:10:00,1033563.2,512480.XSHG:588800:1031577.60,512480
2020-01-21,15:10:00,1024083.44,159915.XSHE:540200:1022058.40,159915
2020-01-22,15:10:00,1047620.97,515050.XSHG:899100:1045653.30,515050
2020-01-23,15:10:00,1000443.93,159949.XSHE:1404400:998528.40,159949
2020-02-03,15:10:00,933985.84,518880.XSHG:264800:932096.00,518880
2020-02-04,15:10:00,926571.44,518880.XSHG:264800:924681.60,518880
2020-02-05,15:10:00,920481.04,518880.XSHG:264800:918591.20,518880
2020-02-06,15:10:00,912884.47,513100.XSHG:247300:910558.60,513100
2020-02-07,15:10:00,919550.97,513100.XSHG:247400:917606.60,513100
2020-02-10,15:10:00,925241.17,513100.XSHG:247400:923296.80,513100
2020-02-11,15:10:00,959629.77,513100.XSHG:247400:957685.40,513100
2020-02-12,15:10:00,984362.07,513100.XSHG:247300:982028.30,513100
2020-02-13,15:10:00,1019598.46,512170.XSHG:699900:1017654.60,512170
2020-02-14,15:10:00,1015395.06,512170.XSHG:699800:1013310.40,512170
2020-02-17,15:10:00,1048980.16,512170.XSHG:699700:1046751.20,512170
2020-02-18,15:10:00,1053878.06,512170.XSHG:699700:1051649.10,512170
2020-02-19,15:10:00,1030787.96,512170.XSHG:699700:1028559.00,512170
2020-02-20,15:10:00,1051024.95,159949.XSHE:1290300:1049013.90,159949
2020-02-21,15:10:00,1070375.85,159949.XSHE:1290100:1068202.80,159949
2020-02-24,15:10:00,1089842.81,159915.XSHE:499300:1087475.40,159915
2020-02-25,15:10:00,1098330.91,159915.XSHE:499300:1095963.50,159915
2020-02-26,15:10:00,1049724.51,159967.XSHE:716500:1047523.00,159967
2020-02-27,15:10:00,1056555.31,512670.XSHG:846300:1054489.80,512670
2020-02-28,15:10:00,994794.07,518880.XSHG:274000:992702.00,518880
2020-03-02,15:10:00,970858.65,511880.XSHG:9600:965424.00,511880
2020-03-03,15:10:00,970569.25,159985.XSHE:1000700:968677.60,159985
2020-03-04,15:10:00,970564.65,159985.XSHE:1000600:968580.80,159985
2020-03-05,15:10:00,971565.25,159985.XSHE:1000600:969581.40,159985
2020-03-06,15:10:00,963808.75,515050.XSHG:780100:961863.30,515050
2020-03-09,15:10:00,920728.63,512170.XSHG:584500:918834.00,512170
2020-03-10,15:10:00,919339.93,511880.XSHG:9100:915332.60,511880
2020-03-11,15:10:00,921318.25,518880.XSHG:252000:919296.00,518880
2020-03-12,15:10:00,909949.86,511880.XSHG:9000:905589.00,511880
2020-03-13,15:10:00,909985.86,511880.XSHG:9000:905625.00,511880
2020-03-16,15:10:00,899569.28,159985.XSHE:936200:897815.80,159985
2020-03-17,15:10:00,900500.58,159985.XSHE:936100:898656.00,159985
2020-03-18,15:10:00,898628.38,159985.XSHE:936100:896783.80,159985
2020-03-19,15:10:00,890026.07,511880.XSHG:8800:885808.00,511880
2020-03-20,15:10:00,890846.66,159985.XSHE:910000:889070.00,159985
2020-03-23,15:10:00,938160.26,159985.XSHE:909900:936287.10,159985
2020-03-24,15:10:00,925421.66,159985.XSHE:909900:923548.50,159985
