date,dt_ths,code,mode_ths,shares_ths,minute_volume_ths,cap_shares_ths,participation_ths,splits_ths,target_value_ths,dt_jq,mode_jq,shares_jq,minute_volume_jq,cap_shares_jq,participation_jq,splits_jq,target_value_jq,_merge
2025-08-01,,159509,,,,,,,,2025-08-01 14:40:00,force,16115400.0,3401915.0,850400.0,0.25,5.0,28572604.2,right_only
2025-08-04,,518880,,,,,,,,2025-08-04 14:40:00,force,3791000.0,3466100.0,866500.0,0.25,5.0,28212622.0,right_only
2025-08-05,,159509,,,,,,,,2025-08-05 13:40:00,trend,15732600.0,1359200.0,339800.0,0.25,5.0,28271482.2,right_only
2025-08-07,,159583,,,,,,,,2025-08-07 13:11:00,trend,19263800.0,12000.0,3000.0,0.25,5.0,28510424.0,right_only
2025-08-11,,159509,,,,,,,,2025-08-11 13:40:00,trend,15804500.0,146200.0,36500.0,0.25,5.0,29269934.0,right_only
2025-08-18,,159363,,,,,,,,2025-08-18 13:11:00,trend,43084700.0,1686800.0,421700.0,0.25,5.0,30805560.5,right_only
2025-08-19,,588790,,,,,,,,2025-08-19 13:11:00,trend,44578000.0,1002500.0,250600.0,0.25,5.0,31650380.0,right_only
2025-08-21,,588200,,,,,,,,2025-08-21 13:11:00,trend,17493900.0,1985400.0,496300.0,0.25,5.0,32678605.2,right_only
2025-08-22,,588220,,,,,,,,2025-08-22 13:11:00,trend,27988300.0,525200.0,131300.0,0.25,5.0,35237269.7,right_only
2025-08-26,,159915,,,,,,,,2025-08-26 13:11:00,trend,13159800.0,5581900.0,1395400.0,0.25,5.0,35926254.0,right_only
2025-08-27,,159667,,,,,,,,2025-08-27 13:11:00,trend,25700800.0,14100.0,3500.0,0.25,5.0,36546537.6,right_only
2025-08-28,,516520,,,,,,,,2025-08-28 14:10:00,trend,28076300.0,130800.0,32700.0,0.25,5.0,35348061.7,right_only
2025-08-29,,159667,,,,,,,,2025-08-29 13:11:00,trend,25312600.0,20600.0,5100.0,0.25,5.0,35943892.0,right_only
2025-09-01,,513310,,,,,,,,2025-09-01 13:40:00,trend,18675800.0,3111000.0,777700.0,0.25,5.0,36361782.6,right_only
2025-09-02,,159840,,,,,,,,2025-09-02 13:11:00,trend,53388900.0,385000.0,96200.0,0.25,5.0,36037507.5,right_only
2025-09-03,,517520,,,,,,,,2025-09-03 13:40:00,trend,20472200.0,1644600.0,411100.0,0.25,5.0,36522404.8,right_only
2025-09-04,,516160,,,,,,,,2025-09-04 14:10:00,trend,15151400.0,164366.0,41000.0,0.25,5.0,35317913.4,right_only
2025-09-05,,161226,,,,,,,,2025-09-05 13:11:00,trend,33206100.0,300600.0,75100.0,0.25,5.0,37423274.7,right_only
2025-09-08,,516520,,,,,,,,2025-09-08 13:11:00,trend,29433200.0,4700.0,1100.0,0.25,5.0,37203564.8,right_only
2025-09-09,,516150,,,,,,,,2025-09-09 14:40:00,force,22029600.0,407900.0,101900.0,0.25,5.0,37031757.6,right_only
2025-09-10,,513310,,,,,,,,2025-09-10 13:11:00,trend,18842500.0,15635300.0,3908800.0,0.25,5.0,36874772.5,right_only
2025-09-12,,512400,,,,,,,,2025-09-12 13:11:00,trend,24959200.0,1930800.0,482700.0,0.25,5.0,39136025.6,right_only
2025-09-16,,159819,,,,,,,,2025-09-16 13:11:00,trend,25684000.0,987500.0,246800.0,0.25,5.0,37704112.0,right_only
2025-09-17,,159363,,,,,,,,2025-09-17 13:40:00,trend,43341200.0,444200.0,111000.0,0.25,5.0,37620161.6,right_only
2025-09-18,,515790,,,,,,,,2025-09-18 13:11:00,trend,41729700.0,1915600.0,478900.0,0.25,5.0,38182675.5,right_only
2025-09-19,,515980,,,,,,,,2025-09-19 13:11:00,trend,21770300.0,607100.0,151700.0,0.25,5.0,37531997.2,right_only
2025-09-22,,515880,,,,,,,,2025-09-22 13:11:00,trend,14209200.0,939300.0,234800.0,0.25,5.0,38393258.4,right_only
2025-09-23,,517520,,,,,,,,2025-09-23 13:11:00,trend,20149700.0,1048700.0,262100.0,0.25,5.0,37720238.4,right_only
2025-09-24,,159915,,,,,,,,2025-09-24 13:11:00,trend,12060300.0,4465208.0,1116300.0,0.25,5.0,37881402.3,right_only
2025-09-25,,159732,,,,,,,,2025-09-25 13:11:00,trend,32521400.0,1299900.0,324900.0,0.25,5.0,38993158.6,right_only
2025-09-29,,159949,,,,,,,,2025-09-29 13:40:00,trend,24693400.0,618000.0,154500.0,0.25,5.0,37756208.6,right_only
2025-09-30,,159995,,,,,,,,2025-09-30 14:30:00,trend,20037400.0,1502237.0,375500.0,0.25,5.0,37950835.6,right_only
2025-10-09,,159949,,,,,,,,2025-10-09 13:40:00,trend,25665700.0,1230300.0,307500.0,0.25,5.0,40064157.7,right_only
2025-10-10,,513330,,,,,,,,2025-10-10 14:40:00,force,63883900.0,8004400.0,2001100.0,0.25,5.0,38074804.4,right_only
2025-10-13,,161226,,,,,,,,2025-10-13 13:11:00,trend,27671800.0,1203100.0,300700.0,0.25,5.0,36637463.2,right_only
2025-10-14,,159509,,,,,,,,2025-10-14 14:40:00,force,19900400.0,3245700.0,811400.0,0.25,5.0,40397812.0,right_only
2025-10-15,,518880,,,,,,,,2025-10-15 13:11:00,trend,4515800.0,2370800.0,592700.0,0.25,5.0,41310538.4,right_only
2025-10-17,,159502,,,,,,,,2025-10-17 14:10:00,trend,38021900.0,16800.0,4200.0,0.25,5.0,43230900.3,right_only
2025-10-22,,513310,,,,,,,,2025-10-22 13:11:00,trend,18456900.0,2638600.0,659600.0,0.25,5.0,44056620.3,right_only
2025-10-23,,159509,,,,,,,,2025-10-23 13:40:00,trend,19859600.0,3022300.0,755500.0,0.25,5.0,43651400.8,right_only
2025-10-24,,159502,,,,,,,,2025-10-24 14:10:00,trend,38977700.0,8111698.0,2027900.0,0.25,5.0,44395600.3,right_only
2025-11-04,,159509,,,,,,,,2025-11-04 13:11:00,trend,20324900.0,916300.0,229000.0,0.25,5.0,45466801.3,right_only
2025-11-05,,159985,,,,,,,,2025-11-05 13:40:00,trend,22706000.0,1062500.0,265600.0,0.25,5.0,44798938.0,right_only
2025-11-06,,159509,,,,,,,,2025-11-06 13:11:00,trend,19737800.0,3420600.0,855100.0,0.25,5.0,44844281.6,right_only
2025-11-07,,513520,,,,,,,,2025-11-07 13:11:00,trend,23094300.0,558700.0,139600.0,0.25,5.0,44271773.1,right_only
2025-11-10,,513310,,,,,,,,2025-11-10 14:30:00,trend,16742900.0,2727700.0,681900.0,0.25,5.0,45055143.9,right_only
2025-11-12,,513290,,,,,,,,2025-11-12 14:10:00,trend,30525900.0,93900.0,23400.0,0.25,5.0,45056228.4,right_only
2025-11-14,,516160,,,,,,,,2025-11-14 13:11:00,trend,14559500.0,282400.0,70600.0,0.25,5.0,45047093.0,right_only
2025-11-17,,513290,,,,,,,,2025-11-17 13:40:00,trend,29636500.0,206200.0,51500.0,0.25,5.0,44514023.0,right_only
2025-11-21,,159502,,,,,,,,2025-11-21 13:11:00,trend,35835100.0,142700.0,35600.0,0.25,5.0,43037955.1,right_only
2025-11-24,,513290,,,,,,,,2025-11-24 13:11:00,trend,29392600.0,931900.0,232900.0,0.25,5.0,44265255.6,right_only
2025-12-01,,161226,,,,,,,,2025-12-01 14:10:00,trend,29205500.0,658330.0,164500.0,0.25,5.0,46582772.5,right_only
2025-12-03,,159502,,,,,,,,2025-12-03 13:11:00,trend,38268800.0,1424600.0,356100.0,0.25,5.0,48754451.2,right_only
2025-12-11,,159583,,,,,,,,2025-12-11 13:40:00,trend,40345000.0,153400.0,38300.0,0.25,5.0,50350560.0,right_only
2025-12-12,,159502,,,,,,,,2025-12-12 13:11:00,trend,37591700.0,643600.0,160900.0,0.25,5.0,49809002.5,right_only
2025-12-15,,159206,,,,,,,,2025-12-15 13:11:00,trend,35932300.0,3883400.0,970800.0,0.25,5.0,49874032.4,right_only
2025-12-16,,518880,,,,,,,,2025-12-16 13:11:00,trend,5312300.0,1953100.0,488200.0,0.25,5.0,49117525.8,right_only
2025-12-18,,515880,,,,,,,,2025-12-18 13:11:00,trend,16782700.0,892800.0,223200.0,0.25,5.0,49542530.4,right_only
2025-12-19,,159980,,,,,,,,2025-12-19 13:11:00,trend,26021500.0,102700.0,25600.0,0.25,5.0,49727086.5,right_only
2025-12-23,,515880,,,,,,,,2025-12-23 13:40:00,trend,16389800.0,421800.0,105400.0,0.25,5.0,50365855.4,right_only
2025-12-24,,159363,,,,,,,,2025-12-24 13:11:00,trend,51635100.0,2059800.0,514900.0,0.25,5.0,50757303.3,right_only
2025-12-26,,159638,,,,,,,,2025-12-26 13:11:00,trend,50208100.0,564500.0,141100.0,0.25,5.0,50459140.5,right_only
2025-12-29,,515880,,,,,,,,2025-12-29 14:40:00,force,16649400.0,1036300.0,259000.0,0.25,5.0,51646438.8,right_only
2025-12-30,,159227,,,,,,,,2025-12-30 14:30:00,trend,38895600.0,1499300.0,374800.0,0.25,5.0,51536670.0,right_only
2026-01-05,,512670,,,,,,,,2026-01-05 13:11:00,trend,58346500.0,112300.0,28000.0,0.25,5.0,54087205.5,right_only
2026-01-06,,159583,,,,,,,,2026-01-06 13:11:00,trend,41253200.0,308500.0,77100.0,0.25,5.0,54495477.2,right_only
2026-01-07,,561330,,,,,,,,2026-01-07 14:10:00,trend,26835800.0,262000.0,65500.0,0.25,5.0,55362255.4,right_only
2026-01-09,,561980,,,,,,,,2026-01-09 13:40:00,trend,24008900.0,312600.0,78100.0,0.25,5.0,56228843.8,right_only
2026-01-12,,159870,,,,,,,,2026-01-12 13:11:00,trend,67095800.0,4740100.0,1185000.0,0.25,5.0,56897238.4,right_only
2026-01-13,,159256,,,,,,,,2026-01-13 14:40:00,force,48071600.0,2007300.0,501800.0,0.25,5.0,57301347.2,right_only
2026-01-14,,159870,,,,,,,,2026-01-14 13:40:00,trend,69654400.0,1453200.0,363300.0,0.25,5.0,59693820.8,right_only
2026-01-15,,510500,,,,,,,,2026-01-15 13:40:00,trend,7265400.0,5213600.0,1303400.0,0.25,5.0,60281023.8,right_only
2026-01-16,,562500,,,,,,,,2026-01-16 13:40:00,trend,54475300.0,4193900.0,1048400.0,0.25,5.0,60413107.7,right_only
2026-01-19,,159870,,,,,,,,2026-01-19 13:11:00,trend,68920900.0,4149249.0,1037300.0,0.25,5.0,60857154.7,right_only
2026-01-21,,518880,,,,,,,,2026-01-21 13:11:00,trend,5965100.0,3094800.0,773700.0,0.25,5.0,62269678.9,right_only
2026-01-23,,159980,,,,,,,,2026-01-23 13:11:00,trend,29530400.0,400400.0,100100.0,0.25,5.0,63254116.8,right_only
2026-01-26,,562500,,,,,,,,2026-01-26 14:30:00,trend,57756700.0,2547000.0,636700.0,0.25,5.0,63936666.9,right_only
2026-01-27,,515400,,,,,,,,2026-01-27 13:11:00,trend,59125300.0,235600.0,58900.0,0.25,5.0,62968444.5,right_only
2026-01-28,,516190,,,,,,,,2026-01-28 13:11:00,trend,44921900.0,141900.0,35400.0,0.25,5.0,64193395.1,right_only
2026-01-29,,159995,,,,,,,,2026-01-29 14:40:00,force,33148200.0,1583400.0,395800.0,0.25,5.0,66031214.4,right_only
2026-01-30,,588790,,,,,,,,2026-01-30 13:11:00,trend,72214300.0,1344900.0,336200.0,0.25,5.0,66509370.3,right_only
2026-02-02,,159985,,,,,,,,2026-02-02 13:11:00,trend,32599700.0,70300.0,17500.0,0.25,5.0,64743004.2,right_only
2026-02-03,,520830,,,,,,,,2026-02-03 13:11:00,trend,68267000.0,42600.0,10600.0,0.25,5.0,64717116.0,right_only
2026-02-04,,513520,,,,,,,,2026-02-04 13:40:00,trend,33812000.0,307000.0,76700.0,0.25,5.0,64378048.0,right_only
2026-02-05,,159518,,,,,,,,2026-02-05 14:30:00,trend,63948900.0,52400.0,13100.0,0.25,5.0,63245462.1,right_only
2026-02-10,,513310,,,,,,,,2026-02-10 13:40:00,trend,18492200.0,1277500.0,319300.0,0.25,5.0,64648731.2,right_only
2026-02-11,,501018,,,,,,,,2026-02-11 14:10:00,trend,44931600.0,1482701.0,370600.0,0.25,5.0,63443419.2,right_only
2026-02-12,,513310,,,,,,,,2026-02-12 14:10:00,trend,17477700.0,16865367.0,4216300.0,0.25,5.0,61346727.0,right_only
2026-02-26,,513350,,,,,,,,2026-02-26 13:11:00,trend,64593100.0,4695800.0,1173900.0,0.25,5.0,73506947.8,right_only
2026-03-02,,561360,,,,,,,,2026-03-02 13:11:00,trend,47612700.0,10620900.0,2655200.0,0.25,5.0,81417717.0,right_only
2026-03-03,,513520,,,,,,,,2026-03-03 14:40:00,force,45301700.0,517800.0,129400.0,0.25,5.0,91101718.7,right_only
2026-03-04,,159985,,,,,,,,2026-03-04 14:30:00,trend,41939600.0,2331100.0,582700.0,0.25,5.0,87360186.8,right_only
2026-03-12,,159611,,,,,,,,2026-03-12 13:11:00,trend,80838200.0,2247400.0,561800.0,0.25,5.0,96278296.2,right_only
2026-03-13,,515220,,,,,,,,2026-03-13 13:11:00,trend,72466800.0,1431500.0,357800.0,0.25,5.0,96598244.4,right_only
2026-03-16,,515220,,,,,,,,2026-03-16 13:11:00,trend,72113400.0,2287500.0,571800.0,0.25,5.0,93675306.6,right_only
2026-03-17,,159611,,,,,,,,2026-03-17 14:40:00,force,80076600.0,780300.0,195000.0,0.25,5.0,91207247.4,right_only
2026-03-18,,159985,,,,,,,,2026-03-18 14:10:00,trend,40240500.0,782100.0,195500.0,0.25,5.0,90661846.5,right_only
2026-03-19,,159518,,,,,,,,2026-03-19 13:11:00,trend,74039900.0,20968800.0,5242200.0,0.25,5.0,90402717.9,right_only
2026-03-20,,159985,,,,,,,,2026-03-20 13:11:00,trend,43764400.0,19270000.0,4817500.0,0.25,5.0,98907544.0,right_only
2026-03-25,,511880,,,,,,,,2026-03-25 14:40:00,force,963600.0,1536000.0,384000.0,0.25,5.0,96635589.6,right_only
2026-03-31,,520830,,,,,,,,2026-03-31 14:10:00,trend,104466000.0,1160400.0,290100.0,0.25,5.0,96631050.0,right_only
2026-04-02,,512800,,,,,,,,2026-04-02 14:30:00,trend,120731700.0,994800.0,248700.0,0.25,5.0,97068286.8,right_only
2026-04-09,,513120,,,,,,,,2026-04-09 13:40:00,trend,75236300.0,5526800.0,1381700.0,0.25,5.0,96678645.5,right_only
2026-04-13,,515880,,,,,,,,2026-04-13 13:40:00,trend,78352100.0,5084300.0,1271000.0,0.25,5.0,95354505.7,right_only
2026-04-17,,159967,,,,,,,,2026-04-17 14:10:00,trend,130604200.0,936200.0,234000.0,0.25,5.0,102654901.2,right_only
2026-04-20,,159363,,,,,,,,2026-04-20 13:11:00,trend,79331900.0,4849000.0,1212200.0,0.25,5.0,102972806.2,right_only
2026-04-21,,562800,,,,,,,,2026-04-21 13:40:00,trend,88662300.0,336500.0,84100.0,0.25,5.0,100543048.2,right_only
2026-04-22,,159819,,,,,,,,2026-04-22 13:11:00,trend,57373700.0,2586300.0,646500.0,0.25,5.0,100576096.1,right_only
2026-04-23,,159509,,,,,,,,2026-04-23 13:11:00,trend,43552700.0,1370100.0,342500.0,0.25,5.0,100476078.9,right_only
2026-04-24,,159949,,,,,,,,2026-04-24 13:40:00,trend,56754700.0,3628800.0,907200.0,0.25,5.0,99831517.3,right_only
2026-04-27,,561980,,,,,,,,2026-04-27 13:11:00,trend,39943800.0,609200.0,152300.0,0.25,5.0,99460062.0,right_only
2026-04-28,,159516,,,,,,,,2026-04-28 13:11:00,trend,102211600.0,5192600.0,1298100.0,0.25,5.0,100371791.2,right_only
2026-04-29,,513100,,,,,,,,2026-04-29 13:40:00,trend,50293900.0,726100.0,181500.0,0.25,5.0,98576044.0,right_only
2026-04-30,,159949,,,,,,,,2026-04-30 13:11:00,trend,56123400.0,1419000.0,354700.0,0.25,5.0,98777184.0,right_only
2026-05-06,,588790,,,,,,,,2026-05-06 14:40:00,force,109214600.0,730600.0,182600.0,0.25,5.0,102443294.8,right_only
2026-05-07,,159949,,,,,,,,2026-05-07 13:11:00,trend,56830200.0,4473100.0,1118200.0,0.25,5.0,104169756.6,right_only
2026-05-13,,159915,,,,,,,,2026-05-13 13:11:00,trend,27273100.0,6366300.0,1591500.0,0.25,5.0,109092400.0,right_only
2026-05-15,,513100,,,,,,,,2026-05-15 14:40:00,force,51368900.0,2286300.0,571500.0,0.25,5.0,107566476.6,right_only
2026-05-19,,511880,,,,,,,,2026-05-19 14:40:00,force,1041100.0,273500.0,68300.0,0.25,5.0,104587864.9,right_only
2026-05-21,,159509,,,,,,,,2026-05-21 13:11:00,trend,40201900.0,3290400.0,822600.0,0.25,5.0,104565141.9,right_only
2026-05-26,,515980,,,,,,,,2026-05-26 13:11:00,trend,92154000.0,1427700.0,356900.0,0.25,5.0,107175102.0,right_only
2026-05-27,,159819,,,,,,,,2026-05-27 14:30:00,trend,53172900.0,786500.0,196600.0,0.25,5.0,107356085.1,right_only
2026-05-28,,159967,,,,,,,,2026-05-28 13:11:00,trend,114374900.0,7595900.0,1898900.0,0.25,5.0,105568032.7,right_only
2026-05-29,,515880,,,,,,,,2026-05-29 13:11:00,trend,66802600.0,10991600.0,2747900.0,0.25,5.0,108754632.8,right_only
2026-06-01,,513100,,,,,,,,2026-06-01 13:11:00,trend,43966300.0,19302148.0,4825500.0,0.25,5.0,104639794.0,right_only
2026-06-04,,159732,,,,,,,,2026-06-04 13:11:00,trend,62672200.0,420900.0,105200.0,0.25,5.0,101403619.6,right_only
2026-06-05,,159967,,,,,,,,2026-06-05 14:40:00,force,109672100.0,27156600.0,6789100.0,0.25,5.0,100349971.5,right_only
2026-06-08,,511880,,,,,,,,2026-06-08 14:40:00,force,974300.0,390600.0,97600.0,0.25,5.0,97930790.2,right_only
2026-06-09,,513520,,,,,,,,2026-06-09 13:11:00,trend,41347700.0,6153400.0,1538300.0,0.25,5.0,97911353.6,right_only
2026-06-10,,511880,,,,,,,,2026-06-10 14:40:00,force,932900.0,621100.0,155200.0,0.25,5.0,93773242.2,right_only
2026-06-15,,513520,,,,,,,,2026-06-15 13:11:00,trend,38497600.0,6185700.0,1546400.0,0.25,5.0,93741656.0,right_only
2026-06-23,,562590,,,,,,,,2026-06-23 13:40:00,trend,28664100.0,375500.0,93800.0,0.25,5.0,94964163.3,right_only
2026-06-24,,588220,,,,,,,,2026-06-24 13:11:00,trend,48249600.0,972400.0,243100.0,0.25,5.0,99249427.2,right_only
2026-06-26,,159667,,,,,,,,2026-06-26 13:11:00,trend,111940400.0,897900.0,224400.0,0.25,5.0,99403075.2,right_only
2026-06-29,,159502,,,,,,,,2026-06-29 13:40:00,trend,57529300.0,844200.0,211000.0,0.25,5.0,95038403.6,right_only
2026-07-01,,159667,,,,,,,,2026-07-01 14:10:00,trend,101780800.0,764300.0,191000.0,0.25,5.0,92111624.0,right_only
2026-07-03,,513290,,,,,,,,2026-07-03 13:40:00,trend,50492400.0,2880700.0,720100.0,0.25,5.0,89220070.8,right_only
2026-07-06,,513400,,,,,,,,2026-07-06 13:11:00,trend,65795100.0,2586800.0,646700.0,0.25,5.0,88494409.5,right_only
