trade_date,target_symbol,held_symbol,shares,cash,position_value,equity
2022-03-31,159985,159985,1570700,4767.518497711513,2497413.0,2502180.5184977115
2022-04-01,513030,513030,2277100,4608.683128962759,2370461.0999999996,2375069.7831289624
2022-04-06,511880,511880,23100,8411.889938826207,2324506.8,2332918.689938826
2022-04-07,159980,159980,1378000,4590.6539899865165,2327442.0,2332032.6539899865
2022-04-08,511880,511880,23200,5337.837846530601,2335172.8,2340510.6378465304
2022-04-11,511880,511880,23200,5337.837846530601,2335335.2,2340673.037846531
2022-04-12,511880,511880,23200,5337.837846530601,2335219.2,2340557.037846531
2022-04-13,511880,511880,23200,5337.837846530601,2335335.2,2340673.037846531
2022-04-14,511880,511880,23200,5337.837846530601,2335497.6,2340835.4378465307
2022-04-15,511880,511880,23200,5337.837846530601,2335915.2,2341253.037846531
2022-04-18,159980,159980,1347400,4613.558211562224,2336391.6,2341005.1582115623
2022-04-19,159980,159980,1347400,4613.558211562224,2351213.0,2355826.558211562
2022-04-20,159980,159980,1347400,4613.558211562224,2333696.8,2338310.358211562
2022-04-21,159980,159980,1347400,4613.558211562224,2332349.4,2336962.958211562
2022-04-22,518880,518880,595000,4542.00936631253,2350845.0,2355387.0093663125
2022-04-25,518880,518880,595000,4542.00936631253,2334780.0,2339322.0093663125
2022-04-26,511880,511880,22900,11472.013707010541,2306465.1,2317937.1137070106
2022-04-27,511880,511880,22900,11472.013707010541,2306625.4,2318097.4137070104
2022-04-28,511880,511880,22900,11472.013707010541,2307175.0,2318647.0137070105
2022-04-29,511880,511880,22900,11472.013707010541,2307839.1,2319311.1137070106
2022-05-05,511880,511880,22900,11472.013707010541,2307610.1,2319082.1137070106
2022-05-06,511880,511880,22900,11472.013707010541,2308182.6,2319654.6137070106
2022-05-09,501018,501018,1747500,4444.684567725286,2327670.0,2332114.6845677253
2022-05-10,501018,501018,1746000,4204.124346609227,2217420.0,2221624.124346609
2022-05-11,511880,511880,21900,9375.599173581228,2207651.4,2217026.999173581
2022-05-12,511880,511880,21900,9375.599173581228,2207804.7,2217180.2991735814
2022-05-13,511880,511880,21900,9375.599173581228,2208308.4,2217683.999173581
2022-05-16,501018,501018,1664700,4323.651075855363,2212386.3,2216709.951075855
2022-05-17,501018,501018,1664700,4323.651075855363,2272315.5,2276639.1510758554
2022-05-18,501018,501018,1664700,4323.651075855363,2235692.1,2240015.7510758555
2022-05-19,501018,501018,1664700,4323.651075855363,2209056.9,2213380.5510758553
2022-05-20,501018,501018,1664700,4323.651075855363,2197404.0,2201727.6510758554
2022-05-23,501018,501018,1664700,4323.651075855363,2214051.0,2218374.6510758554
2022-05-24,501018,501018,1664700,4323.651075855363,2187415.8000000003,2191739.4510758556
2022-05-25,159985,159985,1368500,4241.449416271411,2219707.0,2223948.4494162714
2022-05-26,501018,501018,1658300,4364.054898348171,2232071.8000000003,2236435.8548983485
2022-05-27,501018,501018,1658300,4364.054898348171,2281820.8,2286184.854898348
2022-05-30,501018,501018,1658300,4364.054898348171,2295087.1999999997,2299451.254898348
2022-05-31,516160,516160,674200,4781.782662184443,2357035.75694165,2361817.5396038345
2022-06-01,159840,159840,2931400,4540.116564525757,2383228.1999999997,2387768.3165645255
2022-06-02,515220,515220,2052300,4737.306067851372,2434578.5895482386,2439315.89561609
2022-06-06,515220,515220,2052300,4737.306067851372,2517123.9498468605,2521861.255914712
2022-06-07,515220,515220,2052300,4737.306067851372,2519162.1068912707,2523899.412959122
2022-06-08,516520,516520,2801800,5123.486613745801,2658908.1999999997,2664031.6866137455
2022-06-09,516520,516520,2801800,5123.486613745801,2574854.2,2579977.686613746
2022-06-10,159605,159605,2953600,4817.632123854477,2557817.6,2562635.2321238546
2022-06-13,512400,512400,1846600,4592.145169814117,2419046.0,2423638.145169814
2022-06-14,562500,562500,3126600,4589.043185238261,2401228.8000000003,2405817.8431852385
2022-06-15,516520,516520,2471300,4554.2851739828475,2362562.8,2367117.0851739827
2022-06-16,516520,516520,2471300,4554.2851739828475,2377390.6,2381944.885173983
2022-06-17,516520,516520,2471300,4554.2851739828475,2394689.6999999997,2399243.9851739826
2022-06-20,516520,516520,2471300,4554.2851739828475,2419402.7,2423956.985173983
2022-06-21,516520,516520,2471300,4554.2851739828475,2402103.6,2406657.885173983
2022-06-22,516520,516520,2471300,4554.2851739828475,2369976.6999999997,2374530.9851739826
2022-06-23,515790,515790,1542500,4859.625650485046,2497307.5,2502167.125650485
2022-06-24,515790,515790,1542500,4859.625650485046,2574432.5,2579292.125650485
2022-06-27,159915,159915,937600,4960.216271252837,2569961.6,2574921.816271253
2022-06-28,159605,159605,2884100,4982.998509014957,2589921.8000000003,2594904.7985090152
2022-06-29,516520,516520,2443900,4826.886031211354,2487890.2,2492717.0860312115
2022-06-30,515170,515170,3013900,4876.574702469632,2552773.3,2557649.8747024694
2022-07-01,515170,515170,3013900,4876.574702469632,2537703.8,2542580.3747024694
2022-07-04,515170,515170,3013900,4876.574702469632,2525648.1999999997,2530524.7747024694
2022-07-05,159967,159967,3560200,4807.097374853678,2506380.8,2511187.8973748535
2022-07-06,159992,159992,2220800,4846.942868933082,2487296.0000000005,2492142.9428689335
2022-07-07,511880,511880,24100,7921.6526816249825,2436365.4,2444287.052681625
2022-07-08,511880,511880,24100,7921.6526816249825,2436558.2,2444479.852681625
2022-07-11,511880,511880,24100,7921.6526816249825,2436726.9,2444648.552681625
2022-07-12,511880,511880,24100,7921.6526816249825,2436847.4,2444769.052681625
2022-07-13,511880,511880,24100,7921.6526816249825,2436799.1999999997,2444720.8526816247
2022-07-14,511880,511880,24100,7921.6526816249825,2436775.1,2444696.752681625
