date,requested,fetched,total_cached
2024-06-05,114,100,114
2024-06-06,114,100,114
2024-06-07,114,100,114
2024-06-11,114,100,114
2024-06-12,114,100,114
2024-06-13,114,100,114
2024-06-14,114,100,114
2024-06-17,114,100,114
2024-06-18,114,100,114
2024-06-19,114,100,114
2024-06-20,114,100,114
2024-06-21,114,100,114
2024-06-24,114,100,114
2024-06-25,114,100,114
2024-06-26,114,100,114
2024-06-27,114,100,114
2024-06-28,114,100,114
2024-07-01,114,100,114
2024-07-02,114,100,114
2024-07-03,114,100,114
2024-07-04,114,100,114
2024-07-05,114,100,114
2024-07-08,114,100,114
2024-07-09,114,100,114
2024-07-10,114,100,114
2024-07-11,114,101,114
2024-07-12,114,101,114
2024-07-15,114,101,114
2024-07-16,114,101,114
2024-07-17,114,101,114
2024-07-18,114,101,114
2024-07-19,114,102,114
2024-07-22,114,102,114
2024-07-23,114,102,114
2024-07-24,114,102,114
2024-07-25,114,102,114
2024-07-26,114,102,114
2024-07-29,114,102,114
2024-07-30,114,102,114
2024-07-31,114,102,114
2024-08-01,114,102,114
2024-08-02,114,102,114
2024-08-05,114,102,114
2024-08-06,114,102,114
2024-08-07,114,102,114
2024-08-08,114,102,114
2024-08-09,114,102,114
2024-08-12,114,102,114
2024-08-13,114,102,114
2024-08-14,114,102,114
2024-08-15,114,102,114
2024-08-16,114,102,114
2024-08-19,114,102,114
2024-08-20,114,102,114
2024-08-21,114,102,114
2024-08-22,114,102,114
2024-08-23,114,102,114
2024-08-26,114,102,114
2024-08-27,114,102,114
2024-08-28,114,102,114
2024-08-29,114,102,114
2024-08-30,114,102,114
2024-09-02,114,102,114
2024-09-03,114,102,114
2024-09-04,114,102,114
2024-09-05,114,102,114
2024-09-06,114,102,114
2024-09-09,114,102,114
2024-09-10,114,102,114
2024-09-11,114,102,114
2024-09-12,114,103,114
2024-09-13,114,103,114
2024-09-18,114,103,114
2024-09-19,114,103,114
2024-09-20,114,103,114
2024-09-23,114,103,114
2024-09-24,114,103,114
2024-09-25,114,103,114
2024-09-26,114,103,114
2024-09-27,114,103,114
2024-09-30,114,103,114
2024-10-08,114,103,114
2024-10-09,114,103,114
2024-10-10,114,103,114
2024-10-11,114,103,114
2024-10-14,114,103,114
2024-10-15,114,103,114
2024-10-16,114,103,114
2024-10-17,114,103,114
2024-10-18,114,103,114
2024-10-21,114,103,114
2024-10-22,114,103,114
2024-10-23,114,103,114
2024-10-24,114,103,114
2024-10-25,114,103,114
2024-10-28,114,103,114
2024-10-29,114,103,114
2024-10-30,114,103,114
2024-10-31,114,103,114
2024-11-01,114,103,114
2024-11-04,114,103,114
2024-11-05,114,103,114
2024-11-06,114,103,114
2024-11-07,114,103,114
2024-11-08,114,103,114
2024-11-11,114,103,114
2024-11-12,114,103,114
2024-11-13,114,103,114
2024-11-14,114,103,114
2024-11-15,114,103,114
2024-11-18,114,103,114
2024-11-19,114,103,114
2024-11-20,114,104,114
2024-11-21,114,104,114
2024-11-22,114,104,114
2024-11-25,114,104,114
2024-11-26,114,104,114
2024-11-27,114,104,114
2024-11-28,114,104,114
2024-11-29,114,104,114
2024-12-02,114,104,114
2024-12-03,114,104,114
2024-12-04,114,104,114
2024-12-05,114,104,114
2024-12-06,114,104,114
2024-12-09,114,104,114
2024-12-10,114,104,114
2024-12-11,114,104,114
2024-12-12,114,104,114
2024-12-13,114,104,114
2024-12-16,114,104,114
2024-12-17,114,104,114
2024-12-18,114,104,114
2024-12-19,114,105,114
2024-12-20,114,105,114
2024-12-23,114,105,114
2024-12-24,114,105,114
2024-12-25,114,105,114
2024-12-26,114,105,114
2024-12-27,114,105,114
2024-12-30,114,105,114
2024-12-31,114,105,114
2025-01-02,114,105,114
2025-01-03,114,105,114
2025-01-06,114,105,114
2025-01-07,114,105,114
2025-01-08,114,105,114
2025-01-09,114,105,114
2025-01-10,114,105,114
2025-01-13,114,106,114
2025-01-14,114,107,114
2025-01-15,114,107,114
2025-01-16,114,107,114
2025-01-17,114,107,114
2025-01-20,114,107,114
2025-01-21,114,107,114
2025-01-22,114,107,114
2025-01-23,114,107,114
2025-01-24,114,107,114
2025-01-27,114,107,114
2025-02-05,114,107,114
2025-02-06,114,107,114
2025-02-07,114,107,114
2025-02-10,114,107,114
2025-02-11,114,107,114
2025-02-12,114,107,114
2025-02-13,114,107,114
2025-02-14,114,107,114
2025-02-17,114,107,114
2025-02-18,114,107,114
2025-02-19,114,107,114
2025-02-20,114,107,114
2025-02-21,114,107,114
2025-02-24,114,107,114
2025-02-25,114,107,114
2025-02-26,114,107,114
2025-02-27,114,107,114
2025-02-28,114,107,114
2025-03-03,114,107,114
2025-03-04,114,107,114
2025-03-05,114,107,114
2025-03-06,114,107,114
2025-03-07,114,107,114
2025-03-10,114,107,114
2025-03-11,114,107,114
2025-03-12,114,107,114
2025-03-13,114,107,114
2025-03-14,114,107,114
2025-03-17,114,107,114
2025-03-18,114,107,114
2025-03-19,114,108,114
2025-03-20,114,108,114
2025-03-21,114,108,114
2025-03-24,114,108,114
2025-03-25,114,108,114
2025-03-26,114,108,114
2025-03-27,114,108,114
2025-03-28,114,108,114
2025-03-31,114,108,114
2025-04-01,114,108,114
2025-04-02,114,108,114
2025-04-03,114,108,114
2025-04-07,114,108,114
2025-04-08,114,108,114
2025-04-09,114,108,114
2025-04-10,114,108,114
2025-04-11,114,109,114
2025-04-14,114,109,114
2025-04-15,114,109,114
2025-04-16,114,109,114
2025-04-17,114,109,114
2025-04-18,114,109,114
2025-04-21,114,109,114
2025-04-22,114,109,114
2025-04-23,114,109,114
2025-04-24,114,109,114
2025-04-25,114,109,114
2025-04-28,114,109,114
2025-04-29,114,109,114
2025-04-30,114,109,114
2025-05-06,114,109,114
2025-05-07,114,109,114
2025-05-08,114,109,114
2025-05-09,114,109,114
2025-05-12,114,109,114
2025-05-13,114,109,114
2025-05-14,114,109,114
2025-05-15,114,109,114
2025-05-16,114,109,114
2025-05-19,114,109,114
2025-05-20,114,109,114
2025-05-21,114,110,114
2025-05-22,114,110,114
2025-05-23,114,110,114
2025-05-26,114,110,114
2025-05-27,114,111,114
2025-05-28,114,111,114
2025-05-29,114,111,114
2025-05-30,114,111,114
2025-06-03,114,111,114
2025-06-04,114,111,114
2025-06-05,114,111,114
2025-06-06,114,111,114
2025-06-09,114,111,114
2025-06-10,114,111,114
2025-06-11,114,111,114
2025-06-12,114,111,114
2025-06-13,114,111,114
2025-06-16,114,111,114
2025-06-17,114,111,114
2025-06-18,114,111,114
2025-06-19,114,111,114
2025-06-20,114,111,114
2025-06-23,114,111,114
2025-06-24,114,111,114
2025-06-25,114,111,114
2025-06-26,114,111,114
2025-06-27,114,111,114
2025-06-30,114,111,114
2025-07-01,114,111,114
2025-07-02,114,111,114
2025-07-03,114,111,114
2025-07-04,114,111,114
2025-07-07,114,111,114
2025-07-08,114,111,114
2025-07-09,114,111,114
2025-07-10,114,111,114
2025-07-11,114,111,114
2025-07-14,114,111,114
2025-07-15,114,111,114
2025-07-16,114,111,114
2025-07-17,114,111,114
2025-07-18,114,111,114
2025-07-21,114,111,114
2025-07-22,114,111,114
2025-07-23,114,111,114
2025-07-24,114,111,114
2025-07-25,114,111,114
2025-07-28,114,111,114
2025-07-29,114,111,114
2025-07-30,114,111,114
2025-07-31,114,111,114
2025-08-01,114,111,114
2025-08-04,114,111,114
2025-08-05,114,111,114
2025-08-06,114,111,114
2025-08-07,114,112,114
2025-08-08,114,112,114
2025-08-11,114,112,114
2025-08-12,114,112,114
2025-08-13,114,112,114
2025-08-14,114,112,114
2025-08-15,114,112,114
2025-08-18,114,112,114
2025-08-19,114,112,114
2025-08-20,114,112,114
2025-08-21,114,112,114
2025-08-22,114,112,114
2025-08-25,114,112,114
2025-08-26,114,112,114
2025-08-27,114,112,114
2025-08-28,114,112,114
2025-08-29,114,112,114
2025-09-01,114,112,114
2025-09-02,114,112,114
2025-09-03,114,112,114
2025-09-04,114,112,114
2025-09-05,114,112,114
2025-09-08,114,112,114
2025-09-09,114,112,114
2025-09-10,114,112,114
2025-09-11,114,112,114
2025-09-12,114,112,114
2025-09-15,114,112,114
2025-09-16,114,112,114
2025-09-17,114,112,114
2025-09-18,114,112,114
2025-09-19,114,112,114
2025-09-22,114,112,114
2025-09-23,114,112,114
2025-09-24,114,112,114
2025-09-25,114,112,114
2025-09-26,114,112,114
2025-09-29,114,112,114
2025-09-30,114,112,114
2025-10-09,114,112,114
2025-10-10,114,112,114
2025-10-13,114,112,114
2025-10-14,114,112,114
2025-10-15,114,112,114
2025-10-16,114,112,114
2025-10-17,114,112,114
2025-10-20,114,112,114
2025-10-21,114,112,114
2025-10-22,114,112,114
2025-10-23,114,112,114
2025-10-24,114,112,114
2025-10-27,114,112,114
2025-10-28,114,112,114
2025-10-29,114,112,114
2025-10-30,114,112,114
2025-10-31,114,112,114
2025-11-03,114,112,114
2025-11-04,114,112,114
2025-11-05,114,112,114
2025-11-06,114,112,114
2025-11-07,114,112,114
2025-11-10,114,112,114
2025-11-11,114,112,114
2025-11-12,114,112,114
2025-11-13,114,112,114
2025-11-14,114,112,114
2025-11-17,114,112,114
2025-11-18,114,112,114
2025-11-19,114,112,114
2025-11-20,114,112,114
2025-11-21,114,112,114
2025-11-24,114,112,114
2025-11-25,114,112,114
2025-11-26,114,112,114
2025-11-27,114,112,114
2025-11-28,114,112,114
2025-12-01,114,112,114
2025-12-02,114,112,114
2025-12-03,114,112,114
2025-12-04,114,112,114
2025-12-05,114,112,114
2025-12-08,114,112,114
2025-12-09,114,112,114
2025-12-10,114,112,114
2025-12-11,114,112,114
2025-12-12,114,112,114
2025-12-15,114,112,114
2025-12-16,114,112,114
2025-12-17,114,112,114
2025-12-18,114,112,114
2025-12-19,114,112,114
2025-12-22,114,112,114
2025-12-23,114,112,114
2025-12-24,114,112,114
2025-12-25,114,112,114
2025-12-26,114,112,114
2025-12-29,114,112,114
2025-12-30,114,112,114
2025-12-31,114,112,114
2026-01-05,114,112,114
2026-01-06,114,112,114
2026-01-07,114,112,114
2026-01-08,114,112,114
2026-01-09,114,112,114
2026-01-12,114,112,114
2026-01-13,114,112,114
2026-01-14,114,112,114
2026-01-15,114,112,114
2026-01-16,114,112,114
2026-01-19,114,112,114
2026-01-20,114,112,114
2026-01-21,114,112,114
2026-01-22,114,112,114
2026-01-23,114,112,114
2026-01-26,114,112,114
2026-01-27,114,112,114
2026-01-28,114,112,114
2026-01-29,114,112,114
2026-01-30,114,112,114
2026-02-02,114,112,114
2026-02-03,114,112,114
2026-02-04,114,112,114
2026-02-05,114,112,114
2026-02-06,114,112,114
2026-02-09,114,112,114
2026-02-10,114,112,114
2026-02-11,114,112,114
2026-02-12,114,112,114
2026-02-13,114,112,114
2026-02-24,114,112,114
2026-02-25,114,112,114
2026-02-26,114,112,114
2026-02-27,114,112,114
2026-03-02,114,112,114
2026-03-03,114,112,114
2026-03-04,114,112,114
2026-03-05,114,112,114
2026-03-06,114,112,114
2026-03-09,114,112,114
2026-03-10,114,112,114
2026-03-11,114,112,114
2026-03-12,114,112,114
2026-03-13,114,112,114
2026-03-16,114,112,114
2026-03-17,114,112,114
2026-03-18,114,112,114
2026-03-19,114,112,114
2026-03-20,114,112,114
2026-03-23,114,112,114
2026-03-24,114,112,114
2026-03-25,114,112,114
2026-03-26,114,112,114
2026-03-27,114,112,114
2026-03-30,114,112,114
2026-03-31,114,112,114
2026-04-01,114,112,114
2026-04-02,114,112,114
2026-04-03,114,112,114
2026-04-07,114,112,114
2026-04-08,114,112,114
2026-04-09,114,112,114
2026-04-10,114,112,114
2026-04-13,114,112,114
2026-04-14,114,112,114
2026-04-15,114,112,114
2026-04-16,114,112,114
2026-04-17,114,112,114
2026-04-20,114,112,114
2026-04-21,114,112,114
2026-04-22,114,112,114
2026-04-23,114,112,114
2026-04-24,114,112,114
2026-04-27,114,112,114
2026-04-28,114,112,114
2026-04-29,114,112,114
2026-04-30,114,112,114
2026-05-06,114,112,114
2026-05-07,114,112,114
2026-05-08,114,112,114
2026-05-11,114,112,114
2026-05-12,114,112,114
2026-05-13,114,112,114
2026-05-14,114,112,114
2026-05-15,114,112,114
2026-05-18,114,112,114
2026-05-19,114,112,114
2026-05-20,114,112,114
2026-05-21,114,112,114
2026-05-22,114,112,114
2026-05-25,114,112,114
2026-05-26,114,112,114
2026-05-27,114,112,114
2026-05-28,114,112,114
2026-05-29,114,112,114
2026-06-01,114,112,114
2026-06-02,114,112,114
2026-06-03,114,112,114
2026-06-04,114,112,114
2026-06-05,114,112,114
2026-06-08,114,112,114
2026-06-09,114,112,114
2026-06-10,114,112,114
2026-06-11,114,112,114
2026-06-12,114,112,114
2026-06-15,114,112,114
2026-06-16,114,112,114
2026-06-17,114,112,114
2026-06-18,114,112,114
2026-06-22,114,112,114
2026-06-23,114,112,114
2026-06-24,114,112,114
2026-06-25,114,112,114
2026-06-26,114,112,114
2026-06-29,114,112,114
2026-06-30,114,112,114
2026-07-01,114,112,114
2026-07-02,114,112,114
2026-07-03,114,112,114
