trade_date,action,symbol,price,shares,notional,cost,entry_mode,trend_slope_pct,minute,execution_mode
2020-01-03,buy,511880,100.15801479999999,9900,991564.3465199999,198.312869304,trend_proxy,0.0008656106217082756,,
2020-02-17,sell,511880,100.434,9900,994296.6,198.85932,,,,daily_close
2020-02-17,buy,159949,0.8010801000000001,1248500,1000148.5048500001,200.02970097000005,trend_proxy,0.08536064874093086,,
2020-02-25,sell,159949,0.854,1248500,1066219.0,213.24380000000002,,,,daily_close
2020-02-25,buy,159915,2.1952195,485400,1065559.5452999999,213.11190906,trend_proxy,0.0777000777000773,,
2020-02-27,sell,159915,2.111,485400,1024679.4000000001,204.93588000000003,,,,daily_close
2020-02-27,buy,512660,0.8710871,1176100,1024485.53831,204.897107662,trend_proxy,-0.037835792659856406,,
2020-03-02,sell,512660,0.853,1176100,1003213.2999999999,200.64266,,,,daily_close
2020-03-02,buy,518880,3.5423541999999997,283100,1002840.47402,200.568094804,trend_proxy,-0.006574621959237377,,
2020-03-03,sell,518880,3.536,283100,1001041.6,200.20832000000001,,,,daily_close
2020-03-03,buy,511880,100.5790569,9900,995732.66331,199.146532662,trend_proxy,0.0006630266503560023,,
2020-03-04,sell,511880,100.571,9900,995652.9,199.13058,,,,daily_close
2020-03-04,buy,159985,0.9680968,1033100,1000140.80408,200.02816081600002,trend_proxy,0.003447087211306451,,
2020-03-06,sell,159985,0.964,1033100,995908.4,199.18168,,,,daily_close
2020-03-06,buy,512880,1.0671066999999999,932900,995503.8404299999,199.100768086,trend_proxy,-0.06433823529411797,,
2020-03-09,sell,512880,1.034,932900,964618.6,192.92372,,,,daily_close
2020-03-09,buy,515050,0.40759150582582576,2366000,964361.5027839037,192.87230055678074,trend_proxy,-0.09649848359525832,,
2020-03-10,sell,515050,0.43323963963963963,2366000,1025044.9873873873,205.00899747747746,,,,daily_close
2020-03-10,buy,518880,3.6123612,283600,1024465.63632,204.89312726400001,trend_proxy,-0.03198976327575154,,
2020-03-11,sell,518880,3.648,283600,1034572.8,206.91456000000002,,,,daily_close
2020-03-11,buy,159985,0.9500949999999999,1088500,1034178.4074999999,206.8356815,trend_proxy,-0.024381748519679558,,
2020-03-12,sell,159985,0.946,1088500,1029721.0,205.94420000000002,,,,daily_close
2020-03-12,buy,518880,3.6083608000000003,285200,1029104.50016,205.82090003200003,trend_proxy,-0.01288422602613637,,
2020-03-13,sell,518880,3.502,285200,998770.3999999999,199.75408,,,,daily_close
2020-03-13,buy,511880,100.6350625,9900,996287.11875,199.25742375000002,trend_proxy,0.000265031422788109,,
2020-03-18,sell,511880,100.656,9900,996494.4,199.29888000000003,,,,daily_close
2020-03-18,buy,159985,0.9580957999999999,1042100,998431.6331799999,199.686326636,trend_proxy,-0.017307026652821172,,
2020-03-20,sell,159985,0.977,1042100,1018131.7,203.62634,,,,daily_close
2020-03-20,buy,511880,100.6890679,10100,1016959.5857899999,203.39191715799998,trend_proxy,0.0006291807404464519,,
2020-03-23,sell,511880,100.692,10100,1016989.2,203.39784,,,,daily_close
2020-03-23,buy,159985,1.0291028999999998,988600,1017371.1269399999,203.47422538799998,trend_proxy,0.09324009324009304,,
2020-03-24,sell,159985,1.015,988600,1003428.9999999999,200.6858,,,,daily_close
2020-03-24,buy,511880,100.6910681,9900,996841.57419,199.368314838,trend_proxy,6.621705287720066e-05,,
2020-03-26,sell,511880,100.684,9900,996771.6,199.35432,,,,daily_close
2020-03-26,buy,159985,1.0051005,997500,1002587.7487499999,200.51754975,trend_proxy,-0.04579653254825011,,
2020-04-02,sell,159985,0.989,997500,986527.5,197.30550000000002,,,,daily_close
2020-04-02,buy,511880,100.7290719,9700,977071.99743,195.414399486,trend_proxy,-3.309504898093193e-05,,
2020-04-03,sell,511880,100.745,9700,977226.5,195.4453,,,,daily_close
2020-04-03,buy,159985,0.9760976,1010000,985858.576,197.17171520000002,trend_proxy,-0.027100271002710175,,
2020-04-08,sell,159985,0.981,1010000,990810.0,198.162,,,,daily_close
2020-04-08,buy,511880,100.76407540000001,9800,987487.9389200001,197.49758778400002,trend_proxy,6.616907522127846e-05,,
2020-04-16,sell,511880,100.791,9800,987751.7999999999,197.55035999999998,,,,daily_close
2020-04-16,buy,159928,0.8059463760526315,1228800,990346.9068934736,198.06938137869471,trend_proxy,-0.001055520371543069,,
2020-04-20,sell,159928,0.8170973684210525,1228800,1004049.2463157893,200.80984926315787,,,,daily_close
2020-04-20,buy,513520,0.9510951,1055200,1003595.54952,200.71910990400002,trend_proxy,0.00350877192982472,,
2020-04-23,sell,513520,0.938,1055200,989777.6,197.95552,,,,daily_close
2020-04-23,buy,513030,0.8570857,1154400,989419.73208,197.88394641600001,trend_proxy,0.0,,
2020-04-27,sell,513030,0.858,1154400,990475.2,198.09504,,,,daily_close
2020-04-27,buy,159980,0.8860886,1117300,990026.79278,198.005358556,trend_proxy,0.02272727272727278,,
2020-04-28,sell,159980,0.881,1117300,984341.3,196.86826000000002,,,,daily_close
2020-04-28,buy,513520,0.9590959,1026000,984032.3934000001,196.80647868000003,trend_proxy,0.020986358866736943,,
2020-04-29,sell,513520,0.98,1026000,1005480.0,201.096,,,,daily_close
2020-04-29,buy,159928,0.8381127502631578,1199100,1004980.9988405525,200.9961997681105,trend_proxy,-0.06764150004973657,,
2020-05-07,sell,159928,0.8548763157894737,1199100,1025082.1902631578,205.01643805263157,,,,daily_close
2020-05-07,buy,159967,0.40022769649289097,2560200,1024662.9485610995,204.9325897122199,trend_proxy,0.009009009009008917,,
2020-05-15,sell,159967,0.40935639810426544,2560200,1048034.2504265404,209.60685008530808,,,,daily_close
2020-05-15,buy,159995,1.1471147,913200,1047545.1440399999,209.50902880799998,trend_proxy,0.1049160671462827,,
2020-05-19,sell,159995,1.157,913200,1056572.4000000001,211.31448000000003,,,,daily_close
2020-05-19,buy,513520,1.0011001,1055000,1056160.6054999998,211.23212109999997,trend_proxy,0.0033333333333329662,,
2020-05-20,sell,513520,0.998,1055000,1052890.0,210.578,,,,daily_close
2020-05-20,buy,159949,0.7960796,1322100,1052496.83916,210.49936783200002,trend_proxy,-0.03726708074534161,,
2020-05-21,sell,159949,0.792,1322100,1047103.2000000001,209.42064000000002,,,,daily_close
2020-05-21,buy,513520,0.9980998,1048600,1046607.45028,209.32149005600002,trend_proxy,-0.006666666666666672,,
2020-05-22,sell,513520,0.99,1048600,1038114.0,207.6228,,,,daily_close
2020-05-22,buy,161226,0.7990799000000001,1298700,1037765.06613,207.55301322600002,trend_proxy,0.0,,
2020-06-02,sell,161226,0.866,1298700,1124674.2,224.93484,,,,daily_close
2020-06-02,buy,513520,1.0851085,1035900,1124063.89515,224.81277903,trend_proxy,0.01853568118628394,,
2020-06-03,sell,513520,1.089,1035900,1128095.0999999999,225.61901999999998,,,,daily_close
2020-06-03,buy,513030,1.0211020999999998,1104300,1127603.0490299999,225.52060980599998,trend_proxy,0.0032679738562091387,,
2020-06-05,sell,513030,1.068,1104300,1179392.4000000001,235.87848000000005,,,,daily_close
2020-06-05,buy,161226,0.8320831999999999,1416800,1178895.47776,235.779095552,trend_proxy,-0.007993605115907224,,
2020-06-09,sell,161226,0.825,1416800,1168860.0,233.77200000000002,,,,daily_close
2020-06-09,buy,513520,1.110111,1052500,1168391.8275000001,233.67836550000004,trend_proxy,0.03950167122455254,,
2020-06-16,sell,513520,1.095,1052500,1152487.5,230.4975,,,,daily_close
2020-06-16,buy,515030,0.9490949,1213800,1152011.38962,230.402277924,trend_proxy,0.046296296296296134,,
2020-06-17,sell,515030,0.935,1213800,1134903.0,226.9806,,,,daily_close
2020-06-17,buy,513030,1.0381038,1092900,1134543.64302,226.90872860400003,trend_proxy,0.0032144005143042165,,
2020-06-23,sell,513030,1.03,1092900,1125687.0,225.1374,,,,daily_close
2020-06-23,buy,515030,0.990099,1136500,1125247.5135,225.04950269999998,trend_proxy,0.013522650439485862,,
2020-06-24,sell,515030,0.988,1136500,1122862.0,224.57240000000002,,,,daily_close
2020-06-24,buy,159949,0.9210921000000001,1218500,1122350.7238500002,224.47014477000005,trend_proxy,-0.0072228241242326225,,
2020-06-29,sell,159949,0.912,1218500,1111272.0,222.2544,,,,daily_close
2020-06-29,buy,159992,1.2581258,883000,1110925.0814,222.18501628,trend_proxy,0.026709401709401615,,
2020-07-01,sell,159992,1.265,883000,1116995.0,223.399,,,,daily_close
2020-07-01,buy,159967,0.46765149981042653,2387500,1116517.9557973933,223.30359115947869,trend_proxy,-0.08614232209737856,,
2020-07-03,sell,159967,0.46949241706161143,2387500,1120913.1457345972,224.18262914691945,,,,daily_close
2020-07-03,buy,159915,2.380238,470700,1120378.0266,224.07560532,trend_proxy,0.04399035050375977,,
2020-07-06,sell,159915,2.45,470700,1153215.0,230.643,,,,daily_close
2020-07-06,buy,515050,0.47459760516516514,2429000,1152797.5829461862,230.55951658923726,trend_proxy,0.14769544181308936,,
2020-07-07,sell,515050,0.4794102102102102,2429000,1164487.4006006005,232.89748012012012,,,,daily_close
2020-07-07,buy,159967,0.49758766848341235,2339200,1163957.074116398,232.79141482327964,trend_proxy,0.1530612244897959,,
2020-07-09,sell,159967,0.5228867298578199,2339200,1223136.6384834123,244.62732769668247,,,,daily_close
2020-07-09,buy,515030,1.1391139,1073200,1222497.03748,244.499407496,trend_proxy,0.07786762503743623,,
2020-07-10,sell,515030,1.138,1073200,1221301.5999999999,244.26031999999998,,,,daily_close
2020-07-10,buy,510500,7.330733,166500,1220567.0445,244.11340890000002,trend_proxy,0.011865644395764688,,
2020-07-13,sell,510500,7.563,166500,1259239.5,251.8479,,,,daily_close
