date,time,target,top10,top10_raw
2023-03-31,13:10:00,159852,"['159852', '159819', '159998', '515980', '515880', '512480', '515400', '515050', '159851', '159995']","159852.SZ:4.5851,159819.SZ:3.7972,159998.SZ:3.6280,515980.SH:3.5208,515880.SH:3.0473,512480.SH:2.5973,515400.SH:2.5950,515050.SH:1.9315,159851.SZ:1.7690,159995.SZ:1.5763"
2023-04-03,13:10:00,159819,"['159819', '515980', '515400', '515880', '512480', '159851', '515050', '159995', '513310', '588080']","159819.SZ:4.9505,515980.SH:4.6569,515400.SH:3.7368,515880.SH:3.4714,512480.SH:3.2700,159851.SZ:2.7177,515050.SH:2.5717,159995.SZ:2.1347,513310.SH:1.9659,588080.SH:1.5379"
2023-04-04,13:10:00,512480,"['512480', '515880', '159851', '515050', '159995', '513310', '588080', '161226', '513100', '159732']","512480.SH:4.3589,515880.SH:4.1101,159851.SZ:4.0318,515050.SH:3.3775,159995.SZ:2.9724,513310.SH:2.5932,588080.SH:2.0874,161226.SZ:1.3024,513100.SH:1.0745,159732.SZ:0.8098"
2023-04-06,13:10:00,159851,"['159851', '515880', '515050', '159995', '513310', '588080', '161226', '159732', '513100', '518880']","159851.SZ:4.7425,515880.SH:4.7286,515050.SH:4.3251,159995.SZ:4.0726,513310.SH:3.0461,588080.SH:2.6309,161226.SZ:1.6348,159732.SZ:1.2212,513100.SH:1.0737,518880.SH:0.7054"
2023-04-07,13:10:00,513310,"['513310', '588080', '161226', '159732', '516520', '513100', '562500', '518880', '159981', '513520']","513310.SH:3.6560,588080.SH:3.2630,161226.SZ:2.0940,159732.SZ:1.7811,516520.SH:1.1034,513100.SH:1.1012,562500.SH:0.8115,518880.SH:0.7018,159981.SZ:0.4661,513520.SH:0.2184"
2023-04-10,13:10:00,513310,"['513310', '588080', '161226', '159732', '516520', '562500', '513100', '513180', '518880', '159981']","513310.SH:4.3990,588080.SH:3.6715,161226.SZ:2.3158,159732.SZ:2.2939,516520.SH:1.6358,562500.SH:1.0286,513100.SH:1.0215,513180.SH:0.6869,518880.SH:0.6045,159981.SZ:0.4278"
2023-04-11,13:10:00,513310,"['513310', '588080', '161226', '159732', '516520', '562500', '513100', '513180', '513330', '518880']","513310.SH:4.4987,588080.SH:3.3917,161226.SZ:2.6199,159732.SZ:2.2874,516520.SH:1.7590,562500.SH:1.0458,513100.SH:0.9340,513180.SH:0.8976,513330.SH:0.7719,518880.SH:0.5501"
2023-04-12,13:10:00,588080,"['588080', '161226', '159732', '516520', '562500', '513180', '513330', '513100', '159667', '512880']","588080.SH:3.7961,161226.SZ:3.1143,159732.SZ:2.9405,516520.SH:2.3640,562500.SH:1.2190,513180.SH:1.1729,513330.SH:0.9446,513100.SH:0.9206,159667.SZ:0.7743,512880.SH:0.5978"
2023-04-13,13:10:00,515400,"['515400', '159852', '161226', '588080', '159732', '516520', '562500', '513180', '159667', '513100']","515400.SH:4.8239,159852.SZ:4.6030,161226.SZ:3.4190,588080.SH:3.3162,159732.SZ:2.8094,516520.SH:2.2118,562500.SH:1.0711,513180.SH:1.0168,159667.SZ:0.9837,513100.SH:0.7746"
2023-04-14,13:10:00,161226,"['161226', '513030', '513100', '501018', '513500', '513290', '518880', '513520', '159980']","161226.SZ:3.6727,513030.SH:0.8032,513100.SH:0.7328,501018.SH:0.6666,513500.SH:0.6104,513290.SH:0.5324,518880.SH:0.5080,513520.SH:0.3085,159980.SZ:0.0355"
2023-04-17,13:10:00,513310,"['513310', '161226', '501018', '513030', '513500', '513100', '513520', '159980']","513310.SH:4.8844,161226.SZ:3.3879,501018.SH:1.2195,513030.SH:1.0803,513500.SH:0.7724,513100.SH:0.6715,513520.SH:0.4422,159980.SZ:0.1211"
2023-04-18,13:10:00,513030,"['513030', '513500', '513290', '513100', '513520', '159980']","513030.SH:1.1953,513500.SH:0.7959,513290.SH:0.7347,513100.SH:0.5626,513520.SH:0.5017,159980.SZ:0.2077"
2023-04-19,13:10:00,513310,"['513310', '513030', '513500', '513290', '513520', '513100', '159980']","513310.SH:3.4456,513030.SH:1.4122,513500.SH:0.8157,513290.SH:0.7652,513520.SH:0.5315,513100.SH:0.4655,159980.SZ:0.3103"
2023-04-20,13:10:00,161226,"['161226', '513030', '513290', '513500', '513520', '159980', '513100']","161226.SZ:2.4774,513030.SH:1.3769,513290.SH:0.8194,513500.SH:0.7487,513520.SH:0.4976,159980.SZ:0.3656,513100.SH:0.3518"
2023-04-21,13:10:00,161226,"['161226', '513290', '513500', '513520']","161226.SZ:2.2892,513290.SH:0.8045,513500.SH:0.6664,513520.SH:0.4681"
2023-04-24,13:10:00,513030,"['513030', '513290', '513500', '513520']","513030.SH:1.2176,513290.SH:0.8285,513500.SH:0.5794,513520.SH:0.4549"
2023-04-25,13:10:00,513030,"['513030', '513290', '513500', '513520']","513030.SH:1.1418,513290.SH:0.8118,513500.SH:0.5064,513520.SH:0.4426"
2023-04-26,13:10:00,513030,"['513030', '513520', '518880']","513030.SH:1.0204,513520.SH:0.3915,518880.SH:0.0611"
2023-04-27,13:10:00,161226,"['161226', '513030', '518880']","161226.SZ:1.0785,513030.SH:0.9339,518880.SH:0.0748"
2023-04-28,13:10:00,513030,"['513030', '513520', '513500', '513100']","513030.SH:0.8704,513520.SH:0.3191,513500.SH:0.2475,513100.SH:0.0238"
2023-05-04,13:10:00,161226,"['161226', '513030', '513520', '518880', '513100']","161226.SZ:0.8441,513030.SH:0.7931,513520.SH:0.3463,518880.SH:0.0753,513100.SH:0.0203"
2023-05-05,13:10:00,161226,"['161226', '513520', '518880', '513100']","161226.SZ:0.8364,513520.SH:0.4013,518880.SH:0.1206,513100.SH:0.0140"
2023-05-08,13:10:00,161226,"['161226', '513030', '513520', '513290', '518880', '513500', '513100']","161226.SZ:0.7802,513030.SH:0.5568,513520.SH:0.4340,513290.SH:0.1736,518880.SH:0.1209,513500.SH:0.0801,513100.SH:0.0291"
2023-05-09,13:10:00,161226,"['161226', '513030', '513520', '513290', '518880', '513500', '513100']","161226.SZ:0.6476,513030.SH:0.4845,513520.SH:0.4454,513290.SH:0.1425,518880.SH:0.1235,513500.SH:0.0738,513100.SH:0.0442"
2023-05-10,13:10:00,161226,"['161226', '513520', '518880', '513290', '513500', '513100']","161226.SZ:0.5166,513520.SH:0.4855,518880.SH:0.1314,513290.SH:0.1292,513500.SH:0.0589,513100.SH:0.0457"
2023-05-11,13:10:00,513520,"['513520', '161226', '518880', '513290', '513100', '513500']","513520.SH:0.4917,161226.SZ:0.4109,518880.SH:0.1433,513290.SH:0.1276,513100.SH:0.0865,513500.SH:0.0688"
2023-05-12,13:10:00,513520,"['513520', '513100', '518880', '513290', '513500']","513520.SH:0.5965,513100.SH:0.1547,518880.SH:0.1314,513290.SH:0.1028,513500.SH:0.0701"
2023-05-15,13:10:00,513520,"['513520', '513100', '518880', '513500', '513290']","513520.SH:0.7415,513100.SH:0.2481,518880.SH:0.1150,513500.SH:0.0868,513290.SH:0.0754"
2023-05-16,13:10:00,513520,"['513520', '513100', '513500', '518880', '513290']","513520.SH:0.9078,513100.SH:0.3929,513500.SH:0.1141,518880.SH:0.1052,513290.SH:0.0891"
2023-05-17,13:10:00,513520,"['513520', '513100', '513500']","513520.SH:1.0785,513100.SH:0.4869,513500.SH:0.1249"
2023-05-18,13:10:00,513520,"['513520', '513100', '513500', '513030']","513520.SH:1.4497,513100.SH:0.6507,513500.SH:0.1600,513030.SH:0.0615"
2023-05-19,13:10:00,513520,"['513520', '513100', '513500', '513030']","513520.SH:2.3827,513100.SH:0.8778,513500.SH:0.2199,513030.SH:0.0920"
2023-05-22,13:10:00,513100,"['513100', '513500', '513030', '513290']","513100.SH:1.1312,513500.SH:0.2981,513030.SH:0.1137,513290.SH:0.0553"
2023-05-23,13:10:00,513100,"['513100', '513500', '513030', '513290']","513100.SH:1.3901,513500.SH:0.3809,513030.SH:0.1329,513290.SH:0.0759"
2023-05-24,13:10:00,513100,"['513100', '513500', '513030', '513290', '518880']","513100.SH:1.4732,513500.SH:0.4069,513030.SH:0.1111,513290.SH:0.0894,518880.SH:0.0138"
2023-05-25,13:10:00,513100,"['513100', '513500']","513100.SH:1.6228,513500.SH:0.4309"
2023-05-26,13:10:00,513100,"['513100', '513500']","513100.SH:1.8662,513500.SH:0.4672"
2023-05-29,13:10:00,513100,"['513100', '513500']","513100.SH:2.3032,513500.SH:0.5759"
2023-05-30,13:10:00,513100,"['513100', '513500', '513310']","513100.SH:2.7568,513500.SH:0.6971,513310.SH:0.0279"
2023-05-31,13:10:00,513100,"['513100', '513500', '513310', '518880']","513100.SH:3.1100,513500.SH:0.7860,513310.SH:0.2124,518880.SH:0.0003"
2023-06-01,13:10:00,513100,"['513100', '513500', '513310']","513100.SH:3.2448,513500.SH:0.8006,513310.SH:0.5333"
2023-06-02,13:10:00,513100,"['513100', '513500', '513310', '513520']","513100.SH:3.4724,513500.SH:0.8538,513310.SH:0.8509,513520.SH:0.3535"
2023-06-05,13:10:00,513100,"['513100', '515880', '513310', '513500', '159732', '515050', '159667', '562500', '516520']","513100.SH:3.5934,515880.SH:1.4239,513310.SH:1.0994,513500.SH:0.9740,159732.SZ:0.6834,515050.SH:0.6619,159667.SZ:0.4103,562500.SH:0.3389,516520.SH:0.3040"
2023-06-06,13:10:00,513100,"['513100', '515880', '513310', '513500', '515050', '159732', '516520', '159667', '562500']","513100.SH:3.6745,515880.SH:2.0462,513310.SH:1.2400,513500.SH:1.0586,515050.SH:0.9493,159732.SZ:0.6427,516520.SH:0.3869,159667.SZ:0.3284,562500.SH:0.2166"
2023-06-07,13:10:00,513100,"['513100', '513500', '513520', '513290', '513030']","513100.SH:3.5589,513500.SH:1.0961,513520.SH:0.4115,513290.SH:0.0195,513030.SH:0.0000"
2023-06-08,13:10:00,513500,"['513500', '513520', '501018', '513290']","513500.SH:1.1327,513520.SH:0.2548,501018.SH:0.0323,513290.SH:0.0166"
2023-06-09,13:10:00,513100,"['513100', '513310', '513500', '513520', '513290', '513030']","513100.SH:2.9318,513310.SH:1.2393,513500.SH:1.1439,513520.SH:0.2220,513290.SH:0.0256,513030.SH:0.0001"
2023-06-12,13:10:00,513100,"['513100', '513310', '513500', '513520', '513290', '513030']","513100.SH:2.7340,513310.SH:1.4526,513500.SH:1.1515,513520.SH:0.2205,513290.SH:0.0332,513030.SH:0.0001"
2023-06-13,13:10:00,513100,"['513100', '513310', '513500', '513520', '513290', '513030']","513100.SH:2.8739,513310.SH:1.7485,513500.SH:1.2540,513520.SH:0.2729,513290.SH:0.0696,513030.SH:0.0094"
2023-06-14,13:10:00,513100,"['513100', '513310', '513500', '513520', '513290', '513030', '159980', '161226', '159985']","513100.SH:2.9708,513310.SH:2.0203,513500.SH:1.3522,513520.SH:0.3254,513290.SH:0.1331,513030.SH:0.0310,159980.SZ:0.0156,161226.SZ:0.0088,159985.SZ:0.0026"
2023-06-15,13:10:00,513100,"['513100', '513310', '513500', '513520', '513290', '159980', '513030', '159985']","513100.SH:3.0315,513310.SH:2.0832,513500.SH:1.4107,513520.SH:0.3272,513290.SH:0.1715,159980.SZ:0.1114,513030.SH:0.0783,159985.SZ:0.0205"
2023-06-16,13:10:00,516510,"['516510', '159869', '515050', '515400', '513100', '513360', '512980', '515980', '516190', '513310']","516510.SH:4.7624,159869.SZ:4.6011,515050.SH:3.6210,515400.SH:3.2390,513100.SH:3.0395,513360.SH:2.9983,512980.SH:2.7764,515980.SH:2.5622,516190.SH:2.3997,513310.SH:2.0853"
2023-06-19,13:10:00,515050,"['515050', '515400', '512980', '513360', '516190', '515980', '513100', '159819', '159852', '513310']","515050.SH:4.5278,515400.SH:4.2634,512980.SH:3.7653,513360.SH:3.5101,516190.SH:3.4177,515980.SH:3.3880,513100.SH:2.9749,159819.SZ:2.7622,159852.SZ:2.2229,513310.SH:2.0762"
2023-06-20,13:10:00,516190,"['516190', '515980', '513360', '159819', '159852', '159998', '513100', '516520', '513310', '159605']","516190.SH:4.8754,515980.SH:4.5164,513360.SH:4.0420,159819.SZ:3.7463,159852.SZ:3.5541,159998.SZ:2.9086,513100.SH:2.7944,516520.SH:2.3023,513310.SH:1.9296,159605.SZ:1.6595"
2023-06-21,13:10:00,159852,"['159852', '159998', '516520', '513100', '159851', '513180', '513310', '513500', '159985', '159732']","159852.SZ:4.2498,159998.SZ:3.3380,516520.SH:2.6213,513100.SH:2.6090,159851.SZ:1.7271,513180.SH:1.4818,513310.SH:1.4647,513500.SH:1.4620,159985.SZ:1.0624,159732.SZ:0.7505"
2023-06-26,13:10:00,516520,"['516520', '513100', '159985', '513500', '513180', '159667', '159980', '513030']","516520.SH:2.4263,513100.SH:2.2943,159985.SZ:1.5173,513500.SH:1.3514,513180.SH:1.2677,159667.SZ:0.8061,159980.SZ:0.6163,513030.SH:0.2282"
2023-06-27,13:10:00,159985,['159985'],159985.SZ:1.8594
2023-06-28,13:10:00,159985,"['159985', '513500']","159985.SZ:2.0384,513500.SH:1.1751"
2023-06-29,13:10:00,159985,"['159985', '513100', '513500', '513030']","159985.SZ:2.0499,513100.SH:1.4495,513500.SH:1.1686,513030.SH:0.4295"
2023-06-30,13:10:00,159985,"['159985', '513100', '513500', '518880']","159985.SZ:2.1971,513100.SH:1.2929,513500.SH:1.1702,518880.SH:0.0012"
2023-07-03,13:10:00,159985,"['159985', '513100', '513500', '513030', '159980', '513520', '513310', '501018', '518880']","159985.SZ:2.8923,513100.SH:1.2099,513500.SH:1.1824,513030.SH:0.5128,159980.SZ:0.3887,513520.SH:0.3715,513310.SH:0.1418,501018.SH:0.0012,518880.SH:0.0011"
2023-07-04,13:10:00,515880,"['515880', '159985', '515050', '159667', '562500', '516520', '513500', '513100', '513180', '513030']","515880.SH:4.8377,159985.SZ:3.4801,515050.SH:2.3015,159667.SZ:1.8156,562500.SH:1.5775,516520.SH:1.2374,513500.SH:1.1627,513100.SH:1.1580,513180.SH:0.9738,513030.SH:0.5063"
2023-07-05,13:10:00,159985,"['159985', '515880', '515050', '159667', '562500', '516520', '513500', '513100', '513180', '515790']","159985.SZ:4.0469,515880.SH:3.7491,515050.SH:2.0268,159667.SZ:2.0062,562500.SH:1.6955,516520.SH:1.2982,513500.SH:1.0835,513100.SH:1.0275,513180.SH:0.7220,515790.SH:0.6514"
2023-07-06,13:10:00,159985,"['159985', '515880', '159667', '515050', '562500', '513500', '513100', '515790', '512660', '512710']","159985.SZ:4.3409,515880.SH:2.7128,159667.SZ:2.0419,515050.SH:1.5907,562500.SH:1.5258,513500.SH:1.0239,513100.SH:0.9544,515790.SH:0.7166,512660.SH:0.7040,512710.SH:0.6717"
2023-07-07,13:10:00,159985,"['159985', '515880', '159667', '562500', '516520', '515050', '513500', '513100', '512710', '512660']","159985.SZ:4.4489,515880.SH:1.8430,159667.SZ:1.7903,562500.SH:1.2986,516520.SH:1.2667,515050.SH:1.2122,513500.SH:0.8935,513100.SH:0.8447,512710.SH:0.7793,512660.SH:0.7427"
2023-07-10,13:10:00,159985,"['159985', '501018', '159980']","159985.SZ:3.9158,501018.SH:0.2191,159980.SZ:0.1841"
2023-07-11,13:10:00,159985,"['159985', '501018', '159980', '513310', '518880']","159985.SZ:4.0202,501018.SH:0.2567,159980.SZ:0.1699,513310.SH:0.0011,518880.SH:0.0000"
2023-07-12,13:10:00,159985,"['159985', '516520', '512710', '159667', '512670', '159732', '512660', '159638', '159981', '562500']","159985.SZ:3.8509,516520.SH:1.2742,512710.SH:1.2489,159667.SZ:1.1930,512670.SH:1.1667,159732.SZ:0.9925,512660.SH:0.8710,159638.SZ:0.8506,159981.SZ:0.8388,562500.SH:0.7403"
2023-07-13,13:10:00,159985,"['159985', '501018', '513500', '513100', '159980', '513030', '513310', '518880']","159985.SZ:3.6007,501018.SH:0.5450,513500.SH:0.4252,513100.SH:0.3728,159980.SZ:0.1672,513030.SH:0.0103,513310.SH:0.0041,518880.SH:0.0038"
2023-07-14,13:10:00,159985,"['159985', '159981', '159732', '512710', '516520', '515220', '512670', '501018', '159667', '159638']","159985.SZ:3.5660,159981.SZ:1.3458,159732.SZ:1.1497,512710.SH:0.9800,516520.SH:0.9565,515220.SH:0.8457,512670.SH:0.8340,501018.SH:0.7290,159667.SZ:0.6390,159638.SZ:0.6013"
2023-07-17,13:10:00,159985,"['159985', '159981', '159732', '501018', '515220', '512710', '516520', '512670', '159825', '159667']","159985.SZ:3.1839,159981.SZ:1.4749,159732.SZ:1.0951,501018.SH:0.8131,515220.SH:0.7141,512710.SH:0.6707,516520.SH:0.6682,512670.SH:0.5549,159825.SZ:0.4474,159667.SZ:0.3991"
2023-07-18,13:10:00,159985,"['159985', '159981', '159732', '501018', '515220', '512710', '159825', '516520', '512670', '513100']","159985.SZ:2.9354,159981.SZ:1.5129,159732.SZ:1.0563,501018.SH:0.9354,515220.SH:0.6679,512710.SH:0.5561,159825.SZ:0.5438,516520.SH:0.5117,512670.SH:0.4377,513100.SH:0.4197"
2023-07-19,13:10:00,159985,"['159985', '501018', '513100', '513500', '159980', '161226', '518880', '513030', '513310']","159985.SZ:2.7295,501018.SH:1.0797,513100.SH:0.4789,513500.SH:0.3758,159980.SZ:0.1616,161226.SZ:0.1464,518880.SH:0.0823,513030.SH:0.0528,513310.SH:0.0329"
2023-07-20,13:10:00,159985,"['159985', '501018', '513100', '513500', '161226', '159980', '518880', '513030', '513310']","159985.SZ:2.7099,501018.SH:1.1344,513100.SH:0.5128,513500.SH:0.3964,161226.SZ:0.3381,159980.SZ:0.1558,518880.SH:0.1429,513030.SH:0.0656,513310.SH:0.0313"
2023-07-21,13:10:00,159985,"['159985', '501018', '161226', '513100', '513500', '518880', '159980', '513030']","159985.SZ:2.5964,501018.SH:1.1652,161226.SZ:0.5307,513100.SH:0.4642,513500.SH:0.3923,518880.SH:0.2031,159980.SZ:0.1756,513030.SH:0.0765"
2023-07-24,13:10:00,159985,"['159985', '501018', '161226', '513100', '513500', '518880', '159980', '513030']","159985.SZ:2.4348,501018.SH:1.2879,161226.SZ:0.7243,513100.SH:0.4451,513500.SH:0.4098,518880.SH:0.2404,159980.SZ:0.2025,513030.SH:0.0931"
2023-07-25,13:10:00,159985,"['159985', '501018', '513500', '159980', '518880']","159985.SZ:2.2924,501018.SH:1.4467,513500.SH:0.3979,159980.SZ:0.2276,518880.SH:0.2276"
2023-07-26,13:10:00,159985,"['159985', '501018', '159981', '161226', '159825', '159865', '512880', '513500', '513100', '512890']","159985.SZ:2.2883,501018.SH:1.6525,159981.SZ:1.3944,161226.SZ:0.8750,159825.SZ:0.6631,159865.SZ:0.4799,512880.SH:0.4560,513500.SH:0.4044,513100.SH:0.4019,512890.SH:0.3788"
2023-07-27,13:10:00,159985,"['159985', '501018', '159981', '161226', '512880', '159825', '159865', '159605', '512070', '513180']","159985.SZ:2.5482,501018.SH:1.8566,159981.SZ:1.2900,161226.SZ:1.1189,512880.SH:0.7401,159825.SZ:0.6746,159865.SZ:0.5527,159605.SZ:0.5388,512070.SH:0.4897,513180.SH:0.4707"
2023-07-28,13:10:00,159985,"['159985', '501018', '159981', '512880', '161226', '159605', '512070', '513180', '512200', '159825']","159985.SZ:2.5150,501018.SH:2.0202,159981.SZ:1.1773,512880.SH:1.1516,161226.SZ:1.0276,159605.SZ:0.9703,512070.SH:0.7829,513180.SH:0.7766,512200.SH:0.7047,159825.SZ:0.6700"
2023-07-31,13:10:00,159985,"['159985', '501018', '512880', '159605', '512200', '512070', '159981', '513180', '513090', '512690']","159985.SZ:2.3212,501018.SH:2.2294,512880.SH:1.8334,159605.SZ:1.4633,512200.SH:1.2795,512070.SH:1.2459,159981.SZ:1.2183,513180.SH:1.1848,513090.SH:1.1443,512690.SH:1.0663"
2023-08-01,13:10:00,501018,"['501018', '512880', '159985', '159605', '512200', '513180', '513090', '512070', '513330', '512690']","501018.SH:2.4924,512880.SH:2.2868,159985.SZ:2.2754,159605.SZ:1.8874,512200.SH:1.8745,513180.SH:1.5831,513090.SH:1.5705,512070.SH:1.5187,513330.SH:1.3571,512690.SH:1.2990"
2023-08-02,13:10:00,512880,"['512880', '512200', '501018', '159985', '159605', '513090', '512070', '513180', '513330', '512690']","512880.SH:2.9303,512200.SH:2.8307,501018.SH:2.7626,159985.SZ:2.0897,159605.SZ:2.0697,513090.SH:1.9552,512070.SH:1.7882,513180.SH:1.7478,513330.SH:1.5304,512690.SH:1.4530"
2023-08-03,13:10:00,512200,"['512200', '512880', '501018', '513090', '512070', '159605', '513180', '159985', '512690', '513330']","512200.SH:3.9722,512880.SH:3.6530,501018.SH:2.5589,513090.SH:2.3746,512070.SH:2.1851,159605.SZ:2.0482,513180.SH:1.9135,159985.SZ:1.7983,512690.SH:1.7320,513330.SH:1.6667"
2023-08-04,13:10:00,513090,"['513090', '512070', '501018', '159605', '513180', '512690', '513330', '513360', '159985', '515210']","513090.SH:3.2539,512070.SH:3.0189,501018.SH:2.5264,159605.SZ:2.2710,513180.SH:2.2131,512690.SH:1.9647,513330.SH:1.9365,513360.SH:1.6256,159985.SZ:1.6140,515210.SH:1.5046"
2023-08-07,13:10:00,513090,"['513090', '512070', '501018', '513180', '159605', '513330', '512690', '513360', '515210', '512800']","513090.SH:3.5894,512070.SH:3.2446,501018.SH:2.5591,513180.SH:2.2518,159605.SZ:2.1154,513330.SH:1.8961,512690.SH:1.7111,513360.SH:1.6934,515210.SH:1.4520,512800.SH:1.3497"
2023-08-08,13:10:00,513090,"['513090', '512070', '501018', '513180', '159605', '513330', '512690', '513360', '512800', '515210']","513090.SH:4.2621,512070.SH:3.9000,501018.SH:2.4684,513180.SH:2.3451,159605.SZ:1.9571,513330.SH:1.7851,512690.SH:1.7391,513360.SH:1.6202,512800.SH:1.3998,515210.SH:1.3152"
2023-08-09,13:10:00,513090,"['513090', '512070', '501018', '513180', '512690', '159605', '513330', '159851', '512800', '513360']","513090.SH:4.3039,512070.SH:4.0626,501018.SH:2.3443,513180.SH:2.0315,512690.SH:1.6911,159605.SZ:1.6218,513330.SH:1.4987,159851.SZ:1.4049,512800.SH:1.3238,513360.SH:1.2844"
2023-08-10,13:10:00,513090,"['513090', '512070', '512200', '501018', '159851', '513180', '512690', '159605', '513330', '512800']","513090.SH:4.2026,512070.SH:4.1412,512200.SH:3.5517,501018.SH:2.4556,159851.SZ:1.7558,513180.SH:1.6570,512690.SH:1.4642,159605.SZ:1.2954,513330.SH:1.1952,512800.SH:1.1402"
2023-08-11,13:10:00,512070,"['512070', '513090', '512200', '501018', '159851', '513180', '512690', '159605', '159985', '513330']","512070.SH:3.7860,513090.SH:3.6247,512200.SH:3.1516,501018.SH:2.3831,159851.SZ:2.1945,513180.SH:1.3107,512690.SH:1.0879,159605.SZ:1.0401,159985.SZ:1.0288,513330.SH:0.9097"
2023-08-14,13:10:00,501018,"['501018', '159985', '518880']","501018.SH:2.3361,159985.SZ:0.9839,518880.SH:0.0001"
2023-08-15,13:10:00,501018,"['501018', '159985', '518880', '513500']","501018.SH:2.1772,159985.SZ:1.0221,518880.SH:0.0001,513500.SH:0.0000"
2023-08-16,13:10:00,159985,['159985'],159985.SZ:0.9786
2023-08-17,13:10:00,159985,['159985'],159985.SZ:1.0857
2023-08-18,13:10:00,159985,['159985'],159985.SZ:1.1742
2023-08-21,13:10:00,159985,['159985'],159985.SZ:1.3272
2023-08-22,13:10:00,159985,['159985'],159985.SZ:1.3081
2023-08-23,13:10:00,511880,[],
2023-08-24,13:10:00,511880,[],
2023-08-25,13:10:00,159985,"['159985', '518880']","159985.SZ:1.2936,518880.SH:0.0096"
2023-08-28,13:10:00,159985,"['159985', '518880']","159985.SZ:1.4870,518880.SH:0.0232"
2023-08-29,13:10:00,159985,"['159985', '518880', '513290']","159985.SZ:1.5806,518880.SH:0.0502,513290.SH:0.0003"
2023-08-30,13:10:00,159985,"['159985', '159981', '518880']","159985.SZ:1.7183,159981.SZ:0.4059,518880.SH:0.0740"
2023-08-31,13:10:00,159985,"['159985', '159981', '518880']","159985.SZ:1.8567,159981.SZ:0.5798,518880.SH:0.1164"
2023-09-01,13:10:00,159985,"['159985', '159981', '518880']","159985.SZ:1.9131,159981.SZ:0.7587,518880.SH:0.1725"
2023-09-04,13:10:00,159985,"['159985', '159981', '518880']","159985.SZ:1.6323,159981.SZ:0.9546,518880.SH:0.2013"
2023-09-05,13:10:00,159985,"['159985', '159981', '161226', '518880']","159985.SZ:1.4035,159981.SZ:1.0057,161226.SZ:0.2760,518880.SH:0.2306"
2023-09-06,13:10:00,159985,"['159985', '159981', '161226', '518880']","159985.SZ:1.3510,159981.SZ:1.1681,161226.SZ:0.3333,518880.SH:0.2652"
2023-09-07,13:10:00,159985,"['159985', '159981', '161226', '518880']","159985.SZ:1.2836,159981.SZ:1.2247,161226.SZ:0.3300,518880.SH:0.2898"
2023-09-08,13:10:00,501018,"['501018', '518880', '513100', '513500']","501018.SH:0.4082,518880.SH:0.3159,513100.SH:0.1190,513500.SH:0.0640"
2023-09-11,13:10:00,159985,"['159985', '501018', '518880']","159985.SZ:0.8664,501018.SH:0.5671,518880.SH:0.3376"
2023-09-12,13:10:00,501018,"['501018', '518880', '159980', '513100']","501018.SH:0.7602,518880.SH:0.3661,159980.SZ:0.3002,513100.SH:0.2322"
2023-09-13,13:10:00,501018,"['501018', '518880']","501018.SH:0.9475,518880.SH:0.3964"
2023-09-14,13:10:00,501018,"['501018', '518880', '161226', '513520']","501018.SH:1.2669,518880.SH:0.4340,161226.SZ:0.1280,513520.SH:0.1092"
2023-09-15,13:10:00,501018,"['501018', '518880', '159980', '513100', '513520', '513500']","501018.SH:1.8400,518880.SH:0.4828,159980.SZ:0.3274,513100.SH:0.2721,513520.SH:0.1959,513500.SH:0.0834"
2023-09-18,13:10:00,501018,"['501018', '159980', '513520']","501018.SH:2.3410,159980.SZ:0.3167,513520.SH:0.2673"
2023-09-19,13:10:00,501018,"['501018', '518880', '513520', '161226']","501018.SH:2.8728,518880.SH:0.3599,513520.SH:0.2705,161226.SZ:0.0471"
2023-09-20,13:10:00,518880,"['518880', '513520', '161226']","518880.SH:0.3917,513520.SH:0.2901,161226.SZ:0.0317"
2023-09-21,13:10:00,518880,"['518880', '161226']","518880.SH:0.4079,161226.SZ:0.0271"
2023-09-22,13:10:00,501018,"['501018', '161226']","501018.SH:2.1512,161226.SZ:0.0262"
2023-09-25,13:10:00,518880,"['518880', '161226']","518880.SH:0.3479,161226.SZ:0.0215"
2023-09-26,13:10:00,518880,['518880'],518880.SH:0.3349
2023-09-27,13:10:00,511880,[],
2023-09-28,13:10:00,501018,['501018'],501018.SH:1.1504
2023-10-09,13:10:00,511880,[],
2023-10-10,13:10:00,511880,[],
2023-10-11,13:10:00,511880,[],
2023-10-12,13:10:00,511880,[],
2023-10-13,13:10:00,515120,"['515120', '159992', '512010', '512170', '513120', '159883']","515120.SH:1.7930,159992.SZ:1.6986,512010.SH:0.6097,512170.SH:0.3906,513120.SH:0.3392,159883.SZ:0.1455"
2023-10-16,13:10:00,515120,"['515120', '159992', '512010', '512170', '513120', '159883']","515120.SH:2.0417,159992.SZ:1.9310,512010.SH:0.6753,512170.SH:0.4833,513120.SH:0.4165,159883.SZ:0.1508"
2023-10-17,13:10:00,511880,[],
2023-10-18,13:10:00,511880,[],
2023-10-19,13:10:00,511880,[],
2023-10-20,13:10:00,511880,[],
2023-10-23,13:10:00,511880,[],
2023-10-24,13:10:00,511880,[],
2023-10-25,13:10:00,511880,[],
2023-10-26,13:10:00,511880,[],
2023-10-27,13:10:00,511880,[],
2023-10-30,13:10:00,511880,[],
2023-10-31,13:10:00,561980,['561980'],561980.SH:0.2670
2023-11-01,13:10:00,561980,['561980'],561980.SH:0.3711
2023-11-02,13:10:00,513120,"['513120', '561980']","513120.SH:0.7202,561980.SH:0.3737"
