date,time,target,top10,top10_raw
2021-06-04,13:10:00,512690,"['512690', '512670', '515170', '512660', '512710', '512880', '588080', '159949', '512480', '159915']","512690.SH:4.2375,512670.SH:3.0826,515170.SH:2.5362,512660.SH:2.2139,512710.SH:2.1569,512880.SH:2.0574,588080.SH:2.0355,159949.SZ:2.0211,512480.SH:1.7301,159915.SZ:1.6359"
2021-06-07,13:10:00,512690,"['512690', '512670', '515170', '512480', '512660', '588080', '512710', '159995', '512880', '159949']","512690.SH:4.8014,512670.SH:3.1928,515170.SH:2.5185,512480.SH:2.4146,512660.SH:2.3309,588080.SH:2.2996,512710.SH:2.1236,159995.SZ:1.8009,512880.SH:1.7726,159949.SZ:1.6521"
2021-06-08,13:10:00,512670,"['512670', '512480', '588080', '512660', '159995', '512710', '516520', '515050', '512880', '159949']","512670.SH:3.3782,512480.SH:3.3053,588080.SH:2.5402,512660.SH:2.5047,159995.SZ:2.4484,512710.SH:2.2563,516520.SH:1.9035,515050.SH:1.8994,512880.SH:1.6767,159949.SZ:1.5785"
2021-06-09,13:10:00,512480,"['512480', '512670', '159995', '512660', '588080', '512710', '515050', '516520', '515880', '159869']","512480.SH:4.2398,512670.SH:3.9287,159995.SZ:3.2096,512660.SH:2.9630,588080.SH:2.7580,512710.SH:2.4983,515050.SH:2.3031,516520.SH:2.2872,515880.SH:1.7702,159869.SZ:1.6949"
2021-06-10,13:10:00,159995,"['159995', '512670', '588080', '512660', '516520', '515050', '512710', '515880', '516510', '159869']","159995.SZ:4.3178,512670.SH:3.7273,588080.SH:3.0021,512660.SH:2.8636,516520.SH:2.7728,515050.SH:2.6942,512710.SH:2.3784,515880.SH:2.1003,516510.SH:2.0511,159869.SZ:1.9192"
2021-06-11,13:10:00,159995,"['159995', '516520', '588080', '515050', '515880', '159870', '159869', '159819', '512690', '515400']","159995.SZ:4.8917,516520.SH:3.1243,588080.SH:3.0886,515050.SH:2.7089,515880.SH:2.3467,159870.SZ:2.0259,159869.SZ:1.9589,159819.SZ:1.9455,512690.SH:1.7864,515400.SH:1.6688"
2021-06-15,13:10:00,159995,"['159995', '588080', '516520', '515050', '515880', '516510', '159870', '159819', '159869', '515980']","159995.SZ:4.9846,588080.SH:2.9241,516520.SH:2.8918,515050.SH:2.4300,515880.SH:2.2893,516510.SH:2.1977,159870.SZ:1.9885,159819.SZ:1.8319,159869.SZ:1.7084,515980.SH:1.6739"
2021-06-16,13:10:00,159995,"['159995', '516520', '588080', '515880', '515050', '516510', '159819', '159870', '159851', '515980']","159995.SZ:4.3010,516520.SH:2.1769,588080.SH:2.1464,515880.SH:2.1321,515050.SH:1.9052,516510.SH:1.8352,159819.SZ:1.5251,159870.SZ:1.4761,159851.SZ:1.3457,515980.SH:1.3049"
2021-06-17,13:10:00,501018,"['501018', '513100']","501018.SH:1.1951,513100.SH:0.4023"
2021-06-18,13:10:00,501018,"['501018', '513100', '513520', '513500']","501018.SH:1.2844,513100.SH:0.5026,513520.SH:0.1924,513500.SH:0.1401"
2021-06-21,13:10:00,501018,"['501018', '513100']","501018.SH:1.5227,513100.SH:0.5125"
2021-06-22,13:10:00,501018,"['501018', '513100', '513500', '513520']","501018.SH:1.6810,513100.SH:0.5793,513500.SH:0.0741,513520.SH:0.0326"
2021-06-23,13:10:00,501018,"['501018', '513100', '513500']","501018.SH:1.9565,513100.SH:0.7030,513500.SH:0.1197"
2021-06-24,13:10:00,501018,"['501018', '513100', '513500']","501018.SH:2.2426,513100.SH:0.8459,513500.SH:0.1782"
2021-06-25,13:10:00,501018,"['501018', '159851', '588080', '515030', '515050', '515790', '515220', '515880', '516520', '159819']","501018.SH:2.4109,159851.SZ:2.3952,588080.SH:2.2677,515030.SH:1.9718,515050.SH:1.9027,515790.SH:1.8926,515220.SH:1.8468,515880.SH:1.8379,516520.SH:1.7156,159819.SZ:1.0395"
2021-06-28,13:10:00,588080,"['588080', '515790', '501018', '515030', '515050', '159851', '516520', '515880', '159819', '513100']","588080.SH:2.5730,515790.SH:2.4818,501018.SH:2.4123,515030.SH:2.4022,515050.SH:2.1282,159851.SZ:2.0728,516520.SH:1.9389,515880.SH:1.7248,159819.SZ:0.9576,513100.SH:0.9559"
2021-06-29,13:10:00,515790,"['515790', '588080', '515030', '515050', '501018', '516520', '159851', '515880', '513100', '159967']","515790.SH:3.3740,588080.SH:2.5031,515030.SH:2.4806,515050.SH:2.0994,501018.SH:2.0565,516520.SH:1.9133,159851.SZ:1.7603,515880.SH:1.4708,513100.SH:1.1093,159967.SZ:0.8069"
2021-06-30,13:10:00,515790,"['515790', '515030', '588080', '515050', '516520', '501018', '515880', '513100', '159967', '159819']","515790.SH:4.6257,515030.SH:2.8911,588080.SH:2.7185,515050.SH:2.1620,516520.SH:2.1024,501018.SH:1.9258,515880.SH:1.2431,513100.SH:1.2335,159967.SZ:1.1132,159819.SZ:0.7983"
2021-07-01,13:10:00,515030,"['515030', '588080', '515050', '516520', '501018', '159967', '513100', '159851', '515880', '515980']","515030.SH:3.0710,588080.SH:2.7978,515050.SH:2.3563,516520.SH:2.3291,501018.SH:1.8201,159967.SZ:1.5898,513100.SH:1.4113,159851.SZ:1.2879,515880.SH:1.0622,515980.SH:0.9277"
2021-07-02,13:10:00,515030,"['515030', '588080', '516520', '501018', '515050', '159967', '513100', '159949', '515980', '159819']","515030.SH:3.0622,588080.SH:2.4260,516520.SH:2.0813,501018.SH:1.8692,515050.SH:1.8631,159967.SZ:1.6588,513100.SH:1.5181,159949.SZ:0.8476,515980.SH:0.7789,159819.SZ:0.5731"
2021-07-05,13:10:00,501018,"['501018', '513100', '513500']","501018.SH:1.7752,513100.SH:1.6600,513500.SH:0.4947"
2021-07-06,13:10:00,501018,"['501018', '513100', '513500']","501018.SH:1.8776,513100.SH:1.7355,513500.SH:0.5642"
2021-07-07,13:10:00,513100,"['513100', '513500']","513100.SH:1.8241,513500.SH:0.6220"
2021-07-08,13:10:00,513100,"['513100', '513500']","513100.SH:1.8475,513500.SH:0.6507"
2021-07-09,13:10:00,513100,"['513100', '513500', '159985', '159980']","513100.SH:1.7055,513500.SH:0.6193,159985.SZ:0.0044,159980.SZ:0.0000"
2021-07-12,13:10:00,513100,"['513100', '513500', '159985', '159980']","513100.SH:1.7082,513500.SH:0.6624,159985.SZ:0.0233,159980.SZ:0.0161"
2021-07-13,13:10:00,159967,"['159967', '512400', '516520', '588080', '159949', '513100', '159870', '159915', '515050', '513500']","159967.SZ:2.7990,512400.SH:2.3465,516520.SH:2.3324,588080.SH:1.8780,159949.SZ:1.6208,513100.SH:1.6124,159870.SZ:1.2649,159915.SZ:0.9440,515050.SH:0.9425,513500.SH:0.6954"
2021-07-14,13:10:00,159967,"['159967', '516520', '159870', '159949', '588080', '513100', '159915', '512100', '515050', '513500']","159967.SZ:2.8932,516520.SH:1.9879,159870.SZ:1.8984,159949.SZ:1.7750,588080.SH:1.6249,513100.SH:1.4926,159915.SZ:1.1050,512100.SH:0.8406,515050.SH:0.7030,513500.SH:0.6946"
2021-07-15,13:10:00,159967,"['159967', '159870', '159949', '513100', '516520', '159915', '588080', '512100', '513500', '159981']","159967.SZ:2.5872,159870.SZ:2.3734,159949.SZ:1.6857,513100.SH:1.3867,516520.SH:1.3443,159915.SZ:1.0855,588080.SH:1.0585,512100.SH:0.7763,513500.SH:0.6945,159981.SZ:0.6836"
2021-07-16,13:10:00,159870,"['159870', '512480', '159995', '159967', '159949', '513100', '159915', '516520', '515210', '512100']","159870.SZ:3.1374,512480.SH:3.0491,159995.SZ:3.0193,159967.SZ:2.5011,159949.SZ:1.6613,513100.SH:1.2076,159915.SZ:1.0923,516520.SH:1.0716,515210.SH:1.0681,512100.SH:0.8673"
2021-07-19,13:10:00,159870,"['159870', '159995', '512480', '515210', '159915', '159981', '513100', '512100', '516520', '159985']","159870.SZ:3.2821,159995.SZ:1.7571,512480.SH:1.7022,515210.SH:1.5644,159915.SZ:0.9044,159981.SZ:0.8869,513100.SH:0.8836,512100.SH:0.8194,516520.SH:0.7152,159985.SZ:0.6487"
2021-07-20,13:10:00,159870,"['159870', '515210', '159995', '159981', '159985', '512480', '159915', '512100', '513100', '515980']","159870.SZ:3.0519,515210.SH:1.8651,159995.SZ:1.0714,159981.SZ:1.0124,159985.SZ:0.9867,512480.SH:0.9860,159915.SZ:0.8305,512100.SH:0.7784,513100.SH:0.6625,515980.SH:0.4673"
2021-07-21,13:10:00,511880,[],
2021-07-22,13:10:00,159870,"['159870', '515210', '159967', '159981', '159949', '159995', '159985', '512100', '512480', '159915']","159870.SZ:3.3016,515210.SH:3.0352,159967.SZ:1.3567,159981.SZ:1.3552,159949.SZ:1.1055,159995.SZ:1.0633,159985.SZ:0.9117,512100.SH:0.8946,512480.SH:0.8779,159915.SZ:0.8109"
2021-07-23,13:10:00,515210,"['515210', '159870', '159981', '159995', '159967', '512480', '159949', '512100', '516510', '159915']","515210.SH:3.8492,159870.SZ:3.1656,159981.SZ:1.5624,159995.SZ:1.1910,159967.SZ:1.0869,512480.SH:0.9862,159949.SZ:0.8894,512100.SH:0.8853,516510.SH:0.8329,159915.SZ:0.6451"
2021-07-26,13:10:00,515210,"['515210', '159870', '159981', '159995', '512670', '512480', '512710', '512100', '159819', '159980']","515210.SH:4.2651,159870.SZ:2.6293,159981.SZ:1.4886,159995.SZ:1.2127,512670.SH:1.0546,512480.SH:1.0228,512710.SH:0.9739,512100.SH:0.7579,159819.SZ:0.4844,159980.SZ:0.4791"
2021-07-27,13:10:00,159980,"['159980', '513100', '513500']","159980.SZ:0.5179,513100.SH:0.4822,513500.SH:0.2647"
2021-07-28,13:10:00,159980,"['159980', '513100', '513500', '518880']","159980.SZ:0.5552,513100.SH:0.4142,513500.SH:0.2627,518880.SH:0.1131"
2021-07-29,13:10:00,159980,"['159980', '513100', '513500', '518880']","159980.SZ:0.5686,513100.SH:0.3832,513500.SH:0.2478,518880.SH:0.1174"
2021-07-30,13:10:00,159980,"['159980', '513500', '518880', '159985']","159980.SZ:0.6649,513500.SH:0.2117,518880.SH:0.1257,159985.SZ:0.0080"
2021-08-02,13:10:00,159980,"['159980', '513100', '513500', '159985']","159980.SZ:0.7361,513100.SH:0.2208,513500.SH:0.2084,159985.SZ:0.0030"
2021-08-03,13:10:00,159980,"['159980', '513500', '159985']","159980.SZ:0.6842,513500.SH:0.1818,159985.SZ:0.0002"
2021-08-04,13:10:00,513100,"['513100', '513500', '518880']","513100.SH:0.1690,513500.SH:0.1664,518880.SH:0.0370"
2021-08-05,13:10:00,512710,"['512710', '512660', '159870', '515050', '159981', '159980', '512100', '511380', '513100', '513500']","512710.SH:4.1732,512660.SH:3.8679,159870.SZ:0.4830,515050.SH:0.4196,159981.SZ:0.3982,159980.SZ:0.3897,512100.SH:0.2816,511380.SH:0.2125,513100.SH:0.1623,513500.SH:0.1443"
2021-08-06,13:10:00,512710,"['512710', '512660', '159995', '512400', '512480', '159755', '515030', '515210', '515050', '515220']","512710.SH:4.5563,512660.SH:4.3880,159995.SZ:3.1154,512400.SH:2.6613,512480.SH:1.4649,159755.SZ:1.1037,515030.SH:0.9382,515210.SH:0.9149,515050.SH:0.5369,515220.SH:0.3918"
2021-08-09,13:10:00,512660,"['512660', '512710', '512400', '515210', '515050', '515220', '159870', '512100', '159980', '511380']","512660.SH:4.8606,512710.SH:4.7786,512400.SH:1.7686,515210.SH:0.7571,515050.SH:0.5742,515220.SH:0.5459,159870.SZ:0.3133,512100.SH:0.2756,159980.SZ:0.2176,511380.SH:0.1779"
2021-08-10,13:10:00,159995,"['159995', '512400', '515220', '515210', '515050', '515880', '512100', '511380', '159980', '513500']","159995.SZ:1.8072,512400.SH:1.2892,515220.SH:0.7285,515210.SH:0.6810,515050.SH:0.6524,515880.SH:0.4227,512100.SH:0.3305,511380.SH:0.1657,159980.SZ:0.1635,513500.SH:0.1595"
2021-08-11,13:10:00,159995,"['159995', '515220', '512400', '515050', '515210', '515880', '512100', '513500', '511380', '159980']","159995.SZ:1.3505,515220.SH:1.0854,512400.SH:1.0348,515050.SH:0.6127,515210.SH:0.6054,515880.SH:0.4686,512100.SH:0.3701,513500.SH:0.1861,511380.SH:0.1766,159980.SZ:0.1579"
2021-08-12,13:10:00,515220,"['515220', '159995', '512400', '515210', '515050', '515880', '512100', '513500', '511380', '159980']","515220.SH:1.6159,159995.SZ:1.1035,512400.SH:0.8689,515210.SH:0.7714,515050.SH:0.6013,515880.SH:0.5246,512100.SH:0.4549,513500.SH:0.2057,511380.SH:0.1881,159980.SZ:0.1713"
2021-08-13,13:10:00,515220,"['515220', '512400', '515210', '512100', '515880', '515050', '513500', '511380', '159980', '513100']","515220.SH:1.9878,512400.SH:0.8819,515210.SH:0.8333,512100.SH:0.5492,515880.SH:0.5062,515050.SH:0.4766,513500.SH:0.2112,511380.SH:0.2000,159980.SZ:0.1341,513100.SH:0.1263"
2021-08-16,13:10:00,512660,"['512660', '515790', '515220', '515210', '512100', '515880', '513500', '511380', '513100']","512660.SH:4.8397,515790.SH:4.1366,515220.SH:2.4122,515210.SH:0.9316,512100.SH:0.5752,515880.SH:0.5387,513500.SH:0.2317,511380.SH:0.2167,513100.SH:0.1254"
2021-08-17,13:10:00,513500,"['513500', '513100', '159980', '513030']","513500.SH:0.2637,513100.SH:0.1301,159980.SZ:0.1035,513030.SH:0.0889"
2021-08-18,13:10:00,513500,"['513500', '513030', '159980', '159985']","513500.SH:0.2619,513030.SH:0.1645,159980.SZ:0.0641,159985.SZ:0.0006"
2021-08-19,13:10:00,511880,[],
2021-08-20,13:10:00,511880,[],
2021-08-23,13:10:00,513500,"['513500', '513030', '513100']","513500.SH:0.1303,513030.SH:0.1297,513100.SH:0.0288"
2021-08-24,13:10:00,513500,"['513500', '513030', '513100']","513500.SH:0.1488,513030.SH:0.1386,513100.SH:0.0497"
2021-08-25,13:10:00,513500,"['513500', '513100']","513500.SH:0.1444,513100.SH:0.0639"
2021-08-26,13:10:00,515220,"['515220', '512660', '515210', '512710', '512880', '515790', '512100', '510880', '512200', '512890']","515220.SH:4.3288,512660.SH:2.1522,515210.SH:1.6660,512710.SH:1.3188,512880.SH:0.9726,515790.SH:0.7514,512100.SH:0.5853,510880.SH:0.5120,512200.SH:0.4915,512890.SH:0.4689"
2021-08-27,13:10:00,515210,"['515210', '512660', '512880', '512710', '515790', '510880', '512890', '512400', '512200', '512100']","515210.SH:2.3855,512660.SH:1.6145,512880.SH:1.0603,512710.SH:0.9988,515790.SH:0.9364,510880.SH:0.8571,512890.SH:0.7815,512400.SH:0.6719,512200.SH:0.5975,512100.SH:0.5875"
2021-08-30,13:10:00,515210,"['515210', '512670', '515790', '512660', '512400', '510880', '512890', '512880', '512710', '512100']","515210.SH:3.9453,512670.SH:1.8068,515790.SH:1.7324,512660.SH:1.6738,512400.SH:1.3638,510880.SH:1.3284,512890.SH:1.1428,512880.SH:1.0616,512710.SH:1.0084,512100.SH:0.7155"
