date,value,positions,positions_raw
2021-11-22,2504279.67,['512670'],512670.XSHG:2091600:2499462.00
2021-11-23,2498761.55,['159869'],159869.XSHE:2405000:2493985.00
2021-11-24,2517995.35,['159869'],159869.XSHE:2404700:2512911.50
2021-11-25,2458154.98,['515880'],515880.XSHG:2212300:2453440.70
2021-11-26,2427177.38,['515880'],515880.XSHG:2212100:2422249.50
2021-11-29,2418324.38,['515880'],515880.XSHG:2212200:2413510.20
2021-11-30,2441458.65,['516150'],516150.XSHG:1471400:2436638.40
2021-12-01,2416444.85,['516150'],516150.XSHG:1471400:2411624.60
2021-12-02,2450686.83,['562800'],562800.XSHG:2446100:2446100.00
2021-12-03,2449038.45,['159985'],159985.XSHE:2059200:2444270.40
2021-12-06,2405975.28,['562800'],562800.XSHG:2452800:2401291.20
2021-12-07,2313184.95,['159985'],159985.XSHE:1976600:2308668.80
2021-12-08,2304430.63,['159980'],159980.XSHE:1588400:2300003.20
2021-12-09,2304626.22,['516150'],516150.XSHG:1424200:2300083.00
2021-12-10,2320287.52,['516150'],516150.XSHG:1424100:2315586.60
2021-12-13,2294528.36,['512690'],512690.XSHG:1633400:2290026.80
2021-12-14,2310858.76,['512690'],512690.XSHG:1633200:2306078.40
2021-12-15,2279823.66,['512690'],512690.XSHG:1633300:2275186.90
2021-12-16,2247154.16,['512690'],512690.XSHG:1633400:2242658.20
2021-12-17,2193251.96,['512690'],512690.XSHG:1633400:2188756.00
2021-12-20,2192640.32,['159985'],159985.XSHE:1807000:2188277.00
2021-12-21,2185407.62,['159985'],159985.XSHE:1806900:2180928.30
2021-12-22,2205283.52,['159985'],159985.XSHE:1806900:2200804.20
2021-12-23,2254069.82,['159985'],159985.XSHE:1806900:2249590.50
2021-12-24,2266713.02,['159985'],159985.XSHE:1806800:2262113.60
2021-12-27,2243219.92,['159985'],159985.XSHE:1806900:2238749.10
2021-12-28,2261283.52,['159985'],159985.XSHE:1806800:2256693.20
2021-12-29,2228915.81,['512980'],512980.XSHG:2770400:2224631.20
2021-12-30,2330060.81,['159985'],159985.XSHE:1875400:2325496.00
2021-12-31,2294993.82,['513500'],513500.XSHG:795600:2290532.40
2022-01-04,2330760.91,['512980'],512980.XSHG:2610900:2326311.90
2022-01-05,2320423.87,['159985'],159985.XSHE:1835200:2316022.40
2022-01-06,2279150.49,['501018'],501018.XSHG:2530300:2274739.70
2022-01-07,2355052.99,['501018'],501018.XSHG:2530000:2350370.00
2022-01-10,2327222.99,['501018'],501018.XSHG:2530000:2322540.00
2022-01-11,2319632.99,['501018'],501018.XSHG:2530000:2314950.00
2022-01-12,2362638.19,['501018'],501018.XSHG:2529900:2357866.80
2022-01-13,2380347.49,['501018'],501018.XSHG:2529900:2375576.10
2022-01-14,2385407.29,['501018'],501018.XSHG:2529900:2380635.90
2022-01-17,2425880.79,['501018'],501018.XSHG:2529800:2421018.60
2022-01-18,2456232.89,['501018'],501018.XSHG:2529700:2451279.30
2022-01-19,2476470.49,['501018'],501018.XSHG:2529700:2471516.90
2022-01-20,2478995.19,['501018'],501018.XSHG:2529600:2473948.80
2022-01-21,2438516.79,['501018'],501018.XSHG:2529700:2433571.40
2022-01-24,2478987.09,['501018'],501018.XSHG:2529600:2473948.80
2022-01-25,2429778.93,['518880'],518880.XSHG:660600:2425062.60
2022-01-26,2443292.36,['501018'],501018.XSHG:2508900:2438650.80
2022-01-27,2465867.86,['501018'],501018.XSHG:2508500:2460838.50
2022-01-28,2490952.86,['501018'],501018.XSHG:2508500:2485923.50
2022-02-07,2591287.66,['501018'],501018.XSHG:2508300:2586057.30
2022-02-08,2586271.06,['501018'],501018.XSHG:2508300:2581040.70
2022-02-09,2536099.56,['501018'],501018.XSHG:2508400:2530975.60
2022-02-10,2546133.16,['501018'],501018.XSHG:2508400:2541009.20
2022-02-11,2532805.2,['159985'],159985.XSHE:1757800:2527716.40
2022-02-14,2518742.8,['159985'],159985.XSHE:1757800:2513654.00
2022-02-15,2492375.8,['159985'],159985.XSHE:1757800:2487287.00
2022-02-16,2512629.26,['159980'],159980.XSHE:1588200:2507767.80
2022-02-17,2521950.55,['501018'],501018.XSHG:2455700:2517092.50
2022-02-18,2497387.75,['501018'],501018.XSHG:2455500:2492332.50
2022-02-21,2499843.25,['501018'],501018.XSHG:2455500:2494788.00
2022-02-22,2588235.65,['501018'],501018.XSHG:2455400:2583080.80
2022-02-23,2551404.65,['501018'],501018.XSHG:2455400:2546249.80
2022-02-24,2727648.91,['562800'],562800.XSHG:3035000:2722395.00
2022-02-25,2773301.15,['501018'],501018.XSHG:2570000:2767890.00
2022-02-28,2809277.35,['501018'],501018.XSHG:2569700:2803542.70
2022-03-01,2793854.65,['501018'],501018.XSHG:2569800:2788233.00
2022-03-02,2997012.81,['512400'],512400.XSHG:2112500:2991300.00
2022-03-03,3060447.02,['501018'],501018.XSHG:2416700:3054708.80
2022-03-04,2893721.59,['159985'],159985.XSHE:1925400:2888100.00
2022-03-07,3040041.29,['159985'],159985.XSHE:1925100:3033957.60
2022-03-08,3086243.69,['159985'],159985.XSHE:1925100:3080160.00
2022-03-09,3132443.49,['159985'],159985.XSHE:1924900:3126037.60
2022-03-10,3053516.39,['159985'],159985.XSHE:1925000:3047275.00
2022-03-11,3105491.39,['159985'],159985.XSHE:1925000:3099250.00
2022-03-14,3132441.39,['159985'],159985.XSHE:1925000:3126200.00
2022-03-15,3049666.39,['159985'],159985.XSHE:1925000:3043425.00
2022-03-16,3105491.39,['159985'],159985.XSHE:1925000:3099250.00
2022-03-17,3095866.39,['159985'],159985.XSHE:1925000:3089625.00
2022-03-18,3165159.99,['159985'],159985.XSHE:1924900:3158760.90
2022-03-21,3174784.49,['159985'],159985.XSHE:1924900:3168385.40
2022-03-22,3272948.89,['159985'],159985.XSHE:1924800:3266385.60
2022-03-23,3272948.89,['159985'],159985.XSHE:1924800:3266385.60
2022-03-24,3253700.89,['159985'],159985.XSHE:1924800:3247137.60
2022-03-25,3228678.49,['159985'],159985.XSHE:1924800:3222115.20
2022-03-28,3176708.89,['159985'],159985.XSHE:1924800:3170145.60
2022-03-29,3166525.52,['513100'],513100.XSHG:3231600:3160504.80
2022-03-30,3205299.72,['513100'],513100.XSHG:3231200:3198888.00
2022-03-31,3182681.32,['513100'],513100.XSHG:3231200:3176269.60
2022-04-01,3150364.52,['513100'],513100.XSHG:3231300:3144054.90
2022-04-06,3130976.72,['513100'],513100.XSHG:3231300:3124667.10
2022-04-07,3056168.67,['511880'],511880.XSHG:30200:3039328.00
2022-04-08,3056586.47,['511880'],511880.XSHG:30300:3049816.20
2022-04-11,3056798.57,['511880'],511880.XSHG:30300:3050028.30
2022-04-12,3056647.07,['511880'],511880.XSHG:30300:3049876.80
2022-04-13,3056798.57,['511880'],511880.XSHG:30300:3050028.30
2022-04-14,3059845.02,['159980'],159980.XSHE:1782800:3053936.40
2022-04-15,3084798.02,['159980'],159980.XSHE:1782600:3078550.20
2022-04-18,3097276.22,['159980'],159980.XSHE:1782600:3091028.40
2022-04-19,3116881.42,['159980'],159980.XSHE:1782500:3110462.50
2022-04-20,3093702.62,['159980'],159980.XSHE:1782600:3087463.20
2022-04-21,3100157.41,['518880'],518880.XSHG:785800:3093694.60
2022-04-22,3111158.61,['518880'],518880.XSHG:785800:3104695.80
2022-04-25,3085184.37,['511880'],511880.XSHG:30500:3071624.50
2022-04-26,3085489.37,['511880'],511880.XSHG:30500:3071929.50
2022-04-27,3085702.87,['511880'],511880.XSHG:30500:3072143.00
2022-04-28,3086434.87,['511880'],511880.XSHG:30500:3072875.00
2022-04-29,3077522.84,['518880'],518880.XSHG:779200:3071606.40
2022-05-05,3067318.46,['511880'],511880.XSHG:30300:3053300.70
2022-05-06,3068075.96,['511880'],511880.XSHG:30300:3054058.20
2022-05-09,3049216.29,['501018'],501018.XSHG:2284800:3043353.60
2022-05-10,2888675.03,['511880'],511880.XSHG:28600:2883108.80
2022-05-11,2888612.43,['511880'],511880.XSHG:28500:2872971.00
2022-05-12,2888811.93,['511880'],511880.XSHG:28500:2873170.50
2022-05-13,2873261.08,['501018'],501018.XSHG:2184100:2867723.30
2022-05-16,2908199.48,['501018'],501018.XSHG:2183900:2902403.10
2022-05-17,2986814.08,['501018'],501018.XSHG:2183700:2980750.50
2022-05-18,2938767.68,['501018'],501018.XSHG:2183800:2932843.40
2022-05-19,2903826.88,['501018'],501018.XSHG:2183800:2897902.60
2022-05-20,2888535.18,['501018'],501018.XSHG:2183900:2882748.00
2022-05-23,2951292.72,['512670'],512670.XSHG:3433100:2945599.80
2022-05-24,2875168.56,['515790'],515790.XSHG:2113100:2869589.80
2022-05-25,2889174.55,['501018'],501018.XSHG:2164900:2883646.80
2022-05-26,2919476.95,['501018'],501018.XSHG:2164600:2913551.60
2022-05-27,2984410.35,['501018'],501018.XSHG:2164500:2978352.00
2022-05-30,3001726.35,['501018'],501018.XSHG:2164500:2995668.00
2022-05-31,3075188.0,['159755'],159755.XSHE:3035900:3069294.90
2022-06-01,3134725.72,['516520'],516520.XSHG:3484000:3128632.00
2022-06-02,3199512.34,['515220'],515220.XSHG:1336700:3193376.30
2022-06-06,3307772.64,['515220'],515220.XSHG:1336500:3301155.00
2022-06-07,3337742.94,['516520'],516520.XSHG:3529000:3331376.00
2022-06-08,3355377.84,['516520'],516520.XSHG:3528700:3348736.30
2022-06-09,3178294.68,['159605'],159605.XSHE:3714400:3172097.60
2022-06-10,3232496.58,['512400'],512400.XSHG:2512700:3226306.80
2022-06-13,3281117.73,['513180'],513180.XSHG:5513200:3274840.80
2022-06-14,3384853.54,['516520'],516520.XSHG:3472400:3378645.20
2022-06-15,3325829.74,['516520'],516520.XSHG:3471800:3319040.80
2022-06-16,3306076.64,['513180'],513180.XSHG:5640400:3299634.00
2022-06-17,3401720.93,['516520'],516520.XSHG:3503900:3395279.10
2022-06-20,3436753.93,['516520'],516520.XSHG:3503400:3429828.60
2022-06-21,3402303.6,['512400'],512400.XSHG:2675900:3395717.10
2022-06-22,3392224.27,['515790'],515790.XSHG:2126700:3385706.40
2022-06-23,3449636.57,['515790'],515790.XSHG:2126500:3442803.50
2022-06-24,3554988.64,['159915'],159915.XSHE:1295900:3548174.20
2022-06-27,3573202.3,['159605'],159605.XSHE:3989200:3566344.80
2022-06-28,3525507.25,['562500'],562500.XSHG:4134900:3518799.90
2022-06-29,3388161.01,['516520'],516520.XSHG:3321800:3381592.40
2022-06-30,3425963.33,['512690'],512690.XSHG:3664900:3419351.70
2022-07-01,3400303.03,['512690'],512690.XSHG:3664700:3393512.20
2022-07-04,3395574.66,['159967'],159967.XSHE:4821000:3389163.00
2022-07-05,3342263.6,['159992'],159992.XSHE:2936400:3335750.40
2022-07-06,3283428.12,['562800'],562800.XSHG:3333800:3277125.40
2022-07-07,3326071.09,['511880'],511880.XSHG:32800:3315883.20
2022-07-08,3326333.49,['511880'],511880.XSHG:32800:3316145.60
2022-07-11,3326563.09,['511880'],511880.XSHG:32800:3316375.20
2022-07-12,3325833.91,['513100'],513100.XSHG:4068000:3319488.00
2022-07-13,3333371.47,['513500'],513500.XSHG:2733800:3327034.60
2022-07-14,3305145.66,['511880'],511880.XSHG:32600:3296218.60
2022-07-15,3300864.55,['513100'],513100.XSHG:4012800:3294508.80
2022-07-18,3381113.55,['513100'],513100.XSHG:4012300:3374344.30
2022-07-19,3332965.95,['513100'],513100.XSHG:4012300:3326196.70
2022-07-20,3427282.2,['513500'],513500.XSHG:2717000:3420703.00
2022-07-21,3430770.5,['513100'],513100.XSHG:3977000:3424197.00
2022-07-22,3454627.5,['513100'],513100.XSHG:3976600:3447712.20
2022-07-25,3402931.7,['513100'],513100.XSHG:3976600:3396016.40
2022-07-26,3383043.7,['513100'],513100.XSHG:3976700:3376218.30
2022-07-27,3383043.7,['513100'],513100.XSHG:3976700:3376218.30
2022-07-28,3442689.2,['513100'],513100.XSHG:3976600:3435782.40
2022-07-29,3538122.0,['513100'],513100.XSHG:3976400:3531043.20
2022-08-01,3530169.2,['513100'],513100.XSHG:3976400:3523090.40
2022-08-02,3530169.2,['513100'],513100.XSHG:3976400:3523090.40
2022-08-03,3530169.2,['513100'],513100.XSHG:3976400:3523090.40
2022-08-04,3629573.8,['513100'],513100.XSHG:3976200:3622318.20
2022-08-05,3645473.8,['513100'],513100.XSHG:3976100:3638131.50
2022-08-08,3633540.8,['513100'],513100.XSHG:3976200:3626294.40
2022-08-09,3605707.4,['513100'],513100.XSHG:3976200:3598461.00
2022-08-10,3554011.7,['513100'],513100.XSHG:3976300:3546859.60
2022-08-11,3677271.4,['513100'],513100.XSHG:3976000:3669848.00
2022-08-12,3641487.4,['513100'],513100.XSHG:3976000:3634064.00
2022-08-15,3715908.11,['512480'],512480.XSHG:3593800:3708801.60
2022-08-16,3683558.91,['512480'],512480.XSHG:3593500:3676150.50
2022-08-17,3679230.94,['513100'],513100.XSHG:3910700:3672147.30
2022-08-18,3653909.01,['512480'],512480.XSHG:3533900:3646984.80
2022-08-19,3580925.29,['513100'],513100.XSHG:3851300:3574006.40
2022-08-22,3524953.05,['513500'],513500.XSHG:2600300:3518205.90
2022-08-23,3478143.25,['513500'],513500.XSHG:2600100:3471133.50
2022-08-24,3481473.63,['515220'],515220.XSHG:1313700:3474736.50
2022-08-25,3638837.14,['159985'],159985.XSHE:2193100:3631773.60
2022-08-26,3584004.64,['159985'],159985.XSHE:2193000:3576783.00
2022-08-29,3601548.64,['159985'],159985.XSHE:2193000:3594327.00
2022-08-30,3558553.41,['518880'],518880.XSHG:938800:3551480.40
2022-08-31,3554221.71,['159985'],159985.XSHE:2164400:3547451.60
2022-09-01,3529605.25,['511880'],511880.XSHG:34700:3515873.40
