date,value,positions,positions_raw
2020-04-10,912490.52,['511880'],511880.XSHG:9000:907029.00
2020-04-13,912535.52,['511880'],511880.XSHG:9000:907074.00
2020-04-14,918488.55,['512010'],512010.XSHG:438200:916714.40
2020-04-15,913663.35,['512010'],512010.XSHG:438100:911686.10
2020-04-16,915415.75,['512010'],512010.XSHG:438100:913438.50
2020-04-17,909282.35,['512010'],512010.XSHG:438100:907305.10
2020-04-20,914539.55,['512010'],512010.XSHG:438100:912562.30
2020-04-21,912994.68,['512170'],512170.XSHG:567000:911169.00
2020-04-22,919798.68,['512170'],512170.XSHG:567000:917973.00
2020-04-23,921495.28,['512170'],512170.XSHG:566900:919511.80
2020-04-24,900514.48,['512170'],512170.XSHG:567000:898695.00
2020-04-27,918048.86,['513100'],513100.XSHG:256800:916005.60
2020-04-28,940904.06,['513100'],513100.XSHG:256800:938860.80
2020-04-29,957852.86,['513100'],513100.XSHG:256800:955809.60
2020-04-30,994026.31,['512690'],512690.XSHG:837900:992073.60
2020-05-06,1006588.81,['512690'],512690.XSHG:837800:1004522.20
2020-05-07,1016642.41,['512690'],512690.XSHG:837800:1014575.80
2020-05-08,1026696.01,['512690'],512690.XSHG:837800:1024629.40
2020-05-11,1029209.41,['512690'],512690.XSHG:837800:1027142.80
2020-05-12,1036749.61,['512690'],512690.XSHG:837800:1034683.00
2020-05-13,1068580.41,['512690'],512690.XSHG:837700:1066392.10
2020-05-14,1066905.01,['512690'],512690.XSHG:837700:1064716.70
2020-05-15,1040614.55,['159995'],159995.XSHE:905500:1038608.50
2020-05-18,998994.24,['512480'],512480.XSHG:511800:996986.40
2020-05-19,1032504.27,['513100'],513100.XSHG:274900:1030325.20
2020-05-20,1022020.27,['512690'],512690.XSHG:791300:1019985.70
2020-05-21,1028022.39,['513100'],513100.XSHG:275800:1025976.00
2020-05-22,1008907.5,['161226'],161226.XSHE:1260300:1006979.70
2020-05-25,1017725.2,['161226'],161226.XSHE:1260100:1015640.60
2020-05-26,1042922.4,['161226'],161226.XSHE:1260000:1040760.00
2020-05-27,1032837.4,['161226'],161226.XSHE:1260100:1030761.80
2020-05-28,1047953.8,['161226'],161226.XSHE:1260000:1045800.00
2020-05-29,1050473.8,['161226'],161226.XSHE:1260000:1048320.00
2020-06-01,1097088.4,['161226'],161226.XSHE:1259900:1094853.10
2020-06-02,1093013.5,['512690'],512690.XSHG:814100:1090894.00
2020-06-03,1084902.53,['513030'],513030.XSHG:1060500:1082770.50
2020-06-04,1107698.06,['161226'],161226.XSHE:1335200:1105545.60
2020-06-05,1113033.86,['161226'],161226.XSHE:1335100:1110803.20
2020-06-08,1106791.42,['513520'],513520.XSHG:1007900:1104658.40
2020-06-09,1120896.42,['513520'],513520.XSHG:1007800:1118658.00
2020-06-10,1129961.22,['513520'],513520.XSHG:1007700:1127616.30
2020-06-11,1097708.72,['513520'],513520.XSHG:1007800:1095478.60
2020-06-12,1082591.72,['513520'],513520.XSHG:1007800:1080361.60
2020-06-15,1063362.67,['512690'],512690.XSHG:779800:1061307.80
2020-06-16,1074059.02,['513030'],513030.XSHG:1040600:1071818.00
2020-06-17,1082383.82,['513030'],513030.XSHG:1040600:1080142.80
2020-06-18,1081343.22,['513030'],513030.XSHG:1040600:1079102.20
2020-06-19,1072631.45,['515030'],515030.XSHG:1098000:1070550.00
2020-06-22,1082510.25,['515030'],515030.XSHG:1097800:1080235.20
2020-06-23,1089287.78,['159949'],159949.XSHE:1179200:1087222.40
2020-06-24,1088102.78,['159949'],159949.XSHE:1179000:1085859.00
2020-06-29,1078352.83,['512010'],512010.XSHG:429200:1076004.40
2020-06-30,1092110.84,['159967'],159967.XSHE:616700:1089708.90
2020-07-01,1071753.74,['159967'],159967.XSHE:616800:1069531.20
2020-07-02,1066287.24,['159915'],159915.XSHE:452800:1064080.00
2020-07-03,1086767.71,['515050'],515050.XSHG:836300:1084681.10
2020-07-06,1166529.43,['512690'],512690.XSHG:710800:1164290.40
2020-07-07,1197618.3,['159928'],159928.XSHE:290200:1195043.60
2020-07-08,1204754.85,['515030'],515030.XSHG:1076500:1202450.50
2020-07-09,1222531.28,['512710'],512710.XSHG:877200:1220185.20
2020-07-10,1191940.71,['512890'],512890.XSHG:925000:1189550.00
2020-07-13,1222460.51,['512890'],512890.XSHG:924900:1219943.10
2020-07-14,1216943.8,['510880'],510880.XSHG:441600:1214400.00
2020-07-15,1199279.8,['510880'],510880.XSHG:441600:1196736.00
2020-07-16,1167484.6,['510880'],510880.XSHG:441600:1164940.80
2020-07-17,1168134.63,['159980'],159980.XSHE:1150900:1165861.70
2020-07-20,1170752.51,['161226'],161226.XSHE:1333900:1168496.40
2020-07-21,1230771.01,['161226'],161226.XSHE:1333700:1228337.70
2020-07-22,1350795.71,['161226'],161226.XSHE:1333400:1348067.40
2020-07-23,1332492.3,['513090'],513090.XSHG:996200:1329927.00
2020-07-24,1279037.09,['161226'],161226.XSHE:1293400:1276585.80
2020-07-27,1355077.15,['513030'],513030.XSHG:1229500:1352450.00
2020-07-28,1363678.75,['513030'],513030.XSHG:1229400:1360945.80
2020-07-29,1357395.31,['159980'],159980.XSHE:1296400:1354738.00
2020-07-30,1356542.36,['512010'],512010.XSHG:456300:1353385.80
2020-07-31,1374792.16,['512010'],512010.XSHG:456400:1371938.40
2020-08-03,1409478.56,['512010'],512010.XSHG:456400:1406624.80
2020-08-04,1396242.96,['512010'],512010.XSHG:456400:1393389.20
2020-08-05,1418150.16,['512010'],512010.XSHG:456400:1415296.40
2020-08-06,1383463.76,['512010'],512010.XSHG:456400:1380610.00
2020-08-07,1333300.36,['518880'],518880.XSHG:303900:1330474.20
2020-08-10,1322604.91,['159992'],159992.XSHE:862100:1319875.10
2020-08-11,1303638.71,['159992'],159992.XSHE:862100:1300908.90
2020-08-12,1250461.4,['513500'],513500.XSHG:570600:1247902.20
2020-08-13,1264726.4,['513500'],513500.XSHG:570600:1262167.20
2020-08-14,1264726.4,['513500'],513500.XSHG:570600:1262167.20
2020-08-17,1264726.4,['513500'],513500.XSHG:570600:1262167.20
2020-08-18,1263014.6,['513500'],513500.XSHG:570600:1260455.40
2020-08-19,1260328.69,['512890'],512890.XSHG:904300:1257881.30
2020-08-20,1256828.06,['513100'],513100.XSHG:305500:1254383.00
2020-08-21,1288591.66,['513100'],513100.XSHG:305400:1285734.00
2020-08-24,1343869.06,['513100'],513100.XSHG:305400:1341011.40
2020-08-25,1404949.06,['513100'],513100.XSHG:305400:1402091.40
2020-08-26,1378073.86,['513100'],513100.XSHG:305400:1375216.20
2020-08-27,1437314.16,['513100'],513100.XSHG:305300:1433994.10
2020-08-28,1481255.39,['513500'],513500.XSHG:641100:1478376.60
2020-08-31,1484849.55,['512690'],512690.XSHG:736200:1481970.60
2020-09-01,1451141.1,['159928'],159928.XSHE:297400:1448338.00
2020-09-02,1456202.69,['512690'],512690.XSHG:743800:1453385.20
2020-09-03,1480000.19,['512690'],512690.XSHG:743700:1476988.20
2020-09-04,1421539.29,['159980'],159980.XSHE:1318600:1418813.60
2020-09-07,1430765.49,['159980'],159980.XSHE:1318400:1427827.20
2020-09-08,1434720.69,['159980'],159980.XSHE:1318400:1431782.40
2020-09-09,1414622.84,['159985'],159985.XSHE:1357600:1411904.00
2020-09-10,1424121.44,['159985'],159985.XSHE:1357400:1421197.80
2020-09-11,1453984.24,['159985'],159985.XSHE:1357400:1451060.60
2020-09-14,1478412.84,['159985'],159985.XSHE:1357300:1475385.10
2020-09-15,1488304.9,['513100'],513100.XSHG:308700:1485155.70
2020-09-16,1485526.6,['513100'],513100.XSHG:308700:1482377.40
2020-09-17,1440275.28,['159985'],159985.XSHE:1340900:1437444.80
2020-09-18,1483178.68,['159985'],159985.XSHE:1340700:1480132.80
2020-09-21,1469771.68,['159985'],159985.XSHE:1340700:1466725.80
2020-09-22,1452337.08,['159985'],159985.XSHE:1340800:1449404.80
2020-09-23,1445633.08,['159985'],159985.XSHE:1340800:1442700.80
2020-09-24,1446973.88,['159985'],159985.XSHE:1340800:1444041.60
2020-09-25,1441365.96,['511880'],511880.XSHG:14100:1431629.40
2020-09-28,1450176.07,['513520'],513520.XSHG:1301600:1447379.20
2020-09-29,1454076.47,['513520'],513520.XSHG:1301400:1451061.00
2020-09-30,1438454.07,['513520'],513520.XSHG:1301500:1435554.50
2020-10-09,1444600.1,['159985'],159985.XSHE:1264700:1441758.00
2020-10-12,1455977.1,['159985'],159985.XSHE:1264600:1453025.40
2020-10-13,1430685.1,['159985'],159985.XSHE:1264600:1427733.40
2020-10-14,1428155.9,['159985'],159985.XSHE:1264600:1425204.20
2020-10-15,1423366.96,['515030'],515030.XSHG:1172100:1420585.20
2020-10-16,1388203.96,['515030'],515030.XSHG:1172100:1385422.20
2020-10-19,1375310.86,['515030'],515030.XSHG:1172100:1372529.10
2020-10-20,1424531.46,['515030'],515030.XSHG:1172000:1421636.00
2020-10-21,1392882.96,['515030'],515030.XSHG:1172100:1390110.60
2020-10-22,1406942.36,['515030'],515030.XSHG:1172000:1404056.00
2020-10-23,1394415.3,['159985'],159985.XSHE:1230500:1391695.50
2020-10-26,1404254.7,['159985'],159985.XSHE:1230400:1401425.60
2020-10-27,1401583.41,['513520'],513520.XSHG:1264800:1398868.80
2020-10-28,1411101.27,"['513520', '159980']",513520.XSHG:244500:270661.50|159980.XSHE:1059900:1140452.40
2020-10-29,1399368.28,['511880'],511880.XSHG:13700:1393440.70
2020-10-30,1362043.87,['515030'],515030.XSHG:1093600:1359344.80
2020-11-02,1402296.18,['511880'],511880.XSHG:13700:1394153.10
2020-11-03,1405638.0,['159980'],159980.XSHE:1307500:1402947.50
2020-11-04,1420399.25,['515030'],515030.XSHG:1078900:1417674.60
2020-11-05,1480871.93,['512690'],512690.XSHG:695800:1477879.20
2020-11-06,1462085.33,['512690'],512690.XSHG:695800:1459092.60
2020-11-09,1489221.53,['512690'],512690.XSHG:695800:1486228.80
2020-11-10,1527485.43,['512690'],512690.XSHG:695700:1524278.70
2020-11-11,1528181.13,['512690'],512690.XSHG:695700:1524974.40
2020-11-12,1573401.63,['512690'],512690.XSHG:695700:1570194.90
2020-11-13,1500440.58,['512400'],512400.XSHG:1699800:1497523.80
2020-11-16,1578075.45,['513520'],513520.XSHG:1311400:1574991.40
2020-11-17,1575447.55,['513520'],513520.XSHG:1311300:1572248.70
2020-11-18,1555778.05,['513520'],513520.XSHG:1311300:1552579.20
2020-11-19,1558400.65,['513520'],513520.XSHG:1311300:1555201.80
2020-11-20,1554466.75,['513520'],513520.XSHG:1311300:1551267.90
2020-11-23,1572649.77,['512690'],512690.XSHG:690200:1569514.80
2020-11-24,1576100.77,['512690'],512690.XSHG:690200:1572965.80
2020-11-25,1501786.11,['515220'],515220.XSHG:1161000:1498851.00
2020-11-26,1505327.06,['513520'],513520.XSHG:1220500:1502435.50
2020-11-27,1512644.66,['513520'],513520.XSHG:1220300:1509511.10
2020-11-30,1512644.66,['513520'],513520.XSHG:1220300:1509511.10
2020-12-01,1530949.16,['513520'],513520.XSHG:1220300:1527815.60
2020-12-02,1542896.82,['515220'],515220.XSHG:1155200:1539881.60
2020-12-03,1485136.82,['515220'],515220.XSHG:1155200:1482121.60
2020-12-04,1468702.78,['513520'],513520.XSHG:1186900:1465821.50
2020-12-07,1465137.28,['513520'],513520.XSHG:1186800:1462137.60
2020-12-08,1458668.5,['159981'],159981.XSHE:1500900:1455873.00
2020-12-09,1478175.2,['159981'],159981.XSHE:1500700:1475188.10
2020-12-10,1509274.58,['159980'],159980.XSHE:1298600:1506376.00
2020-12-11,1522254.98,['159980'],159980.XSHE:1298400:1519128.00
2020-12-14,1527448.58,['159980'],159980.XSHE:1298400:1524321.60
2020-12-15,1526150.18,['159980'],159980.XSHE:1298400:1523023.20
2020-12-16,1532642.18,['159980'],159980.XSHE:1298400:1529515.20
2020-12-17,1549521.38,['159980'],159980.XSHE:1298400:1546394.40
2020-12-18,1567170.02,['159981'],159981.XSHE:1514200:1564168.60
2020-12-21,1571706.02,['159981'],159981.XSHE:1514000:1568504.00
2020-12-22,1549485.46,['512690'],512690.XSHG:599800:1546284.40
2020-12-23,1556972.33,['159967'],159967.XSHE:2518600:1553976.20
2020-12-24,1539997.18,['512690'],512690.XSHG:617200:1536828.00
2020-12-25,1563409.43,['515030'],515030.XSHG:956100:1560355.20
2020-12-28,1575047.69,['512690'],512690.XSHG:602700:1571841.60
2020-12-29,1549186.81,['512010'],512010.XSHG:529700:1546194.30
2020-12-30,1578200.13,['159967'],159967.XSHE:2480600:1575181.00
2020-12-31,1635243.53,['159967'],159967.XSHE:2480300:1632037.40
2021-01-04,1726009.05,['512670'],512670.XSHG:758200:1722630.40
2021-01-05,1710232.56,['512660'],512660.XSHG:1233300:1706887.20
2021-01-06,1760512.32,['159949'],159949.XSHE:1341300:1757103.00
2021-01-07,1795380.12,['159949'],159949.XSHE:1341100:1791709.60
2021-01-08,1787394.8,['512010'],512010.XSHG:564200:1784000.40
2021-01-11,1757263.39,['159928'],159928.XSHE:320400:1753549.20
2021-01-12,1785736.37,['159985'],159985.XSHE:1344100:1782276.60
2021-01-13,1851228.4,['159915'],159915.XSHE:610800:1847670.00
2021-01-14,1828014.6,['159915'],159915.XSHE:610700:1824160.90
2021-01-15,1836144.6,['512400'],512400.XSHG:1720800:1832652.00
2021-01-18,1861666.56,['501018'],501018.XSHG:3031200:1858125.60
2021-01-19,1825997.59,['159949'],159949.XSHE:1392200:1822389.80
2021-01-20,1888763.54,['501018'],501018.XSHG:3030800:1885157.60
2021-01-21,1876635.34,['501018'],501018.XSHG:3030500:1872849.00
2021-01-22,1877740.24,['159915'],159915.XSHE:578200:1873946.20
2021-01-25,1901885.04,['512170'],512170.XSHG:677700:1898237.70
2021-01-26,1843912.79,['159995'],159995.XSHE:1355200:1840361.60
2021-01-27,1831711.69,['159995'],159995.XSHE:1355100:1828029.90
2021-01-28,1765853.08,['510900'],510900.XSHG:1431700:1762422.70
2021-01-29,1754432.69,['511880'],511880.XSHG:17400:1745307.00
2021-02-01,1754589.29,['511880'],511880.XSHG:17400:1745463.60
2021-02-02,1757054.05,['501018'],501018.XSHG:2797000:1753719.00
2021-02-03,1776628.05,['501018'],501018.XSHG:2796600:1773044.40
2021-02-04,1804588.75,['501018'],501018.XSHG:2796500:1800946.00
2021-02-05,1812978.25,['501018'],501018.XSHG:2796500:1809335.50
2021-02-08,1835345.25,['501018'],501018.XSHG:2796400:1831642.00
2021-02-09,1880463.91,['512800'],512800.XSHG:1451600:1876918.80
2021-02-10,1861586.51,['512800'],512800.XSHG:1451400:1857792.00
2021-02-18,1897871.51,['512800'],512800.XSHG:1451400:1894077.00
2021-02-19,1912366.95,['159825'],159825.XSHE:1564500:1908690.00
2021-02-22,1893590.95,['159825'],159825.XSHE:1564300:1889674.40
2021-02-23,1849784.85,['159825'],159825.XSHE:1564400:1845992.00
2021-02-24,1826470.5,['501018'],501018.XSHG:2604200:1822940.00
2021-02-25,1865527.9,['501018'],501018.XSHG:2603900:1861788.50
2021-02-26,1844763.42,['159980'],159980.XSHE:1398000:1841166.00
2021-03-01,1826584.32,['159980'],159980.XSHE:1397900:1822861.60
2021-03-02,1788149.13,['513500'],513500.XSHG:750800:1784651.60
2021-03-03,1787393.23,['513500'],513500.XSHG:750700:1783663.20
2021-03-04,1746808.0,['511880'],511880.XSHG:17300:1739013.30
2021-03-05,1756394.02,['501018'],501018.XSHG:2401400:1753022.00
2021-03-08,1830345.97,['511880'],511880.XSHG:18100:1819955.00
2021-03-09,1848699.45,['513030'],513030.XSHG:1570400:1845220.00
2021-03-10,1835447.21,['501018'],501018.XSHG:2516400:1831939.20
2021-03-11,1880737.41,['501018'],501018.XSHG:2516000:1876936.00
2021-03-12,1895833.41,['501018'],501018.XSHG:2516000:1892032.00
2021-03-15,1915956.31,['501018'],501018.XSHG:2515900:1912084.00
2021-03-16,1885760.41,['501018'],501018.XSHG:2516000:1881968.00
2021-03-17,1895824.41,['501018'],501018.XSHG:2516000:1892032.00
2021-03-18,1879734.46,['513030'],513030.XSHG:1573900:1876088.80
2021-03-19,1866165.06,['515210'],515210.XSHG:1250900:1862590.10
2021-03-22,1875139.13,['159980'],159980.XSHE:1470200:1871564.60
2021-03-23,1868774.57,['511880'],511880.XSHG:18500:1861747.50
2021-03-24,1868885.57,['511880'],511880.XSHG:18500:1861858.50
2021-03-25,1868922.57,['511880'],511880.XSHG:18500:1861895.50
2021-03-26,1871716.1,['513030'],513030.XSHG:1583100:1868058.00
2021-03-29,1879626.0,['513030'],513030.XSHG:1583000:1875855.00
2021-03-30,1890702.3,['513030'],513030.XSHG:1582900:1886816.80
2021-03-31,1906531.3,['513030'],513030.XSHG:1582900:1902645.80
2021-04-01,1916028.7,['513030'],513030.XSHG:1582900:1912143.20
2021-04-02,1927109.0,['513030'],513030.XSHG:1582900:1923223.50
2021-04-06,1954276.86,['513500'],513500.XSHG:770900:1950377.00
2021-04-07,1951193.26,['513500'],513500.XSHG:770900:1947293.40
2021-04-08,1953128.65,['513090'],513090.XSHG:1537300:1949296.40
2021-04-09,1937751.05,['513090'],513090.XSHG:1537200:1933797.60
2021-04-12,1928390.78,['513100'],513100.XSHG:415200:1924452.00
2021-04-13,1924238.78,['513100'],513100.XSHG:415200:1920300.00
2021-04-14,1949150.78,['513100'],513100.XSHG:415200:1945212.00
2021-04-15,1929636.38,['513100'],513100.XSHG:415200:1925697.60
2021-04-16,1947489.98,['513100'],513100.XSHG:415200:1943551.20
2021-04-19,1951226.78,['513100'],513100.XSHG:415200:1947288.00
2021-04-20,1883793.75,['512690'],512690.XSHG:738400:1879966.40
2021-04-21,1929569.75,['512690'],512690.XSHG:738300:1925486.40
2021-04-22,1928831.45,['512690'],512690.XSHG:738300:1924748.10
2021-04-23,1949503.85,['512690'],512690.XSHG:738300:1945420.50
2021-04-26,1911112.25,['512690'],512690.XSHG:738300:1907028.90
2021-04-27,1945812.35,['512690'],512690.XSHG:738300:1941729.00
2021-04-28,1979703.45,['159967'],159967.XSHE:2814700:1975919.40
2021-04-29,1979696.65,['159967'],159967.XSHE:2814400:1975708.80
2021-04-30,2010649.95,['159967'],159967.XSHE:2814300:2006595.90
2021-05-06,1948529.28,['159949'],159949.XSHE:1498300:1944793.40
2021-05-07,1919009.35,['159980'],159980.XSHE:1364200:1915336.80
2021-05-10,1977662.35,['159980'],159980.XSHE:1364000:1973708.00
2021-05-11,1931286.35,['159980'],159980.XSHE:1364000:1927332.00
2021-05-12,1943562.35,['159980'],159980.XSHE:1364000:1939608.00
2021-05-13,1904001.15,['159980'],159980.XSHE:1364100:1900191.30
2021-05-14,1886922.28,['518880'],518880.XSHG:503700:1883334.30
2021-05-17,1896986.83,['159992'],159992.XSHE:1190000:1893290.00
2021-05-18,1867231.33,['159992'],159992.XSHE:1189900:1863383.40
2021-05-19,1858944.97,['515120'],515120.XSHG:1603600:1855365.20
2021-05-20,1862147.77,['515120'],515120.XSHG:1603400:1858340.60
2021-05-21,1828470.37,['515120'],515120.XSHG:1603500:1824783.00
2021-05-24,1812435.37,['515120'],515120.XSHG:1603500:1808748.00
2021-05-25,1864772.37,['512010'],512010.XSHG:565200:1861203.60
2021-05-26,1862506.27,['512010'],512010.XSHG:565100:1858613.90
2021-05-27,1883552.59,['512170'],512170.XSHG:2065900:1879969.00
2021-05-28,1840124.2,['159949'],159949.XSHE:1309000:1836527.00
2021-05-31,1894630.05,['515030'],515030.XSHG:999500:1891054.00
2021-06-01,1877633.05,['515030'],515030.XSHG:999400:1873875.00
2021-06-02,1863641.45,['515030'],515030.XSHG:999400:1859883.40
2021-06-03,1854501.21,['512670'],512670.XSHG:1064900:1850796.20
2021-06-04,1881546.03,['501018'],501018.XSHG:2395300:1877915.20
2021-06-07,1915468.13,['512690'],512690.XSHG:1229500:1911872.50
2021-06-08,1800610.64,['501018'],501018.XSHG:2304000:1797120.00
2021-06-09,1842077.34,['501018'],501018.XSHG:2303700:1838352.60
2021-06-10,1825946.64,['501018'],501018.XSHG:2303800:1822305.80
2021-06-11,1826090.28,['159995'],159995.XSHE:1366200:1822510.80
2021-06-15,1857142.14,['501018'],501018.XSHG:2305400:1853541.60
2021-06-16,1891717.84,['501018'],501018.XSHG:2305100:1887876.90
2021-06-17,1887107.64,['501018'],501018.XSHG:2305100:1883266.70
2021-06-18,1852526.34,['501018'],501018.XSHG:2305200:1848770.40
2021-06-21,1882488.94,['501018'],501018.XSHG:2305100:1878656.50
2021-06-22,1910150.14,['501018'],501018.XSHG:2305100:1906317.70
2021-06-23,1921670.64,['501018'],501018.XSHG:2305000:1917760.00
2021-06-24,1910302.7,['159851'],159851.XSHE:1569200:1906578.00
2021-06-25,1932782.86,['501018'],501018.XSHG:2315800:1929061.40
2021-06-28,1939018.32,['588080'],588080.XSHG:1211800:1935244.60
2021-06-29,1952263.78,['515790'],515790.XSHG:1459600:1948566.00
2021-06-30,1978530.78,['515790'],515790.XSHG:1459400:1974568.20
2021-07-01,1930575.6,['516160'],516160.XSHG:1750100:1926860.10
2021-07-02,1916571.8,['516160'],516160.XSHG:1749900:1912640.70
2021-07-05,1935778.59,['501018'],501018.XSHG:2273000:1932050.00
2021-07-06,1967595.59,['501018'],501018.XSHG:2272700:1963612.80
2021-07-07,1911560.17,['513100'],513100.XSHG:387800:1907588.20
2021-07-08,1908069.97,['513100'],513100.XSHG:387800:1904098.00
2021-07-09,1905355.37,['513100'],513100.XSHG:387800:1901383.40
2021-07-12,1917377.17,['513100'],513100.XSHG:387800:1913405.20
2021-07-13,1932686.95,['159967'],159967.XSHE:2285500:1928962.00
2021-07-14,1918970.75,['159967'],159967.XSHE:2285300:1915081.40
2021-07-15,1957820.85,['159967'],159967.XSHE:2285300:1953931.50
2021-07-16,1898142.96,['159870'],159870.XSHE:1770500:1894435.00
2021-07-19,1881115.71,['159985'],159985.XSHE:1411600:1877428.00
2021-07-20,1875464.01,['159985'],159985.XSHE:1411500:1871649.00
2021-07-21,1862760.51,['159985'],159985.XSHE:1411500:1858945.50
2021-07-22,1851964.43,['159870'],159870.XSHE:1695800:1848422.00
2021-07-23,1836951.92,['515210'],515210.XSHG:1001800:1833294.00
2021-07-26,1780455.29,['159980'],159980.XSHE:1262100:1777036.80
2021-07-27,1788024.29,['159980'],159980.XSHE:1261900:1784326.60
2021-07-28,1784238.59,['159980'],159980.XSHE:1261900:1780540.90
2021-07-29,1791806.09,['159980'],159980.XSHE:1262000:1788254.00
2021-07-30,1799372.99,['159980'],159980.XSHE:1261900:1795683.70
2021-08-02,1796849.19,['159980'],159980.XSHE:1261900:1793159.90
2021-08-03,1752215.28,['512670'],512670.XSHG:846000:1748682.00
2021-08-04,1801277.78,['512670'],512670.XSHG:845900:1797537.50
2021-08-05,1866941.57,['512710'],512710.XSHG:1917000:1863324.00
2021-08-06,1878437.27,['512710'],512710.XSHG:1916900:1874728.20
2021-08-09,1859601.76,['512660'],512660.XSHG:1392300:1855935.90
2021-08-10,1965928.44,['159995'],159995.XSHE:1148100:1962102.90
2021-08-11,1976255.94,['159995'],159995.XSHE:1148000:1972264.00
2021-08-12,1986755.87,['515220'],515220.XSHG:1031100:1982805.30
2021-08-13,2006341.77,['515220'],515220.XSHG:1031000:2002202.00
2021-08-16,2011535.01,['513500'],513500.XSHG:736700:2007507.50
2021-08-17,2015950.91,['513500'],513500.XSHG:736600:2011654.60
2021-08-18,2014473.11,['513500'],513500.XSHG:736700:2010454.30
2021-08-19,1988892.39,['511880'],511880.XSHG:19500:1978665.00
2021-08-20,1989282.39,['511880'],511880.XSHG:19500:1979055.00
2021-08-23,1992341.53,['513500'],513500.XSHG:726200:1988335.60
2021-08-24,2003229.53,['513500'],513500.XSHG:726100:1998953.30
2021-08-25,2036599.31,['515220'],515220.XSHG:1014800:2032644.40
2021-08-26,2107635.31,['515220'],515220.XSHG:1014600:2103265.80
2021-08-27,2115389.09,['513500'],513500.XSHG:768200:2111013.60
2021-08-30,2123071.09,['513500'],513500.XSHG:768200:2118695.60
2021-08-31,2234010.08,['516150'],516150.XSHG:1307700:2229628.50
2021-09-01,2142158.05,['513100'],513100.XSHG:411100:2137720.00
2021-09-02,2139280.35,['513100'],513100.XSHG:411100:2134842.30
2021-09-03,2134758.25,['513100'],513100.XSHG:411100:2130320.20
2021-09-06,2140102.55,['513100'],513100.XSHG:411100:2135664.50
2021-09-07,2150556.85,['510880'],510880.XSHG:654400:2146432.00
2021-09-08,2174109.35,['510880'],510880.XSHG:654300:2169658.80
2021-09-09,2248604.76,['512890'],512890.XSHG:1286900:2244353.60
2021-09-10,2256325.57,['516150'],516150.XSHG:1313100:2251966.50
2021-09-13,2294350.05,['512400'],512400.XSHG:1335200:2289868.00
2021-09-14,2212901.05,['512400'],512400.XSHG:1335100:2208255.40
2021-09-15,2217409.7,['159869'],159869.XSHE:2354400:2213136.00
2021-09-16,2204185.0,['513520'],513520.XSHG:1683200:2199942.40
2021-09-17,2212596.2,['513520'],513520.XSHG:1683000:2208096.00
2021-09-22,2177823.5,['501018'],501018.XSHG:2578500:2173675.50
2021-09-23,2198446.5,['501018'],501018.XSHG:2578200:2194048.20
2021-09-24,2226801.7,['501018'],501018.XSHG:2578100:2222322.20
2021-09-27,2262890.3,['501018'],501018.XSHG:2578000:2258328.00
2021-09-28,2301555.0,['501018'],501018.XSHG:2577900:2296908.90
2021-09-29,2244836.1,['501018'],501018.XSHG:2578000:2240282.00
2021-09-30,2247414.1,['501018'],501018.XSHG:2578000:2242860.00
2021-10-08,2371152.9,['501018'],501018.XSHG:2577800:2366420.40
2021-10-11,2417548.5,['501018'],501018.XSHG:2577600:2412633.60
2021-10-12,2409815.7,['501018'],501018.XSHG:2577600:2404900.80
2021-10-13,2407238.1,['501018'],501018.XSHG:2577600:2402323.20
2021-10-14,2420126.1,['501018'],501018.XSHG:2577600:2415211.20
2021-10-15,2451057.3,['501018'],501018.XSHG:2577600:2446142.40
2021-10-18,2527881.82,['159865'],159865.XSHE:3149900:2523069.90
2021-10-19,2653872.82,['159865'],159865.XSHE:3149300:2648561.30
2021-10-20,2603484.02,['159865'],159865.XSHE:3149300:2598172.50
2021-10-21,2583099.56,['159928'],159928.XSHE:2239900:2578124.90
2021-10-22,2625158.05,['501018'],501018.XSHG:2793200:2620021.60
2021-10-25,2681017.05,['501018'],501018.XSHG:2792900:2675598.20
2021-10-26,2653088.05,['501018'],501018.XSHG:2792900:2647669.20
2021-10-27,2641910.95,['501018'],501018.XSHG:2793000:2636592.00
2021-10-28,2600011.55,['501018'],501018.XSHG:2793100:2594789.90
2021-10-29,2620832.34,['513500'],513500.XSHG:948300:2615411.40
2021-11-01,2623537.86,['515790'],515790.XSHG:1404700:2618360.80
2021-11-02,2557516.96,['515790'],515790.XSHG:1404700:2552339.90
2021-11-03,2514225.34,['516520'],516520.XSHG:2232600:2509442.40
2021-11-04,2572266.74,['516520'],516520.XSHG:2232200:2567030.00
2021-11-05,2583427.74,['516520'],516520.XSHG:2232200:2578191.00
2021-11-08,2576731.14,['516520'],516520.XSHG:2232200:2571494.40
2021-11-09,2583427.74,['516520'],516520.XSHG:2232200:2578191.00
2021-11-10,2560594.58,['512670'],512670.XSHG:2241800:2555652.00
2021-11-11,2562832.98,['512670'],512670.XSHG:2241600:2557665.60
2021-11-12,2661457.78,['512670'],512670.XSHG:2241400:2656059.00
2021-11-15,2618348.51,['512660'],512660.XSHG:1827500:2613325.00
2021-11-16,2514179.21,['512660'],512660.XSHG:1827400:2509020.20
2021-11-17,2549290.22,['512980'],512980.XSHG:3204500:2544373.00
2021-11-18,2463760.62,['515880'],515880.XSHG:2266400:2459044.00
2021-11-19,2479574.44,['513100'],513100.XSHG:455500:2474731.50
