date,input,output,threshold,selected,selected_raw,rejected_sample
2021-07-21,17,9,886234.0,"['159980', '159985', '161226', '501018', '513030', '513100', '513500', '513520', '518880']","159980.XSHE,159985.XSHE,161226.XSHE,501018.XSHG,513030.XSHG,513100.XSHG,513500.XSHG,513520.XSHG,518880.XSHG",520830.XSHG:0|513400.XSHG:0|513310.XSHG:0|513290.XSHG:0|159529.XSHE:0|159518.XSHE:0|159509.XSHE:0|159502.XSHE:0
2021-08-31,114,69,972838.0,"['159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '518880', '588080']","159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,588080.XSHG",588790.XSHG:0|513190.XSHG:0|512050.XSHG:0|159892.XSHE:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159605.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159518.XSHE:0|159516.XSHE:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0
2021-09-10,114,69,1021064.0,"['159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '518880', '588080']","159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,588080.XSHG",588790.XSHG:0|513190.XSHG:0|512050.XSHG:0|159892.XSHE:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159605.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159518.XSHE:0|159516.XSHE:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0
2021-11-30,114,72,827397.0,"['159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516190', '516510', '516520', '518880', '562800', '588080']","159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516190.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,562800.XSHG,588080.XSHG",588790.XSHG:0|159518.XSHE:0|512050.XSHG:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159605.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159516.XSHE:0|588220.XSHG:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0|159218.XSHE:0
2021-12-01,114,72,881546.0,"['159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516190', '516510', '516520', '518880', '562800', '588080']","159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516190.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,562800.XSHG,588080.XSHG",588790.XSHG:0|159518.XSHE:0|512050.XSHG:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159605.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159516.XSHE:0|588220.XSHG:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0|159218.XSHE:0
2021-12-09,114,72,1037596.0,"['159605', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '518880', '562800', '588080']","159605.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,562800.XSHG,588080.XSHG",516190.XSHG:457463|588790.XSHG:0|159518.XSHE:0|512050.XSHG:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159516.XSHE:0|513190.XSHG:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0|159218.XSHE:0
2021-12-10,114,72,1033144.0,"['159605', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513180', '513330', '513360', '513500', '513520', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '518880', '562800', '588080']","159605.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513180.XSHG,513330.XSHG,513360.XSHG,513500.XSHG,513520.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,518880.XSHG,562800.XSHG,588080.XSHG",516190.XSHG:593226|588790.XSHG:0|159518.XSHE:0|512050.XSHG:0|159667.XSHE:0|159638.XSHE:0|159611.XSHE:0|159583.XSHE:0|159566.XSHE:0|159529.XSHE:0|159516.XSHE:0|513190.XSHG:0|159509.XSHE:0|159502.XSHE:0|159363.XSHE:0|159326.XSHE:0|159323.XSHE:0|159256.XSHE:0|159227.XSHE:0|159218.XSHE:0
2022-03-29,17,9,1132417.0,"['159980', '159985', '161226', '501018', '513030', '513100', '513500', '513520', '518880']","159980.XSHE,159985.XSHE,161226.XSHE,501018.XSHG,513030.XSHG,513100.XSHG,513500.XSHG,513520.XSHG,518880.XSHG",520830.XSHG:0|513400.XSHG:0|513310.XSHG:0|513290.XSHG:0|159529.XSHE:0|159518.XSHE:0|159509.XSHE:0|159502.XSHE:0
2024-11-25,17,17,3516000.0,"['159502', '159509', '159518', '159529', '159980', '159985', '161226', '501018', '513030', '513100', '513290', '513310', '513400', '513500', '513520', '518880', '520830']","159502.XSHE,159509.XSHE,159518.XSHE,159529.XSHE,159980.XSHE,159985.XSHE,161226.XSHE,501018.XSHG,513030.XSHG,513100.XSHG,513290.XSHG,513310.XSHG,513400.XSHG,513500.XSHG,513520.XSHG,518880.XSHG,520830.XSHG",
2025-07-22,114,111,4194188.0,"['159206', '159218', '159227', '159323', '159326', '159363', '159502', '159509', '159516', '159518', '159529', '159566', '159583', '159605', '159611', '159638', '159667', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512050', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513120', '513180', '513190', '513290', '513310', '513330', '513350', '513360', '513400', '513500', '513520', '513630', '513750', '513920', '513970', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '517520', '518880', '520830', '560860', '561360', '561980', '562500', '562590', '562800', '563300', '588080', '588170', '588200', '588220', '588790']","159206.XSHE,159218.XSHE,159227.XSHE,159323.XSHE,159326.XSHE,159363.XSHE,159502.XSHE,159509.XSHE,159516.XSHE,159518.XSHE,159529.XSHE,159566.XSHE,159583.XSHE,159605.XSHE,159611.XSHE,159638.XSHE,159667.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512050.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513120.XSHG,513180.XSHG,513190.XSHG,513290.XSHG,513310.XSHG,513330.XSHG,513350.XSHG,513360.XSHG,513400.XSHG,513500.XSHG,513520.XSHG,513630.XSHG,513750.XSHG,513920.XSHG,513970.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,517520.XSHG,518880.XSHG,520830.XSHG,560860.XSHG,561360.XSHG,561980.XSHG,562500.XSHG,562590.XSHG,562800.XSHG,563300.XSHG,588080.XSHG,588170.XSHG,588200.XSHG,588220.XSHG,588790.XSHG",516190.XSHG:2498349|561330.XSHG:1669301|159256.XSHE:0
2025-09-04,114,113,7589501.0,"['159206', '159218', '159227', '159256', '159323', '159326', '159363', '159502', '159509', '159516', '159518', '159529', '159566', '159583', '159605', '159611', '159638', '159667', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512050', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513120', '513180', '513190', '513290', '513310', '513330', '513350', '513360', '513400', '513500', '513520', '513630', '513750', '513920', '513970', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '517520', '518880', '520830', '560860', '561330', '561360', '561980', '562500', '562590', '562800', '563300', '588080', '588170', '588200', '588220', '588790']","159206.XSHE,159218.XSHE,159227.XSHE,159256.XSHE,159323.XSHE,159326.XSHE,159363.XSHE,159502.XSHE,159509.XSHE,159516.XSHE,159518.XSHE,159529.XSHE,159566.XSHE,159583.XSHE,159605.XSHE,159611.XSHE,159638.XSHE,159667.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512050.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513120.XSHG,513180.XSHG,513190.XSHG,513290.XSHG,513310.XSHG,513330.XSHG,513350.XSHG,513360.XSHG,513400.XSHG,513500.XSHG,513520.XSHG,513630.XSHG,513750.XSHG,513920.XSHG,513970.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,517520.XSHG,518880.XSHG,520830.XSHG,560860.XSHG,561330.XSHG,561360.XSHG,561980.XSHG,562500.XSHG,562590.XSHG,562800.XSHG,563300.XSHG,588080.XSHG,588170.XSHG,588200.XSHG,588220.XSHG,588790.XSHG",516190.XSHG:2816616
2025-09-09,114,113,7361206.0,"['159206', '159218', '159227', '159256', '159323', '159326', '159363', '159502', '159509', '159516', '159518', '159529', '159566', '159583', '159605', '159611', '159638', '159667', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512050', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513120', '513180', '513190', '513290', '513310', '513330', '513350', '513360', '513400', '513500', '513520', '513630', '513750', '513920', '513970', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516510', '516520', '517520', '518880', '520830', '560860', '561330', '561360', '561980', '562500', '562590', '562800', '563300', '588080', '588170', '588200', '588220', '588790']","159206.XSHE,159218.XSHE,159227.XSHE,159256.XSHE,159323.XSHE,159326.XSHE,159363.XSHE,159502.XSHE,159509.XSHE,159516.XSHE,159518.XSHE,159529.XSHE,159566.XSHE,159583.XSHE,159605.XSHE,159611.XSHE,159638.XSHE,159667.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512050.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513120.XSHG,513180.XSHG,513190.XSHG,513290.XSHG,513310.XSHG,513330.XSHG,513350.XSHG,513360.XSHG,513400.XSHG,513500.XSHG,513520.XSHG,513630.XSHG,513750.XSHG,513920.XSHG,513970.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516510.XSHG,516520.XSHG,517520.XSHG,518880.XSHG,520830.XSHG,560860.XSHG,561330.XSHG,561360.XSHG,561980.XSHG,562500.XSHG,562590.XSHG,562800.XSHG,563300.XSHG,588080.XSHG,588170.XSHG,588200.XSHG,588220.XSHG,588790.XSHG",516190.XSHG:4123834
2025-11-14,114,114,5033440.0,"['159206', '159218', '159227', '159256', '159323', '159326', '159363', '159502', '159509', '159516', '159518', '159529', '159566', '159583', '159605', '159611', '159638', '159667', '159732', '159755', '159766', '159819', '159825', '159840', '159851', '159852', '159865', '159869', '159870', '159883', '159892', '159915', '159928', '159949', '159967', '159980', '159981', '159985', '159992', '159995', '159998', '161226', '501018', '510300', '510500', '510760', '510880', '510900', '511380', '512010', '512050', '512070', '512100', '512170', '512200', '512400', '512480', '512660', '512670', '512690', '512710', '512800', '512880', '512890', '512980', '513030', '513090', '513100', '513120', '513180', '513190', '513290', '513310', '513330', '513350', '513360', '513400', '513500', '513520', '513630', '513750', '513920', '513970', '515030', '515050', '515120', '515170', '515210', '515220', '515400', '515790', '515880', '515980', '516150', '516160', '516190', '516510', '516520', '517520', '518880', '520830', '560860', '561330', '561360', '561980', '562500', '562590', '562800', '563300', '588080', '588170', '588200', '588220', '588790']","159206.XSHE,159218.XSHE,159227.XSHE,159256.XSHE,159323.XSHE,159326.XSHE,159363.XSHE,159502.XSHE,159509.XSHE,159516.XSHE,159518.XSHE,159529.XSHE,159566.XSHE,159583.XSHE,159605.XSHE,159611.XSHE,159638.XSHE,159667.XSHE,159732.XSHE,159755.XSHE,159766.XSHE,159819.XSHE,159825.XSHE,159840.XSHE,159851.XSHE,159852.XSHE,159865.XSHE,159869.XSHE,159870.XSHE,159883.XSHE,159892.XSHE,159915.XSHE,159928.XSHE,159949.XSHE,159967.XSHE,159980.XSHE,159981.XSHE,159985.XSHE,159992.XSHE,159995.XSHE,159998.XSHE,161226.XSHE,501018.XSHG,510300.XSHG,510500.XSHG,510760.XSHG,510880.XSHG,510900.XSHG,511380.XSHG,512010.XSHG,512050.XSHG,512070.XSHG,512100.XSHG,512170.XSHG,512200.XSHG,512400.XSHG,512480.XSHG,512660.XSHG,512670.XSHG,512690.XSHG,512710.XSHG,512800.XSHG,512880.XSHG,512890.XSHG,512980.XSHG,513030.XSHG,513090.XSHG,513100.XSHG,513120.XSHG,513180.XSHG,513190.XSHG,513290.XSHG,513310.XSHG,513330.XSHG,513350.XSHG,513360.XSHG,513400.XSHG,513500.XSHG,513520.XSHG,513630.XSHG,513750.XSHG,513920.XSHG,513970.XSHG,515030.XSHG,515050.XSHG,515120.XSHG,515170.XSHG,515210.XSHG,515220.XSHG,515400.XSHG,515790.XSHG,515880.XSHG,515980.XSHG,516150.XSHG,516160.XSHG,516190.XSHG,516510.XSHG,516520.XSHG,517520.XSHG,518880.XSHG,520830.XSHG,560860.XSHG,561330.XSHG,561360.XSHG,561980.XSHG,562500.XSHG,562590.XSHG,562800.XSHG,563300.XSHG,588080.XSHG,588170.XSHG,588200.XSHG,588220.XSHG,588790.XSHG",
