year,days,target_match,top10_overlap,weak_match,threshold_ratio
2020,243,0.6502057613168725,4.97119341563786,0.9300411522633745,0.5288083566122466
2021,243,0.5555555555555556,4.465020576131687,0.831275720164609,0.5005849530975197
2022,242,0.6611570247933884,3.6942148760330578,0.9090909090909091,0.4046715228636878
2023,242,0.6859504132231405,4.260330578512397,0.9049586776859504,0.35719850509154255
2024,242,0.5991735537190083,4.305785123966942,0.9090909090909091,0.3525020088114657
2025,243,0.4773662551440329,5.62962962962963,0.934156378600823,0.2957158794708728
2026,119,0.37815126050420167,4.411764705882353,0.8403361344537815,0.2834817405097516
